timestamp,model,is_final,seed,accuracy_cora,accuracy_citeseer,accuracy_texas,accuracy_cornell,accuracy_cora_std,accuracy_citeseer_std,accuracy_texas_std,accuracy_cornell_std,std_cora,std_citeseer,std_texas,std_cornell,std_cora_std,std_citeseer_std,std_texas_std,std_cornell_std,elapsed_cora,elapsed_citeseer,elapsed_texas,elapsed_cornell
2026-03-27T03:14:52.832341+00:00,baseline:gprgnn,true,mean,0.889,0.8019666666666666,0.9065333333333334,0.8704999999999999,0.00029999999999996696,4.714045207915031e-05,0.002309882151876062,0.0046669047558312235,0.0103,0.0136,0.0361,0.03373333333333333,0.0008000000000000004,0.0,0.008567769060068477,0.006930287792645332,52.0,59.333333333333336,66.0,62.0
2026-04-22T04:34:02.430044+00:00,baseline:appnp,false,42,0.8796,0.805,0.4279,0.718,,,,,0.0138,0.0105,0.236,0.0786,,,,,67,69,69,69
2026-04-22T04:34:17.510387+00:00,baseline:sgc,false,42,0.8719,0.8005,0.5443,0.618,,,,,0.0148,0.0071,0.0512,0.0503,,,,,145,146,146,146
2026-04-22T15:43:17.340661+00:00,deepseek-reasoner,false,42,0.8869,0.8001,0.8984,0.8082,,,,,0.011,0.0164,0.0309,0.0344,,,,,163,163,170,170
2026-04-22T15:44:55.527398+00:00,google/gemini-3.1-pro-preview,false,42,0.8796,0.7858,0.7967,0.5459,,,,,0.0167,0.0127,0.0673,0.2381,,,,,100,100,100,100
2026-04-22T17:21:49.329548+00:00,deepseek-reasoner,false,42,0.8929,0.0,0.9082,0.8754,,,,,0.0167,0.0,0.0382,0.041,,,,,55,111,111,111
2026-04-22T17:23:08.608667+00:00,google/gemini-3.1-pro-preview,false,42,0.8851,0.797,0.8492,0.7541,,,,,0.013,0.0155,0.0457,0.0469,,,,,55,55,55,55
2026-04-22T17:53:51.610910+00:00,anthropic/claude-opus-4.6,false,42,0.8898,0.7888,0.9049,0.8656,,,,,0.0151,0.0177,0.0491,0.0407,,,,,82,82,87,87
2026-04-22T19:17:57.162413+00:00,deepseek-reasoner,false,42,0.8926,0.8012,0.9049,0.8639,,,,,0.0138,0.0138,0.0241,0.0428,,,,,61,61,63,63
2026-04-22T19:18:16.565044+00:00,google/gemini-3.1-pro-preview,false,42,0.8851,0.7686,0.8525,0.7705,,,,,0.014,0.0377,0.0684,0.1008,,,,,67,67,67,67
2026-04-22T19:18:30.157536+00:00,deepseek-reasoner,true,42,0.8926,0.8012,0.9049,0.8639,,,,,0.0138,0.0138,0.0241,0.0428,,,,,61,61,63,63
2026-04-22T19:19:08.831379+00:00,google/gemini-3.1-pro-preview,true,42,0.8851,0.7686,0.8525,0.7705,,,,,0.014,0.0377,0.0684,0.1008,,,,,67,67,67,67
2026-04-22T19:22:22.405680+00:00,anthropic/claude-opus-4.6,false,42,0.8869,0.7996,0.8984,0.8361,,,,,0.0113,0.0122,0.0334,0.0458,,,,,79,79,80,80
2026-04-22T20:55:59.122195+00:00,anthropic/claude-opus-4.6,false,42,0.3296,0.4344,0.8049,0.6361,,,,,0.1512,0.1793,0.0798,0.1269,,,,,200,210,210,266
2026-04-22T20:56:09.206253+00:00,anthropic/claude-opus-4.6,true,42,0.8898,0.7888,0.9049,0.8656,,,,,0.0151,0.0177,0.0491,0.0407,,,,,82,82,87,87
2026-04-28T19:42:45.878193+00:00,openai/gpt-5.4:web,false,42,0.8801,0.7861,0.8328,0.777,,,,,0.0174,0.0133,0.023,0.0498,,,,,79,79,81,81
2026-04-28T19:47:22.811760+00:00,openai/gpt-5.4:ctx_baseline,false,42,0.8878,0.8143,0.8967,0.9148,,,,,0.0139,0.0082,0.0275,0.03,,,,,74,75,75,75
2026-04-28T20:34:55.935040+00:00,openai/gpt-5.4:ctx_theory,false,42,0.8936,0.8025,0.918,0.8754,,,,,0.0145,0.0126,0.0336,0.015,,,,,135,135,147,147
2026-04-28T20:51:13.862089+00:00,gemini-3.1-pro-preview:web,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:41:06.868170+00:00,qwen3.6-plus:web,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:41:27.963106+00:00,gemini-3.1-pro-preview:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:41:52.300807+00:00,qwen3.6-plus:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:42:09.085900+00:00,qwen3.6-plus:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:42:23.997331+00:00,gemini-3.1-pro-preview:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:43:29.690845+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:47:33.147598+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,42,,,,0.8475,,,,,,,,0.0428,,,,,8,8,8,168
2026-04-28T21:54:27.785894+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,42,0.887,0.7888,0.8754,0.8377,,,,,0.0144,0.0196,0.0476,0.0478,,,,,100,100,108,108
2026-04-28T22:31:35.468519+00:00,openai/gpt-5.4:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T22:32:35.116829+00:00,openai/gpt-5.4:web,false,42,0.8872,0.8147,0.9246,0.9295,,,,,0.0132,0.0111,0.0167,0.0195,,,,,65,67,67,67
2026-04-28T22:32:39.156608+00:00,openai/gpt-5.4:web,true,42,0.8872,0.8147,0.9246,0.9295,,,,,0.0132,0.0111,0.0167,0.0195,,,,,65,67,67,67
2026-04-28T22:39:40.252451+00:00,openai/gpt-5.4:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T22:53:17.419610+00:00,gemini-3.1-pro-preview:web,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T22:53:37.076821+00:00,gemini-3.1-pro-preview:web,true,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T23:44:47.494674+00:00,qwen3.6-plus:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T23:47:30.394092+00:00,qwen3.6-plus:web,false,42,,,,0.7197,,,,,,,,0.0598,,,,,8,8,8,151
2026-04-28T23:50:41.739921+00:00,gemini-3.1-pro-preview:ctx_theory,false,42,0.8897,,,0.882,,,,,0.0153,,,0.0282,,,,,188,188,188,188
2026-04-28T23:51:52.256365+00:00,gemini-3.1-pro-preview:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T23:56:22.390106+00:00,qwen3.6-plus:ctx_theory,false,42,0.8734,,0.5869,0.7721,,,,,0.0186,,0.2706,0.0478,,,,,217,217,222,222
2026-04-28T23:57:58.374324+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,42,0.8811,,0.6918,0.9098,,,,,0.0192,,0.3666,0.0441,,,,,192,192,192,192
2026-04-28T23:59:45.332367+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,42,0.8895,,,,,,,,0.0104,,,,,,,,199,199,199,199
2026-04-28T23:59:59.594685+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,42,0.8946,0.8056,0.7967,0.8738,,,,,0.016,0.0171,0.0435,0.0221,,,,,86,87,92,92
2026-04-29T00:59:47.242367+00:00,openai/gpt-5.4:ctx_baseline,false,42,0.8846,,0.9344,0.8639,,,,,0.0164,,0.018,0.0284,,,,,222,222,250,250
2026-04-29T00:59:49.560368+00:00,openai/gpt-5.4:ctx_baseline,true,42,0.8878,0.8143,0.8967,0.9148,,,,,0.0139,0.0082,0.0275,0.03,,,,,74,75,75,75
2026-04-29T01:02:38.259343+00:00,openai/gpt-5.4:ctx_theory,false,42,0.887,0.8105,0.9344,0.8607,,,,,0.0163,0.0095,0.0243,0.0286,,,,,135,135,135,135
2026-04-29T01:02:40.259472+00:00,openai/gpt-5.4:ctx_theory,true,42,0.887,0.8105,0.9344,0.8607,,,,,0.0163,0.0095,0.0243,0.0286,,,,,135,135,135,135
2026-04-29T01:45:27.779351+00:00,qwen3.6-plus:ctx_baseline,false,42,0.8915,0.8053,0.9246,0.8377,,,,,0.0136,0.0111,0.0245,0.0355,,,,,113,113,113,113
2026-04-29T01:45:44.146817+00:00,qwen3.6-plus:ctx_baseline,true,42,0.8915,0.8053,0.9246,0.8377,,,,,0.0136,0.0111,0.0245,0.0355,,,,,113,113,113,113
2026-04-29T01:50:55.728263+00:00,gemini-3.1-pro-preview:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:51:03.735177+00:00,gemini-3.1-pro-preview:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:51:10.492646+00:00,gemini-3.1-pro-preview:ctx_theory,true,42,0.8897,,,0.882,,,,,0.0153,,,0.0282,,,,,188,188,188,188
2026-04-29T01:51:13.786039+00:00,gemini-3.1-pro-preview:ctx_baseline,true,42,0.8897,,,0.882,,,,,0.0153,,,0.0282,,,,,188.0,188.0,188.0,188.0
2026-04-29T01:52:04.629201+00:00,qwen3.6-plus:web,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:52:23.170944+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:52:55.467755+00:00,qwen3.6-plus:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:52:59.828468+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,true,42,0.8811,,0.6918,0.9098,,,,,0.0192,,0.3666,0.0441,,,,,192,192,192,192
2026-04-29T01:53:17.748527+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:53:28.342208+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:54:06.294574+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,true,42,0.887,0.7888,0.8754,0.8377,,,,,0.0144,0.0196,0.0476,0.0478,,,,,100,100,108,108
2026-04-29T01:54:12.583950+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,true,42,0.8895,,,,,,,,0.0104,,,,,,,,199,199,199,199
2026-04-29T01:54:22.415661+00:00,qwen3.6-plus:web,true,42,0.8915,0.8053,0.9246,0.8377,,,,,0.0136,0.0111,0.0245,0.0355,,,,,113.0,113.0,113.0,113.0
2026-04-28T19:42:45.878193+00:00,openai/gpt-5.4,false,42,0.8801,0.7861,0.8328,0.777,,,,,0.0174,0.0133,0.023,0.0498,,,,,79,79,81,81
2026-04-28T21:41:06.868170+00:00,qwen3.6-plus,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-28T22:32:35.116829+00:00,openai/gpt-5.4,false,42,0.8872,0.8147,0.9246,0.9295,,,,,0.0132,0.0111,0.0167,0.0195,,,,,65,67,67,67
2026-04-28T22:32:39.156608+00:00,openai/gpt-5.4,true,42,0.8872,0.8147,0.9246,0.9295,,,,,0.0132,0.0111,0.0167,0.0195,,,,,65,67,67,67
2026-04-28T23:47:30.394092+00:00,qwen3.6-plus,false,42,,,,0.7197,,,,,,,,0.0598,,,,,8,8,8,151
2026-04-29T01:52:04.629201+00:00,qwen3.6-plus,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:54:22.415661+00:00,qwen3.6-plus,true,42,0.8915,0.8053,0.9246,0.8377,,,,,0.0136,0.0111,0.0245,0.0355,,,,,113.0,113.0,113.0,113.0
2026-04-29T04:17:50.671882+00:00,claude-opus-4.6:ctx_theory,false,42,0.8943,0.81,0.9295,0.8689,,,,,0.0146,0.0097,0.0254,0.0359,,,,,107,107,109,109
2026-04-29T04:25:44.752892+00:00,claude-opus-4.6:ctx_baseline,false,42,0.8772,0.8053,0.9246,0.9016,,,,,0.0173,0.0092,0.033,0.0264,,,,,129,175,175,175
2026-04-29T04:47:40.748010+00:00,claude-opus-4.6:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,
2026-04-29T04:49:48.956177+00:00,openai/gpt-5.4:web,false,42,0.8941,0.8008,0.8852,0.8934,,,,,0.0127,0.0117,0.0367,0.0257,,,,,124,124,124,124
2026-04-29T04:51:17.709516+00:00,claude-opus-4.6:web,false,42,0.8844,0.7974,0.8328,0.7656,,,,,0.0128,0.0165,0.1231,0.06,,,,,84,84,85,85
2026-04-29T04:54:28.581931+00:00,qwen3.6-plus:web,false,42,0.81,0.6749,0.3672,0.3328,,,,,0.0188,0.0133,0.2365,0.2747,,,,,56,56,56,56
2026-04-29T04:58:09.199627+00:00,claude-opus-4.6:ctx_baseline,false,42,0.8915,0.8027,0.8328,0.8393,,,,,0.0151,0.0069,0.0387,0.0463,,,,,131,132,133,133
2026-04-29T05:02:32.695067+00:00,claude-opus-4.6:ctx_theory,false,42,0.8923,0.8059,0.6197,0.8459,,,,,0.015,0.0138,0.2581,0.0295,,,,,123,123,136,136
2026-04-29T05:02:40.149507+00:00,claude-opus-4.6:ctx_theory,true,42,0.8943,0.81,0.9295,0.8689,,,,,0.0146,0.0097,0.0254,0.0359,,,,,107,107,109,109
2026-04-29T05:07:26.612039+00:00,openai/gpt-5.4:web,false,42,0.8882,0.8026,0.8869,0.8475,,,,,0.0152,0.014,0.034,0.0481,,,,,78,79,79,80
2026-04-29T05:07:28.496529+00:00,openai/gpt-5.4:web,true,42,0.8941,0.8008,0.8852,0.8934,,,,,0.0127,0.0117,0.0367,0.0257,,,,,124,124,124,124
2026-04-29T05:10:31.206959+00:00,claude-opus-4.6:web,false,42,0.8816,0.7843,0.7246,0.6148,,,,,0.0145,0.0115,0.1548,0.2654,,,,,85,85,85,85
2026-04-29T05:14:15.354235+00:00,qwen3.6-plus:web,false,42,0.8701,0.793,0.6049,0.7066,,,,,0.0168,0.0085,0.089,0.057,,,,,56,57,57,57
2026-04-29T05:16:15.803006+00:00,claude-opus-4.6:ctx_baseline,false,42,0.8875,0.8019,0.9131,0.8508,,,,,0.0153,0.0126,0.0652,0.0391,,,,,178,178,182,182
2026-04-29T05:16:24.908432+00:00,claude-opus-4.6:ctx_baseline,true,42,0.8772,0.8053,0.9246,0.9016,,,,,0.0173,0.0092,0.033,0.0264,,,,,129,175,175,175
2026-04-29T05:16:26.573898+00:00,claude-opus-4.6:web,false,42,0.8878,0.8057,0.923,0.8656,,,,,0.0131,0.0139,0.0208,0.04,,,,,67,67,68,68
2026-04-29T05:16:35.340215+00:00,claude-opus-4.6:web,true,42,0.8878,0.8057,0.923,0.8656,,,,,0.0131,0.0139,0.0208,0.04,,,,,67,67,68,68
2026-04-29T05:21:52.834650+00:00,qwen3.6-plus:web,false,42,0.853,0.7739,0.923,0.8049,,,,,0.0157,0.0096,0.0232,0.0398,,,,,137,140,140,140
2026-04-29T05:22:19.196130+00:00,qwen3.6-plus:web,true,42,0.853,0.7739,0.923,0.8049,,,,,0.0157,0.0096,0.0232,0.0398,,,,,137,140,140,140
2026-05-05T09:16:12.248038+00:00,openevolve:qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:17:02.112884+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:17:09.600839+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:17:14.889731+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:17:18.301731+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:18:21.544312+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:18:29.491926+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:18:46.102746+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:19:17.994152+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:19:31.653272+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:19:42.016123+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:21:14.944751+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:22:00.520800+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:23:06.518725+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:23:49.845960+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:23:50.126706+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:24:28.302483+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:25:11.564270+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:25:42.450965+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:27:04.409256+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:27:12.923849+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:28:59.298076+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:29:22.568523+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:31:00.048449+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:31:40.017762+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:32:54.317693+00:00,openevolve:qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:32:54.333672+00:00,openevolve:qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:33:27.146716+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:33:35.860062+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:35:27.230525+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:35:38.012792+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:36:44.697766+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:37:08.424630+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:39:12.668797+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:39:23.967567+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:41:09.992958+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:41:11.420257+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:41:54.444870+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:42:07.605194+00:00,discover:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:42:07.620754+00:00,discover:gemini-3.1-pro-preview,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:42:30.443620+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:45:52.642580+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:46:08.452160+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:49:04.412055+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-05T09:49:23.895898+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:12:16.875075+00:00,openevolve:qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:12:50.280060+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:13:32.712029+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:15:37.199907+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:16:31.267194+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:16:38.466774+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:16:42.796592+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:17:26.130416+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:17:41.831447+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:18:13.557818+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:20:08.059506+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:20:13.272534+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:20:17.600626+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:20:32.145222+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:21:05.489178+00:00,openevolve:qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:21:05.506189+00:00,openevolve:qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:21:22.389325+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:21:25.984027+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:21:40.854245+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:21:46.494702+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:21:53.871807+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:23:06.629275+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:23:16.961037+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:24:24.726151+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:24:30.924726+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:25:34.479936+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:25:40.905668+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:26:16.297968+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:26:55.454865+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:28:03.576180+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:28:22.369726+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:30:48.917553+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:30:52.683307+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:32:03.826917+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:33:53.527594+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:34:05.677751+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:35:06.274841+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:35:17.345485+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:36:46.952992+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:37:27.769130+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,,,,,,,,,
