timestamp,model,is_final,seed,mmd_avg_community_small,mmd_avg_ego_small,mmd_avg_enzymes,mmd_clustering_community_small,mmd_clustering_ego_small,mmd_clustering_enzymes,mmd_degree_community_small,mmd_degree_ego_small,mmd_degree_enzymes,mmd_orbit_community_small,mmd_orbit_ego_small,mmd_orbit_enzymes,mmd_avg_community_small_std,mmd_avg_ego_small_std,mmd_avg_enzymes_std,mmd_clustering_community_small_std,mmd_clustering_ego_small_std,mmd_clustering_enzymes_std,mmd_degree_community_small_std,mmd_degree_ego_small_std,mmd_degree_enzymes_std,mmd_orbit_community_small_std,mmd_orbit_ego_small_std,mmd_orbit_enzymes_std,elapsed_community_small,elapsed_ego_small,elapsed_enzymes
2026-04-06T11:12:42.577750+00:00,baseline:graphvae,true,456,0.051951,0.092544,0.281241,0.101396,0.150037,0.496889,0.054427,0.127459,0.346469,3.2e-05,0.000136,0.000367,,,,,,,,,,,,,14.0,19.0,44.0
2026-04-21T22:09:52.365649+00:00,baseline:graphvae,true,mean,0.11194,0.10098566666666665,0.43067866666666665,0.10169666666666666,0.10539066666666667,0.5189596666666666,0.099327,0.163571,0.7001719999999999,0.13479733333333335,0.03399566666666667,0.07290533333333334,0.0840839027915966,0.052700658264916905,0.1564504366039148,0.0015229815786439688,0.03226891813425972,0.14429590076490584,0.06286709492254275,0.11183801808270148,0.4723981458184046,0.19058130531146603,0.04792935444542891,0.10255853295340937,13.0,18.0,41.333333333333336
2026-04-21T22:17:49.385817+00:00,baseline:moflow,true,42,0.785386,1.099876,0.791946,0.1,0.11625,0.06964,1.19608,1.325781,1.352234,1.060077,1.857598,0.953964,,,,,,,,,,,,,22,32,327
2026-04-22T07:43:16.842324+00:00,baseline:gdss,true,42,0.949955,1.133836,0.819764,0.1,0.11625,0.096428,1.244405,1.393725,1.407973,1.505461,1.891534,0.954892,,,,,,,,,,,,,12,17,412
2026-04-22T15:39:24.701325+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-22T15:39:47.544360+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-22T15:42:00.079497+00:00,google/gemini-3.1-pro-preview,false,42,0.231508,0.032039,,0.1,0.0675,,0.335386,0.028389,,0.259139,0.000227,,,,,,,,,,,,,,35,49,49
2026-04-22T15:45:44.608915+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-22T15:46:13.930921+00:00,qwen/qwen3.6-plus,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-22T15:47:23.900395+00:00,deepseek-reasoner,false,42,0.168699,0.119794,0.392964,0.1,0.148778,0.055789,0.339911,0.197288,0.699237,0.066186,0.013316,0.423866,,,,,,,,,,,,,11,16,100
2026-04-22T17:12:39.873897+00:00,openai/gpt-5.4,false,42,0.252842,0.083059,0.234188,0.1,0.10375,0.017106,0.478952,0.134792,0.655037,0.179575,0.010636,0.030421,,,,,,,,,,,,,68,120,174
2026-04-22T17:19:46.435602+00:00,google/gemini-3.1-pro-preview,false,42,0.25796,0.025856,,0.1,0.0425,,0.310426,0.033518,,0.363454,0.001551,,,,,,,,,,,,,,27,40,40
2026-04-22T17:35:26.824274+00:00,anthropic/claude-opus-4.6,false,42,0.400462,0.06023,0.252368,0.245,0.09125,0.034186,0.239817,0.083575,0.6257,0.716569,0.005865,0.097217,,,,,,,,,,,,,13,20,45
2026-04-22T17:40:35.018320+00:00,deepseek-reasoner,false,42,0.117206,0.254867,0.93086,0.1,0.244991,0.846843,0.206747,0.513971,1.666351,0.044872,0.005637,0.279388,,,,,,,,,,,,,21,31,306
2026-04-22T18:31:30.669026+00:00,openai/gpt-5.4,false,42,0.216082,0.083723,0.00729,0.115,0.10875,0.019678,0.257196,0.13209,0.001562,0.276051,0.010329,0.00063,,,,,,,,,,,,,68,120,175
2026-04-22T19:16:54.136554+00:00,google/gemini-3.1-pro-preview,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-22T19:18:03.211562+00:00,google/gemini-3.1-pro-preview,true,42,0.25796,0.025856,,0.1,0.0425,,0.310426,0.033518,,0.363454,0.001551,,,,,,,,,,,,,,27,40,40
2026-04-22T19:19:33.655518+00:00,anthropic/claude-opus-4.6,false,42,0.346472,0.056824,0.442173,0.235,0.09,0.186872,0.16756,0.074746,0.941225,0.636856,0.005726,0.198422,,,,,,,,,,,,,16,22,50
2026-04-22T19:20:43.075616+00:00,deepseek-reasoner,false,42,0.116229,0.115348,0.489971,0.1,0.06625,0.025672,0.12057,0.226422,0.853432,0.128117,0.053372,0.590808,,,,,,,,,,,,,15,23,106
2026-04-22T19:21:19.815801+00:00,deepseek-reasoner,true,42,0.168699,0.119794,0.392964,0.1,0.148778,0.055789,0.339911,0.197288,0.699237,0.066186,0.013316,0.423866,,,,,,,,,,,,,11,16,100
2026-04-22T19:31:19.613078+00:00,openai/gpt-5.4,false,42,0.248433,0.083723,0.00729,0.1,0.10875,0.019678,0.293962,0.13209,0.001562,0.351337,0.010329,0.00063,,,,,,,,,,,,,158,269,361
2026-04-22T19:31:24.662079+00:00,openai/gpt-5.4,true,42,0.216082,0.083723,0.00729,0.115,0.10875,0.019678,0.257196,0.13209,0.001562,0.276051,0.010329,0.00063,,,,,,,,,,,,,68,120,175
2026-04-22T20:51:31.626553+00:00,anthropic/claude-opus-4.6,false,42,0.405308,0.053907,0.301245,0.11,0.04875,0.054132,0.284021,0.107243,0.761156,0.821903,0.005729,0.088447,,,,,,,,,,,,,15,23,54
2026-04-22T20:51:56.744121+00:00,anthropic/claude-opus-4.6,true,42,0.400462,0.06023,0.252368,0.245,0.09125,0.034186,0.239817,0.083575,0.6257,0.716569,0.005865,0.097217,,,,,,,,,,,,,13,20,45
2026-07-18T04:49:48.081210+00:00,baseline:graphvae,false,1,0.092448,0.16077,0.580796,0.1,0.172704,0.130834,0.115203,0.307651,1.380782,0.062142,0.001956,0.230771,,,,,,,,,,,,,18.6,45.9,75.2
2026-07-18T04:49:48.528279+00:00,baseline:graphvae,false,2,0.252902,0.161569,0.570752,0.1,0.14121,0.315858,0.398051,0.3323,1.178144,0.260655,0.011196,0.218255,,,,,,,,,,,,,20.0,46.9,76.6
2026-07-18T04:49:53.255912+00:00,baseline:graphvae,false,3,0.0817,0.109765,0.73506,0.1,0.06943,0.554219,0.109549,0.24431,1.396905,0.035551,0.015555,0.254057,,,,,,,,,,,,,18.7,46.7,76.2
2026-07-18T04:51:20.559987+00:00,baseline:digress,false,1,0.233986,0.039602,0.430063,0.1,0.06125,0.18499,0.34947,0.054506,0.895319,0.252489,0.00305,0.209881,,,,,,,,,,,,,29.9,47.1,167.7
2026-07-18T04:51:21.181771+00:00,baseline:digress,false,2,0.22683,0.209313,0.268881,0.1,0.2575,0.029446,0.371951,0.366862,0.604556,0.208539,0.003577,0.172641,,,,,,,,,,,,,35.8,49.7,169.3
2026-07-18T04:51:27.110932+00:00,baseline:digress,false,3,0.773041,0.131544,0.708548,0.135,0.165,0.559388,1.088535,0.222269,1.278996,1.095589,0.007365,0.287259,,,,,,,,,,,,,36.0,49.9,170.1
2026-07-18T04:53:57.998843+00:00,baseline:gran,false,1,0.422413,0.845603,0.810854,0.1,0.1675,0.040959,0.257279,1.169115,1.435502,0.909959,1.200194,0.9561,,,,,,,,,,,,,29.6,46.3,325.1
2026-07-18T04:53:58.301500+00:00,baseline:gran,false,2,0.416166,0.789007,0.809311,0.1,0.09875,0.043872,0.180481,1.085449,1.435312,0.968016,1.182822,0.948749,,,,,,,,,,,,,31.6,47.6,326.4
2026-07-18T04:54:03.596320+00:00,baseline:gran,false,3,0.472894,0.671854,0.816285,0.1,0.15375,0.042982,0.313803,0.963212,1.449067,1.00488,0.8986,0.956806,,,,,,,,,,,,,28.5,47.4,326.6
2026-07-18T04:55:27.565584+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.196253,0.157897,0.651694,0.1,0.170417,0.183966,0.414409,0.281245,1.555155,0.074351,0.02203,0.215962,,,,,,,,,,,,,20.3,31.8,88.0
2026-07-18T04:56:13.801808+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.658245,0.077975,0.405664,0.1,0.097101,0.024993,1.182346,0.127414,1.065787,0.692388,0.00941,0.126211,,,,,,,,,,,,,21.5,39.5,120.2
2026-07-18T04:56:55.686912+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.467982,0.017723,0.284416,0.1,0.03625,0.017095,0.858159,0.014811,0.769659,0.445787,0.002107,0.066494,,,,,,,,,,,,,31.8,44.9,89.9
2026-07-18T04:57:16.975110+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T04:58:32.601821+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.157693,0.13402,0.374696,0.1,0.137238,0.051267,0.286109,0.221901,0.957465,0.08697,0.042921,0.115356,,,,,,,,,,,,,21.7,31.5,87.6
2026-07-18T04:59:09.105673+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.152673,0.019899,0.216082,0.1,0.04125,0.017112,0.067002,0.018028,0.614614,0.291017,0.00042,0.01652,,,,,,,,,,,,,28.1,43.6,88.8
2026-07-18T04:59:38.165642+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.162146,0.029818,0.224851,0.1,0.03875,0.016949,0.31241,0.044244,0.617959,0.074028,0.006459,0.039644,,,,,,,,,,,,,24.0,35.7,117.6
2026-07-18T04:59:45.425272+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,0.162146,0.029818,0.224851,0.1,0.03875,0.016949,0.31241,0.044244,0.617959,0.074028,0.006459,0.039644,,,,,,,,,,,,,24.0,35.7,117.6
2026-07-18T05:00:33.082697+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.278819,0.213957,0.253136,0.1,0.079021,0.053867,0.544571,0.355406,0.673703,0.191885,0.207444,0.031838,,,,,,,,,,,,,20.5,30.4,85.3
2026-07-18T05:00:39.997244+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,0.157693,0.13402,0.374696,0.1,0.137238,0.051267,0.286109,0.221901,0.957465,0.08697,0.042921,0.115356,,,,,,,,,,,,,21.7,31.5,87.6
2026-07-18T05:02:01.264501+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.173479,0.021253,0.098426,0.1,0.03,0.016949,0.180103,0.032417,0.122056,0.240332,0.001342,0.156274,,,,,,,,,,,,,29.3,43.6,89.0
2026-07-18T05:02:10.770757+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,0.173479,0.021253,0.098426,0.1,0.03,0.016949,0.180103,0.032417,0.122056,0.240332,0.001342,0.156274,,,,,,,,,,,,,29.3,43.6,89.0
2026-07-18T10:24:05.205961+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:24:11.756083+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:24:20.781942+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:29:14.948598+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.090919,0.029381,0.474068,0.1,0.06375,0.016806,0.119573,0.023541,0.602623,0.053184,0.000852,0.802775,,,,,,,,,,,,,32.1,52.3,107.2
2026-07-18T10:30:36.757627+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,0.019175,,,0.016949,,,0.004522,,,0.036055,,,,,,,,,,,,,0.0,0.0,112.9
2026-07-18T10:30:38.129875+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.153299,0.026857,0.02343,0.1,0.04625,0.016806,0.168464,0.033227,0.01033,0.191432,0.001093,0.043154,,,,,,,,,,,,,31.4,57.0,114.3
2026-07-18T10:30:38.304631+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.165028,0.042153,0.256822,0.1,0.055,0.025215,0.243355,0.068599,0.733504,0.151728,0.002861,0.011746,,,,,,,,,,,,,32.0,62.0,112.7
2026-07-18T10:32:29.289224+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.084901,0.027685,,0.1,0.055,,0.109291,0.026907,,0.045411,0.001148,,,,,,,,,,,,,,34.9,60.6,0.0
2026-07-18T10:32:58.556240+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.603944,0.332472,1.006437,0.115,0.362679,0.945346,1.081698,0.626285,1.773106,0.615135,0.008451,0.30086,,,,,,,,,,,,,41.7,72.4,128.4
2026-07-18T10:34:50.343157+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.132492,0.023281,0.027367,0.1,0.05,0.016949,0.172693,0.018878,0.006879,0.124783,0.000966,0.058274,,,,,,,,,,,,,43.1,74.0,127.3
2026-07-18T10:35:25.265215+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.145167,0.053444,,0.1,0.08125,,0.23346,0.075779,,0.102042,0.003304,,,,,,,,,,,,,,41.9,67.2,0.0
2026-07-18T10:35:51.285273+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.084901,0.046792,,0.1,0.0925,,0.109291,0.045564,,0.045411,0.002312,,,,,,,,,,,,,,35.6,58.7,0.0
2026-07-18T10:35:59.881221+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.090919,0.029381,0.474068,0.1,0.06375,0.016806,0.119573,0.023541,0.602623,0.053184,0.000852,0.802775,,,,,,,,,,,,,32.1,52.3,107.2
2026-07-18T10:36:13.690626+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.237524,0.036406,0.070302,0.1,0.03875,0.016806,0.296569,0.065639,0.008714,0.316003,0.004829,0.185388,,,,,,,,,,,,,32.5,60.3,118.0
2026-07-18T10:36:38.104382+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.153299,0.026857,0.02343,0.1,0.04625,0.016806,0.168464,0.033227,0.01033,0.191432,0.001093,0.043154,,,,,,,,,,,,,31.4,57.0,114.3
2026-07-18T10:36:39.064436+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:36:45.111217+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.132492,0.023281,0.027367,0.1,0.05,0.016949,0.172693,0.018878,0.006879,0.124783,0.000966,0.058274,,,,,,,,,,,,,43.1,74.0,127.3
2026-07-18T10:37:22.715850+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.368644,0.295601,1.004379,0.105,0.28779,0.968683,0.74691,0.59074,1.747789,0.254021,0.008272,0.296665,,,,,,,,,,,,,37.3,69.8,134.0
2026-07-18T10:39:01.775609+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.479444,0.20347,0.981237,0.115,0.38125,1.008475,0.92881,0.222364,1.653077,0.394523,0.006795,0.28216,,,,,,,,,,,,,85.9,143.9,233.9
2026-07-18T10:41:24.053292+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.141368,0.052181,0.272567,0.1,0.0825,0.023667,0.218363,0.070977,0.774189,0.105742,0.003065,0.019843,,,,,,,,,,,,,58.5,135.0,181.0
2026-07-18T10:41:34.989543+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.141368,0.052181,0.272567,0.1,0.0825,0.023667,0.218363,0.070977,0.774189,0.105742,0.003065,0.019843,,,,,,,,,,,,,58.5,135.0,181.0
2026-07-18T10:43:10.586818+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.396973,0.26828,0.782042,0.1,0.545,0.579795,0.833317,0.252373,1.543555,0.257603,0.007467,0.222777,,,,,,,,,,,,,46.7,84.7,153.2
2026-07-18T10:43:15.845473+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.396973,0.26828,0.782042,0.1,0.545,0.579795,0.833317,0.252373,1.543555,0.257603,0.007467,0.222777,,,,,,,,,,,,,46.7,84.7,153.2
2026-07-18T10:44:45.263775+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.506228,0.065801,0.786671,0.1,0.1125,0.605142,0.983882,0.079826,1.511904,0.434801,0.005077,0.242967,,,,,,,,,,,,,70.4,143.1,233.3
2026-07-18T10:52:38.086923+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.428048,0.063905,0.606487,0.1,0.125,0.364334,0.876333,0.063179,1.292694,0.307811,0.003536,0.162433,,,,,,,,,,,,,70.9,143.2,235.2
2026-07-18T10:52:43.782579+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.428048,0.063905,0.606487,0.1,0.125,0.364334,0.876333,0.063179,1.292694,0.307811,0.003536,0.162433,,,,,,,,,,,,,70.9,143.2,235.2
2026-07-18T11:46:44.272474+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:56:09.157829+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:00:50.571423+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:03:19.992685+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:05:40.950667+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:05:50.659467+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:06:32.040853+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:16:18.738463+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-19T08:28:28.670663+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.15452,0.020241,,0.12,0.0375,,0.133674,0.022519,,0.209886,0.000703,,,,,,,,,,,,,,16.4,22.1,0.0
2026-07-19T08:29:25.696322+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.177388,0.013889,,0.105,0.035,,0.113709,0.005927,,0.313455,0.000739,,,,,,,,,,,,,,15.6,22.3,0.0
2026-07-19T08:29:40.467480+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-19T08:29:56.441341+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.255018,0.041955,0.104771,0.11,0.065,0.018242,0.077636,0.060002,0.286324,0.577417,0.000865,0.009746,,,,,,,,,,,,,18.7,27.8,48.1
2026-07-19T08:30:07.978502+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.067422,0.080226,0.093807,0.1,0.145,0.016949,0.073963,0.093544,0.257283,0.028303,0.002135,0.007188,,,,,,,,,,,,,18.2,26.4,46.0
2026-07-19T08:30:16.802870+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-19T08:30:23.696878+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.15452,0.020241,,0.12,0.0375,,0.133674,0.022519,,0.209886,0.000703,,,,,,,,,,,,,,16.4,22.1,0.0
2026-07-19T08:31:27.680995+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.162748,0.016528,,0.11,0.045,,0.158,0.004553,,0.220245,3.1e-05,,,,,,,,,,,,,,15.3,21.2,0.0
2026-07-19T08:31:43.428047+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.125677,0.04348,0.065839,0.1,0.04375,0.016949,0.144751,0.085732,0.09952,0.132281,0.000959,0.081049,,,,,,,,,,,,,17.4,24.2,44.9
2026-07-19T08:31:46.258720+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.09114,0.072313,0.067056,0.1,0.16125,0.016949,0.103044,0.054982,0.172118,0.070375,0.000708,0.012099,,,,,,,,,,,,,17.2,23.9,44.1
2026-07-19T08:31:50.652289+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.237543,0.022075,0.059263,0.1,0.0425,0.016877,0.286207,0.022664,0.139863,0.326421,0.001061,0.02105,,,,,,,,,,,,,33.0,51.3,104.6
2026-07-19T08:32:32.700157+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-19T08:32:42.882573+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.09114,0.072313,0.067056,0.1,0.16125,0.016949,0.103044,0.054982,0.172118,0.070375,0.000708,0.012099,,,,,,,,,,,,,17.2,23.9,44.1
2026-07-19T08:33:24.913586+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.172076,0.043446,0.06017,0.1,0.04875,0.017093,0.153331,0.080901,0.13713,0.262897,0.000687,0.026287,,,,,,,,,,,,,17.8,23.9,43.8
2026-07-19T08:33:31.561764+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.125677,0.04348,0.065839,0.1,0.04375,0.016949,0.144751,0.085732,0.09952,0.132281,0.000959,0.081049,,,,,,,,,,,,,17.4,24.2,44.9
2026-07-19T08:33:59.106930+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.286865,0.030526,,0.1,0.0675,,0.38724,0.023118,,0.373354,0.00096,,,,,,,,,,,,,,15.9,22.2,0.0
2026-07-19T08:34:12.477752+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.162748,0.016528,,0.11,0.045,,0.158,0.004553,,0.220245,3.1e-05,,,,,,,,,,,,,,15.3,21.2,0.0
2026-07-19T08:34:30.317266+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.236745,0.0217,0.054792,0.1,0.04625,0.016877,0.258968,0.017885,0.129723,0.351266,0.000965,0.017776,,,,,,,,,,,,,32.5,49.4,102.5
2026-07-19T08:35:41.141572+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,0.104469,,,0.016957,,,0.289461,,,0.006989,,,,,,,,,,,,,0.0,0.0,99.2
2026-07-19T08:39:05.294381+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.127143,0.015682,0.054792,0.1,0.025,0.016877,0.11343,0.021038,0.129723,0.168,0.001007,0.017776,,,,,,,,,,,,,34.0,51.2,106.4
2026-07-19T08:39:09.218898+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.23526,0.02195,0.098105,0.1,0.045,0.017168,0.215753,0.019957,0.272506,0.390025,0.000893,0.004642,,,,,,,,,,,,,32.4,50.7,104.2
2026-07-19T08:39:11.098633+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.127143,0.015682,0.054792,0.1,0.025,0.016877,0.11343,0.021038,0.129723,0.168,0.001007,0.017776,,,,,,,,,,,,,34.0,51.2,106.4
2026-07-19T08:43:33.854483+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.21889,0.022394,0.02134,0.1,0.04875,0.016949,0.189694,0.017373,0.026349,0.366977,0.001059,0.020721,,,,,,,,,,,,,34.0,51.1,104.6
2026-07-19T08:43:39.588430+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.21889,0.022394,0.02134,0.1,0.04875,0.016949,0.189694,0.017373,0.026349,0.366977,0.001059,0.020721,,,,,,,,,,,,,34.0,51.1,104.6
2026-07-20T04:11:40.116185+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.188045,0.012471,,0.115,0.0275,,0.21646,0.009232,,0.232676,0.000679,,,,,,,,,,,,,,16.5,23.4,0.0
2026-07-20T04:12:01.506652+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.146868,0.141037,0.052289,0.1,0.12625,0.017093,0.134766,0.290345,0.077092,0.205837,0.006516,0.06268,,,,,,,,,,,,,18.4,27.6,47.3
