timestamp,model,is_final,seed,test_accuracy_n32-k8,score_n32-k8,test_accuracy_std_n32-k8,mean_steps_n32-k8,num_runs_n32-k8,elapsed_n32-k8,test_accuracy_n50-k8,score_n50-k8,test_accuracy_std_n50-k8,mean_steps_n50-k8,num_runs_n50-k8,elapsed_n50-k8,test_accuracy_n64-k8,score_n64-k8,test_accuracy_std_n64-k8,mean_steps_n64-k8,num_runs_n64-k8,elapsed_n64-k8,test_accuracy_n50-k8_std,score_n50-k8_std,test_accuracy_std_n50-k8_std,mean_steps_n50-k8_std,num_runs_n50-k8_std,test_accuracy_n32-k8_std,score_n32-k8_std,test_accuracy_std_n32-k8_std,mean_steps_n32-k8_std,num_runs_n32-k8_std,elapsed_n32-k8_std,elapsed_n50-k8_std,test_accuracy_n64-k8_std,score_n64-k8_std,test_accuracy_std_n64-k8_std,mean_steps_n64-k8_std,num_runs_n64-k8_std,elapsed_n64-k8_std
2026-04-22T11:48:16.487260+00:00,baseline:nowd,true,456,0.701457,0.701457,0.221089,28716.666667,15.0,432,0.501172,0.501172,0.004662,30000.0,15.0,460,0.499613,0.499613,0.0035,30000.0,15.0,1605,,,,,,,,,,,,,,,,,,
2026-04-22T11:48:16.487260+00:00,baseline:nowd,true,mean,0.7954753333333334,0.7954753333333334,0.20290233333333332,29083.33333366667,15.0,1115.3333333333333,0.5012586666666666,0.5012586666666666,0.0033843333333333334,30000.0,15.0,870.0333333333333,0.49954800000000005,0.49954800000000005,0.0036553333333333334,30000.0,15.0,1519.4666666666665,0.0003741099066079797,0.0003741099066079797,0.0009051763486869409,0.0,0.0,0.06814418955094818,0.06814418955094818,0.01736085230882658,329.9831645537222,0.0,,,0.001090583635796308,0.001090583635796308,0.0006849235156002619,0.0,0.0,
2026-04-06T09:55:20.586791+00:00,anthropic/claude-opus-4.6,false,42,,,,,,,0.499646,0.499646,0.003908,18033.333333,15.0,216,0.500203,0.500203,0.003815,19116.666667,15.0,236,,,,,,,,,,,,,,,,,,
2026-04-07T05:17:23.890519+00:00,anthropic/claude-opus-4.6,false,42,1.0,1.0,0.0,1750.0,15.0,26,1.0,1.0,0.0,1750.0,15.0,27,1.0,1.0,0.0,1750.0,15.0,26,,,,,,,,,,,,,,,,,,
2026-04-07T05:17:28.913823+00:00,anthropic/claude-opus-4.6,true,42,1.0,1.0,0.0,1750.0,15.0,26,1.0,1.0,0.0,1750.0,15.0,27,1.0,1.0,0.0,1750.0,15.0,26,,,,,,,,,,,,,,,,,,
2026-04-06T09:55:20.587561+00:00,anthropic/claude-opus-4.6,false,123,0.504264,0.504264,0.006387,22066.666667,15.0,266,0.501017,0.501017,0.002571,20683.333333,15.0,244,0.497164,0.497164,0.005423,19383.333333,15.0,238,,,,,,,,,,,,,,,,,,
2026-04-07T05:13:09.691011+00:00,anthropic/claude-opus-4.6,false,123,0.999292,0.999292,0.001883,1750.0,15.0,25,1.0,1.0,0.0,1750.0,15.0,27,1.0,1.0,0.0,1750.0,15.0,29,,,,,,,,,,,,,,,,,,
2026-04-06T09:55:20.588034+00:00,anthropic/claude-opus-4.6,false,456,0.510457,0.510457,0.012501,23816.666667,15.0,285,0.498523,0.498523,0.00407,18650.0,15.0,222,0.499593,0.499593,0.003805,19516.666667,15.0,241,,,,,,,,,,,,,,,,,,
2026-04-07T05:13:09.691659+00:00,anthropic/claude-opus-4.6,false,456,1.0,1.0,0.0,1766.666667,15.0,26,0.998897,0.998897,0.002813,2316.666667,15.0,35,1.0,1.0,0.0,1766.666667,15.0,26,,,,,,,,,,,,,,,,,,
2026-04-06T09:55:20.588494+00:00,anthropic/claude-opus-4.6,false,mean,0.5073605000000001,0.5073605000000001,0.009444000000000001,22941.666667,15.0,275.5,0.49972866666666665,0.49972866666666665,0.003516333333333333,19122.222222,15.0,227.33333333333334,0.49898666666666663,0.49898666666666663,0.004347666666666666,19338.888889,15.0,238.33333333333334,0.0012490533748937237,0.0012490533748937237,0.0008226799701787648,1386.6760148689968,0.0,0.004379112295888291,0.004379112295888291,0.004323250860174551,1237.4368670764582,0.0,13.435028842544403,14.742229591663987,0.0016076723339453508,0.0016076723339453508,0.0009312794066945394,203.67003081418665,0.0,2.516611478423583
2026-04-07T05:13:09.692332+00:00,anthropic/claude-opus-4.6,false,mean,0.9994846666666667,0.9994846666666667,0.001673,1788.888889,15.0,26.0,0.9995536666666667,0.9995536666666667,0.001232,1961.1111113333334,15.0,30.0,0.999608,0.999608,0.0011353333333333335,1777.777778,15.0,28.333333333333332,0.0005808031795137725,0.0005808031795137725,0.0014386080077630598,309.7191082195225,0.0,0.0004510003695490095,0.0004510003695490095,0.0015785116407553033,53.57583749194187,0.0,1.0,4.358898943540674,0.0006789639165669739,0.0006789639165669739,0.0019664550168598653,34.69443345787566,0.0,2.0816659994661326
2026-04-06T07:54:13.259174+00:00,deepseek-reasoner,false,42,0.525806,0.525806,0.095613,30000.0,15.0,406,0.498494,0.498494,0.003036,30000.0,15.0,425,0.498482,0.498482,0.004202,30000.0,15.0,721,,,,,,,,,,,,,,,,,,
2026-04-06T10:44:39.383123+00:00,deepseek-reasoner,false,42,,,,,,,0.501115,0.501115,0.004656,8133.333333,15.0,94,0.499361,0.499361,0.002569,6316.666667,15.0,79,,,,,,,,,,,,,,,,,,
2026-04-06T11:51:16.094663+00:00,deepseek-reasoner,true,42,0.681637,0.681637,0.035114,18550.0,15.0,221,0.499963,0.499963,0.004366,13050.0,15.0,157,0.499137,0.499137,0.004514,9300.0,15.0,116,,,,,,,,,,,,,,,,,,
2026-04-06T07:54:13.260235+00:00,deepseek-reasoner,false,123,0.501359,0.501359,0.003532,30000.0,15.0,406,0.497567,0.497567,0.003568,30000.0,15.0,706,0.499805,0.499805,0.003878,30000.0,15.0,442,,,,,,,,,,,,,,,,,,
2026-04-06T11:51:16.095277+00:00,deepseek-reasoner,true,123,0.677657,0.677657,0.040183,19100.0,15.0,230,0.501388,0.501388,0.003628,13100.0,15.0,166,0.499422,0.499422,0.003991,9316.666667,15.0,117,,,,,,,,,,,,,,,,,,
2026-04-06T07:54:13.260818+00:00,deepseek-reasoner,false,456,0.498079,0.498079,0.004932,30000.0,15.0,486,0.499166,0.499166,0.004573,30000.0,15.0,425,0.498885,0.498885,0.002431,30000.0,15.0,433,,,,,,,,,,,,,,,,,,
2026-04-06T11:51:16.095684+00:00,deepseek-reasoner,true,456,0.673934,0.673934,0.038595,19183.333333,15.0,235,0.500138,0.500138,0.004788,12983.333333,15.0,161,0.501489,0.501489,0.002556,9366.666667,15.0,113,,,,,,,,,,,,,,,,,,
2026-04-06T07:54:13.261346+00:00,deepseek-reasoner,false,mean,0.5084146666666667,0.5084146666666667,0.03469233333333333,30000.0,15.0,432.6666666666667,0.498409,0.498409,0.0037256666666666666,30000.0,15.0,518.6666666666666,0.49905733333333335,0.49905733333333335,0.0035036666666666666,30000.0,15.0,532.0,0.0008028816849324774,0.0008028816849324774,0.000780535926997171,0.0,0.0,0.015150361590844402,0.015150361590844402,0.05276348851557613,0.0,0.0,46.18802153517006,162.23542564228484,0.000678127077569787,0.000678127077569787,0.0009429763164222807,0.0,0.0,163.74064858794227
2026-04-06T11:51:16.096117+00:00,deepseek-reasoner,true,mean,0.6777426666666667,0.6777426666666667,0.037964,18944.444444333334,15.0,228.66666666666666,0.5004963333333333,0.5004963333333333,0.004260666666666667,13044.444444333334,15.0,161.33333333333334,0.500016,0.500016,0.0036869999999999997,9327.777778,15.0,115.33333333333333,0.0007771475621355955,0.0007771475621355955,0.000587129741482522,58.531409912082815,0.0,0.003852214471357144,0.003852214471357144,0.002592741984849246,344.1306813498267,0.0,7.094598884597588,4.509249752822894,0.0012835898877756715,0.0012835898877756715,0.001013781534651327,34.694433457875476,0.0,2.0816659994661326
2026-04-06T08:06:17.289424+00:00,google/gemini-3.1-pro-preview,false,42,0.999878,0.999878,0.000297,11916.666667,15.0,144,0.996757,0.996757,0.004443,29366.666667,15.0,358,0.994389,0.994389,0.002221,30000.0,15.0,375,,,,,,,,,,,,,,,,,,
2026-04-06T10:52:07.402753+00:00,google/gemini-3.1-pro-preview,false,42,,,,,,,0.998393,0.998393,0.003375,13683.333333,15.0,176,0.989954,0.989954,0.009802,28316.666667,15.0,364,,,,,,,,,,,,,,,,,,
2026-04-06T08:06:17.290191+00:00,google/gemini-3.1-pro-preview,false,123,0.999251,0.999251,0.001033,15150.0,15.0,255,0.944576,0.944576,0.133974,29700.0,15.0,490,0.968115,0.968115,0.096579,30000.0,15.0,546,,,,,,,,,,,,,,,,,,
2026-04-06T08:06:17.290517+00:00,google/gemini-3.1-pro-preview,false,456,0.999422,0.999422,0.001,14433.333333,15.0,169,0.964323,0.964323,0.121426,29950.0,15.0,372,0.993787,0.993787,0.00395,30000.0,15.0,369,,,,,,,,,,,,,,,,,,
2026-04-06T08:06:17.290885+00:00,google/gemini-3.1-pro-preview,false,mean,0.999517,0.999517,0.0007766666666666667,13833.333333333334,15.0,189.33333333333334,0.968552,0.968552,0.08661433333333333,29672.222222333334,15.0,406.6666666666667,0.9854303333333333,0.9854303333333333,0.03425,30000.0,15.0,430.0,0.0263462999489492,0.0263462999489492,0.07143849867076808,292.65704851634086,0.0,0.00032411572007542754,0.00032411572007542754,0.0004157310829530712,1698.1198751184274,0.0,58.22656896411924,72.5074708794434,0.014998539173310638,0.014998539173310638,0.05398541970754696,0.0,0.0,100.50373127401788
2026-04-07T02:34:17.078940+00:00,openai/gpt-5.4-pro,false,42,0.968359,0.968359,0.00133,30000.0,15.0,352,0.969006,0.969006,0.002321,30000.0,15.0,867,0.968518,0.968518,0.001848,30000.0,15.0,391,,,,,,,,,,,,,,,,,,
2026-04-07T02:52:57.280018+00:00,openai/gpt-5.4-pro,false,42,1.0,1.0,0.0,3850.0,15.0,47,1.0,1.0,0.0,3866.666667,15.0,48,1.0,1.0,0.0,4050.0,15.0,52,,,,,,,,,,,,,,,,,,
2026-04-07T02:59:26.971353+00:00,openai/gpt-5.4-pro,true,42,1.0,1.0,0.0,3850.0,15.0,47,1.0,1.0,0.0,3866.666667,15.0,48,1.0,1.0,0.0,4050.0,15.0,52,,,,,,,,,,,,,,,,,,
2026-04-07T02:34:17.079630+00:00,openai/gpt-5.4-pro,false,123,0.969885,0.969885,0.00068,30000.0,15.0,348,0.96853,0.96853,0.000573,30000.0,15.0,347,0.969714,0.969714,0.001467,30000.0,15.0,357,,,,,,,,,,,,,,,,,,
2026-04-07T02:34:17.080173+00:00,openai/gpt-5.4-pro,false,456,0.968396,0.968396,0.000729,30000.0,15.0,374,0.968372,0.968372,0.001192,30000.0,15.0,346,0.968005,0.968005,0.001567,30000.0,15.0,352,,,,,,,,,,,,,,,,,,
2026-04-07T02:34:17.080729+00:00,openai/gpt-5.4-pro,false,mean,0.96888,0.96888,0.0009130000000000001,30000.0,15.0,358.0,0.968636,0.968636,0.001362,30000.0,15.0,520.0,0.9687456666666666,0.9687456666666666,0.0016273333333333333,30000.0,15.0,366.6666666666667,0.00033002424153387515,0.00033002424153387515,0.0008863131500773302,0.0,0.0,0.0008705521236548654,0.0008705521236548654,0.0003619627052611912,0.0,0.0,14.0,300.5112310713195,0.0008769517280519483,0.0008769517280519483,0.00019753565079077079,0.0,0.0,21.221058723196006
2026-04-07T01:58:20.459064+00:00,qwen3.6-plus:free,false,42,,,,,,5,,,,,,5,0.501213,0.501213,0.0037,30000.0,15.0,383,,,,,,,,,,,,,,,,,,
2026-04-07T02:19:49.899076+00:00,qwen3.6-plus:free,true,42,0.499565,0.499565,0.003354,30000.0,15.0,881,0.498946,0.498946,0.003223,30000.0,15.0,378,0.500704,0.500704,0.004414,30000.0,15.0,384,,,,,,,,,,,,,,,,,,
2026-04-07T01:58:20.459835+00:00,qwen3.6-plus:free,false,123,,,,,,5,0.500248,0.500248,0.004495,30000.0,15.0,378,0.501664,0.501664,0.003226,30000.0,15.0,384,,,,,,,,,,,,,,,,,,
2026-04-07T01:58:20.460335+00:00,qwen3.6-plus:free,false,456,,,,,,5,0.50236,0.50236,0.00465,30000.0,15.0,387,,,,,,3,,,,,,,,,,,,,,,,,,
2026-04-07T01:58:20.460847+00:00,qwen3.6-plus:free,false,mean,,,,,,5.0,0.501304,0.501304,0.0045725,30000.0,15.0,256.6666666666667,0.5014385,0.5014385,0.003463,30000.0,15.0,256.6666666666667,0.0014934095218659903,0.0014934095218659903,0.00010960155108391469,0.0,0.0,,,,,,0.0,217.99617733651507,0.0003189051583151182,0.0003189051583151182,0.00033516861428242354,0.0,0.0,219.68234643078023
2026-04-21T20:40:30.748974+00:00,baseline:default,false,123,0.767916,0.767916,0.22362,29500.0,15.0,2602,0.499683,0.499683,0.003077,30000.0,15.0,478,0.498661,0.498661,0.004106,30000.0,15.0,481,,,,,,,,,,,,,,,,,,
2026-04-21T20:49:39.934563+00:00,baseline:multi_epoch,false,123,0.507841,0.507841,0.01585,18900.0,15.0,986,0.499508,0.499508,0.004406,8916.666667,15.0,487,0.498958,0.498958,0.003698,6650.0,15.0,574,,,,,,,,,,,,,,,,,,
2026-04-21T21:28:33.413979+00:00,baseline:nowd,false,123,0.824158,0.824158,0.208093,29016.666667,15.0,2271,0.501754,0.501754,0.002814,30000.0,15.0,1632,0.498181,0.498181,0.002905,30000.0,15.0,2413,,,,,,,,,,,,,,,,,,
2026-04-22T08:58:13.003352+00:00,baseline:multi_epoch,false,456,,,,,,,0.500826,0.500826,0.003616,8950.0,15.0,114,0.502132,0.502132,0.004608,6766.666667,15.0,573,,,,,,,,,,,,,,,,,,
2026-04-22T09:14:20.906882+00:00,baseline:nowd,false,456,,,,,,,0.501172,0.501172,0.004662,30000.0,15.0,460,0.499613,0.499613,0.0035,30000.0,15.0,1605,,,,,,,,,,,,,,,,,,
2026-04-28T12:21:12.123837+00:00,openai/gpt-5.4,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T12:55:03.413829+00:00,openai/gpt-5.4,false,42,0.833732,0.833732,0.081517,24416.666667,15.0,395,0.556807,0.556807,0.048674,30000.0,15.0,406,0.515405,0.515405,0.057746,30000.0,15.0,922,,,,,,,,,,,,,,,,,,
2026-04-28T13:16:27.562789+00:00,openai/gpt-5.4,false,42,0.488721,0.488721,0.013465,22333.333333,15.0,303,0.485457,0.485457,0.015376,30000.0,15.0,374,0.494153,0.494153,0.01728,30000.0,15.0,399,,,,,,,,,,,,,,,,,,
2026-04-28T13:16:29.364778+00:00,openai/gpt-5.4,true,42,0.833732,0.833732,0.081517,24416.666667,15.0,395,0.556807,0.556807,0.048674,30000.0,15.0,406,0.515405,0.515405,0.057746,30000.0,15.0,922,,,,,,,,,,,,,,,,,,
2026-05-03T09:08:56.328730+00:00,google/gemini-3.1-pro-preview,true,42,,,,,,,0.998393,0.998393,0.003375,13683.333333,15.0,176,0.989954,0.989954,0.009802,28316.666667,15.0,364,,,,,,,,,,,,,,,,,,
2026-05-04T19:03:19.451579+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.500228,0.500228,0.003293,5583.333333,15.0,121,0.498376,0.498376,0.003285,3533.333333,15.0,121,0.503202,0.503202,0.002924,2766.666667,15.0,55,,,,,,,,,,,,,,,,,,
2026-05-04T19:08:23.846966+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.514771,0.514771,0.055318,13466.666667,15.0,244,0.500073,0.500073,0.003341,7850.0,15.0,244,0.50284,0.50284,0.003614,12483.333333,15.0,163,,,,,,,,,,,,,,,,,,
2026-05-04T19:16:22.098623+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.526465,0.526465,0.071165,26150.0,15.0,410,0.500244,0.500244,0.004809,10216.666667,15.0,410,0.50116,0.50116,0.002476,6983.333333,15.0,97,,,,,,,,,,,,,,,,,,
2026-05-04T19:25:45.367242+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.508158,0.508158,0.025742,18000.0,15.0,400,0.502694,0.502694,0.003367,26033.333333,15.0,495,0.500594,0.500594,0.004741,30000.0,15.0,384,,,,,,,,,,,,,,,,,,
2026-05-04T19:34:11.144228+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.526465,0.526465,0.071165,26150.0,15.0,439,0.500244,0.500244,0.004809,10216.666667,15.0,439,0.50116,0.50116,0.002476,6983.333333,15.0,101,,,,,,,,,,,,,,,,,,
2026-05-04T19:41:32.057382+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.512728,0.512728,0.041845,12933.333333,15.0,300,0.500236,0.500236,0.004467,17200.0,15.0,351,0.501945,0.501945,0.003766,29600.0,15.0,389,,,,,,,,,,,,,,,,,,
2026-05-04T20:09:58.022085+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.500228,0.500228,0.003293,5583.333333,15.0,112,0.498376,0.498376,0.003285,3533.333333,15.0,112,0.503202,0.503202,0.002924,2766.666667,15.0,48,,,,,,,,,,,,,,,,,,
2026-05-04T20:21:47.554621+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.592334,0.592334,0.184587,30000.0,15.0,657,0.501575,0.501575,0.002681,30000.0,15.0,657,0.502087,0.502087,0.003793,30000.0,15.0,369,,,,,,,,,,,,,,,,,,
2026-05-04T20:30:27.389740+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.500818,0.500818,0.004302,10433.333333,15.0,239,0.501733,0.501733,0.002912,30000.0,15.0,471,0.499475,0.499475,0.004434,30000.0,15.0,387,,,,,,,,,,,,,,,,,,
2026-05-04T20:42:48.591826+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.499841,0.499841,0.003378,30000.0,15.0,657,0.500712,0.500712,0.003316,30000.0,15.0,657,0.500785,0.500785,0.004398,30000.0,15.0,385,,,,,,,,,,,,,,,,,,
2026-05-04T20:45:10.866534+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.502458,0.502458,0.009372,3450.0,15.0,80,0.498226,0.498226,0.00425,2683.333333,15.0,80,0.501774,0.501774,0.003298,2500.0,15.0,44,,,,,,,,,,,,,,,,,,
2026-05-04T20:57:31.757968+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.592334,0.592334,0.184587,30000.0,15.0,662,0.498755,0.498755,0.003098,30000.0,15.0,664,0.49963,0.49963,0.004374,30000.0,15.0,398,,,,,,,,,,,,,,,,,,
2026-05-04T21:07:13.161071+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.499434,0.499434,0.002876,10100.0,15.0,251,0.502275,0.502275,0.002515,30000.0,15.0,492,0.502006,0.502006,0.003992,30000.0,15.0,413,,,,,,,,,,,,,,,,,,
2026-05-04T21:19:35.339114+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.629297,0.629297,0.183259,30000.0,15.0,656,0.500757,0.500757,0.003462,30000.0,15.0,656,0.501807,0.501807,0.003592,30000.0,15.0,378,,,,,,,,,,,,,,,,,,
2026-05-04T21:30:23.159354+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.542106,0.542106,0.116309,29066.666667,15.0,564,0.50081,0.50081,0.004793,19750.0,15.0,564,0.49814,0.49814,0.003631,30000.0,15.0,401,,,,,,,,,,,,,,,,,,
2026-05-04T21:42:59.629017+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.562012,0.562012,0.157056,30000.0,15.0,665,0.500704,0.500704,0.004346,30000.0,15.0,665,0.500928,0.500928,0.003434,30000.0,15.0,388,,,,,,,,,,,,,,,,,,
2026-05-04T21:54:03.700070+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.535421,0.535421,0.082529,29650.0,15.0,611,0.502389,0.502389,0.002372,24483.333333,15.0,611,0.498922,0.498922,0.004336,30000.0,15.0,404,,,,,,,,,,,,,,,,,,
2026-05-04T22:07:19.944923+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.629297,0.629297,0.183259,30000.0,15.0,708,0.500757,0.500757,0.003462,30000.0,15.0,712,0.501807,0.501807,0.003592,30000.0,15.0,415,,,,,,,,,,,,,,,,,,
2026-05-04T22:18:05.738508+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.535421,0.535421,0.082529,29650.0,15.0,593,0.502389,0.502389,0.002372,24483.333333,15.0,593,0.498922,0.498922,0.004336,30000.0,15.0,388,,,,,,,,,,,,,,,,,,
2026-05-04T22:31:05.450191+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.530005,0.530005,0.112862,30000.0,15.0,673,0.501693,0.501693,0.004094,30000.0,15.0,673,0.499825,0.499825,0.004464,30000.0,15.0,386,,,,,,,,,,,,,,,,,,
2026-05-04T22:42:12.593614+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.535421,0.535421,0.082529,29650.0,15.0,607,0.502389,0.502389,0.002372,24483.333333,15.0,607,0.498922,0.498922,0.004336,30000.0,15.0,402,,,,,,,,,,,,,,,,,,
2026-05-04T22:54:22.338668+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.629297,0.629297,0.183259,30000.0,15.0,665,0.500757,0.500757,0.003462,30000.0,15.0,669,0.501807,0.501807,0.003592,30000.0,15.0,391,,,,,,,,,,,,,,,,,,
2026-05-04T23:05:19.456039+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.548568,0.548568,0.087954,25400.0,15.0,590,0.502576,0.502576,0.001758,27083.333333,15.0,610,0.501025,0.501025,0.004417,29016.666667,15.0,384,,,,,,,,,,,,,,,,,,
2026-05-04T23:17:20.521376+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.629297,0.629297,0.183259,30000.0,15.0,678,0.500757,0.500757,0.003462,30000.0,15.0,682,0.501807,0.501807,0.003592,30000.0,15.0,418,,,,,,,,,,,,,,,,,,
2026-05-04T23:26:57.968601+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.514864,0.514864,0.028524,22716.666667,15.0,532,0.502022,0.502022,0.002521,21183.333333,15.0,532,0.500916,0.500916,0.004373,30000.0,15.0,452,,,,,,,,,,,,,,,,,,
2026-05-04T23:39:46.857978+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.629297,0.629297,0.183259,30000.0,15.0,692,0.500757,0.500757,0.003462,30000.0,15.0,692,0.501807,0.501807,0.003592,30000.0,15.0,434,,,,,,,,,,,,,,,,,,
2026-05-04T23:50:32.773874+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.548568,0.548568,0.087954,25400.0,15.0,582,0.502576,0.502576,0.001758,27083.333333,15.0,602,0.501025,0.501025,0.004417,29016.666667,15.0,394,,,,,,,,,,,,,,,,,,
2026-05-05T00:02:44.583442+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.629297,0.629297,0.183259,30000.0,15.0,660,0.500757,0.500757,0.003462,30000.0,15.0,662,0.501807,0.501807,0.003592,30000.0,15.0,377,,,,,,,,,,,,,,,,,,
2026-05-05T00:12:53.974487+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.548539,0.548539,0.088937,27216.666667,15.0,563,0.502397,0.502397,0.002153,24216.666667,15.0,563,0.501473,0.501473,0.004231,30000.0,15.0,377,,,,,,,,,,,,,,,,,,
2026-05-05T00:24:59.629143+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.629297,0.629297,0.183259,30000.0,15.0,677,0.500757,0.500757,0.003462,30000.0,15.0,677,0.501807,0.501807,0.003592,30000.0,15.0,391,,,,,,,,,,,,,,,,,,
2026-05-05T00:34:11.301227+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.514864,0.514864,0.028524,22716.666667,15.0,491,0.502022,0.502022,0.002521,21183.333333,15.0,491,0.500916,0.500916,0.004373,30000.0,15.0,389,,,,,,,,,,,,,,,,,,
