timestamp,model,is_final,seed,hopper_normalized_score,elapsed_train_hopper,elapsed_train_walker2d,elapsed_train_halfcheetah,walker2d_normalized_score,halfcheetah_normalized_score
2026-07-18T12:30:47.832958+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:30:58.677853+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,
2026-07-18T12:31:07.406524+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,
2026-07-18T12:31:19.851328+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,
2026-07-19T08:49:09.374582+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:49:30.150865+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:49:30.473897+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:49:59.964640+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:50:01.138370+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:50:21.112042+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:50:36.019419+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:51:01.798211+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:52:03.095977+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:52:13.499527+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-19T08:53:46.259969+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:53:58.408289+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:54:08.801764+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-19T08:54:38.351465+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-19T08:55:08.137824+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:55:18.527898+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-19T08:59:14.128974+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:59:34.212126+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T08:59:57.923334+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T09:00:15.442104+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T09:01:35.184078+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T09:01:45.539562+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-19T09:03:55.287545+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-19T09:04:05.564222+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T04:32:21.259308+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:32:32.235384+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:32:40.990392+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:33:11.511760+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:33:30.525123+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:33:31.225217+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:34:29.752704+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:35:26.027837+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:36:40.510841+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:36:53.954991+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T04:37:26.697230+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:37:33.795894+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T04:37:55.537684+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:38:02.160665+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T04:38:56.613712+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:39:15.463836+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:40:01.601253+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:40:35.758898+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T04:41:45.917512+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:42:41.113225+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:43:40.298202+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:43:48.985779+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T04:46:40.748348+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,
2026-07-20T04:46:51.312929+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,
2026-07-20T15:58:18.531945+00:00,baseline:diffusion_policy,false,1,0.4854,4373.1,4384.1,4334.7,0.7238,0.4239
2026-07-20T18:31:25.744041+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.6295,7079.8,7152.6,7254.4,0.8124,0.5014
2026-07-20T19:29:48.165468+00:00,baseline:idql,false,1,0.5681,9272.9,8392.8,8115.8,0.841,0.4755
2026-07-20T19:32:09.162341+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.6013,8317.2,8371.1,8330.3,0.8485,0.4825
2026-07-21T00:29:16.392884+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.4873,7299.6,7134.6,7011.7,0.5465,0.5015
2026-07-21T00:57:10.138767+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,1.0087,14644.0,15133.9,14770.7,0.8324,0.514
2026-07-21T01:57:36.878246+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.0061,16001.6,16349.4,16060.7,0.9123,0.5474
2026-07-21T02:15:19.076023+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.9672,15740.8,16646.1,17143.4,0.9179,0.5257
2026-07-21T02:55:54.447483+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,1.0213,17545.9,16922.7,17452.1,0.8976,0.528
2026-07-21T03:11:04.661963+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.6064,9274.8,9209.2,8949.0,0.8593,0.473
2026-07-21T03:15:35.744468+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,1.0265,17158.9,18111.5,17881.1,0.9135,0.5255
2026-07-21T03:17:48.605879+00:00,baseline:default,false,1,1.0211,20154.6,17119.2,16588.2,0.8925,0.515
2026-07-21T04:01:06.185047+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.2708,19028.9,18168.9,18364.3,0.8858,0.4848
2026-07-21T09:44:33.269499+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.5815,11144.6,11114.2,10959.3,0.8666,0.5033
2026-07-21T09:44:42.923749+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.6295,7079.8,7152.6,7254.4,0.8124,0.5014
2026-07-21T10:27:48.610814+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.52,8487.1,8835.0,8841.1,0.6094,0.4774
2026-07-21T10:27:55.407073+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.6064,9274.8,9209.2,8949.0,0.8593,0.473
2026-07-21T13:30:32.853163+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,1.0087,15107.2,15000.4,15052.2,0.8089,0.5081
2026-07-21T15:37:07.317358+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,1.0258,16404.1,16202.0,16513.4,0.8944,0.5463
2026-07-21T15:37:24.543841+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,1.0258,16404.1,16202.0,16513.4,0.8944,0.5463
2026-07-21T15:52:36.965671+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,1.016,16469.9,16174.6,16371.0,0.916,0.5173
2026-07-21T15:52:50.759833+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,1.016,16469.9,16174.6,16371.0,0.916,0.5173
2026-07-21T17:37:17.373664+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,1.0213,17205.4,17361.0,18266.7,0.8931,0.528
2026-07-21T17:37:23.488128+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,1.0213,17545.9,16922.7,17452.1,0.8976,0.528
2026-07-21T18:04:23.668159+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,1.0244,17492.8,17567.5,18233.3,0.9092,0.529
2026-07-21T18:04:30.033169+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,1.0265,17158.9,18111.5,17881.1,0.9135,0.5255
2026-07-21T19:23:25.277848+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,1.0078,17989.3,18241.6,19040.5,0.8913,0.5034
2026-07-22T02:25:49.362662+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,1.0043,15412.3,15535.5,15538.0,0.2581,0.5159
2026-07-22T02:25:54.885875+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,1.0087,14644.0,15133.9,14770.7,0.8324,0.514
