timestamp,model,is_final,seed,test_acc_vgg16bn_cifar100_labelflip,poison_fit_vgg16bn_cifar100_labelflip,robust_score_vgg16bn_cifar100_labelflip,elapsed_vgg16bn-cifar100-labelflip,test_acc_resnet20_cifar10_labelflip,poison_fit_resnet20_cifar10_labelflip,robust_score_resnet20_cifar10_labelflip,elapsed_resnet20-cifar10-labelflip,test_acc_mobilenetv2_fmnist_labelflip,poison_fit_mobilenetv2_fmnist_labelflip,robust_score_mobilenetv2_fmnist_labelflip,elapsed_mobilenetv2-fmnist-labelflip
2026-05-02T18:24:08.225948+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,
2026-05-02T18:24:16.391279+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,
2026-05-02T18:25:36.673068+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:25:39.807868+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,
2026-05-02T18:25:45.153479+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,
2026-05-02T18:26:01.271737+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:26:53.654107+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:27:01.680544+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T18:27:40.015555+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,
2026-05-02T18:27:40.033773+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,
2026-05-02T18:27:53.066521+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:28:04.790791+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,
2026-05-02T18:28:13.123720+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,
2026-05-02T18:29:06.450309+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,
2026-05-02T18:29:08.698713+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,
2026-05-02T18:30:09.535697+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,
2026-05-02T18:30:17.324343+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,
2026-05-02T18:30:53.292495+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:30:54.849523+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:30:58.267007+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T18:31:28.421683+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,,,,
2026-05-02T18:31:43.222418+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:31:44.994495+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,,,,
2026-05-02T18:32:49.579873+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:33:43.883689+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:34:33.388609+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:34:38.855313+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T18:34:39.975649+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:35:34.354298+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:38:19.209133+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:38:42.819328+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:38:47.147587+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:38:50.902996+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T18:40:05.159791+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:40:05.172643+00:00,openevolve:gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T18:43:00.143563+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:43:03.512540+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T18:47:58.504996+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:48:03.448979+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T18:52:19.638096+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:52:24.151292+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T18:56:21.218145+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T18:56:27.475437+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T19:00:32.309975+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T19:00:41.220559+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T19:04:31.286291+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T19:04:46.080441+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T19:09:22.615334+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T19:09:32.348747+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T19:13:13.517824+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T19:13:24.506539+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T19:17:08.612611+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T19:17:15.000932+00:00,gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T19:18:20.768881+00:00,baseline:cross_entropy,false,42,,,,,,,,,,,,
2026-05-02T22:35:37.499654+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:35:55.584872+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:35:58.669805+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:36:18.746738+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:36:19.738818+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:36:40.253794+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:36:40.866709+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:37:01.422213+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:37:01.927413+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:37:22.347595+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:37:22.815204+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:37:43.603617+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:37:43.930749+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:38:12.293478+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:38:12.425765+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:38:33.755045+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:38:33.826653+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:38:55.050510+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:38:55.733649+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:39:16.662947+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:39:16.932592+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:39:33.388798+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:39:37.927404+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:46:30.020348+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:46:30.170128+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:50:47.112777+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:50:47.306908+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:51:20.424020+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:52:55.310070+00:00,gemini-3.1-pro-preview,false,42,0.0338,0.0202,0.5068,2846.4,0.903,0.032,0.9355,2844.7,,,,5860.8
2026-05-02T22:54:38.158953+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:55:33.428142+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T22:55:33.442824+00:00,openevolve:gemini-3.1-pro-preview,true,42,,,,,,,,,,,,
2026-05-02T22:58:18.367484+00:00,baseline:cross_entropy,false,42,0.6907,0.4532,0.6187,3143.5,0.9022,0.1166,0.8928,3143.7,,,,5745.4
2026-05-02T23:05:25.764078+00:00,qwen3.6-35b-a3b,false,42,0.6907,0.4532,0.6187,3260.5,0.9022,0.1166,0.8928,3261.6,,,,5595.4
2026-05-02T23:17:51.951933+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T23:18:33.923170+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T23:18:55.145598+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T23:19:16.705624+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T23:20:10.832180+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T23:20:32.192423+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,
2026-05-02T23:46:07.768256+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.6907,0.4532,0.6187,482,0.9022,0.1166,0.8928,482,0.9472,0.0104,0.9684,716
2026-05-02T23:50:00.884829+00:00,gemini-3.1-pro-preview,false,42,0.2107,0.0268,0.5919,1522.2,0.8989,0.0342,0.9324,1522.3,0.9276,0.0049,0.9614,1790.7
2026-05-03T00:23:16.261958+00:00,gemini-3.1-pro-preview,false,42,0.01,0.0098,0.5001,961.6,0.8702,0.0234,0.9234,965.7,0.8526,0.0068,0.9229,970.3
2026-05-03T00:47:49.585048+00:00,gemini-3.1-pro-preview,false,42,0.6964,0.0554,0.8205,564.3,0.9051,0.0444,0.9304,563.9,0.932,0.0058,0.9631,847.7
2026-05-03T01:11:42.534300+00:00,gemini-3.1-pro-preview,false,42,0.01,0.0124,0.4988,550.5,0.8878,0.0342,0.9268,554.6,0.9214,0.0057,0.9579,855.7
2026-05-03T01:36:41.679024+00:00,gemini-3.1-pro-preview,false,42,0.01,0.01,0.5,565.0,0.1,0.1118,0.4941,565.4,0.1,0.1029,0.4986,879.1
2026-05-03T02:02:09.949236+00:00,gemini-3.1-pro-preview,false,42,0.0193,0.0158,0.5018,590.2,0.8884,0.0218,0.9333,590.6,0.9138,0.0054,0.9542,875.1
2026-05-03T02:27:34.755071+00:00,gemini-3.1-pro-preview,false,42,0.0178,0.0096,0.5041,606.3,0.8904,0.0238,0.9333,605.7,0.9171,0.0052,0.9559,881.5
2026-05-03T02:53:05.929728+00:00,gemini-3.1-pro-preview,false,42,0.6359,0.0162,0.8098,574.5,0.8936,0.0302,0.9317,575.0,0.9266,0.0048,0.9609,937.0
2026-05-03T03:54:47.528618+00:00,gemini-3.1-pro-preview,false,42,0.01,0.0094,0.5003,1190.8,0.8817,0.025,0.9284,1190.9,0.9192,0.0053,0.9569,2478.4
2026-05-03T04:40:42.957921+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.6907,0.4532,0.6187,1394.3,0.9022,0.1166,0.8928,1394.4,0.9472,0.0104,0.9684,2806.3
2026-05-03T05:13:22.392909+00:00,gemini-3.1-pro-preview,false,42,0.6964,0.0554,0.8205,1475.2,0.9051,0.0444,0.9304,1475.0,0.932,0.0058,0.9631,3211.7
2026-05-03T05:13:27.525864+00:00,gemini-3.1-pro-preview,true,42,0.6964,0.0554,0.8205,1475.2,0.9051,0.0444,0.9304,1475.0,0.932,0.0058,0.9631,3211.7
2026-05-03T05:33:15.470524+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.6907,0.4532,0.6187,1761.8,0.9022,0.1166,0.8928,1761.5,0.9472,0.0104,0.9684,1345.4
2026-05-03T05:33:15.498745+00:00,openevolve:gemini-3.1-pro-preview,true,42,0.6907,0.4532,0.6187,1761.8,0.9022,0.1166,0.8928,1761.5,0.9472,0.0104,0.9684,1345.4
2026-05-03T18:34:38.752588+00:00,gemini-3.1-pro-preview:eng,false,42,0.6547,0.0178,0.8184,1654.5,0.8306,0.0204,0.9051,1654.2,0.88,0.006,0.937,3027.4
2026-05-03T19:36:53.505777+00:00,gemini-3.1-pro-preview:eng,false,42,0.6913,0.036,0.8276,1541.5,0.8847,0.0238,0.9304,1541.6,0.9254,0.005,0.9602,2179.8
2026-05-03T20:30:55.436187+00:00,gemini-3.1-pro-preview:eng,false,42,0.6988,0.0664,0.8162,1165.5,0.9043,0.0296,0.9374,1165.3,0.9378,0.0056,0.9661,2059.7
2026-05-03T21:21:35.502610+00:00,gemini-3.1-pro-preview:eng,false,42,0.692,0.046,0.823,1051.6,0.9043,0.0296,0.9374,1056.5,0.9378,0.0056,0.9661,1951.6
2026-05-03T22:06:28.500794+00:00,gemini-3.1-pro-preview:eng,false,42,0.6929,0.033,0.8299,1118.0,0.9024,0.0314,0.9355,1118.1,0.9366,0.0049,0.9659,1545.8
2026-05-03T22:35:55.179082+00:00,gemini-3.1-pro-preview:eng,false,42,0.6929,0.033,0.8299,688.0,0.9043,0.0296,0.9374,688.2,0.9378,0.0056,0.9661,1061.0
2026-05-03T22:36:23.188896+00:00,gemini-3.1-pro-preview:eng,true,42,0.6929,0.033,0.8299,688.0,0.9043,0.0296,0.9374,688.2,0.9378,0.0056,0.9661,1061.0
2026-05-04T08:24:35.351074+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.6907,0.4532,0.6187,2828.9,0.9022,0.1166,0.8928,2827.7,,,,6645.8
2026-05-04T08:30:00.573457+00:00,gemini-3.1-pro-preview,false,42,0.01,0.013,0.4985,2940.4,0.8886,0.0298,0.9294,2941.2,,,,6740.2
2026-05-04T08:35:17.464607+00:00,gemini-3.1-pro-preview,false,42,0.6932,0.0774,0.8079,3034.7,0.9112,0.061,0.9251,3035.9,,,,6766.5
2026-05-04T08:35:27.085760+00:00,gemini-3.1-pro-preview,true,42,0.6932,0.0774,0.8079,3034.7,0.9112,0.061,0.9251,3035.9,,,,6766.5
2026-05-04T09:29:06.990390+00:00,gemini-3.1-pro-preview,false,42,0.01,0.01,0.5,3197.4,0.1,0.0968,0.5016,3198.3,,,,6881.3
2026-05-04T09:29:27.902154+00:00,gemini-3.1-pro-preview,true,42,0.01,0.01,0.5,3197.4,0.1,0.0968,0.5016,3198.3,,,,6881.3
2026-05-04T10:57:51.446435+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.6755,0.0284,0.8236,3342.8,0.9017,0.045,0.9284,3342.5,,,,5852.8
2026-05-04T11:03:35.056451+00:00,gemini-3.1-pro-preview,false,42,0.7179,0.1056,0.8061,3344.9,0.9078,0.0462,0.9308,3345.1,,,,5815.4
2026-05-04T11:11:26.042060+00:00,gemini-3.1-pro-preview,false,42,0.01,0.0106,0.4997,3295.0,0.7694,0.0254,0.872,3294.2,,,,5799.8
2026-05-04T11:11:37.323296+00:00,gemini-3.1-pro-preview,true,42,0.01,0.0106,0.4997,3295.0,0.7694,0.0254,0.872,3294.2,,,,5799.8
2026-05-04T13:09:31.011478+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.6691,0.026,0.8216,2982.5,0.9013,0.0418,0.9298,2982.2,,,,4916.6
2026-05-04T13:12:17.849087+00:00,gemini-3.1-pro-preview,false,42,0.6989,0.0324,0.8333,2984.9,0.8828,0.0278,0.9275,2984.8,,,,4715.0
2026-05-04T13:21:16.280008+00:00,gemini-3.1-pro-preview,false,42,0.7115,0.238,0.7368,2999.7,0.9106,0.0986,0.906,3002.2,,,,4591.9
2026-05-04T13:21:28.610417+00:00,gemini-3.1-pro-preview,true,42,0.7115,0.238,0.7368,2999.7,0.9106,0.0986,0.906,3002.2,,,,4591.9
2026-05-04T14:59:34.237709+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.01,0.013,0.4985,2117.5,0.9006,0.1222,0.8892,2117.7,,,,4485.0
2026-05-04T15:04:28.319586+00:00,gemini-3.1-pro-preview,false,42,0.5979,0.0174,0.7903,2195.7,0.9078,0.0454,0.9312,2195.9,,,,4502.5
2026-05-04T15:18:38.707725+00:00,gemini-3.1-pro-preview,false,42,0.01,0.0104,0.4998,2271.9,0.859,0.0236,0.9177,2272.2,,,,4537.3
2026-05-04T15:19:02.810357+00:00,gemini-3.1-pro-preview,true,42,0.01,0.0104,0.4998,2271.9,0.859,0.0236,0.9177,2272.2,,,,4537.3
2026-05-04T16:49:22.926010+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.6813,0.0948,0.7933,2340.7,0.91,0.0904,0.9098,2338.8,,,,4247.5
2026-05-04T16:52:33.785605+00:00,gemini-3.1-pro-preview,false,42,0.6853,0.021,0.8321,2332.8,0.8853,0.0234,0.9309,2333.0,,,,4117.1
2026-05-04T17:06:21.617292+00:00,gemini-3.1-pro-preview,false,42,0.028,0.0206,0.5037,2218.6,0.8778,0.0234,0.9272,2218.4,,,,4037.7
2026-05-04T17:06:41.126659+00:00,gemini-3.1-pro-preview,true,42,0.028,0.0206,0.5037,2218.6,0.8778,0.0234,0.9272,2218.4,,,,4037.7
2026-05-04T18:16:10.252003+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.6862,0.098,0.7941,1747.4,0.9091,0.0912,0.909,1747.3,0.945,0.0077,0.9687,3459.4
2026-05-04T18:20:24.734713+00:00,gemini-3.1-pro-preview,false,42,0.7072,0.0518,0.8277,1810.2,0.8954,0.0332,0.9311,1809.1,0.9106,0.0069,0.9519,3441.3
2026-05-04T18:37:16.743128+00:00,gemini-3.1-pro-preview,false,42,0.01,0.009,0.5005,1787.1,0.8765,0.0246,0.926,1787.3,0.8955,0.0066,0.9445,3450.8
2026-05-04T18:37:28.337435+00:00,gemini-3.1-pro-preview,true,42,0.01,0.009,0.5005,1787.1,0.8765,0.0246,0.926,1787.3,0.8955,0.0066,0.9445,3450.8
2026-05-04T19:37:02.952484+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.0342,0.0118,0.5112,1768.3,0.8177,0.0688,0.8744,1768.6,0.9181,0.0052,0.9564,3083.6
2026-05-04T19:40:15.762017+00:00,gemini-3.1-pro-preview,false,42,0.7097,0.182,0.7639,1726.5,0.9067,0.0754,0.9156,1725.8,0.9397,0.0061,0.9668,3047.8
2026-05-04T20:15:19.906134+00:00,gemini-3.1-pro-preview,false,42,0.6738,0.0176,0.8281,2383.3,0.8192,0.026,0.8966,2444.0,0.8774,0.0051,0.9361,3207.5
2026-05-04T20:15:25.598842+00:00,gemini-3.1-pro-preview,true,42,0.6738,0.0176,0.8281,2383.3,0.8192,0.026,0.8966,2444.0,0.8774,0.0051,0.9361,3207.5
2026-05-04T20:44:39.239243+00:00,gemini-3.1-pro-preview,false,42,0.0189,0.0086,0.5051,968.3,0.19,0.1654,0.5123,968.7,0.1,0.0976,0.5012,2867.4
2026-05-04T21:45:22.170441+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.6907,0.4532,0.6187,1755.8,0.9022,0.1166,0.8928,1756.6,0.9472,0.0104,0.9684,3503.8
