timestamp,model,is_final,seed,success_rate_tool_hang_ph,success_rate_can_ph,success_rate_square_ph,elapsed_tool_hang_ph,elapsed_can_ph,elapsed_square_ph,success_rate_tool_hang_ph_std,success_rate_can_ph_std,success_rate_square_ph_std,elapsed_can_ph_std,elapsed_square_ph_std,elapsed_tool_hang_ph_std
2026-04-25T16:50:41.775706+00:00,gpt-5.4,true,mean,0.14,0.77,0.6,25984.0,7069.666666666667,14685.666666666666,0.028284271247461905,0.04242640687119289,0.020000000000000018,6117.361223054703,206.7107479869717,74.47818472546173
2026-04-23T23:31:41.242854+00:00,qwen3.6-plus,false,42,0.16,0.8,0.54,25672,11578,13475,,,,,,
2026-04-23T23:31:41.247044+00:00,qwen3.6-plus,false,123,0.12,0.8,0.56,25672,11578,13693,,,,,,
2026-04-23T23:31:41.248637+00:00,qwen3.6-plus,false,456,0.14,0.82,0.54,25987,11578,14099,,,,,,
2026-04-23T23:31:41.250206+00:00,qwen3.6-plus,false,mean,0.14,0.8066666666666666,0.5466666666666667,25777.0,11578.0,13755.666666666666,0.020000000000000004,0.011547005383792462,0.011547005383792526,0.0,316.6849117550966,181.86533479473212
2026-04-25T07:22:04.065730+00:00,qwen3.6-plus,false,42,0.16,0.8,0.54,25672,11578,13475,,,,,,
2026-04-25T07:22:04.068494+00:00,qwen3.6-plus,false,123,0.12,0.8,0.56,25672,11578,13693,,,,,,
2026-04-25T07:22:04.070223+00:00,qwen3.6-plus,false,456,0.14,0.82,0.54,25987,11578,14099,,,,,,
2026-04-25T07:22:04.071928+00:00,qwen3.6-plus,false,mean,0.14,0.8066666666666666,0.5466666666666667,25777.0,11578.0,13755.666666666666,0.020000000000000004,0.011547005383792462,0.011547005383792526,0.0,316.6849117550966,181.86533479473212
2026-04-25T07:22:23.989328+00:00,qwen3.6-plus,true,42,0.16,0.8,0.54,25672,11578,13475,,,,,,
2026-04-25T07:22:23.992029+00:00,qwen3.6-plus,true,123,0.12,0.8,0.56,25672,11578,13693,,,,,,
2026-04-25T07:22:23.993779+00:00,qwen3.6-plus,true,456,0.14,0.82,0.54,25987,11578,14099,,,,,,
2026-04-25T07:22:23.995508+00:00,qwen3.6-plus,true,mean,0.14,0.8066666666666666,0.5466666666666667,25777.0,11578.0,13755.666666666666,0.020000000000000004,0.011547005383792462,0.011547005383792526,0.0,316.6849117550966,181.86533479473212
