timestamp,model,is_final,seed,elapsed_mnist-cnn,elapsed_fmnist-cnn,risk_certificate_mnist-fcn,test_error_mnist-fcn,kl_divergence_mnist-fcn,ce_bound_mnist-fcn,empirical_01_risk_mnist-fcn,elapsed_mnist-fcn,risk_certificate_mnist-cnn,test_error_mnist-cnn,kl_divergence_mnist-cnn,ce_bound_mnist-cnn,empirical_01_risk_mnist-cnn,risk_certificate_fmnist-cnn,test_error_fmnist-cnn,kl_divergence_fmnist-cnn,ce_bound_fmnist-cnn,empirical_01_risk_fmnist-cnn,risk_certificate_mnist-fcn_std,test_error_mnist-fcn_std,kl_divergence_mnist-fcn_std,ce_bound_mnist-fcn_std,empirical_01_risk_mnist-fcn_std,risk_certificate_mnist-cnn_std,test_error_mnist-cnn_std,kl_divergence_mnist-cnn_std,ce_bound_mnist-cnn_std,empirical_01_risk_mnist-cnn_std,risk_certificate_fmnist-cnn_std,test_error_fmnist-cnn_std,kl_divergence_fmnist-cnn_std,ce_bound_fmnist-cnn_std,empirical_01_risk_fmnist-cnn_std
2026-04-07T03:15:12.359840+00:00,openai/gpt-5.4-pro,false,42,142,143,0.032493,0.0251,5.34,0.131539,0.027067,129,0.015149,0.0095,5.34,0.064825,0.011467,0.099452,0.0915,2.55,0.28163,0.091067,,,,,,,,,,,,,,,
2026-04-07T03:33:51.457570+00:00,openai/gpt-5.4-pro,false,42,170,170,0.033745,0.0252,1.33,0.131598,0.029,153,0.015701,0.0099,0.03,0.061503,0.012667,0.100235,0.0958,4.95,0.282817,0.091033,,,,,,,,,,,,,,,
2026-04-07T03:37:38.875674+00:00,openai/gpt-5.4-pro,true,42,142,143,0.032493,0.0251,5.34,0.131539,0.027067,129,0.015149,0.0095,5.34,0.064825,0.011467,0.099452,0.0915,2.55,0.28163,0.091067,,,,,,,,,,,,,,,
2026-04-07T10:02:58.804328+00:00,qwen3.6-plus:free,false,42,82,82,0.057932,0.0208,610.61,0.225476,0.017233,77,0.026164,0.009,235.05,0.099089,0.0086,0.133352,0.0837,449.86,0.528855,0.0779,,,,,,,,,,,,,,,
2026-04-07T10:14:44.719864+00:00,qwen3.6-plus:free,true,42,82,82,0.057932,0.0208,610.61,0.225476,0.017233,77,0.026164,0.009,235.05,0.099089,0.0086,0.133352,0.0837,449.86,0.528855,0.0779,,,,,,,,,,,,,,,
2026-04-24T10:01:31.755688+00:00,baseline:quadratic,true,42,62,63,0.032285,0.0245,4.28,0.017174,0.027067,59,0.01521,0.0101,1.83,0.007798,0.011967,0.09601,0.0927,2.42,0.030991,0.0878,,,,,,,,,,,,,,,
2026-04-28T12:19:04.445770+00:00,openai/gpt-5.4:web,false,42,77,77,0.032266,0.024,11.76,0.012071,0.025733,76,0.015219,0.0098,5.46,0.00611,0.011433,0.097375,0.09,9.0,0.027107,0.086933,,,,,,,,,,,,,,,
2026-04-28T12:39:30.136999+00:00,openai/gpt-5.4:web,false,42,102,102,0.031788,0.0242,10.42,0.01188,0.0256,98,0.014979,0.0097,4.37,0.005954,0.011433,0.096437,0.0919,8.37,0.026755,0.0864,,,,,,,,,,,,,,,
2026-04-28T12:39:49.554619+00:00,openai/gpt-5.4:web,true,42,102,102,0.031788,0.0242,10.42,0.01188,0.0256,98,0.014979,0.0097,4.37,0.005954,0.011433,0.096437,0.0919,8.37,0.026755,0.0864,,,,,,,,,,,,,,,
2026-04-28T20:52:31.082687+00:00,openai/gpt-5.4:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T20:54:02.489126+00:00,openai/gpt-5.4:ctx_theory,false,42,67,69,0.03226,0.0245,5.64,0.017481,0.0268,66,0.015182,0.0093,2.38,0.008028,0.011867,0.097977,0.0912,7.42,0.032328,0.088133,,,,,,,,,,,,,,,
2026-04-28T20:55:15.636982+00:00,openai/gpt-5.4:ctx_baseline,false,42,69,70,0.040478,0.0263,58.43,0.023697,0.0279,64,0.021869,0.0116,51.77,0.012618,0.013167,0.102649,0.0925,20.86,0.03447,0.089233,,,,,,,,,,,,,,,
2026-04-28T21:43:05.341673+00:00,gemini-3.1-pro-preview:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:43:15.395214+00:00,qwen3.6-plus:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:43:45.489289+00:00,gemini-3.1-pro-preview:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:44:00.373318+00:00,gemini-3.1-pro-preview:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T21:44:27.606659+00:00,qwen3.6-plus:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T22:01:11.430038+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,42,73,76,0.032499,0.0244,6.72,0.016638,0.026833,69,0.01512,0.0102,3.76,0.007231,0.011633,0.097332,0.0915,5.67,0.030315,0.088033,,,,,,,,,,,,,,,
2026-04-28T22:10:30.700102+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,42,69,69,0.032285,0.0245,4.28,0.017174,0.027067,65,0.015362,0.0093,1.84,0.007728,0.0121,0.099252,0.0951,2.47,0.030614,0.0909,,,,,,,,,,,,,,,
2026-04-28T22:11:37.406632+00:00,qwen3.6-plus:web,false,42,76,76,0.033087,0.0248,19.71,0.197001,0.0255,72,0.015561,0.0095,9.78,0.097598,0.011333,0.098561,0.0917,9.19,0.3399,0.0882,,,,,,,,,,,,,,,
2026-04-28T22:12:03.761880+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T22:54:55.940559+00:00,openai/gpt-5.4:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T22:54:58.255132+00:00,openai/gpt-5.4:ctx_baseline,true,42,69,70,0.040478,0.0263,58.43,0.023697,0.0279,64,0.021869,0.0116,51.77,0.012618,0.013167,0.102649,0.0925,20.86,0.03447,0.089233,,,,,,,,,,,,,,,
2026-04-28T22:55:12.693850+00:00,openai/gpt-5.4:ctx_theory,false,42,96,96,0.031851,0.0244,5.6,0.027239,0.026433,90,0.014796,0.0091,2.57,0.012505,0.0115,0.097911,0.093,4.12,0.065212,0.089067,,,,,,,,,,,,,,,
2026-04-28T22:55:18.874586+00:00,openai/gpt-5.4:ctx_theory,true,42,96,96,0.031851,0.0244,5.6,0.027239,0.026433,90,0.014796,0.0091,2.57,0.012505,0.0115,0.097911,0.093,4.12,0.065212,0.089067,,,,,,,,,,,,,,,
2026-04-28T22:55:28.528628+00:00,openai/gpt-5.4:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-28T23:51:36.124178+00:00,qwen3.6-plus:ctx_theory,false,42,75,75,0.03211,0.0247,3.95,0.017174,0.026967,71,0.014969,0.01,1.48,0.007633,0.0118,,,,,,,,,,,,,,,,,,,,
2026-04-28T23:52:14.688690+00:00,gemini-3.1-pro-preview:ctx_theory,false,42,80,80,,,,,,24,0.015363,0.0094,2.34,0.007515,0.012033,0.096372,0.0945,3.27,0.029986,0.087867,,,,,,,,,,,,,,,
2026-04-28T23:54:41.061972+00:00,gemini-3.1-pro-preview:web,false,42,172,172,0.031967,0.0244,4.88,0.016765,0.026667,159,0.015514,0.0097,2.1,0.007546,0.0122,,,,,,,,,,,,,,,,,,,,
2026-04-28T23:55:20.972173+00:00,gemini-3.1-pro-preview:ctx_baseline,false,42,75,76,0.033849,0.0255,16.18,0.038719,0.026633,71,0.015519,0.0096,6.69,0.017501,0.011633,0.098583,0.0908,10.89,0.089338,0.087767,,,,,,,,,,,,,,,
2026-04-28T23:55:48.326666+00:00,gemini-3.1-pro-preview:ctx_baseline,true,42,75,76,0.033849,0.0255,16.18,0.038719,0.026633,71,0.015519,0.0096,6.69,0.017501,0.011633,0.098583,0.0908,10.89,0.089338,0.087767,,,,,,,,,,,,,,,
2026-04-28T23:56:45.532395+00:00,qwen3.6-plus:ctx_baseline,false,42,82,83,0.032382,0.0247,2.64,0.165574,0.027467,78,0.015423,0.01,1.04,0.069008,0.012267,0.098817,0.0917,2.32,0.308512,0.090533,,,,,,,,,,,,,,,
2026-04-29T00:01:48.745925+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,42,70,70,0.037068,0.0243,45.24,0.021095,0.026233,67,0.023979,0.0117,88.63,0.015226,0.0127,0.099437,0.0923,10.93,0.031712,0.088567,,,,,,,,,,,,,,,
2026-04-29T00:20:39.550717+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T00:21:57.124124+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,42,73,73,,,,,,24,0.015371,0.01,1.9,0.007703,0.0121,0.098321,0.0911,2.58,0.030489,0.089967,,,,,,,,,,,,,,,
2026-04-29T00:22:57.152418+00:00,qwen3.6-plus:web,false,42,80,81,,,,,,23,0.015625,0.0097,0.02,0.098301,0.0126,0.099828,0.0938,5.09,0.332796,0.0906,,,,,,,,,,,,,,,
2026-04-29T01:20:02.898384+00:00,openai/gpt-5.4:web,false,42,72,72,0.0323,0.0244,4.91,0.026841,0.026967,71,0.014892,0.0095,2.97,0.012243,0.011533,0.098288,0.0913,4.74,0.061416,0.089233,,,,,,,,,,,,,,,
2026-04-29T01:20:04.795039+00:00,openai/gpt-5.4:web,true,42,72,72,0.0323,0.0244,4.91,0.026841,0.026967,71,0.014892,0.0095,2.97,0.012243,0.011533,0.098288,0.0913,4.74,0.061416,0.089233,,,,,,,,,,,,,,,
2026-04-29T01:51:26.574428+00:00,qwen3.6-plus:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:51:45.623433+00:00,gemini-3.1-pro-preview:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:51:53.816403+00:00,gemini-3.1-pro-preview:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:51:55.319645+00:00,gemini-3.1-pro-preview:ctx_theory,true,42,80,80,,,,,,24,0.015363,0.0094,2.34,0.007515,0.012033,0.096372,0.0945,3.27,0.029986,0.087867,,,,,,,,,,,,,,,
2026-04-29T01:52:00.298232+00:00,gemini-3.1-pro-preview:web,true,42,172,172,0.031967,0.0244,4.88,0.016765,0.026667,159,0.015514,0.0097,2.1,0.007546,0.0122,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:52:13.286063+00:00,qwen3.6-plus:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:52:15.166785+00:00,qwen3.6-plus:ctx_theory,true,42,75,75,0.03211,0.0247,3.95,0.017174,0.026967,71,0.014969,0.01,1.48,0.007633,0.0118,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:52:20.039703+00:00,qwen3.6-plus:ctx_baseline,true,42,82,83,0.032382,0.0247,2.64,0.165574,0.027467,78,0.015423,0.01,1.04,0.069008,0.012267,0.098817,0.0917,2.32,0.308512,0.090533,,,,,,,,,,,,,,,
2026-04-29T01:53:37.582884+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:53:55.803998+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,true,42,73,76,0.032499,0.0244,6.72,0.016638,0.026833,69,0.01512,0.0102,3.76,0.007231,0.011633,0.097332,0.0915,5.67,0.030315,0.088033,,,,,,,,,,,,,,,
2026-04-29T01:57:57.283627+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:58:08.622910+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:58:17.181534+00:00,qwen3.6-plus:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:58:19.746308+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,true,42,69,69,0.032285,0.0245,4.28,0.017174,0.027067,65,0.015362,0.0093,1.84,0.007728,0.0121,0.099252,0.0951,2.47,0.030614,0.0909,,,,,,,,,,,,,,,
2026-04-29T01:58:31.843693+00:00,qwen3.6-plus:web,true,42,76,76,0.033087,0.0248,19.71,0.197001,0.0255,72,0.015561,0.0095,9.78,0.097598,0.011333,0.098561,0.0917,9.19,0.3399,0.0882,,,,,,,,,,,,,,,
2026-04-29T01:58:55.061212+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,true,42,73.0,73.0,,,,,,24.0,0.015371,0.01,1.9,0.007703,0.0121,0.098321,0.0911,2.58,0.030489,0.089967,,,,,,,,,,,,,,,
2026-04-28T22:11:37.406632+00:00,qwen3.6-plus,false,42,76,76,0.033087,0.0248,19.71,0.197001,0.0255,72,0.015561,0.0095,9.78,0.097598,0.011333,0.098561,0.0917,9.19,0.3399,0.0882,,,,,,,,,,,,,,,
2026-04-28T22:55:28.528628+00:00,openai/gpt-5.4,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T00:22:57.152418+00:00,qwen3.6-plus,false,42,80,81,,,,,,23,0.015625,0.0097,0.02,0.098301,0.0126,0.099828,0.0938,5.09,0.332796,0.0906,,,,,,,,,,,,,,,
2026-04-29T01:20:02.898384+00:00,openai/gpt-5.4,false,42,72,72,0.0323,0.0244,4.91,0.026841,0.026967,71,0.014892,0.0095,2.97,0.012243,0.011533,0.098288,0.0913,4.74,0.061416,0.089233,,,,,,,,,,,,,,,
2026-04-29T01:20:04.795039+00:00,openai/gpt-5.4,true,42,72,72,0.0323,0.0244,4.91,0.026841,0.026967,71,0.014892,0.0095,2.97,0.012243,0.011533,0.098288,0.0913,4.74,0.061416,0.089233,,,,,,,,,,,,,,,
2026-04-29T01:58:17.181534+00:00,qwen3.6-plus,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T01:58:31.843693+00:00,qwen3.6-plus,true,42,76,76,0.033087,0.0248,19.71,0.197001,0.0255,72,0.015561,0.0095,9.78,0.097598,0.011333,0.098561,0.0917,9.19,0.3399,0.0882,,,,,,,,,,,,,,,
2026-04-29T04:22:34.573267+00:00,claude-opus-4.6:ctx_theory,false,42,77,77,0.031919,0.0248,4.26,0.017676,0.026733,72,0.014947,0.0095,1.82,0.007958,0.011733,0.099448,0.0929,6.87,0.031687,0.0897,,,,,,,,,,,,,,,
2026-04-29T04:22:51.071156+00:00,claude-opus-4.6:ctx_baseline,false,42,76,77,0.032295,0.0247,7.61,0.016218,0.0265,73,0.015321,0.0093,4.11,0.00719,0.011767,0.0963,0.0925,4.4,0.029121,0.087433,,,,,,,,,,,,,,,
2026-04-29T04:24:07.631166+00:00,claude-opus-4.6:web,false,42,91,92,0.031999,0.0245,6.98,0.017413,0.026333,84,0.015012,0.0089,3.53,0.008028,0.011567,0.098125,0.0917,4.88,0.031933,0.089033,,,,,,,,,,,,,,,
2026-04-29T04:49:36.143989+00:00,openai/gpt-5.4:web,false,42,74,75,0.032611,0.0244,8.07,0.031213,0.0266,71,0.014744,0.0095,4.19,0.014798,0.011167,0.096844,0.0911,4.64,0.072437,0.087667,,,,,,,,,,,,,,,
2026-04-29T04:53:10.863980+00:00,gemini-3.1-pro-preview:web,false,42,74,75,0.032317,0.0245,4.99,0.016964,0.026967,69,0.015036,0.0097,2.41,0.007572,0.011733,0.098021,0.0919,3.52,0.030787,0.089367,,,,,,,,,,,,,,,
2026-04-29T04:55:52.232560+00:00,claude-opus-4.6:ctx_baseline,false,42,80,80,0.032295,0.0247,7.61,0.016218,0.0265,76,0.015399,0.0098,3.6,0.007011,0.0119,0.097882,0.0924,3.93,0.028934,0.0891,,,,,,,,,,,,,,,
2026-04-29T04:55:59.366947+00:00,claude-opus-4.6:ctx_theory,false,42,94,94,0.032001,0.0246,4.5,0.017664,0.026767,87,0.014817,0.0095,2.2,0.007761,0.011567,0.099168,0.0904,4.03,0.031754,0.0903,,,,,,,,,,,,,,,
2026-04-29T04:57:16.474389+00:00,claude-opus-4.6:web,false,42,78,78,0.032069,0.0244,5.02,0.017737,0.026733,73,0.015211,0.0094,2.57,0.008152,0.011867,0.096942,0.0898,3.21,0.030824,0.088433,,,,,,,,,,,,,,,
2026-04-29T04:57:19.139428+00:00,qwen3.6-plus:web,false,42,81,81,0.032344,0.0248,4.03,0.168546,0.027167,76,0.014913,0.0092,1.84,0.070907,0.0117,0.096933,0.0921,2.68,0.313988,0.0886,,,,,,,,,,,,,,,
2026-04-29T05:05:42.801266+00:00,openai/gpt-5.4:web,false,42,98,98,0.032128,0.0245,4.59,0.012958,0.026867,89,0.015189,0.0101,1.93,0.006417,0.011933,0.097986,0.0913,3.01,0.027232,0.0895,,,,,,,,,,,,,,,
2026-04-29T05:05:44.689616+00:00,openai/gpt-5.4:web,true,42,98,98,0.032128,0.0245,4.59,0.012958,0.026867,89,0.015189,0.0101,1.93,0.006417,0.011933,0.097986,0.0913,3.01,0.027232,0.0895,,,,,,,,,,,,,,,
2026-04-29T05:11:53.867837+00:00,gemini-3.1-pro-preview:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T05:11:55.639509+00:00,claude-opus-4.6:ctx_theory,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T05:12:02.754850+00:00,claude-opus-4.6:ctx_theory,true,42,94,94,0.032001,0.0246,4.5,0.017664,0.026767,87,0.014817,0.0095,2.2,0.007761,0.011567,0.099168,0.0904,4.03,0.031754,0.0903,,,,,,,,,,,,,,,
2026-04-29T05:13:08.467353+00:00,claude-opus-4.6:ctx_baseline,false,42,96,97,0.032088,0.0244,7.48,0.01618,0.026333,90,0.014908,0.0091,3.6,0.006863,0.011467,0.096256,0.0928,3.85,0.028875,0.087567,,,,,,,,,,,,,,,
2026-04-29T05:13:13.816699+00:00,claude-opus-4.6:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T05:13:16.337232+00:00,claude-opus-4.6:ctx_baseline,true,42,96,97,0.032088,0.0244,7.48,0.01618,0.026333,90,0.014908,0.0091,3.6,0.006863,0.011467,0.096256,0.0928,3.85,0.028875,0.087567,,,,,,,,,,,,,,,
2026-04-29T05:13:20.668630+00:00,claude-opus-4.6:web,true,42,78,78,0.032069,0.0244,5.02,0.017737,0.026733,73,0.015211,0.0094,2.57,0.008152,0.011867,0.096942,0.0898,3.21,0.030824,0.088433,,,,,,,,,,,,,,,
2026-04-29T05:15:59.841718+00:00,gemini-3.1-pro-preview:web,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-29T05:16:44.958551+00:00,qwen3.6-plus:web,false,42,95,95,0.033976,0.0236,24.57,0.171658,0.0257,90,0.015575,0.0097,8.63,0.071491,0.011467,0.099376,0.0907,18.63,0.313402,0.086667,,,,,,,,,,,,,,,
2026-04-29T05:16:58.738290+00:00,gemini-3.1-pro-preview:web,true,42,74,75,0.032317,0.0245,4.99,0.016964,0.026967,69,0.015036,0.0097,2.41,0.007572,0.011733,0.098021,0.0919,3.52,0.030787,0.089367,,,,,,,,,,,,,,,
2026-04-29T05:19:19.604482+00:00,qwen3.6-plus:web,false,42,69,70,0.034467,0.0253,0.0,0.187504,0.029967,65,0.014907,0.0099,1.8,0.069799,0.0117,0.09692,0.094,2.06,0.311355,0.0888,,,,,,,,,,,,,,,
2026-04-29T05:19:37.605757+00:00,qwen3.6-plus:web,true,42,81,81,0.032344,0.0248,4.03,0.168546,0.027167,76,0.014913,0.0092,1.84,0.070907,0.0117,0.096933,0.0921,2.68,0.313988,0.0886,,,,,,,,,,,,,,,
