timestamp,model,is_final,seed,wikitext2_ppl_ptq-7b-int4,fp16_ppl_ptq-7b-int4,degradation_ptq-7b-int4,quant_time_ptq-7b-int4,elapsed_ptq-7b-int4,wikitext2_ppl_ptq-7b-int3,fp16_ppl_ptq-7b-int3,degradation_ptq-7b-int3,quant_time_ptq-7b-int3,elapsed_ptq-7b-int3,wikitext2_ppl_ptq-7b-int4-g64,fp16_ppl_ptq-7b-int4-g64,degradation_ptq-7b-int4-g64,quant_time_ptq-7b-int4-g64,elapsed_ptq-7b-int4-g64
2026-07-20T11:08:32.832148+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T11:08:54.053899+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,4.9405,4.9071,0.0334,239.9,358.5,5.0689,4.9071,0.1618,241.7,349.5,4.9405,4.9071,0.0334,170.9,249.8
2026-07-20T11:09:28.815371+00:00,baseline:gptq,false,3,5.0689,4.9071,0.1618,459.7,641.4,6.195,4.9071,1.2878,465.2,646.7,5.0359,4.9071,0.1287,153.3,238.2
2026-07-20T11:14:01.985017+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,4.9857,4.9071,0.0785,242.3,369.6,5.499,4.9071,0.5918,240.4,356.0,4.9744,4.9071,0.0673,186.8,276.0
2026-07-20T11:16:26.164503+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,5.0819,4.9071,0.1748,66.7,183.0,5.682,4.9071,0.7749,66.7,194.0,5.0538,4.9071,0.1467,33.6,113.1
2026-07-20T11:16:28.220504+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,4.9417,4.9071,0.0346,228.7,335.4,5.0737,4.9071,0.1666,228.5,327.6,4.9417,4.9071,0.0346,171.0,253.0
2026-07-20T11:16:44.047434+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,4.9375,4.9071,0.0304,232.9,337.8,5.0682,4.9071,0.1611,236.9,333.2,4.9375,4.9071,0.0304,174.6,257.6
2026-07-20T11:17:07.403166+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,4.9375,4.9071,0.0304,232.9,337.8,5.0682,4.9071,0.1611,236.9,333.2,4.9375,4.9071,0.0304,174.6,257.6
2026-07-20T11:18:16.010198+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T11:18:53.849354+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.9819,4.9071,0.0748,249.4,353.0,5.2952,4.9071,0.3881,247.7,360.7,4.9709,4.9071,0.0638,176.8,260.8
2026-07-20T11:18:56.335575+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.981,4.9071,0.0739,246.3,360.0,5.2959,4.9071,0.3888,247.9,375.2,4.9689,4.9071,0.0618,173.3,263.3
2026-07-20T11:19:00.228595+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,5.0697,4.9071,0.1626,80.7,198.0,5.6595,4.9071,0.7524,80.6,209.4,5.0361,4.9071,0.129,40.0,122.4
2026-07-20T11:19:02.876737+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,4.9818,4.9071,0.0747,239.7,364.0,5.2804,4.9071,0.3733,241.2,376.4,4.968,4.9071,0.0609,166.6,252.0
2026-07-20T11:19:38.800422+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,4.9374,4.9071,0.0303,232.3,337.1,5.0718,4.9071,0.1647,235.6,331.6,4.9374,4.9071,0.0303,170.8,247.9
2026-07-20T11:20:44.454021+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.9912,4.9071,0.0841,244.5,356.8,5.3127,4.9071,0.4056,245.0,375.5,4.974,4.9071,0.0668,189.9,277.5
2026-07-20T11:20:49.685037+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,4.9912,4.9071,0.0841,244.5,356.8,5.3127,4.9071,0.4056,245.0,375.5,4.974,4.9071,0.0668,189.9,277.5
2026-07-20T11:24:42.039458+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,5.0843,4.9071,0.1772,67.8,165.0,5.6678,4.9071,0.7607,63.2,172.7,5.0491,4.9071,0.142,37.0,117.2
2026-07-20T11:24:46.898748+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,5.0843,4.9071,0.1772,67.8,165.0,5.6678,4.9071,0.7607,63.2,172.7,5.0491,4.9071,0.142,37.0,117.2
2026-07-20T11:25:37.756400+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,4.9908,4.9071,0.0837,249.7,350.7,5.3844,4.9071,0.4772,252.5,362.8,4.9764,4.9071,0.0692,192.4,280.9
2026-07-20T11:25:53.092904+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,5.0707,4.9071,0.1636,88.4,185.7,5.6575,4.9071,0.7503,83.1,190.3,5.0343,4.9071,0.1272,46.6,129.2
2026-07-20T11:26:53.131700+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,5.1406,4.9071,0.2335,54.6,162.9,7.5763,4.9071,2.6692,52.9,172.8,5.095,4.9071,0.1879,31.9,111.5
2026-07-20T11:26:58.697524+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,4.9388,4.9071,0.0317,226.1,329.2,5.0669,4.9071,0.1597,228.1,323.0,4.9388,4.9071,0.0317,173.0,257.4
2026-07-20T11:27:03.957628+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,4.9375,4.9071,0.0304,228.2,352.5,5.0682,4.9071,0.1611,239.4,347.9,4.9375,4.9071,0.0304,174.7,258.7
2026-07-20T11:28:07.815819+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,5.2599,4.9071,0.3528,57.0,175.0,80.7706,4.9071,75.8635,60.9,166.2,5.1186,4.9071,0.2114,31.4,109.5
2026-07-20T11:28:47.020040+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,5.2768,4.9071,0.3697,44.0,160.1,7.1209,4.9071,2.2138,44.1,150.0,5.1648,4.9071,0.2577,26.2,103.5
2026-07-20T11:29:40.611486+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T11:29:56.975841+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.9855,4.9071,0.0784,236.5,332.5,5.3541,4.9071,0.4469,230.0,333.8,4.9686,4.9071,0.0614,172.1,259.4
2026-07-20T11:30:03.161752+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,4.9827,4.9071,0.0755,240.0,354.4,5.2808,4.9071,0.3737,241.8,370.0,4.9701,4.9071,0.063,173.7,260.8
2026-07-20T11:30:04.284634+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T11:30:14.856396+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,4.9374,4.9071,0.0303,235.9,337.3,5.0689,4.9071,0.1618,238.5,332.3,4.9374,4.9071,0.0303,171.1,250.5
2026-07-20T11:30:19.401750+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,4.9374,4.9071,0.0303,235.9,337.3,5.0689,4.9071,0.1618,238.5,332.3,4.9374,4.9071,0.0303,171.1,250.5
2026-07-20T11:33:04.921626+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,5.1488,4.9071,0.2417,59.7,166.1,6.8624,4.9071,1.9553,61.1,159.1,5.0727,4.9071,0.1655,36.5,116.0
2026-07-20T11:33:20.042780+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,5.0396,4.9071,0.1325,78.5,175.3,5.5482,4.9071,0.6411,74.0,180.5,5.0263,4.9071,0.1192,40.0,119.6
2026-07-20T11:33:23.111555+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,5.2582,4.9071,0.351,68.0,176.4,69.6219,4.9071,64.7148,67.8,188.0,5.1172,4.9071,0.2101,35.6,116.0
2026-07-20T11:33:25.136936+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,5.0396,4.9071,0.1325,78.5,175.3,5.5482,4.9071,0.6411,74.0,180.5,5.0263,4.9071,0.1192,40.0,119.6
2026-07-20T11:33:51.768066+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,5.2628,4.9071,0.3557,65.2,172.4,86.6417,4.9071,81.7346,65.1,183.6,5.1162,4.9071,0.209,36.3,115.0
2026-07-20T11:33:57.744147+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,5.2596,4.9071,0.3524,83.9,192.3,84.6592,4.9071,79.752,83.8,204.3,5.1178,4.9071,0.2107,45.9,130.5
2026-07-20T11:34:23.085363+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,5.0766,4.9071,0.1695,69.1,187.1,5.6609,4.9071,0.7538,70.5,176.8,5.0443,4.9071,0.1372,40.7,124.5
2026-07-20T11:34:24.107057+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.1325,4.9071,0.2254,62.9,170.4,6.7221,4.9071,1.815,62.1,180.9,5.0859,4.9071,0.1788,35.2,116.4
2026-07-20T11:34:57.625483+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.1281,4.9071,0.221,60.9,164.5,6.5691,4.9071,1.662,60.9,175.4,5.0839,4.9071,0.1767,32.1,109.3
2026-07-20T11:35:09.985972+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,5.0252,4.9071,0.1181,135.5,256.1,5.5529,4.9071,0.6458,135.5,244.4,5.0028,4.9071,0.0957,64.8,143.9
2026-07-20T11:35:20.249742+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,5.2599,4.9071,0.3528,54.9,149.3,6.0765,4.9071,1.1693,48.9,153.9,5.1186,4.9071,0.2114,31.4,110.7
2026-07-20T11:35:26.897149+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,5.2599,4.9071,0.3528,54.9,149.3,6.0765,4.9071,1.1693,48.9,153.9,5.1186,4.9071,0.2114,31.4,110.7
2026-07-20T11:35:30.755283+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,5.291,4.9071,0.3839,53.5,146.7,8.4924,4.9071,3.5852,48.1,150.0,5.1777,4.9071,0.2706,30.4,106.4
2026-07-20T11:35:36.380422+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,5.2768,4.9071,0.3697,44.0,160.1,7.1209,4.9071,2.2138,44.1,150.0,5.1648,4.9071,0.2577,26.2,103.5
2026-07-20T11:35:46.274290+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.1288,4.9071,0.2217,93.0,201.6,6.0955,4.9071,1.1884,93.3,215.1,5.0841,4.9071,0.177,51.2,134.0
2026-07-20T11:36:04.403747+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,5.0048,4.9071,0.0977,238.1,354.2,5.3652,4.9071,0.4581,236.3,340.9,4.99,4.9071,0.0829,182.7,265.0
2026-07-20T11:36:27.278194+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T11:37:35.455095+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,4.9857,4.9071,0.0785,243.8,353.2,5.3844,4.9071,0.4772,245.4,344.7,4.9744,4.9071,0.0673,182.3,266.5
2026-07-20T11:37:40.684954+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,4.9857,4.9071,0.0785,243.8,353.2,5.3844,4.9071,0.4772,245.4,344.7,4.9744,4.9071,0.0673,182.3,266.5
2026-07-20T11:39:04.588203+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,5.2582,4.9071,0.351,61.2,149.0,6.6004,4.9071,1.6933,43.3,145.8,5.1172,4.9071,0.2101,35.6,114.7
2026-07-20T11:39:27.711666+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,5.1573,4.9071,0.2502,75.8,181.9,14.2428,4.9071,9.3357,75.8,174.2,5.0735,4.9071,0.1663,44.5,123.6
2026-07-20T11:39:35.033565+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,5.1488,4.9071,0.2417,59.7,166.1,6.8624,4.9071,1.9553,61.1,159.1,5.0727,4.9071,0.1655,36.5,116.0
2026-07-20T11:39:45.765519+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,4.9907,4.9071,0.0836,238.5,341.0,5.3121,4.9071,0.405,238.7,352.2,4.9777,4.9071,0.0706,179.2,261.5
2026-07-20T11:40:25.111778+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,5.258,4.9071,0.3509,63.3,154.1,6.5986,4.9071,1.6915,58.3,161.8,5.1175,4.9071,0.2104,33.8,112.4
2026-07-20T11:40:37.121498+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,4.9928,4.9071,0.0856,231.1,335.7,5.3201,4.9071,0.413,231.0,347.4,4.9759,4.9071,0.0687,159.3,237.4
2026-07-20T11:41:28.218915+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,5.0746,4.9071,0.1675,123.7,215.3,5.67,4.9071,0.7628,114.5,218.9,5.0407,4.9071,0.1336,68.1,151.0
2026-07-20T11:41:28.646366+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.0937,4.9071,0.1866,87.4,183.0,5.7889,4.9071,0.8818,81.3,185.3,5.0727,4.9071,0.1656,52.1,132.7
2026-07-20T11:42:46.588237+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,5.2606,4.9071,0.3535,66.8,173.0,6.1051,4.9071,1.198,70.9,165.6,5.1174,4.9071,0.2103,40.2,123.0
2026-07-20T11:42:54.313479+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,5.2606,4.9071,0.3535,66.8,173.0,6.1051,4.9071,1.198,70.9,165.6,5.1174,4.9071,0.2103,40.2,123.0
2026-07-20T11:43:47.768926+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,5.0188,4.9071,0.1116,128.1,231.5,5.535,4.9071,0.6279,136.0,229.3,4.9982,4.9071,0.0911,69.5,148.2
2026-07-20T11:44:37.257355+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.1307,4.9071,0.2235,168.4,269.6,6.5389,4.9071,1.6318,175.9,267.9,5.0936,4.9071,0.1864,89.7,169.2
2026-07-20T11:44:45.045052+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,5.2582,4.9071,0.351,62.0,152.3,6.0659,4.9071,1.1588,47.1,149.4,5.1172,4.9071,0.2101,35.6,115.1
2026-07-20T11:44:50.944665+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,5.2582,4.9071,0.351,62.0,152.3,6.0659,4.9071,1.1588,47.1,149.4,5.1172,4.9071,0.2101,35.6,115.1
2026-07-20T11:45:57.523171+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,5.258,4.9071,0.3509,63.2,157.0,6.6449,4.9071,1.7377,57.7,160.6,5.1175,4.9071,0.2104,33.8,114.1
2026-07-20T11:46:02.081311+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,5.258,4.9071,0.3509,63.3,154.1,6.5986,4.9071,1.6915,58.3,161.8,5.1175,4.9071,0.2104,33.8,112.4
2026-07-20T11:46:39.644104+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.0922,4.9071,0.185,239.5,335.8,5.8316,4.9071,0.9245,228.0,336.2,5.0541,4.9071,0.147,125.3,210.6
2026-07-20T11:47:36.681017+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,5.0772,4.9071,0.1701,86.0,180.7,5.6588,4.9071,0.7516,80.1,184.9,5.0435,4.9071,0.1363,47.3,130.5
2026-07-20T11:47:41.624465+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,5.0772,4.9071,0.1701,86.0,180.7,5.6588,4.9071,0.7516,80.1,184.9,5.0435,4.9071,0.1363,47.3,130.5
2026-07-20T11:48:48.643214+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,4.9934,4.9071,0.0862,247.8,350.1,5.306,4.9071,0.3989,250.0,344.7,4.9742,4.9071,0.0671,206.9,286.6
2026-07-20T11:50:13.492381+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.0637,4.9071,0.1566,148.6,255.8,5.763,4.9071,0.8559,151.6,249.0,5.0469,4.9071,0.1398,94.5,176.5
2026-07-20T11:50:20.331671+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,5.0637,4.9071,0.1566,148.6,255.8,5.763,4.9071,0.8559,151.6,249.0,5.0469,4.9071,0.1398,94.5,176.5
2026-07-20T11:51:38.269597+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,4.9954,4.9071,0.0883,234.7,339.1,5.3085,4.9071,0.4014,238.6,333.5,4.9817,4.9071,0.0746,193.2,270.6
2026-07-20T11:51:45.357130+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,4.9983,4.9071,0.0912,226.1,318.9,5.3213,4.9071,0.4142,224.2,325.6,4.9835,4.9071,0.0764,158.8,236.3
2026-07-20T11:51:48.266162+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,4.9907,4.9071,0.0836,238.5,341.0,5.3121,4.9071,0.405,238.7,352.2,4.9777,4.9071,0.0706,179.2,261.5
2026-07-20T11:51:56.538460+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,4.9928,4.9071,0.0856,231.1,335.7,5.3201,4.9071,0.413,231.0,347.4,4.9759,4.9071,0.0687,159.3,237.4
2026-07-20T11:51:57.129100+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,5.0145,4.9071,0.1074,162.7,256.1,5.5326,4.9071,0.6255,155.7,259.6,4.996,4.9071,0.0889,82.1,160.7
2026-07-20T11:52:02.681314+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,5.0145,4.9071,0.1074,162.7,256.1,5.5326,4.9071,0.6255,155.7,259.6,4.996,4.9071,0.0889,82.1,160.7
2026-07-20T11:57:03.918350+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.1248,4.9071,0.2177,393.2,487.5,6.5066,4.9071,1.5995,393.9,493.5,5.0854,4.9071,0.1783,95.6,172.8
2026-07-20T11:57:10.075759+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,5.1248,4.9071,0.2177,393.2,487.5,6.5066,4.9071,1.5995,393.9,493.5,5.0854,4.9071,0.1783,95.6,172.8
2026-07-20T12:01:16.141959+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,4.9946,4.9071,0.0875,258.5,363.2,5.3164,4.9071,0.4092,258.3,355.3,4.9819,4.9071,0.0748,205.7,284.8
2026-07-20T12:01:20.680380+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,4.9934,4.9071,0.0862,247.8,350.1,5.306,4.9071,0.3989,250.0,344.7,4.9742,4.9071,0.0671,206.9,286.6
2026-07-20T12:06:48.574243+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.0931,4.9071,0.186,589.5,695.5,5.8497,4.9071,0.9425,595.9,692.4,5.0487,4.9071,0.1416,297.5,416.2
2026-07-20T12:06:54.312606+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,5.0922,4.9071,0.185,239.5,335.8,5.8316,4.9071,0.9245,228.0,336.2,5.0541,4.9071,0.147,125.3,210.6
2026-07-21T11:47:23.529807+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,5.2573,4.9071,0.3502,54.7,162.5,81.1572,4.9071,76.2501,54.7,173.7,5.1147,4.9071,0.2076,31.4,111.7
2026-07-21T11:48:15.169961+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,5.2681,4.9071,0.3609,56.9,167.6,80.233,4.9071,75.3258,56.9,182.4,5.1254,4.9071,0.2182,31.1,117.0
2026-07-21T11:48:29.184896+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,5.0472,4.9071,0.1401,120.1,229.1,5.5361,4.9071,0.629,118.0,240.3,5.028,4.9071,0.1209,60.9,143.4
2026-07-21T11:48:41.515811+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,5.2566,4.9071,0.3495,56.4,177.4,85.1443,4.9071,80.2372,56.4,193.9,5.1169,4.9071,0.2098,34.1,131.8
2026-07-21T11:54:13.920273+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,5.2573,4.9071,0.3502,52.9,156.9,6.088,4.9071,1.1809,56.4,150.9,5.1147,4.9071,0.2076,31.4,110.4
2026-07-21T11:54:56.841124+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,5.0784,4.9071,0.1712,63.3,161.3,5.6449,4.9071,0.7377,59.1,168.2,5.0543,4.9071,0.1472,35.7,123.8
2026-07-21T11:56:12.393449+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,5.0408,4.9071,0.1337,135.0,245.7,5.5564,4.9071,0.6493,145.4,245.4,5.0236,4.9071,0.1164,72.9,154.3
2026-07-21T11:56:29.427468+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,5.2581,4.9071,0.351,51.7,176.0,6.1046,4.9071,1.1975,51.7,160.5,5.1157,4.9071,0.2085,30.0,121.8
2026-07-21T11:58:18.700377+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-21T11:58:23.548521+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,5.0784,4.9071,0.1712,63.3,161.3,5.6449,4.9071,0.7377,59.1,168.2,5.0543,4.9071,0.1472,35.7,123.8
2026-07-21T11:59:34.371357+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,5.2566,4.9071,0.3495,53.9,156.6,6.1047,4.9071,1.1975,58.4,152.1,5.1192,4.9071,0.2121,31.5,108.9
