timestamp,model,is_final,seed,eval_return_halfcheetah_v4,eval_return_reacher_v4,eval_return_ant_v4,eval_return_halfcheetah_v4_std,eval_return_reacher_v4_std,eval_return_ant_v4_std,elapsed_halfcheetah-v4,elapsed_reacher-v4,elapsed_ant-v4,elapsed_halfcheetah-v4_std,elapsed_reacher-v4_std,elapsed_ant-v4_std
2026-03-31T02:54:58.102149+00:00,google/gemini-3.1-pro-preview,false,123,-0.31,-21.79,996.04,,,,38,38,49,,,
2026-03-31T02:54:58.103257+00:00,google/gemini-3.1-pro-preview,false,456,-2.73,-36.71,989.56,,,,38,38,49,,,
2026-03-31T02:54:58.105238+00:00,google/gemini-3.1-pro-preview,false,mean,-1.5833333333333333,-33.12,991.8433333333332,1.2149622765062844,10.029072738792955,3.6391253527919867,38.0,38.0,49.0,0.0,0.0,0.0
2026-03-31T06:44:25.178277+00:00,google/gemini-3.1-pro-preview,false,42,,,,,,,12,12,12,,,
2026-03-31T14:03:01.505165+00:00,google/gemini-3.1-pro-preview,true,42,11352.69,-3.76,5418.95,,,,,,12663,,,
2026-03-31T14:03:01.513415+00:00,google/gemini-3.1-pro-preview,true,123,11623.96,-4.15,4177.55,,,,,,12663,,,
2026-03-31T14:03:01.518396+00:00,google/gemini-3.1-pro-preview,true,456,11696.38,-3.37,5692.28,,,,,,12855,,,
2026-03-31T14:03:01.542971+00:00,google/gemini-3.1-pro-preview,true,mean,11557.676666666666,-3.7600000000000002,5096.26,181.17895637554892,0.3900000000000001,807.2783722483834,,,12727.0,,,110.85125168440814
2026-04-22T10:23:13.535640+00:00,gpt-5.4,false,42,7691.48,-4.05,989.23,,,,,,,,,
2026-04-22T10:23:13.537252+00:00,gpt-5.4,false,123,8786.9,-4.32,2152.55,,,,,,,,,
2026-04-22T10:23:13.538152+00:00,gpt-5.4,false,456,7738.82,-3.62,1537.64,,,,,,,,,
2026-04-22T10:23:13.538993+00:00,gpt-5.4,false,mean,8072.4,-3.9966666666666666,1559.8066666666668,619.2277096513043,0.35303446479534173,581.9766975002809,,,,,,
2026-04-22T18:32:52.708878+00:00,gpt-5.4,false,42,,,,,,,,,,,,
2026-04-22T18:32:52.710605+00:00,gpt-5.4,false,123,,,,,,,,,,,,
2026-04-22T18:32:52.712082+00:00,gpt-5.4,false,456,,,,,,,,,,,,
2026-04-22T18:33:15.587274+00:00,gpt-5.4,true,42,7691.48,-4.05,989.23,,,,,,,,,
2026-04-22T18:33:15.588432+00:00,gpt-5.4,true,123,8786.9,-4.32,2152.55,,,,,,,,,
2026-04-22T18:33:15.589344+00:00,gpt-5.4,true,456,7738.82,-3.62,1537.64,,,,,,,,,
2026-04-22T18:33:15.590228+00:00,gpt-5.4,true,mean,8072.4,-3.9966666666666666,1559.8066666666668,619.2277096513043,0.35303446479534173,581.9766975002809,,,,,,
2026-04-09T15:41:44.659561+00:00,qwen3.6-plus,false,42,-65.22,-30.91,345.19,,,,145,7476,120,,,
2026-04-09T15:41:44.660525+00:00,qwen3.6-plus,false,123,-90.64,-22.07,525.49,,,,156,11564,120,,,
2026-04-09T15:41:44.661333+00:00,qwen3.6-plus,false,456,-155.86,-11.36,334.83,,,,156,11564,120,,,
2026-04-09T15:41:44.662217+00:00,qwen3.6-plus,false,mean,-103.90666666666667,-21.446666666666665,401.83666666666664,46.753670800626274,9.789894449550175,107.2121379944143,152.33333333333334,10201.333333333334,120.0,6.3508529610858835,2360.2079004471902,0.0
2026-04-09T16:34:55.243296+00:00,qwen3.6-plus,false,42,22.67,-22.92,-34.43,,,,2116,2116,2116,,,
2026-05-03T08:51:54.547885+00:00,qwen3.6-plus,true,42,-65.22,-30.91,345.19,,,,145,7476,120,,,
2026-05-03T08:51:54.548885+00:00,qwen3.6-plus,true,123,-90.64,-22.07,525.49,,,,156,11564,120,,,
2026-05-03T08:51:54.549885+00:00,qwen3.6-plus,true,456,-155.86,-11.36,334.83,,,,156,11564,120,,,
2026-05-03T08:51:54.550885+00:00,qwen3.6-plus,true,mean,-103.90666666666667,-21.446666666666665,401.83666666666664,46.753670800626274,9.789894449550175,107.2121379944143,152.33333333333334,10201.333333333334,120.0,6.3508529610858835,2360.2079004471902,0.0
