timestamp,model,is_final,seed,convergence_steps_toy_convergence,median_steps_toy_convergence,final_residual_toy_convergence,final_projected_grad_toy_convergence,success_rate_toy_convergence,runtime_sec_toy_convergence,score_toy_convergence,elapsed_toy-convergence,test_accuracy_hyperclean_linear,f1_score_hyperclean_linear,cleaner_precision_hyperclean_linear,cleaner_recall_hyperclean_linear,best_step_hyperclean_linear,runtime_sec_hyperclean_linear,total_runtime_sec_hyperclean_linear,best_accuracy_test_accuracy_hyperclean_linear,best_accuracy_f1_score_hyperclean_linear,best_accuracy_cleaner_precision_hyperclean_linear,best_accuracy_cleaner_recall_hyperclean_linear,best_accuracy_step_hyperclean_linear,best_accuracy_runtime_sec_hyperclean_linear,best_f1_test_accuracy_hyperclean_linear,best_f1_f1_score_hyperclean_linear,best_f1_cleaner_precision_hyperclean_linear,best_f1_cleaner_recall_hyperclean_linear,best_f1_step_hyperclean_linear,best_f1_runtime_sec_hyperclean_linear,score_hyperclean_linear,elapsed_hyperclean-linear,convergence_steps_toy_convergence_std,median_steps_toy_convergence_std,final_residual_toy_convergence_std,final_projected_grad_toy_convergence_std,success_rate_toy_convergence_std,runtime_sec_toy_convergence_std,score_toy_convergence_std,test_accuracy_hyperclean_linear_std,f1_score_hyperclean_linear_std,cleaner_precision_hyperclean_linear_std,cleaner_recall_hyperclean_linear_std,best_step_hyperclean_linear_std,runtime_sec_hyperclean_linear_std,total_runtime_sec_hyperclean_linear_std,best_accuracy_test_accuracy_hyperclean_linear_std,best_accuracy_f1_score_hyperclean_linear_std,best_accuracy_cleaner_precision_hyperclean_linear_std,best_accuracy_cleaner_recall_hyperclean_linear_std,best_accuracy_step_hyperclean_linear_std,best_accuracy_runtime_sec_hyperclean_linear_std,best_f1_test_accuracy_hyperclean_linear_std,best_f1_f1_score_hyperclean_linear_std,best_f1_cleaner_precision_hyperclean_linear_std,best_f1_cleaner_recall_hyperclean_linear_std,best_f1_step_hyperclean_linear_std,best_f1_runtime_sec_hyperclean_linear_std,score_hyperclean_linear_std,test_accuracy_hyperclean_mlp,f1_score_hyperclean_mlp,cleaner_precision_hyperclean_mlp,cleaner_recall_hyperclean_mlp,best_step_hyperclean_mlp,runtime_sec_hyperclean_mlp,total_runtime_sec_hyperclean_mlp,best_accuracy_test_accuracy_hyperclean_mlp,best_accuracy_f1_score_hyperclean_mlp,best_accuracy_cleaner_precision_hyperclean_mlp,best_accuracy_cleaner_recall_hyperclean_mlp,best_accuracy_step_hyperclean_mlp,best_accuracy_runtime_sec_hyperclean_mlp,best_f1_test_accuracy_hyperclean_mlp,best_f1_f1_score_hyperclean_mlp,best_f1_cleaner_precision_hyperclean_mlp,best_f1_cleaner_recall_hyperclean_mlp,best_f1_step_hyperclean_mlp,best_f1_runtime_sec_hyperclean_mlp,score_hyperclean_mlp,elapsed_hyperclean-mlp
2026-04-04T13:37:07.326187+00:00,baseline:g_pbgd,true,mean,303.686,313.0,0.08122933333333333,1e-05,1.0,0.6806896666666665,303.686,8.0,89.83666666666666,80.62872566666667,0.8393536666666667,0.7758666666666666,730.0,1.5625236666666666,60.348409333333336,89.83666666666666,80.62872566666667,0.8393536666666667,0.7758666666666666,730.0,1.5625236666666666,83.52333333333333,90.497599,0.8759743333333333,0.9359999999999999,28623.333333333332,43.713946666666665,89.83666666666666,25.066666666666666,1.8570715297658034,0.0,0.017648853283491882,0.0,0.0,0.009559402084974881,1.8570715297658034,0.31382939455839737,2.8955866811928708,0.025722193949108494,0.03295303054685897,282.4889378365107,0.46188008897139343,1.1492457934736529,0.31382939455839737,2.8955866811928708,0.025722193949108494,0.03295303054685897,282.4889378365107,0.46188008897139343,0.9545097636425116,0.2980895819592937,0.0010006772151342526,0.0072221880341070905,6621.990301680875,9.599044731001982,0.31382939455839737,92.38,90.820122,0.88923,0.928,49160.0,106.116408,107.98262,92.38,90.820122,0.88923,0.928,49160.0,106.116408,92.37,90.841484,0.889272,0.9284,49600.0,107.085187,92.38,40.300000000000004
2026-04-04T13:39:58.333887+00:00,baseline:t_rhg,true,42,261.256,303.0,0.030345,1e-05,1.0,0.525684,261.256,7,84.82,89.244934,0.826962,0.9692,12.0,4.945077,35.833943,84.82,89.244934,0.826962,0.9692,12.0,4.945077,84.78,89.261368,0.827245,0.9692,61.0,22.517783,84.82,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.79,89.348465,0.823549,0.9764,93.0,60.338786,64.026798,84.79,89.348465,0.823549,0.9764,93.0,60.338786,84.62,89.388939,0.823668,0.9772,8.0,6.190518,84.79,68.7
2026-04-04T13:39:58.333887+00:00,baseline:t_rhg,true,mean,260.712,302.3333333333333,0.030087666666666665,1e-05,1.0,0.5184326666666667,260.712,7.0,84.61333333333333,89.05948633333333,0.8276886666666666,0.9638666666666666,47.666666666666664,20.084897666666667,39.40129033333333,84.61333333333333,89.05948633333333,0.8276886666666666,0.9638666666666666,47.666666666666664,20.084897666666667,84.44666666666667,89.117058,0.8284880000000001,0.9641333333333333,22.333333333333332,9.022193666666668,84.61333333333333,16.233333333333334,0.3849164411487994,0.9428090415820634,0.00018419253212030356,0.0,0.0,0.005127813395807451,0.3849164411487994,0.36527006751474117,0.1632574370870199,0.0007144682560400266,0.004781445620544274,26.157641755751268,11.199690743967421,2.61289223564442,0.36527006751474117,0.1632574370870199,0.0007144682560400266,0.004781445620544274,26.157641755751268,11.199690743967421,0.5436502143433322,0.16852179705506087,0.0008848868100874289,0.004847909056719406,27.39018477889885,9.561972247612461,0.36527006751474117,84.79,89.348465,0.823549,0.9764,93.0,60.338786,64.026798,84.79,89.348465,0.823549,0.9764,93.0,60.338786,84.62,89.388939,0.823668,0.9772,8.0,6.190518,84.79,25.566666666666666
2026-04-04T13:40:15.444382+00:00,baseline:rhg,true,42,261.256,303.0,0.030345,1e-05,1.0,0.534162,261.256,5,84.82,89.534676,0.828737,0.9736,12.0,11.269429,84.566121,84.82,89.534676,0.828737,0.9736,12.0,11.269429,84.73,89.554985,0.828795,0.974,7.0,7.017035,84.82,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.79,89.339172,0.821692,0.9788,93.0,169.931715,180.797624,84.79,89.339172,0.821692,0.9788,93.0,169.931715,84.5,89.436226,0.822207,0.9804,2.0,6.246251,84.79,185.8
2026-04-04T13:40:15.444382+00:00,baseline:rhg,true,mean,260.712,302.3333333333333,0.030087666666666665,1e-05,1.0,0.5290026666666666,260.712,5.0,84.63333333333333,89.54676066666667,0.8321973333333333,0.9692,47.666666666666664,45.72050733333333,90.97436666666665,84.63333333333333,89.54676066666667,0.8321973333333333,0.9692,47.666666666666664,45.72050733333333,84.39333333333333,89.59310933333335,0.8324029999999999,0.9700000000000001,3.0,4.0253570000000005,84.63333333333333,31.8,0.3849164411487994,0.9428090415820634,0.00018419253212030356,0.0,0.0,0.011189935249539618,0.3849164411487994,0.33717782977071525,0.1336693601199943,0.0029763658302627725,0.006222539674441614,26.157641755751268,25.385449908501055,4.632192499051566,0.33717782977071525,0.1336693601199943,0.0029763658302627725,0.006222539674441614,26.157641755751268,25.385449908501055,0.5046671070011256,0.16090855099783624,0.0027909668575603324,0.005941941321375252,2.8284271247461903,2.1154502834041424,0.33717782977071525,84.79,89.339172,0.821692,0.9788,93.0,169.931715,180.797624,84.79,89.339172,0.821692,0.9788,93.0,169.931715,84.5,89.436226,0.822207,0.9804,2.0,6.246251,84.79,64.60000000000001
2026-04-06T06:43:08.383449+00:00,google/gemini-3.1-pro-preview,false,42,147.298,151.0,0.033321,1e-05,1.0,0.312483,147.298,4,90.09,91.770576,0.881681,0.9568,1240.0,2.696149,71.973763,90.09,91.770576,0.881681,0.9568,1240.0,2.696149,90.04,91.890854,0.884246,0.9564,1660.0,3.414572,90.09,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.19,90.852234,0.888379,0.9296,49850.0,139.062162,139.558652,92.19,90.852234,0.888379,0.9296,49850.0,139.062162,92.19,90.852234,0.888379,0.9296,49850.0,139.062162,92.19,144
2026-04-06T06:52:40.623607+00:00,deepseek-reasoner,false,42,261.256,303.0,0.030345,1e-05,1.0,0.512825,261.256,5,90.08,91.810837,0.88379,0.9552,3110.0,7.238789,78.301239,90.08,91.810837,0.88379,0.9552,3110.0,7.238789,90.07,91.831642,0.883833,0.9556,3080.0,7.194523,90.08,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.48,92.050041,0.887199,0.9564,79280.0,194.611209,196.244343,91.48,92.050041,0.887199,0.9564,79280.0,194.611209,91.48,92.050041,0.887199,0.9564,79280.0,194.611209,91.48,201
2026-04-06T10:54:33.292860+00:00,anthropic/claude-opus-4.6,false,42,147.298,151.0,0.033321,1e-05,1.0,0.291876,147.298,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41,91.029892,0.88995,0.9316,64680.0,130.474818,131.335647,92.41,91.029892,0.88995,0.9316,64680.0,130.474818,92.41,91.029892,0.88995,0.9316,64680.0,130.474818,92.41,136
2026-04-06T10:57:43.529658+00:00,google/gemini-3.1-pro-preview,false,42,14713.669,56.0,0.183128,3.846013,0.633,14.882439,14713.669,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38,90.948189,0.889484,0.9304,59700.0,119.741444,120.318003,92.38,90.948189,0.889484,0.9304,59700.0,119.741444,92.38,90.948189,0.889484,0.9304,59700.0,119.741444,92.38,124
2026-04-06T11:51:44.477177+00:00,deepseek-reasoner,false,42,,,,,,,,,90.07,91.841042,0.882983,0.9568,2680.0,4.462085,68.279852,90.07,91.841042,0.882983,0.9568,2680.0,4.462085,89.77,91.933311,0.88231,0.9596,5480.0,9.30144,90.07,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38,90.820122,0.88923,0.928,49160.0,98.251361,99.977068,92.38,90.820122,0.88923,0.928,49160.0,98.251361,92.37,90.841484,0.889272,0.9284,49600.0,99.109634,92.38,104
2026-04-06T14:41:53.981984+00:00,anthropic/claude-opus-4.6,false,42,3334.955,97.0,0.130026,3.927798,0.837,6.483661,3334.955,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.64,91.737785,0.890437,0.946,59980.0,127.671342,127.733767,92.64,91.737785,0.890437,0.946,59980.0,127.671342,92.64,91.737785,0.890437,0.946,59980.0,127.671342,92.64,132
2026-04-06T15:49:26.291242+00:00,anthropic/claude-opus-4.6,true,42,147.298,151.0,0.033321,1e-05,1.0,0.28899,147.298,4,90.1,91.781868,0.88257,0.956,2490.0,5.575664,82.651161,90.1,91.781868,0.88257,0.956,2490.0,5.575664,90.03,91.855545,0.883592,0.9564,2880.0,6.51171,90.1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.64,91.737785,0.890437,0.946,59980.0,121.773549,121.856202,92.64,91.737785,0.890437,0.946,59980.0,121.773549,92.64,91.737785,0.890437,0.946,59980.0,121.773549,92.64,125
2026-04-06T14:51:02.938501+00:00,deepseek-reasoner,true,42,7363.511,72.0,0.150988,3.812279,0.634,14.206083,7363.511,18,89.58,91.39299,0.865261,0.9684,670.0,1.280891,69.335221,89.58,91.39299,0.865261,0.9684,670.0,1.280891,89.46,91.680809,0.867547,0.972,1180.0,2.136263,89.58,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.37,91.223297,0.886415,0.9396,49990.0,108.204757,108.221872,91.37,91.223297,0.886415,0.9396,49990.0,108.204757,91.37,91.223297,0.886415,0.9396,49990.0,108.204757,91.37,113
2026-04-06T14:40:15.875896+00:00,google/gemini-3.1-pro-preview,true,42,3374.788,96.0,0.14229,3.663069,0.835,6.47777,3374.788,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.19,89.630508,0.890292,0.9024,35900.0,76.505201,84.127974,93.19,89.630508,0.890292,0.9024,35900.0,76.505201,93.16,89.910797,0.891159,0.9072,39210.0,82.694878,93.19,88
2026-04-28T12:23:18.303382+00:00,openai/gpt-5.4,false,42,223.597,252.0,0.030334,1e-05,1.0,0.520929,223.597,5,90.08,91.810837,0.88379,0.9552,3110.0,7.666574,109.736557,90.08,91.810837,0.88379,0.9552,3110.0,7.666574,90.07,91.831642,0.883833,0.9556,3080.0,7.599872,90.08,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38,90.820122,0.88923,0.928,49160.0,117.255194,119.224489,92.38,90.820122,0.88923,0.928,49160.0,117.255194,92.37,90.841484,0.889272,0.9284,49600.0,118.267064,92.38,125
2026-04-28T13:17:02.974509+00:00,openai/gpt-5.4,false,42,278.683,250.0,0.030319,1e-05,1.0,0.657653,278.683,6,90.08,91.810837,0.88379,0.9552,3110.0,6.231124,82.654362,90.08,91.810837,0.88379,0.9552,3110.0,6.231124,90.07,91.831642,0.883833,0.9556,3080.0,6.1768,90.08,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55,91.154068,0.8905,0.9336,73850.0,203.679226,219.279873,92.55,91.154068,0.8905,0.9336,73850.0,203.679226,92.55,91.154068,0.8905,0.9336,73850.0,203.679226,92.55,225
2026-04-28T13:40:41.629672+00:00,openai/gpt-5.4,false,42,223.597,252.0,0.030334,1e-05,1.0,0.635181,223.597,6,90.08,91.810837,0.88379,0.9552,3110.0,5.811967,82.68698,90.08,91.810837,0.88379,0.9552,3110.0,5.811967,90.07,91.831642,0.883833,0.9556,3080.0,5.76292,90.08,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55,91.154068,0.8905,0.9336,73850.0,216.889235,237.475335,92.55,91.154068,0.8905,0.9336,73850.0,216.889235,92.55,91.154068,0.8905,0.9336,73850.0,216.889235,92.55,244
2026-04-28T13:40:47.410566+00:00,openai/gpt-5.4,true,42,223.597,252.0,0.030334,1e-05,1.0,0.635181,223.597,6,90.08,91.810837,0.88379,0.9552,3110.0,5.811967,82.68698,90.08,91.810837,0.88379,0.9552,3110.0,5.811967,90.07,91.831642,0.883833,0.9556,3080.0,5.76292,90.08,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55,91.154068,0.8905,0.9336,73850.0,216.889235,237.475335,92.55,91.154068,0.8905,0.9336,73850.0,216.889235,92.55,91.154068,0.8905,0.9336,73850.0,216.889235,92.55,244
2026-04-07T02:55:19.551224+00:00,openai/gpt-5.4-pro,false,42,261.256,303.0,0.030345,1e-05,1.0,0.518465,261.256,6,90.08,91.810837,0.88379,0.9552,3110.0,5.886936,74.668014,90.08,91.810837,0.88379,0.9552,3110.0,5.886936,90.07,91.831642,0.883833,0.9556,3080.0,5.829815,90.08,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38,90.820122,0.88923,0.928,49160.0,138.238054,140.416945,92.38,90.820122,0.88923,0.928,49160.0,138.238054,92.37,90.841484,0.889272,0.9284,49600.0,139.369226,92.38,145
2026-04-07T03:15:01.996538+00:00,openai/gpt-5.4-pro,false,42,3424.351,53.0,0.211612,0.229664,0.831,6.805657,3424.351,11,90.08,91.810837,0.88379,0.9552,3110.0,6.156635,78.876264,90.08,91.810837,0.88379,0.9552,3110.0,6.156635,90.07,91.831642,0.883833,0.9556,3080.0,6.110586,90.08,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.46,90.965981,0.889824,0.9304,58740.0,119.037467,121.501906,92.46,90.965981,0.889824,0.9304,58740.0,119.037467,92.46,90.965981,0.889824,0.9304,58740.0,119.037467,92.46,126
2026-04-07T03:32:36.080836+00:00,openai/gpt-5.4-pro,true,42,261.256,303.0,0.030345,1e-05,1.0,0.506204,261.256,4,90.08,91.810837,0.88379,0.9552,3110.0,6.10154,69.905173,90.08,91.810837,0.88379,0.9552,3110.0,6.10154,90.07,91.831642,0.883833,0.9556,3080.0,6.053621,90.08,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.55,91.154068,0.8905,0.9336,73850.0,203.412179,220.492069,92.55,91.154068,0.8905,0.9336,73850.0,203.412179,92.55,91.154068,0.8905,0.9336,73850.0,203.412179,92.55,224
2026-04-07T08:36:51.383271+00:00,qwen3.6-plus:free,false,42,20000.0,20000.0,0.547096,16.683353,0.0,36.896894,20000.0,40,89.5,60.473408,0.831351,0.4752,260.0,0.500163,44.901774,89.5,60.473408,0.831351,0.4752,260.0,0.500163,84.84,90.846008,0.876534,0.9428,15070.0,17.070332,89.5,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.45,91.10334,0.885574,0.938,49800.0,126.311217,127.322816,91.45,91.10334,0.885574,0.938,49800.0,126.311217,91.45,91.10334,0.885574,0.938,49800.0,126.311217,91.45,131
2026-04-07T08:51:24.980411+00:00,qwen3.6-plus:free,false,42,261.256,303.0,0.030345,1e-05,1.0,0.484041,261.256,4,89.94,90.983131,0.882951,0.9384,2670.0,12.203044,177.242941,89.94,90.983131,0.882951,0.9384,2670.0,12.203044,89.89,91.134338,0.882971,0.9416,1480.0,6.941059,89.94,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38,90.820122,0.88923,0.928,49160.0,96.176491,97.930349,92.38,90.820122,0.88923,0.928,49160.0,96.176491,92.37,90.841484,0.889272,0.9284,49600.0,97.073294,92.38,102
2026-04-07T09:02:52.404223+00:00,qwen3.6-plus:free,true,42,261.256,303.0,0.030345,1e-05,1.0,0.491572,261.256,4,90.08,91.810837,0.88379,0.9552,3110.0,5.956466,74.785801,90.08,91.810837,0.88379,0.9552,3110.0,5.956466,90.07,91.831642,0.883833,0.9556,3080.0,5.916586,90.08,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.38,90.820122,0.88923,0.928,49160.0,119.466799,121.200304,92.38,90.820122,0.88923,0.928,49160.0,119.466799,92.37,90.841484,0.889272,0.9284,49600.0,120.287181,92.38,126
2026-05-02T18:12:10.338293+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:12:35.425955+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:12:46.222838+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:12:47.547827+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:12:58.927114+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-02T18:13:43.093178+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
