timestamp,model,is_final,seed,success_rate_tool_hang_ph,success_rate_can_ph,success_rate_square_ph,elapsed_tool_hang_ph,elapsed_can_ph,elapsed_square_ph,success_rate_tool_hang_ph_std,success_rate_can_ph_std,success_rate_square_ph_std,elapsed_can_ph_std,elapsed_square_ph_std,elapsed_tool_hang_ph_std
2026-04-21T16:03:27.070280+00:00,gpt-5.4,false,42,0.02,,0.44,21898,11,12364,,,,,,
2026-04-21T16:03:27.076861+00:00,gpt-5.4,false,123,0.04,,0.44,21898,11,12496,,,,,,
2026-04-21T16:03:27.078383+00:00,gpt-5.4,false,456,0.02,,0.48,21953,11,12496,,,,,,
2026-04-21T16:03:27.079788+00:00,gpt-5.4,false,mean,0.02666666666666667,,0.4533333333333333,21916.333333333332,11.0,12452.0,0.011547005383792516,,0.023094010767585018,0.0,76.2102355330306,31.75426480542942
2026-04-21T18:32:44.138529+00:00,gpt-5.4,false,42,0.02,,0.44,21898,11,12364,,,,,,
2026-04-21T18:32:44.141392+00:00,gpt-5.4,false,123,0.04,,0.44,21898,11,12496,,,,,,
2026-04-21T18:32:44.144285+00:00,gpt-5.4,false,456,0.02,,0.48,21953,11,12496,,,,,,
2026-04-21T18:32:44.147179+00:00,gpt-5.4,false,mean,0.02666666666666667,,0.4533333333333333,21916.333333333332,11.0,12452.0,0.011547005383792516,,0.023094010767585018,0.0,76.2102355330306,31.75426480542942
2026-04-25T16:52:41.254076+00:00,gpt-5.4,false,42,0.08,0.86,0.7,25389,9390,12592,,,,,,
2026-04-25T16:52:41.259069+00:00,gpt-5.4,false,123,0.06,0.92,0.66,25589,9390,12824,,,,,,
2026-04-25T16:52:41.260803+00:00,gpt-5.4,false,456,0.32,0.88,0.68,25589,9674,12974,,,,,,
2026-04-25T16:52:41.262946+00:00,gpt-5.4,false,mean,0.15333333333333332,0.8866666666666667,0.68,25522.333333333332,9484.666666666666,12796.666666666666,0.1446835627614047,0.03055050463303896,0.019999999999999962,163.9674764498537,192.4612515113973,115.47005383792515
2026-04-25T16:52:46.531911+00:00,gpt-5.4,true,42,0.08,0.86,0.7,25389,9390,12592,,,,,,
2026-04-25T16:52:46.535581+00:00,gpt-5.4,true,123,0.06,0.92,0.66,25589,9390,12824,,,,,,
2026-04-25T16:52:46.537289+00:00,gpt-5.4,true,456,0.32,0.88,0.68,25589,9674,12974,,,,,,
2026-04-25T16:52:46.539160+00:00,gpt-5.4,true,mean,0.15333333333333332,0.8866666666666667,0.68,25522.333333333332,9484.666666666666,12796.666666666666,0.1446835627614047,0.03055050463303896,0.019999999999999962,163.9674764498537,192.4612515113973,115.47005383792515
2026-04-25T21:22:43.909466+00:00,qwen3.6-plus,false,42,0.08,0.88,0.7,26203,10337,13045,,,,,,
2026-04-25T21:22:43.914129+00:00,qwen3.6-plus,false,123,0.24,0.9,0.74,26203,10409,13127,,,,,,
2026-04-25T21:22:43.916059+00:00,qwen3.6-plus,false,456,0.08,0.84,0.68,26203,10698,13475,,,,,,
2026-04-25T21:22:43.917981+00:00,qwen3.6-plus,false,mean,0.13333333333333333,0.8733333333333333,0.7066666666666667,26203.0,10481.333333333334,13215.666666666666,0.09237604307034011,0.03055050463303896,0.030550504633038912,191.0610722605035,228.30097094259878,0.0
2026-04-25T21:24:34.343378+00:00,qwen3.6-plus,true,42,0.08,0.88,0.7,26203,10337,13045,,,,,,
2026-04-25T21:24:34.347606+00:00,qwen3.6-plus,true,123,0.24,0.9,0.74,26203,10409,13127,,,,,,
2026-04-25T21:24:34.349523+00:00,qwen3.6-plus,true,456,0.08,0.84,0.68,26203,10698,13475,,,,,,
2026-04-25T21:24:34.351446+00:00,qwen3.6-plus,true,mean,0.13333333333333333,0.8733333333333333,0.7066666666666667,26203.0,10481.333333333334,13215.666666666666,0.09237604307034011,0.03055050463303896,0.030550504633038912,191.0610722605035,228.30097094259878,0.0
2026-07-18T04:42:56.262936+00:00,baseline:nll_entropy,false,1,,,,,,,,,,,,
2026-07-18T04:43:23.122744+00:00,baseline:weighted_nll,false,1,,,,,,,,,,,,
2026-07-18T04:43:53.168043+00:00,baseline:default,false,1,,,,,,,,,,,,
2026-07-18T04:45:27.689963+00:00,claude-fable-5__base:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T04:45:27.746127+00:00,claude-fable-5__base:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T04:45:27.792408+00:00,claude-fable-5__base:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T04:49:42.345838+00:00,claude-fable-5__base:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T04:49:42.396363+00:00,claude-fable-5__base:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T04:49:42.452395+00:00,claude-fable-5__base:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T04:52:32.856826+00:00,claude-fable-5__base:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T04:52:32.907143+00:00,claude-fable-5__base:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T04:52:32.944208+00:00,claude-fable-5__base:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T04:52:43.293570+00:00,claude-fable-5__base:eng:ctx_proposal,true,1,,,,,,,,,,,,
2026-07-18T04:52:43.355994+00:00,claude-fable-5__base:eng:ctx_proposal,true,2,,,,,,,,,,,,
2026-07-18T04:52:43.420030+00:00,claude-fable-5__base:eng:ctx_proposal,true,3,,,,,,,,,,,,
2026-07-18T10:49:46.522534+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:49:46.533158+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:49:46.545804+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T10:52:41.151263+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:52:41.267382+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:52:41.326608+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T10:53:01.170335+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:53:01.274730+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:53:01.334043+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T10:54:32.669296+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:54:32.786204+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:54:32.831908+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T10:55:54.336384+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:55:54.426228+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:55:54.479138+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T10:56:36.962593+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:56:37.106691+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:56:37.141021+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T10:58:24.365734+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:58:24.488966+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:58:24.527997+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T10:58:36.361411+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:58:36.463406+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:58:36.518613+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T10:58:44.634443+00:00,claude-fable-5__rl:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:58:46.137493+00:00,claude-fable-5__rl:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:58:46.192523+00:00,claude-fable-5__rl:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T10:59:41.732204+00:00,claude-fable-5__rl:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T10:59:41.833211+00:00,claude-fable-5__rl:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T10:59:41.872131+00:00,claude-fable-5__rl:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:00:05.794369+00:00,claude-fable-5__rl:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:00:05.891108+00:00,claude-fable-5__rl:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:00:05.988366+00:00,claude-fable-5__rl:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:00:23.005041+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:00:23.172287+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:00:23.232811+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:00:39.303576+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:00:39.445348+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:00:39.484942+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:00:56.871622+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:00:57.119012+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:00:57.180729+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:02:36.403035+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:02:36.498055+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:02:36.531413+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:02:40.309062+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,1,,,,,,,,,,,,
2026-07-18T11:02:40.371364+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,2,,,,,,,,,,,,
2026-07-18T11:02:40.418964+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,3,,,,,,,,,,,,
2026-07-18T11:03:52.910026+00:00,claude-fable-5__rl:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:03:53.071822+00:00,claude-fable-5__rl:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:03:53.118619+00:00,claude-fable-5__rl:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:05:01.616448+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:05:01.900253+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:05:02.208226+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:05:06.881944+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:05:07.068251+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:05:07.105547+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:05:12.894526+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,1,,,,,,,,,,,,
2026-07-18T11:05:12.970742+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,2,,,,,,,,,,,,
2026-07-18T11:05:13.085908+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,3,,,,,,,,,,,,
2026-07-18T11:05:21.550012+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,1,,,,,,,,,,,,
2026-07-18T11:05:21.642492+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,2,,,,,,,,,,,,
2026-07-18T11:05:21.671635+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,3,,,,,,,,,,,,
2026-07-18T11:05:41.363302+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:05:41.467421+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:05:41.545235+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:06:10.192557+00:00,claude-fable-5__rl:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:06:10.329937+00:00,claude-fable-5__rl:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:06:10.366071+00:00,claude-fable-5__rl:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:06:46.724911+00:00,claude-fable-5__rl:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:06:46.804224+00:00,claude-fable-5__rl:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:06:46.874471+00:00,claude-fable-5__rl:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:06:57.638925+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:06:57.807036+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:06:57.868401+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:07:01.670132+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,1,,,,,,,,,,,,
2026-07-18T11:07:01.818266+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,2,,,,,,,,,,,,
2026-07-18T11:07:01.866053+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,3,,,,,,,,,,,,
2026-07-18T11:09:29.994717+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:09:30.145073+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:09:30.182710+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:09:38.460842+00:00,claude-fable-5__rl:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:09:38.510198+00:00,claude-fable-5__rl:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:09:38.553881+00:00,claude-fable-5__rl:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:09:39.871099+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,1,,,,,,,,,,,,
2026-07-18T11:09:39.901765+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,2,,,,,,,,,,,,
2026-07-18T11:09:39.941606+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,3,,,,,,,,,,,,
2026-07-18T11:09:50.144175+00:00,claude-fable-5__rl:eng:ctx_proposal,true,1,,,,,,,,,,,,
2026-07-18T11:09:50.190306+00:00,claude-fable-5__rl:eng:ctx_proposal,true,2,,,,,,,,,,,,
2026-07-18T11:09:50.222033+00:00,claude-fable-5__rl:eng:ctx_proposal,true,3,,,,,,,,,,,,
2026-07-18T11:10:07.705848+00:00,claude-fable-5__rl:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:10:07.793677+00:00,claude-fable-5__rl:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:10:07.834744+00:00,claude-fable-5__rl:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:10:19.941690+00:00,claude-fable-5__rl:eng:ctx_proposal,true,1,,,,,,,,,,,,
2026-07-18T11:10:20.014488+00:00,claude-fable-5__rl:eng:ctx_proposal,true,2,,,,,,,,,,,,
2026-07-18T11:10:20.059030+00:00,claude-fable-5__rl:eng:ctx_proposal,true,3,,,,,,,,,,,,
2026-07-18T11:11:45.088476+00:00,claude-fable-5__rl:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T11:11:45.205874+00:00,claude-fable-5__rl:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T11:11:45.252002+00:00,claude-fable-5__rl:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T11:11:57.339160+00:00,claude-fable-5__rl:eng:ctx_proposal,true,1,,,,,,,,,,,,
2026-07-18T11:11:57.396281+00:00,claude-fable-5__rl:eng:ctx_proposal,true,2,,,,,,,,,,,,
2026-07-18T11:11:57.487964+00:00,claude-fable-5__rl:eng:ctx_proposal,true,3,,,,,,,,,,,,
2026-07-18T12:24:33.785521+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T12:24:33.874092+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T12:24:33.919015+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T12:25:51.488853+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T12:25:51.765584+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T12:25:51.777220+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T12:27:52.658828+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T12:27:52.720202+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T12:27:52.755329+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T12:28:44.951201+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
2026-07-18T12:28:44.995858+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,2,,,,,,,,,,,,
2026-07-18T12:28:45.021429+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,3,,,,,,,,,,,,
2026-07-18T12:30:33.501290+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,1,,,,,,,,,,,,
