timestamp,model,is_final,seed,test_r2_nguyen7,test_r2_nguyen10,test_r2_koza3,test_r2_nguyen7_std,test_r2_nguyen10_std,test_r2_koza3_std,elapsed_koza3,elapsed_nguyen7,elapsed_nguyen10,elapsed_nguyen7_std,elapsed_nguyen10_std,elapsed_koza3_std
2026-04-14T18:17:24.441763+00:00,anthropic/claude-opus-4.6,false,456,0.992372,0.708654,0.991985,,,,33,29,126,,,
2026-04-14T18:24:03.317871+00:00,anthropic/claude-opus-4.6,true,456,0.992372,0.708654,0.991985,,,,33,29,126,,,
2026-04-14T18:17:24.442258+00:00,anthropic/claude-opus-4.6,false,mean,0.9914716666666666,0.9028846666666667,0.9849156666666666,0.0015585571318797948,0.1682086915273207,0.01294961491061929,31.666666666666668,28.0,126.0,1.7320508075688772,0.0,1.1547005383792515
2026-04-14T18:24:03.319805+00:00,anthropic/claude-opus-4.6,true,mean,0.9914716666666666,0.9028846666666667,0.9849156666666666,0.0015585571318797948,0.1682086915273207,0.01294961491061929,31.666666666666668,28.0,126.0,1.7320508075688772,0.0,1.1547005383792515
2026-04-14T18:14:18.585465+00:00,deepseek-reasoner,false,42,0.798371,0.354423,0.905881,,,,50,64,66,,,
2026-04-14T18:22:21.466551+00:00,deepseek-reasoner,false,42,0.920939,0.103172,0.784039,,,,56,70,282,,,
2026-04-14T18:22:37.296091+00:00,deepseek-reasoner,true,42,0.798371,0.354423,0.905881,,,,50,64,66,,,
2026-04-14T18:14:18.586041+00:00,deepseek-reasoner,false,123,0.99608,0.997902,0.991819,,,,50,64,66,,,
2026-04-14T18:22:21.467527+00:00,deepseek-reasoner,false,123,0.757235,0.027727,0.878711,,,,61,70,282,,,
2026-04-14T18:22:37.298117+00:00,deepseek-reasoner,true,123,0.99608,0.997902,0.991819,,,,50,64,66,,,
2026-04-14T18:14:18.586405+00:00,deepseek-reasoner,false,456,0.994663,0.5,0.99172,,,,52,64,66,,,
2026-04-14T18:22:21.468246+00:00,deepseek-reasoner,false,456,0.972426,0.5,0.936222,,,,63,70,283,,,
2026-04-14T18:22:37.299746+00:00,deepseek-reasoner,true,456,0.994663,0.5,0.99172,,,,52,64,66,,,
2026-04-14T18:14:18.586749+00:00,deepseek-reasoner,false,mean,0.9297046666666666,0.6174416666666667,0.96314,0.11374049838264874,0.3374325334971916,0.04958777330149035,50.666666666666664,64.0,66.0,0.0,0.0,1.1547005383792515
2026-04-14T18:22:21.468856+00:00,deepseek-reasoner,false,mean,0.8835333333333333,0.21029966666666666,0.866324,0.11236627405201853,0.25370790164347135,0.07684396332178603,60.0,70.0,282.3333333333333,0.0,0.5773502691896257,3.605551275463989
2026-04-14T18:22:37.301382+00:00,deepseek-reasoner,true,mean,0.9297046666666666,0.6174416666666667,0.96314,0.11374049838264874,0.3374325334971916,0.04958777330149035,50.666666666666664,64.0,66.0,0.0,0.0,1.1547005383792515
2026-04-14T18:13:56.642468+00:00,google/gemini-3.1-pro-preview,false,42,0.997338,0.871103,0.963239,,,,3,4,6,,,
2026-04-14T18:15:54.342238+00:00,google/gemini-3.1-pro-preview,false,42,0.999392,0.652417,0.993493,,,,6,4,6,,,
2026-04-14T18:17:43.486519+00:00,google/gemini-3.1-pro-preview,false,42,0.977326,1.0,0.998974,,,,5,4,6,,,
2026-04-14T18:18:30.048519+00:00,google/gemini-3.1-pro-preview,true,42,0.977326,1.0,0.998974,,,,5,4,6,,,
2026-04-14T18:13:56.643215+00:00,google/gemini-3.1-pro-preview,false,123,0.994866,0.579304,0.96564,,,,3,4,6,,,
2026-04-14T18:17:43.487330+00:00,google/gemini-3.1-pro-preview,false,123,0.997654,0.871112,0.995727,,,,5,7,6,,,
2026-04-14T18:18:30.049902+00:00,google/gemini-3.1-pro-preview,true,123,0.997654,0.871112,0.995727,,,,5,7,6,,,
2026-04-14T18:13:56.643652+00:00,google/gemini-3.1-pro-preview,false,456,0.994869,0.865509,0.984956,,,,4,4,6,,,
2026-04-14T18:17:43.487896+00:00,google/gemini-3.1-pro-preview,false,456,0.994618,0.709024,0.990242,,,,7,7,6,,,
2026-04-14T18:18:30.050668+00:00,google/gemini-3.1-pro-preview,true,456,0.994618,0.709024,0.990242,,,,7,7,6,,,
2026-04-14T18:13:56.644067+00:00,google/gemini-3.1-pro-preview,false,mean,0.995691,0.771972,0.9712783333333334,0.0014263446287625886,0.1668788239322173,0.011905886121298746,3.3333333333333335,4.0,6.0,0.0,0.0,0.5773502691896257
2026-04-14T18:17:43.488587+00:00,google/gemini-3.1-pro-preview,false,mean,0.989866,0.8600453333333333,0.994981,0.010965538016896387,0.14580333150286154,0.004413540868735708,5.666666666666667,6.0,6.0,1.7320508075688772,0.0,1.1547005383792515
2026-04-14T18:18:30.051257+00:00,google/gemini-3.1-pro-preview,true,mean,0.989866,0.8600453333333333,0.994981,0.010965538016896387,0.14580333150286154,0.004413540868735708,5.666666666666667,6.0,6.0,1.7320508075688772,0.0,1.1547005383792515
2026-04-14T18:16:48.408179+00:00,openai/gpt-5.4,false,42,0.998514,,0.969949,,,,27,36,42,,,
2026-04-14T18:19:15.487542+00:00,openai/gpt-5.4,false,42,,,0.985421,,,,44,14,44,,,
2026-04-14T18:22:48.607331+00:00,openai/gpt-5.4,false,42,,,0.985421,,,,28,14,42,,,
2026-04-14T18:23:07.541209+00:00,openai/gpt-5.4,true,42,,,0.985421,,,,28,14,42,,,
2026-04-14T18:16:48.409219+00:00,openai/gpt-5.4,false,123,,1.0,0.988409,,,,39,36,159,,,
2026-04-14T18:22:48.608965+00:00,openai/gpt-5.4,false,123,,1.0,0.999808,,,,35,25,163,,,
2026-04-14T18:23:07.543370+00:00,openai/gpt-5.4,true,123,,1.0,0.999808,,,,35,25,163,,,
2026-04-14T18:16:48.409721+00:00,openai/gpt-5.4,false,456,0.991945,,0.985456,,,,39,36,159,,,
2026-04-14T18:22:48.610261+00:00,openai/gpt-5.4,false,456,0.992614,,0.99104,,,,35,32,163,,,
2026-04-14T18:23:07.545607+00:00,openai/gpt-5.4,true,456,0.992614,,0.99104,,,,35,32,163,,,
2026-04-14T18:16:48.410210+00:00,openai/gpt-5.4,false,mean,0.9952295,1.0,0.9812713333333333,0.004644984445614464,,0.009915970771101222,35.0,36.0,120.0,0.0,67.54998149518622,6.928203230275509
2026-04-14T18:22:48.611513+00:00,openai/gpt-5.4,false,mean,0.992614,1.0,0.9920896666666666,,,0.007250709781347864,32.666666666666664,23.666666666666668,122.66666666666667,9.073771725877465,69.85938257194472,4.041451884327381
2026-04-14T18:23:07.547211+00:00,openai/gpt-5.4,true,mean,0.992614,1.0,0.9920896666666666,,,0.007250709781347864,32.666666666666664,23.666666666666668,122.66666666666667,9.073771725877465,69.85938257194472,4.041451884327381
2026-04-14T18:17:38.388738+00:00,qwen/qwen3.6-plus,true,42,,,,,,,,,,,,
2026-04-14T18:17:38.389286+00:00,qwen/qwen3.6-plus,true,123,,,,,,,,,,,,
2026-04-14T18:17:38.389766+00:00,qwen/qwen3.6-plus,true,456,,,,,,,,,,,,
2026-04-14T18:14:02.514189+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,
2026-04-14T18:14:02.515254+00:00,qwen/qwen3.6-plus,false,123,,,,,,,,,,,,
2026-04-14T18:14:02.515710+00:00,qwen/qwen3.6-plus,false,456,,,,,,,,,,,,
2026-04-14T18:14:50.763410+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,
2026-04-14T18:15:03.187006+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,
2026-04-14T18:15:03.188152+00:00,qwen/qwen3.6-plus,false,123,,,,,,,,,,,,
2026-04-14T18:15:03.188717+00:00,qwen/qwen3.6-plus,false,456,,,,,,,,,,,,
2026-04-14T18:16:12.650535+00:00,deepseek-reasoner,false,42,,,,,,,,,,,,
2026-04-14T18:23:57.434779+00:00,anthropic/claude-opus-4.6,false,42,,,,,,,,,,,,
2026-04-14T18:23:57.435954+00:00,anthropic/claude-opus-4.6,false,123,,,,,,,,,,,,
2026-04-14T18:23:57.436695+00:00,anthropic/claude-opus-4.6,false,456,,,,,,,,,,,,
2026-04-23T06:36:55.775460+00:00,baseline:lexicase_gp,false,42,,,,,,,,,,,,
2026-04-23T06:36:55.822241+00:00,baseline:standard_gp,false,42,,,,,,,,,,,,
2026-04-28T18:45:32.087698+00:00,qwen3.6-plus:web,false,42,0.997038,0.076918,0.993641,,,,5,6,7,,,
2026-04-28T18:45:32.089463+00:00,qwen3.6-plus:web,false,123,0.999296,0.875517,0.997781,,,,5,6,7,,,
2026-04-28T18:45:32.090598+00:00,qwen3.6-plus:web,false,456,0.995413,0.747455,0.999338,,,,5,6,7,,,
2026-04-28T18:45:32.091595+00:00,qwen3.6-plus:web,false,mean,0.9972489999999999,0.56663,0.99692,0.0019500802547587474,0.42890949064925105,0.0029444766937437136,5.0,6.0,7.0,0.0,0.0,0.0
2026-04-28T18:45:36.323798+00:00,openai/gpt-5.4:web,false,42,0.993226,0.339542,0.939804,,,,59,36,85,,,
2026-04-28T18:45:36.325621+00:00,openai/gpt-5.4:web,false,123,0.94926,0.999811,0.987242,,,,59,49,85,,,
2026-04-28T18:45:36.327116+00:00,openai/gpt-5.4:web,false,456,0.992407,0.507942,0.978793,,,,59,50,85,,,
2026-04-28T18:45:36.328640+00:00,openai/gpt-5.4:web,false,mean,0.9782976666666667,0.615765,0.968613,0.02515069093152979,0.34308619556461317,0.025304451406817738,59.0,45.0,85.0,7.810249675906654,0.0,0.0
2026-04-28T18:48:12.678780+00:00,gemini-3.1-pro-preview:web,false,42,0.99923,0.50219,0.998407,,,,9,7,18,,,
2026-04-28T18:48:12.680337+00:00,gemini-3.1-pro-preview:web,false,123,0.999248,1.0,0.986453,,,,9,7,18,,,
2026-04-28T18:48:12.681453+00:00,gemini-3.1-pro-preview:web,false,456,0.994892,0.715323,0.998243,,,,9,7,18,,,
2026-04-28T18:48:12.682483+00:00,gemini-3.1-pro-preview:web,false,mean,0.99779,0.739171,0.9943676666666666,0.0025097577572347437,0.24976037386463049,0.00685479287311683,9.0,7.0,18.0,0.0,0.0,0.0
2026-04-28T18:50:01.916941+00:00,openai/gpt-5.4:ctx_theory,false,42,0.979653,1.0,0.991293,,,,118,133,317,,,
2026-04-28T18:50:01.918449+00:00,openai/gpt-5.4:ctx_theory,false,123,0.995995,0.999901,0.955291,,,,171,133,317,,,
2026-04-28T18:50:01.919698+00:00,openai/gpt-5.4:ctx_theory,false,456,0.994084,0.999942,0.993634,,,,171,133,317,,,
2026-04-28T18:50:01.920898+00:00,openai/gpt-5.4:ctx_theory,false,mean,0.9899106666666666,0.9999476666666667,0.9800726666666667,0.00893463901527829,4.9742671151954554e-05,0.0214934483583564,153.33333333333334,133.0,317.0,0.0,0.0,30.599564267050166
2026-04-28T18:50:27.363472+00:00,openai/gpt-5.4:web,false,42,0.823412,1.0,0.999626,,,,33,34,41,,,
2026-04-28T18:50:27.365020+00:00,openai/gpt-5.4:web,false,123,0.995309,1.0,0.997672,,,,33,34,41,,,
2026-04-28T18:50:27.366252+00:00,openai/gpt-5.4:web,false,456,0.987769,1.0,0.996741,,,,33,34,44,,,
2026-04-28T18:50:27.367383+00:00,openai/gpt-5.4:web,false,mean,0.9354966666666666,1.0,0.998013,0.0971413520408962,0.0,0.0014724187583700628,33.0,34.0,42.0,0.0,1.7320508075688772,0.0
2026-04-28T18:50:28.860717+00:00,openai/gpt-5.4:web,true,42,0.823412,1.0,0.999626,,,,33,34,41,,,
2026-04-28T18:50:28.862084+00:00,openai/gpt-5.4:web,true,123,0.995309,1.0,0.997672,,,,33,34,41,,,
2026-04-28T18:50:28.863263+00:00,openai/gpt-5.4:web,true,456,0.987769,1.0,0.996741,,,,33,34,44,,,
2026-04-28T18:50:28.864385+00:00,openai/gpt-5.4:web,true,mean,0.9354966666666666,1.0,0.998013,0.0971413520408962,0.0,0.0014724187583700628,33.0,34.0,42.0,0.0,1.7320508075688772,0.0
2026-04-28T18:50:55.895352+00:00,openai/gpt-5.4:ctx_baseline,false,42,0.992912,1.0,0.999137,,,,28,26,312,,,
2026-04-28T18:50:55.942354+00:00,openai/gpt-5.4:ctx_baseline,false,123,0.9987,0.999991,0.98445,,,,33,26,385,,,
2026-04-28T18:50:55.944095+00:00,openai/gpt-5.4:ctx_baseline,false,456,0.992812,1.0,0.992425,,,,35,26,385,,,
2026-04-28T18:50:55.945346+00:00,openai/gpt-5.4:ctx_baseline,false,mean,0.994808,0.999997,0.992004,0.0033709417081877933,5.196152422727853e-06,0.007352545341580698,32.0,26.0,360.6666666666667,0.0,42.14656965084268,3.605551275463989
2026-04-28T18:51:03.697121+00:00,qwen3.6-plus:ctx_theory,false,42,0.912228,0.999999,0.999904,,,,44,40,176,,,
2026-04-28T18:51:03.699127+00:00,qwen3.6-plus:ctx_theory,false,123,0.983082,1.0,0.999603,,,,44,42,225,,,
2026-04-28T18:51:03.700437+00:00,qwen3.6-plus:ctx_theory,false,456,0.99977,1.0,0.999018,,,,44,45,310,,,
2026-04-28T18:51:03.701635+00:00,qwen3.6-plus:ctx_theory,false,mean,0.9650266666666667,0.9999996666666666,0.9995083333333333,0.04648006817264077,5.773502692062278e-07,0.0004505222894967128,44.0,42.333333333333336,237.0,2.516611478423583,67.80117993073571,0.0
2026-04-28T18:51:24.280961+00:00,gemini-3.1-pro-preview:ctx_theory,false,42,0.999447,1.0,0.999583,,,,35,35,202,,,
2026-04-28T18:51:24.282668+00:00,gemini-3.1-pro-preview:ctx_theory,false,123,0.995639,1.0,0.995727,,,,41,41,202,,,
2026-04-28T18:51:24.284169+00:00,gemini-3.1-pro-preview:ctx_theory,false,456,0.994901,1.0,0.986453,,,,41,43,202,,,
2026-04-28T18:51:24.285466+00:00,gemini-3.1-pro-preview:ctx_theory,false,mean,0.9966623333333333,1.0,0.993921,0.0024396592658265104,0.0,0.006748737067037052,39.0,39.666666666666664,202.0,4.163331998932265,0.0,3.4641016151377544
2026-04-28T18:53:14.945780+00:00,gemini-3.1-pro-preview:ctx_baseline,false,42,0.997625,1.0,0.998117,,,,74,56,129,,,
2026-04-28T18:53:14.947564+00:00,gemini-3.1-pro-preview:ctx_baseline,false,123,0.986319,1.0,1.0,,,,76,68,133,,,
2026-04-28T18:53:14.948869+00:00,gemini-3.1-pro-preview:ctx_baseline,false,456,0.997963,1.0,0.988226,,,,76,68,133,,,
2026-04-28T18:53:14.950181+00:00,gemini-3.1-pro-preview:ctx_baseline,false,mean,0.993969,1.0,0.9954476666666667,0.006627249504885155,0.0,0.006324616536465517,75.33333333333333,64.0,131.66666666666666,6.928203230275509,2.309401076758503,1.1547005383792515
2026-04-28T18:53:32.274886+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,42,0.998531,1.0,0.999235,,,,35,34,153,,,
2026-04-28T18:53:32.277478+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,123,0.999123,0.9999,0.999972,,,,35,34,153,,,
2026-04-28T18:53:32.279637+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,456,0.927983,0.999985,0.999829,,,,35,38,153,,,
2026-04-28T18:53:32.281658+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,mean,0.9752123333333333,0.9999616666666666,0.9996786666666666,0.040902873509489915,5.392896562454125e-05,0.00039082263666953483,35.0,35.333333333333336,153.0,2.309401076758503,0.0,0.0
2026-04-28T18:54:57.057165+00:00,qwen3.6-plus:ctx_baseline,false,42,0.996532,1.0,0.999814,,,,38,36,146,,,
2026-04-28T18:54:57.058954+00:00,qwen3.6-plus:ctx_baseline,false,123,0.99845,1.0,0.999142,,,,38,41,146,,,
2026-04-28T18:54:57.060438+00:00,qwen3.6-plus:ctx_baseline,false,456,0.998488,1.0,0.994663,,,,38,41,153,,,
2026-04-28T18:54:57.062357+00:00,qwen3.6-plus:ctx_baseline,false,mean,0.9978233333333333,1.0,0.997873,0.0011184888615151085,0.0,0.0028001733874887186,38.0,39.333333333333336,148.33333333333334,2.8867513459481287,4.041451884327381,0.0
2026-04-28T18:55:37.431494+00:00,qwen3.6-plus:web,false,42,0.994995,0.999998,0.451284,,,,6,7,11,,,
2026-04-28T18:55:37.434234+00:00,qwen3.6-plus:web,false,123,0.994399,0.768224,0.90548,,,,7,7,11,,,
2026-04-28T18:55:37.435744+00:00,qwen3.6-plus:web,false,456,0.999193,0.578635,0.975406,,,,7,7,11,,,
2026-04-28T18:55:37.437174+00:00,qwen3.6-plus:web,false,mean,0.9961956666666667,0.7822856666666667,0.77739,0.0026128163604305053,0.2110331544907893,0.28457205378603145,6.666666666666667,7.0,11.0,0.0,0.0,0.5773502691896257
2026-04-28T18:56:46.325990+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,42,0.98393,1.0,0.999792,,,,151,119,229,,,
2026-04-28T18:56:46.328968+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,123,0.996174,0.999848,0.999823,,,,151,143,229,,,
2026-04-28T18:56:46.331576+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,456,0.998161,1.0,0.997807,,,,151,143,229,,,
2026-04-28T18:56:46.334093+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,mean,0.9927549999999999,0.9999493333333334,0.9991406666666667,0.007706978071851514,8.775724091684678e-05,0.0011550932141318098,151.0,135.0,229.0,13.856406460551018,0.0,0.0
2026-04-28T18:57:03.971099+00:00,gemini-3.1-pro-preview:web,false,42,0.999668,1.0,0.999671,,,,17,9,16,,,
2026-04-28T18:57:03.973105+00:00,gemini-3.1-pro-preview:web,false,123,0.993089,1.0,0.977364,,,,17,10,17,,,
2026-04-28T18:57:03.974734+00:00,gemini-3.1-pro-preview:web,false,456,0.99728,0.7594,0.998614,,,,20,26,18,,,
2026-04-28T18:57:03.976304+00:00,gemini-3.1-pro-preview:web,false,mean,0.996679,0.9198,0.991883,0.003330422045326994,0.13891047476702398,0.01258492483092369,18.0,15.0,17.0,9.539392014169456,1.0,1.7320508075688772
2026-04-28T18:57:49.797462+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,42,0.998527,1.0,0.999731,,,,35,31,147,,,
2026-04-28T18:57:49.799437+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,123,0.998244,1.0,0.997348,,,,35,34,199,,,
2026-04-28T18:57:49.801013+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,456,0.999377,1.0,0.995736,,,,35,35,199,,,
2026-04-28T18:57:49.802558+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:web,false,mean,0.998716,1.0,0.997605,0.0005896719426935232,0.0,0.002009861438010133,35.0,33.333333333333336,181.66666666666666,2.0816659994661326,30.02221399786054,0.0
2026-04-28T19:01:47.674735+00:00,openai/gpt-5.4:ctx_theory,false,42,0.947277,1.0,0.999293,,,,94,139,271,,,
2026-04-28T19:01:47.677111+00:00,openai/gpt-5.4:ctx_theory,false,123,0.986007,1.0,0.992031,,,,134,139,271,,,
2026-04-28T19:01:47.678751+00:00,openai/gpt-5.4:ctx_theory,false,456,0.99874,1.0,0.994567,,,,134,139,271,,,
2026-04-28T19:01:47.680355+00:00,openai/gpt-5.4:ctx_theory,false,mean,0.9773413333333333,1.0,0.995297,0.02680355249464763,0.0,0.0036856255914023573,120.66666666666667,139.0,271.0,0.0,0.0,23.09401076758503
2026-04-28T19:01:48.840047+00:00,openai/gpt-5.4:ctx_theory,true,42,0.979653,1.0,0.991293,,,,118,133,317,,,
2026-04-28T19:01:48.842958+00:00,openai/gpt-5.4:ctx_theory,true,123,0.995995,0.999901,0.955291,,,,171,133,317,,,
2026-04-28T19:01:48.845417+00:00,openai/gpt-5.4:ctx_theory,true,456,0.994084,0.999942,0.993634,,,,171,133,317,,,
2026-04-28T19:01:48.847803+00:00,openai/gpt-5.4:ctx_theory,true,mean,0.9899106666666666,0.9999476666666667,0.9800726666666667,0.00893463901527829,4.9742671151954554e-05,0.0214934483583564,153.33333333333334,133.0,317.0,0.0,0.0,30.599564267050166
2026-04-28T19:03:22.643225+00:00,gemini-3.1-pro-preview:ctx_baseline,false,42,,,,,,,,,,,,
2026-04-28T19:03:22.645305+00:00,gemini-3.1-pro-preview:ctx_baseline,false,123,,,,,,,,,,,,
2026-04-28T19:03:22.647213+00:00,gemini-3.1-pro-preview:ctx_baseline,false,456,,,,,,,,,,,,
2026-04-28T19:04:45.297829+00:00,gemini-3.1-pro-preview:ctx_theory,false,42,0.999399,0.999879,0.998849,,,,38,55,151,,,
2026-04-28T19:04:45.299868+00:00,gemini-3.1-pro-preview:ctx_theory,false,123,0.983311,0.999987,0.995727,,,,40,55,167,,,
2026-04-28T19:04:45.301552+00:00,gemini-3.1-pro-preview:ctx_theory,false,456,0.999721,0.999557,0.992962,,,,50,55,167,,,
2026-04-28T19:04:45.303158+00:00,gemini-3.1-pro-preview:ctx_theory,false,mean,0.9941436666666666,0.9998076666666667,0.995846,0.009382745937801624,0.0002236992027999119,0.002945303549721136,42.666666666666664,55.0,161.66666666666666,0.0,9.237604307034012,6.429100507328637
2026-04-28T19:05:49.477903+00:00,openai/gpt-5.4:ctx_baseline,false,42,0.0,1.0,0.999622,,,,41,42,320,,,
2026-04-28T19:05:49.479912+00:00,openai/gpt-5.4:ctx_baseline,false,123,0.997686,1.0,0.997132,,,,48,42,320,,,
2026-04-28T19:05:49.481555+00:00,openai/gpt-5.4:ctx_baseline,false,456,0.999719,1.0,0.99795,,,,48,42,337,,,
2026-04-28T19:05:49.483225+00:00,openai/gpt-5.4:ctx_baseline,false,mean,0.6658016666666666,1.0,0.9982346666666667,0.5766020532172369,0.0,0.0012691734843327475,45.666666666666664,42.0,325.6666666666667,0.0,9.814954576223638,4.041451884327381
2026-04-28T19:05:50.678603+00:00,openai/gpt-5.4:ctx_baseline,true,42,0.992912,1.0,0.999137,,,,28,26,312,,,
2026-04-28T19:05:50.680961+00:00,openai/gpt-5.4:ctx_baseline,true,123,0.9987,0.999991,0.98445,,,,33,26,385,,,
2026-04-28T19:05:50.682767+00:00,openai/gpt-5.4:ctx_baseline,true,456,0.992812,1.0,0.992425,,,,35,26,385,,,
2026-04-28T19:05:50.684530+00:00,openai/gpt-5.4:ctx_baseline,true,mean,0.994808,0.999997,0.992004,0.0033709417081877933,5.196152422727853e-06,0.007352545341580698,32.0,26.0,360.6666666666667,0.0,42.14656965084268,3.605551275463989
2026-04-28T19:08:19.773136+00:00,gemini-3.1-pro-preview:web,false,42,0.999099,1.0,0.99977,,,,25,13,28,,,
2026-04-28T19:08:19.775201+00:00,gemini-3.1-pro-preview:web,false,123,0.999534,1.0,0.995372,,,,25,15,28,,,
2026-04-28T19:08:19.776956+00:00,gemini-3.1-pro-preview:web,false,456,0.991655,1.0,0.999981,,,,25,15,34,,,
2026-04-28T19:08:19.779036+00:00,gemini-3.1-pro-preview:web,false,mean,0.9967626666666667,1.0,0.9983743333333334,0.004428713169006723,0.0,0.0026022364099622677,25.0,14.333333333333334,30.0,1.1547005383792515,3.4641016151377544,0.0
2026-04-28T19:08:37.950563+00:00,qwen3.6-plus:ctx_baseline,false,42,,,,,,,,,,,,
2026-04-28T19:08:37.952812+00:00,qwen3.6-plus:ctx_baseline,false,123,,,,,,,,,,,,
2026-04-28T19:08:37.954679+00:00,qwen3.6-plus:ctx_baseline,false,456,,,,,,,,,,,,
2026-04-28T19:09:14.255746+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,42,0.998729,1.0,0.999974,,,,28,29,178,,,
2026-04-28T19:09:14.258115+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,123,0.899817,1.0,0.99801,,,,35,33,178,,,
2026-04-28T19:09:14.260019+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,456,0.992567,1.0,0.99957,,,,35,33,182,,,
2026-04-28T19:09:14.261956+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,mean,0.9637043333333333,1.0,0.9991846666666666,0.055413771585530375,0.0,0.0010371525120894207,32.666666666666664,31.666666666666668,179.33333333333334,2.309401076758503,2.309401076758503,4.041451884327381
2026-04-28T19:14:10.748562+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,42,0.998584,1.0,0.999243,,,,148,114,226,,,
2026-04-28T19:14:10.750787+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,123,0.994167,1.0,0.999979,,,,164,114,273,,,
2026-04-28T19:14:10.752817+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,456,0.998718,1.0,0.995371,,,,164,138,295,,,
