timestamp,model,is_final,seed,PEHE_ihdp_synth,ATE_error_ihdp_synth,elapsed_ihdp_synth,PEHE_jobs_synth,ATE_error_jobs_synth,elapsed_jobs_synth,PEHE_acic_synth,ATE_error_acic_synth,elapsed_acic_synth
2026-05-02T18:25:40.352453+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,
2026-05-02T18:26:39.144651+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T18:26:56.601552+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,
2026-05-02T18:28:14.542236+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T18:28:25.602033+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,
2026-05-02T18:28:42.108856+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,
2026-05-02T18:28:53.157498+00:00,gemini-3.1-pro-preview,true,42,0.930075,0.074563,162.0,425.298567,35.983215,319.0,0.456709,0.024375,3762.0
2026-05-02T18:30:18.089324+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T18:30:18.105017+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,
2026-05-02T18:31:43.776105+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T18:32:00.759993+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,
2026-05-02T18:32:24.135188+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,
2026-05-02T18:33:07.403600+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,
2026-05-02T18:33:58.654087+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T18:34:07.664541+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,
2026-05-02T18:34:45.861262+00:00,qwen3.6-35b-a3b,true,42,,,,,,,,,
2026-05-02T18:35:04.696678+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,
2026-05-02T18:35:17.871629+00:00,gemini-3.1-pro-preview,true,42,0.930075,0.074563,162.0,425.298567,35.983215,319.0,0.456709,0.024375,3762.0
2026-05-02T19:28:34.328654+00:00,baseline:s_learner,false,42,0.799857,0.104546,28.0,395.973114,50.95098,55.8,0.524491,0.071996,637.4
2026-05-02T20:25:10.976773+00:00,gemini-3.1-pro-preview,false,42,0.839664,0.053946,239.2,411.699776,35.051556,523.1,,,6426.7
2026-05-02T20:25:51.293590+00:00,gemini-3.1-pro-preview,true,42,0.839664,0.053946,239.2,411.699776,35.051556,523.1,,,6426.7
2026-05-02T20:36:17.789505+00:00,gemini-3.1-pro-preview,false,42,1.478372,0.187803,260.5,857.159576,65.73384,337.9,0.671021,0.052927,427.3
2026-05-02T20:36:23.459216+00:00,gemini-3.1-pro-preview,true,42,1.478372,0.187803,260.5,857.159576,65.73384,337.9,0.671021,0.052927,427.3
2026-05-02T20:37:28.058880+00:00,gemini-3.1-pro-preview,false,42,0.885675,0.091139,183.4,464.307713,32.778948,229.8,0.466103,0.016637,348.6
2026-05-02T20:37:32.284129+00:00,gemini-3.1-pro-preview,true,42,0.885675,0.091139,183.4,464.307713,32.778948,229.8,0.466103,0.016637,348.6
2026-05-02T21:49:05.788564+00:00,gemini-3.1-pro-preview,false,42,0.998131,0.041064,278.1,423.473628,28.997963,546.9,,,4169.6
2026-05-02T21:49:23.452890+00:00,gemini-3.1-pro-preview,true,42,0.998131,0.041064,278.1,423.473628,28.997963,546.9,,,4169.6
2026-05-02T21:56:54.335045+00:00,gemini-3.1-pro-preview,false,42,0.975501,0.076495,139.5,475.493955,27.74529,154.6,0.498504,0.024708,197.0
2026-05-02T21:57:02.276250+00:00,gemini-3.1-pro-preview,true,42,0.975501,0.076495,139.5,475.493955,27.74529,154.6,0.498504,0.024708,197.0
2026-05-02T22:07:12.625922+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T22:07:34.389711+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T22:08:32.111279+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T22:09:30.366190+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T22:11:29.494646+00:00,qwen3.6-35b-a3b,false,42,,,,,,,,,
2026-05-02T22:29:15.480170+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,
2026-05-02T22:35:11.384940+00:00,openevolve:gemini-3.1-pro-preview,false,42,,,,,,,,,
2026-05-02T22:35:11.399143+00:00,openevolve:gemini-3.1-pro-preview,true,42,,,,,,,,,
2026-05-02T23:29:20.765610+00:00,gemini-3.1-pro-preview,false,42,1.291764,0.07972,201.5,691.018728,40.571708,447.1,,,5357.8
2026-05-02T23:29:28.426568+00:00,gemini-3.1-pro-preview,true,42,1.291764,0.07972,201.5,691.018728,40.571708,447.1,,,5357.8
2026-05-03T01:25:38.897543+00:00,gemini-3.1-pro-preview,false,42,0.81277,0.062807,318.7,476.403552,33.031202,669.2,,,6787.2
2026-05-03T01:25:53.206901+00:00,gemini-3.1-pro-preview,true,42,0.81277,0.062807,318.7,476.403552,33.031202,669.2,,,6787.2
2026-05-03T03:05:12.011124+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,31.2,493.606637,64.287373,37.3,0.805543,0.040288,42.1
2026-05-03T03:06:53.460459+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,52.7,493.606637,64.287373,29.4,0.805543,0.040288,34.3
2026-05-03T03:08:12.964620+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,37.6,493.606637,64.287373,21.2,0.805543,0.040288,17.6
2026-05-03T03:08:12.979310+00:00,openevolve:gemini-3.1-pro-preview,true,42,0.899145,0.113565,37.6,493.606637,64.287373,21.2,0.805543,0.040288,17.6
2026-05-03T05:14:28.153050+00:00,gemini-3.1-pro-preview,false,42,1.155776,0.068481,237.3,568.429572,34.95083,457.1,,,5442.2
2026-05-03T05:14:44.658432+00:00,gemini-3.1-pro-preview,true,42,1.155776,0.068481,237.3,568.429572,34.95083,457.1,,,5442.2
2026-05-03T05:21:25.150615+00:00,gemini-3.1-pro-preview,false,42,0.688939,0.082953,512.3,349.052702,50.518079,1133.3,,,13860.2
2026-05-03T05:21:37.232608+00:00,gemini-3.1-pro-preview,true,42,0.688939,0.082953,512.3,349.052702,50.518079,1133.3,,,13860.2
2026-05-03T06:05:51.289980+00:00,gemini-3.1-pro-preview,false,42,0.893364,0.076582,357.7,443.453155,36.221583,728.2,,,9917.2
2026-05-03T06:06:53.585798+00:00,gemini-3.1-pro-preview,false,42,0.96665,0.582171,209.0,708.743507,560.039791,291.4,0.640027,0.125803,1735.5
2026-05-03T06:07:00.369065+00:00,gemini-3.1-pro-preview,true,42,0.96665,0.582171,209.0,708.743507,560.039791,291.4,0.640027,0.125803,1735.5
2026-05-03T06:46:05.216278+00:00,gemini-3.1-pro-preview,false,42,1.065202,0.077035,133.1,519.671619,35.171155,212.4,0.554611,0.025076,2309.2
2026-05-03T06:52:42.729656+00:00,gemini-3.1-pro-preview,false,42,0.887788,0.067793,218.4,415.410649,31.249902,466.8,,,5239.0
2026-05-03T06:52:54.688768+00:00,gemini-3.1-pro-preview,true,42,0.887788,0.067793,218.4,415.410649,31.249902,466.8,,,5239.0
2026-05-03T07:36:10.865929+00:00,gemini-3.1-pro-preview,false,42,0.831208,0.070663,244.9,457.9162,52.776083,524.6,0.473407,0.026138,2907.4
2026-05-03T08:40:08.903324+00:00,gemini-3.1-pro-preview,false,42,0.865947,0.058856,243.6,431.242292,31.722443,517.3,,,6142.4
2026-05-03T08:40:43.154326+00:00,gemini-3.1-pro-preview,true,42,0.865947,0.058856,243.6,431.242292,31.722443,517.3,,,6142.4
2026-05-03T08:49:50.039434+00:00,gemini-3.1-pro-preview,false,42,0.862367,0.077064,302.5,442.360658,39.089149,625.9,,,4321.6
2026-05-03T08:49:59.295395+00:00,gemini-3.1-pro-preview,true,42,0.831208,0.070663,244.9,457.9162,52.776083,524.6,0.473407,0.026138,2907.4
2026-05-03T19:12:26.234128+00:00,gemini-3.1-pro-preview:eng,false,42,0.801234,0.082107,397.6,415.496136,34.780782,667.3,,,6855.9
2026-05-03T19:16:34.636752+00:00,gemini-3.1-pro-preview:eng,false,42,0.841671,0.088195,111.8,351.695644,38.529903,120.6,0.623557,0.031009,148.7
2026-05-03T19:24:23.088379+00:00,gemini-3.1-pro-preview:eng,false,42,0.91815,0.06063,257.4,421.897839,36.646606,298.9,0.451387,0.02379,377.4
2026-05-03T19:33:11.530037+00:00,gemini-3.1-pro-preview:eng,false,42,0.735058,0.085185,229.6,338.092042,35.532998,294.0,0.497534,0.02293,420.4
2026-05-03T19:49:43.999830+00:00,gemini-3.1-pro-preview:eng,false,42,0.736225,0.087162,538.0,360.35035,34.447837,718.9,0.463813,0.019419,926.7
2026-05-03T19:58:44.976794+00:00,gemini-3.1-pro-preview:eng,false,42,0.727999,0.08532,242.6,337.747805,35.561438,299.4,0.496719,0.022698,418.4
2026-05-03T20:14:24.657582+00:00,gemini-3.1-pro-preview:eng,false,42,0.741178,0.081788,607.6,353.754956,36.06317,642.0,0.461253,0.023056,807.0
2026-05-03T20:14:34.515349+00:00,gemini-3.1-pro-preview:eng,true,42,0.727999,0.08532,242.6,337.747805,35.561438,299.4,0.496719,0.022698,418.4
2026-05-04T05:49:29.247933+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,13,493.606637,64.287373,13,0.805543,0.040288,13
2026-05-04T05:51:02.822653+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,9,493.606637,64.287373,9,0.805543,0.040288,9
2026-05-04T05:51:02.834217+00:00,openevolve:gemini-3.1-pro-preview,true,42,0.899145,0.113565,9,493.606637,64.287373,9,0.805543,0.040288,9
2026-05-04T07:02:17.375140+00:00,gemini-3.1-pro-preview,false,42,1.80925,0.058565,197,760.652387,36.873482,432,,,
2026-05-04T07:05:58.561090+00:00,gemini-3.1-pro-preview,false,42,0.896278,0.076394,113,394.749522,32.892632,261,0.497714,0.029733,2948
2026-05-04T07:06:04.353720+00:00,gemini-3.1-pro-preview,true,42,0.896278,0.076394,113,394.749522,32.892632,261,0.497714,0.029733,2948
2026-05-04T07:07:17.245232+00:00,gemini-3.1-pro-preview,false,42,1.517964,0.072416,81,684.822153,37.51406,109,0.62337,0.024693,173
2026-05-04T07:10:05.270474+00:00,gemini-3.1-pro-preview,false,42,1.328431,0.1089,71,608.190153,35.292881,92,0.529298,0.0209,115
2026-05-04T07:13:15.546611+00:00,gemini-3.1-pro-preview,false,42,1.371198,0.204967,82,613.795963,51.863152,99,0.536774,0.019903,137
2026-05-04T07:14:56.290296+00:00,gemini-3.1-pro-preview,false,42,,,,,,,,,
2026-05-04T07:17:33.789189+00:00,gemini-3.1-pro-preview,false,42,1.329461,0.11379,76,611.201606,38.290821,111,0.536489,0.022193,120
2026-05-04T07:20:26.897155+00:00,gemini-3.1-pro-preview,false,42,1.300203,0.117281,75,588.074211,38.152467,106,0.519453,0.021484,129
2026-05-04T07:20:32.171613+00:00,gemini-3.1-pro-preview,true,42,1.300203,0.117281,75,588.074211,38.152467,106,0.519453,0.021484,129
2026-05-04T08:22:14.396644+00:00,gemini-3.1-pro-preview,false,42,0.84534,0.059344,191,430.364243,35.691723,418,,,
2026-05-04T08:22:35.903354+00:00,gemini-3.1-pro-preview,true,42,0.84534,0.059344,191,430.364243,35.691723,418,,,
2026-05-04T08:33:06.712898+00:00,gemini-3.1-pro-preview,false,42,1.000345,0.067222,219,437.248615,34.976999,243,0.440227,0.017033,392
2026-05-04T08:33:10.868113+00:00,gemini-3.1-pro-preview,true,42,1.000345,0.067222,219,437.248615,34.976999,243,0.440227,0.017033,392
2026-05-04T09:41:14.882399+00:00,gemini-3.1-pro-preview,false,42,1.214062,0.051423,147,554.848909,33.890431,318,0.561327,0.028471,3799
2026-05-04T09:41:18.585420+00:00,gemini-3.1-pro-preview,true,42,1.214062,0.051423,147,554.848909,33.890431,318,0.561327,0.028471,3799
2026-05-04T10:58:10.348642+00:00,gemini-3.1-pro-preview,false,42,1.17851,0.091155,208,526.774368,29.520074,463,,,
2026-05-04T10:59:24.021739+00:00,gemini-3.1-pro-preview,true,42,1.17851,0.091155,208,526.774368,29.520074,463,,,
2026-05-04T11:08:19.973358+00:00,gemini-3.1-pro-preview,false,42,0.761851,0.075303,157,331.917382,32.314121,197,0.520614,0.023535,294
2026-05-04T11:08:28.444145+00:00,gemini-3.1-pro-preview,true,42,0.761851,0.075303,157,331.917382,32.314121,197,0.520614,0.023535,294
2026-05-04T11:15:31.615239+00:00,gemini-3.1-pro-preview,false,42,0.773707,0.084368,115,371.398172,30.633456,149,0.427463,0.030415,171
2026-05-04T11:15:42.721061+00:00,gemini-3.1-pro-preview,true,42,0.773707,0.084368,115,371.398172,30.633456,149,0.427463,0.030415,171
2026-05-04T12:17:35.072707+00:00,gemini-3.1-pro-preview,false,42,1.561868,0.102345,149,672.022799,40.982816,304,0.658199,0.025957,3419
2026-05-04T12:17:45.602937+00:00,gemini-3.1-pro-preview,true,42,1.561868,0.102345,149,672.022799,40.982816,304,0.658199,0.025957,3419
2026-05-04T13:18:29.307148+00:00,gemini-3.1-pro-preview,false,42,1.334073,0.057171,130,797.810621,73.40645,278,0.842273,0.02839,3369
2026-05-04T13:18:40.898610+00:00,gemini-3.1-pro-preview,true,42,1.334073,0.057171,130,797.810621,73.40645,278,0.842273,0.02839,3369
2026-05-04T14:34:54.443009+00:00,gemini-3.1-pro-preview,false,42,0.790105,0.083611,755,423.338795,32.779847,1676,,,
2026-05-04T14:35:17.513368+00:00,gemini-3.1-pro-preview,true,42,0.790105,0.083611,755,423.338795,32.779847,1676,,,
2026-05-04T15:51:28.745904+00:00,gemini-3.1-pro-preview,false,42,1.316837,0.052092,254,519.185592,32.010762,549,,,
2026-05-04T15:51:46.943394+00:00,gemini-3.1-pro-preview,true,42,1.316837,0.052092,254,519.185592,32.010762,549,,,
2026-05-04T17:09:02.480537+00:00,gemini-3.1-pro-preview,false,42,0.770772,0.069799,184,378.645898,35.027964,391,,,
2026-05-04T17:09:31.502843+00:00,gemini-3.1-pro-preview,true,42,0.770772,0.069799,184,378.645898,35.027964,391,,,
2026-05-04T18:17:48.222906+00:00,gemini-3.1-pro-preview,false,42,1.214481,0.059909,153,485.165452,34.574555,323,0.496545,0.023739,3824
2026-05-04T18:17:52.096085+00:00,gemini-3.1-pro-preview,true,42,1.214481,0.059909,153,485.165452,34.574555,323,0.496545,0.023739,3824
2026-05-04T18:59:25.141544+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,8,493.606637,64.287373,8,0.805543,0.040288,8
2026-05-04T19:06:17.646255+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.122414,0.092987,21,516.780598,32.8543,34,0.704054,0.041432,300
2026-05-04T19:27:15.785478+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.771044,0.085929,49,359.320241,37.837315,91,0.465136,0.040476,1146
2026-05-04T19:28:35.794995+00:00,gemini-3.1-pro-preview,false,42,1.095949,0.075547,160,492.506772,29.929872,344,0.547474,0.028273,3901
2026-05-04T19:28:40.470954+00:00,gemini-3.1-pro-preview,true,42,1.095949,0.075547,160,492.506772,29.929872,344,0.547474,0.028273,3901
2026-05-04T19:29:25.069979+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.992361,0.089882,8,381.773146,58.953415,8,0.957402,0.041203,11
2026-05-04T19:32:20.314075+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.771367,0.085963,51,359.289519,37.789912,54,0.465138,0.040549,75
2026-05-04T19:34:19.046025+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.084771,0.100056,9,391.322348,64.860458,9,0.980821,0.053219,9
2026-05-04T19:37:47.020866+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.771173,0.086176,48,359.296716,37.890351,52,0.465072,0.040339,76
2026-05-04T19:39:40.076531+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.992361,0.089882,9,381.773146,58.953415,9,0.957402,0.041203,11
2026-05-04T19:43:51.346410+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.770987,0.086113,49,359.344912,37.850042,54,0.46513,0.040345,76
2026-05-04T19:57:08.480340+00:00,gemini-3.1-pro-preview,false,42,0.806507,0.050765,159,418.039663,35.32222,258,0.429883,0.018215,1469
2026-05-04T19:57:22.300889+00:00,gemini-3.1-pro-preview,true,42,0.806507,0.050765,159,418.039663,35.32222,258,0.429883,0.018215,1469
2026-05-04T20:06:00.472742+00:00,gemini-3.1-pro-preview,false,42,3.522132,0.129701,223,913.063994,37.750431,250,0.714379,0.024585,272
2026-05-04T20:06:04.302030+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,9,493.606637,64.287373,9,0.805543,0.040288,9
2026-05-04T20:06:09.529819+00:00,gemini-3.1-pro-preview,true,42,3.522132,0.129701,223,913.063994,37.750431,250,0.714379,0.024585,272
2026-05-04T20:17:55.043774+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.772984,0.052075,30,360.954208,44.634223,60,0.39618,0.01772,590
2026-05-04T20:18:38.664616+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,8,493.606637,64.287373,8,0.805543,0.040288,8
2026-05-04T20:18:44.594422+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,9,493.606637,64.287373,9,0.805543,0.040288,9
2026-05-04T20:18:59.642614+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.899145,0.113565,8,493.606637,64.287373,8,0.805543,0.040288,8
2026-05-04T20:29:08.240726+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.042468,0.104635,28,595.099798,38.626456,46,0.928418,0.058115,574
2026-05-04T20:29:13.459151+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.042468,0.104635,28,595.099798,38.626456,46,0.928418,0.058115,575
2026-05-04T20:29:29.187473+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.042468,0.104635,28,595.099798,38.626456,46,0.928418,0.058115,573
2026-05-04T20:39:33.995190+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.042468,0.104635,27,595.099798,38.626456,45,0.928418,0.058115,572
2026-05-04T20:39:44.137154+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.042468,0.104635,29,595.099798,38.626456,46,0.928418,0.058115,574
2026-05-04T20:39:59.970777+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.042468,0.104635,28,595.099798,38.626456,46,0.928418,0.058115,575
2026-05-04T20:49:33.268220+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.04027,0.109973,26,585.628393,38.437948,42,0.929127,0.060726,536
2026-05-04T20:49:40.165153+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.04027,0.109973,27,585.628393,38.437948,44,0.929127,0.060726,537
2026-05-04T20:49:49.081115+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.04027,0.109973,25,585.628393,38.437948,41,0.929127,0.060726,534
2026-05-04T21:00:40.811268+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.928023,0.084946,29,446.091072,34.097689,61,0.531955,0.021511,607
2026-05-04T21:00:41.094115+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.922014,0.084085,29,447.49148,34.450744,61,0.530158,0.021991,607
2026-05-04T21:00:56.508531+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.928488,0.086367,30,445.910276,34.618716,62,0.534014,0.020973,610
2026-05-04T21:03:43.628003+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.872787,0.070587,85,460.644513,35.69097,85,0.432481,0.020399,124
2026-05-04T21:03:43.806372+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.872787,0.070587,79,460.644513,35.69097,110,0.432481,0.020399,110
2026-05-04T21:03:53.973242+00:00,openevolve:gemini-3.1-pro-preview,false,42,0.872787,0.070587,72,460.644513,35.69097,111,0.432481,0.020399,134
2026-05-04T21:14:13.685850+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.042468,0.104635,28,595.099798,38.626456,46,0.928418,0.058115,572
2026-05-04T21:14:14.686261+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.042468,0.104635,28,595.099798,38.626456,46,0.928418,0.058115,576
2026-05-04T21:14:25.391864+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.042468,0.104635,31,595.099798,38.626456,49,0.928418,0.058115,576
2026-05-04T21:25:48.423110+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.06278,0.108684,32,604.349243,39.194326,52,0.930691,0.058289,635
2026-05-04T21:25:48.611302+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.06278,0.108684,32,604.349243,39.194326,52,0.930691,0.058289,638
2026-05-04T21:26:09.631924+00:00,openevolve:gemini-3.1-pro-preview,false,42,1.06278,0.108684,33,604.349243,39.194326,53,0.930691,0.058289,646
