timestamp,model,is_final,seed,best_fid_edges2handbags,best_fid_Imagenet,elapsed_edges2handbags,elapsed_Imagenet,fid,best_fid,fid_edges2handbags
2026-05-03T08:30:38.932398+00:00,deepseek-reasoner,true,42,4.905,5.438,94,299,,,
2026-07-18T13:30:11.618785+00:00,baseline:cosine,false,3,,,,,,,
2026-07-18T13:30:32.424896+00:00,baseline:loglinear,false,3,,,,,,,
2026-07-18T13:30:52.071941+00:00,baseline:loglinear,false,2,,,,,,,
2026-07-18T13:31:19.534916+00:00,baseline:cosine,false,2,,,,,,,
2026-07-18T13:31:20.621841+00:00,baseline:karras,false,3,,,,,,,
2026-07-18T13:31:43.136484+00:00,baseline:uniform,false,2,,,,,,,
2026-07-18T13:32:13.236674+00:00,baseline:uniform,false,3,,,,,,,
2026-07-18T13:32:35.102494+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:32:47.053719+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:32:49.996699+00:00,baseline:karras,false,2,,,,,,,
2026-07-18T13:33:02.717189+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:33:13.492192+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:33:21.088324+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:33:27.187779+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:33:44.800255+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:33:54.161869+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:33:56.164400+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:34:29.052987+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:34:38.996509+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:34:43.492639+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:34:49.011918+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:34:58.940555+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:35:21.441559+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:36:02.722997+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:36:19.898154+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:36:31.688921+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:38:00.493197+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:38:13.514222+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:38:21.408091+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:38:30.584481+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:39:48.170637+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:40:08.506715+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:40:16.536765+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:40:37.656747+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:40:43.356171+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:41:18.242169+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:41:52.852191+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:42:07.605935+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:42:12.486731+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:42:44.021754+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:43:05.758587+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:43:17.102922+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:45:00.658908+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:45:55.323962+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:47:15.594234+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:47:48.719267+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:47:56.240048+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:47:56.387364+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:48:05.192435+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:48:05.378189+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:48:15.273752+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:48:30.983263+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:48:39.912288+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:48:50.574176+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:48:56.872563+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:50:21.067054+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:50:30.843971+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:52:50.471838+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:52:51.211755+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:52:56.635899+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:53:20.798407+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:53:29.088870+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:53:34.845992+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:53:36.966887+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:54:27.101046+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:54:59.420685+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:55:45.996386+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:57:46.712021+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T13:58:00.161226+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T13:58:09.789487+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T14:07:49.470399+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T14:08:42.193196+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T06:33:54.055572+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:34:19.003917+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:34:27.340609+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:35:06.945680+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:35:16.738200+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:37:23.228893+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:38:05.926092+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:38:46.890108+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:42:04.546146+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:42:11.647462+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T06:44:09.430676+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:45:45.826523+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T06:49:15.050234+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T06:51:43.918767+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:51:57.004668+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T06:52:05.288802+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T06:52:14.480389+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T11:58:33.081550+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T11:59:40.057612+00:00,baseline:uniform,false,2,,,,,,,
2026-07-20T11:59:53.328511+00:00,baseline:loglinear,false,2,,,,,,,
2026-07-20T12:00:16.586916+00:00,baseline:cosine,false,2,,,,,,,
2026-07-20T12:00:17.789906+00:00,baseline:loglinear,false,3,,,,,,,
2026-07-20T12:00:53.576866+00:00,baseline:cosine,false,3,,,,,,,
2026-07-20T12:00:57.485170+00:00,baseline:karras,false,2,,,,,,,
2026-07-20T12:01:44.079962+00:00,baseline:karras,false,3,,,,,,,
2026-07-20T12:02:55.429884+00:00,baseline:uniform,false,3,,,,,,,
2026-07-20T12:03:22.407670+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:04:31.006428+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:04:59.240870+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:05:34.481380+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:06:07.143431+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:06:17.049131+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:06:31.893225+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:06:41.797459+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:06:52.203626+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:08:57.090914+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:09:35.512927+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:12:49.262314+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:12:52.848606+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:14:54.478207+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:15:30.291253+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:16:33.825729+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:17:02.796633+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:17:40.799487+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:17:52.575074+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:18:30.309830+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:18:55.472549+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:20:00.366288+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:20:26.777419+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:21:16.571874+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:21:40.035153+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:23:14.523895+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:25:25.624435+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:26:18.971837+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:26:51.038850+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:27:04.235713+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:27:50.427956+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:30:29.925221+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:31:51.690338+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:32:07.472714+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:32:16.139075+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:32:16.231579+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:32:16.575129+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:32:21.878232+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:32:58.144328+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:34:44.226572+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:35:06.134567+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:35:09.654820+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:35:49.652556+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:36:13.891654+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:37:55.112029+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:38:08.236910+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:38:43.628525+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:39:24.586965+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:43:25.718369+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:44:00.940635+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:44:30.799917+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:47:02.689862+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:47:49.239144+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:47:55.763318+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:51:15.148051+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T12:54:28.971003+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T13:02:11.474764+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T13:03:21.878555+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T13:03:27.260913+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T13:10:29.947180+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T13:10:35.820506+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T13:12:11.209283+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T13:23:50.605683+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T14:13:34.109135+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T14:13:45.677433+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T14:18:44.290368+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T14:19:25.218632+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T23:16:25.167899+00:00,baseline:cosine,false,1,,,,,,,
2026-07-21T11:05:22.489127+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,4.411004757359876,,279.2,20.5,4.411004757359876,4.411004757359876,4.411004757359876
2026-07-21T11:06:13.782448+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,6.147361389058119,,259.9,19.9,6.147361389058119,6.147361389058119,6.147361389058119
2026-07-21T11:06:21.160112+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,6.147361389058119,,259.6,25.9,6.147361389058119,6.147361389058119,6.147361389058119
2026-07-21T11:06:25.073660+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,4.797599684664931,,276.1,26.2,4.797599684664931,4.797599684664931,4.797599684664931
2026-07-21T11:07:06.459566+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,4.8616824381151105,,258.0,19.8,4.8616824381151105,4.8616824381151105,4.8616824381151105
2026-07-21T11:07:12.383156+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.486333703058676,,260.6,21.3,4.486333703058676,4.486333703058676,4.486333703058676
2026-07-21T11:08:01.243032+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,4.447775485130194,,261.7,19.9,4.447775485130194,4.447775485130194,4.447775485130194
2026-07-21T11:08:23.435995+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,4.410001258676743,,273.3,21.8,4.410001258676743,4.410001258676743,4.410001258676743
2026-07-21T11:08:23.742117+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,5.105215628601229,,277.9,20.7,5.105215628601229,5.105215628601229,5.105215628601229
2026-07-21T11:08:30.423090+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.434297945443461,,254.7,20.0,4.434297945443461,4.434297945443461,4.434297945443461
2026-07-21T11:08:51.743666+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,4.410001258676743,,287.4,23.8,4.410001258676743,4.410001258676743,4.410001258676743
2026-07-21T11:09:20.947280+00:00,baseline:loglinear,false,1,5.632382119182637,,250.9,25.7,5.632382119182637,5.632382119182637,5.632382119182637
2026-07-21T11:09:21.186879+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,4.994862873479633,,235.9,25.4,4.994862873479633,4.994862873479633,4.994862873479633
2026-07-21T11:09:46.490395+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,6.147361389058119,,232.3,25.0,6.147361389058119,6.147361389058119,6.147361389058119
2026-07-21T11:09:49.403215+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,4.396279561234792,,234.4,27.7,4.396279561234792,4.396279561234792,4.396279561234792
2026-07-21T11:09:49.905402+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,4.396279561234792,,233.8,25.6,4.396279561234792,4.396279561234792,4.396279561234792
2026-07-21T11:10:03.058847+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,4.280364079390893,,229.7,25.4,4.280364079390893,4.280364079390893,4.280364079390893
2026-07-21T11:10:25.330042+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,4.994862873479633,,229.6,24.0,4.994862873479633,4.994862873479633,4.994862873479633
2026-07-21T11:11:09.807130+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,4.203994576064133,,235.0,29.7,4.203994576064133,4.203994576064133,4.203994576064133
2026-07-21T11:11:14.704108+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,4.410001258676743,,234.7,29.3,4.410001258676743,4.410001258676743,4.410001258676743
2026-07-21T11:11:20.366311+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,4.555057773106853,,229.7,25.9,4.555057773106853,4.555057773106853,4.555057773106853
2026-07-21T11:11:25.124409+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,4.251678842037904,,235.4,24.4,4.251678842037904,4.251678842037904,4.251678842037904
2026-07-21T11:11:34.037529+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,4.553414440189215,,232.6,25.5,4.553414440189215,4.553414440189215,4.553414440189215
2026-07-21T11:11:46.896993+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.246824287398113,,240.3,27.0,4.246824287398113,4.246824287398113,4.246824287398113
2026-07-21T11:11:50.286018+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,4.994862873479633,,253.7,32.0,4.994862873479633,4.994862873479633,4.994862873479633
2026-07-21T11:12:27.068723+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.357331850253956,,267.2,25.9,4.357331850253956,4.357331850253956,4.357331850253956
2026-07-21T11:13:09.737617+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.512344056285144,,266.1,21.4,4.512344056285144,4.512344056285144,4.512344056285144
2026-07-21T11:13:18.295178+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,4.486606888277265,,267.2,21.3,4.486606888277265,4.486606888277265,4.486606888277265
2026-07-21T11:13:29.208704+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,4.486606888277265,,263.8,21.4,4.486606888277265,4.486606888277265,4.486606888277265
2026-07-21T11:15:30.181503+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.357331850253956,,232.3,26.8,4.357331850253956,4.357331850253956,4.357331850253956
2026-07-21T11:15:58.499830+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,4.798022192143435,,232.5,24.5,4.798022192143435,4.798022192143435,4.798022192143435
2026-07-21T11:15:59.345615+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,4.798022192143435,,234.1,29.1,4.798022192143435,4.798022192143435,4.798022192143435
2026-07-21T11:16:29.165658+00:00,baseline:cosine,false,2,4.928341074706395,,252.1,28.7,4.928341074706395,4.928341074706395,4.928341074706395
2026-07-21T11:16:41.574570+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,4.457296716982341,,234.1,33.2,4.457296716982341,4.457296716982341,4.457296716982341
2026-07-21T11:17:01.125144+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,4.797720766392956,,276.2,39.4,4.797720766392956,4.797720766392956,4.797720766392956
2026-07-21T11:18:06.008019+00:00,baseline:karras,false,1,4.410141005259845,,248.2,20.2,4.410141005259845,4.410141005259845,4.410141005259845
2026-07-21T11:19:49.099415+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,4.302701909030361,,252.5,23.0,4.302701909030361,4.302701909030361,4.302701909030361
2026-07-21T11:19:59.049394+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,4.511768060231361,,247.3,20.5,4.511768060231361,4.511768060231361,4.511768060231361
2026-07-21T11:20:40.438494+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.24806208010807,,249.6,24.0,4.24806208010807,4.24806208010807,4.24806208010807
2026-07-21T11:21:38.151792+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,4.216736473272306,,255.4,21.8,4.216736473272306,4.216736473272306,4.216736473272306
2026-07-21T11:21:39.657741+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,4.829760678080618,,248.4,21.2,4.829760678080618,4.829760678080618,4.829760678080618
2026-07-21T11:21:50.383941+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,4.212479874036944,,229.7,22.6,4.212479874036944,4.212479874036944,4.212479874036944
2026-07-21T11:22:31.730733+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,4.6359990669595845,,227.1,21.7,4.6359990669595845,4.6359990669595845,4.6359990669595845
2026-07-21T11:22:43.573285+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,6.783608755132207,,227.2,21.2,6.783608755132207,6.783608755132207,6.783608755132207
2026-07-21T11:22:53.834100+00:00,baseline:uniform,false,3,5.165344542269736,,257.8,26.4,5.165344542269736,5.165344542269736,5.165344542269736
