timestamp,model,is_final,seed,ic_csi300_shifted,icir_csi300_shifted,rank_ic_csi300_shifted,rank_icir_csi300_shifted,annualized_return_csi300_shifted,max_drawdown_csi300_shifted,information_ratio_csi300_shifted,elapsed_csi300_shifted,ic_csi300_recent,icir_csi300_recent,rank_ic_csi300_recent,rank_icir_csi300_recent,annualized_return_csi300_recent,max_drawdown_csi300_recent,information_ratio_csi300_recent,elapsed_csi300_recent,ic_csi300,icir_csi300,rank_ic_csi300,rank_icir_csi300,annualized_return_csi300,max_drawdown_csi300,information_ratio_csi300,elapsed_csi300
2026-04-02T08:49:59.982639+00:00,google/gemini-3.1-pro-preview,false,42,0.043951,0.471828,0.044271,0.487873,0.109707,-0.078034,1.478717,250,0.01789,0.169687,0.02843,0.264999,0.028108,-0.064799,0.358773,259,0.03688,0.376202,0.04049,0.418659,0.018662,-0.085404,0.272589,276
2026-04-02T08:57:09.128263+00:00,google/gemini-3.1-pro-preview,false,42,0.063146,0.481726,0.074043,0.568828,0.142778,-0.080479,1.618176,185,0.025705,0.185694,0.045853,0.334801,0.052158,-0.058537,0.736207,189,0.046775,0.360836,0.059952,0.471622,0.056901,-0.076393,0.902668,196
2026-04-02T08:57:15.663430+00:00,google/gemini-3.1-pro-preview,true,42,0.063146,0.481726,0.074043,0.568828,0.142778,-0.080479,1.618176,185,0.025705,0.185694,0.045853,0.334801,0.052158,-0.058537,0.736207,189,0.046775,0.360836,0.059952,0.471622,0.056901,-0.076393,0.902668,196
2026-04-02T09:00:56.148278+00:00,anthropic/claude-opus-4.6,false,42,0.054324,0.407661,0.065434,0.500455,0.157499,-0.087505,1.840586,199,0.024932,0.174913,0.046264,0.323746,0.047835,-0.058321,0.654953,194,0.043266,0.323401,0.055553,0.425731,0.102461,-0.055109,1.420095,209
2026-04-02T09:17:18.564939+00:00,anthropic/claude-opus-4.6,false,42,0.05363,0.408133,0.06314,0.489801,0.135064,-0.105245,1.541432,170,0.025752,0.184014,0.04657,0.333152,0.058254,-0.047799,0.78008,163,0.04384,0.329308,0.055905,0.430172,0.108803,-0.071332,1.511539,192
2026-04-02T09:46:24.502457+00:00,gpt-5.4-pro,false,42,0.020478,0.118403,0.034356,0.19027,-0.049962,-0.353752,-0.456598,157,0.018864,0.130591,0.036196,0.265436,0.030956,-0.076238,0.402439,145,0.012471,0.075429,0.028634,0.170885,-0.086113,-0.36083,-0.822899,165
2026-04-02T10:22:43.963872+00:00,gpt-5.4-pro,false,42,0.049605,0.344048,0.067318,0.501053,0.16721,-0.039962,2.152695,190,0.019905,0.147652,0.043928,0.312804,-0.030377,-0.120795,-0.405934,179,0.029213,0.197607,0.05061,0.367592,-0.010686,-0.133923,-0.149388,197
2026-04-02T10:30:25.645672+00:00,gpt-5.4-pro,true,42,0.049605,0.344048,0.067318,0.501053,0.16721,-0.039962,2.152695,190,0.019905,0.147652,0.043928,0.312804,-0.030377,-0.120795,-0.405934,179,0.029213,0.197607,0.05061,0.367592,-0.010686,-0.133923,-0.149388,197
2026-04-27T13:25:04.970890+00:00,deepseek-reasoner,false,42,0.048732,0.439708,0.056195,0.503563,0.112399,-0.073443,1.495319,184.7,0.024132,0.189975,0.035733,0.278219,0.099983,-0.062305,1.139665,174.1,0.036222,0.325069,0.042826,0.392415,0.047807,-0.09603,0.610644,190.5
2026-04-27T13:25:11.197942+00:00,qwen/qwen3.6-plus,false,42,0.052573,0.417078,0.060489,0.484025,0.129995,-0.093632,1.448416,351.1,0.019775,0.145965,0.035352,0.263826,-0.001594,-0.060743,-0.020236,383.8,0.040062,0.309191,0.051283,0.403768,0.05885,-0.090497,0.731768,392.0
2026-04-27T13:25:11.436697+00:00,deepseek-reasoner,true,42,0.048732,0.439708,0.056195,0.503563,0.112399,-0.073443,1.495319,184.7,0.024132,0.189975,0.035733,0.278219,0.099983,-0.062305,1.139665,174.1,0.036222,0.325069,0.042826,0.392415,0.047807,-0.09603,0.610644,190.5
2026-04-27T14:09:22.372745+00:00,qwen/qwen3.6-plus,false,42,0.031091,0.363968,0.033887,0.416753,0.065207,-0.078474,0.873397,2108.6,0.00976,0.104212,0.016653,0.180169,-0.025458,-0.097512,-0.334383,2309.3,0.026042,0.30503,0.029789,0.367177,0.027937,-0.078468,0.38881,2409.6
2026-04-27T14:09:40.618620+00:00,qwen/qwen3.6-plus,true,42,0.052573,0.417078,0.060489,0.484025,0.129995,-0.093632,1.448416,351.1,0.019775,0.145965,0.035352,0.263826,-0.001594,-0.060743,-0.020236,383.8,0.040062,0.309191,0.051283,0.403768,0.05885,-0.090497,0.731768,392.0
2026-04-28T11:58:09.073471+00:00,openai/gpt-5.4,false,42,0.006442,0.032434,-0.014286,-0.073237,-0.133765,-0.484204,-1.050751,177.4,0.020548,0.11598,-0.010234,-0.05456,0.058381,-0.187099,0.426573,158.5,0.015928,0.083367,-0.006923,-0.036873,-0.037932,-0.31205,-0.289854,171.9
2026-04-28T12:02:42.910977+00:00,openai/gpt-5.4,false,42,0.057222,0.422447,0.072147,0.549618,0.201954,-0.05782,2.451174,189.5,0.027879,0.203136,0.05158,0.364948,0.024807,-0.058633,0.351913,180.1,0.037561,0.266671,0.055582,0.410872,0.094953,-0.07235,1.38176,199.5
2026-04-28T12:06:35.663664+00:00,openai/gpt-5.4,false,42,0.055013,0.401614,0.07045,0.534788,0.201222,-0.054713,2.434591,176.8,0.026184,0.191463,0.050274,0.352197,0.02439,-0.079917,0.345343,162.2,0.035453,0.245827,0.055144,0.401393,0.065009,-0.077563,0.930879,180.0
2026-04-28T12:06:37.337950+00:00,openai/gpt-5.4,true,42,0.057222,0.422447,0.072147,0.549618,0.201954,-0.05782,2.451174,189.5,0.027879,0.203136,0.05158,0.364948,0.024807,-0.058633,0.351913,180.1,0.037561,0.266671,0.055582,0.410872,0.094953,-0.07235,1.38176,199.5
2026-05-03T09:09:12.437865+00:00,anthropic/claude-opus-4.6,true,42,0.05363,0.408133,0.06314,0.489801,0.135064,-0.105245,1.541432,170,0.025752,0.184014,0.04657,0.333152,0.058254,-0.047799,0.78008,163,0.04384,0.329308,0.055905,0.430172,0.108803,-0.071332,1.511539,192
2026-07-18T10:23:02.644881+00:00,baseline:lgbm,false,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:23:02.674106+00:00,baseline:tra,false,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:23:02.674627+00:00,baseline:adarnn,false,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:23:21.983958+00:00,baseline:tra,false,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:23:21.984292+00:00,baseline:adarnn,false,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:23:21.985685+00:00,baseline:lgbm,false,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:24:07.329490+00:00,baseline:adarnn,false,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:24:07.330279+00:00,baseline:lgbm,false,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:24:07.332670+00:00,baseline:tra,false,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:46:26.057671+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:46:44.567976+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:46:44.573461+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:47:00.219798+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:47:06.582584+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:47:16.032882+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:47:17.696422+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:47:22.375774+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:48:03.388530+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:48:20.287797+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:48:37.753090+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T10:48:42.908190+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:36:20.376993+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:36:37.763144+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:37:10.711847+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:37:20.122008+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:38:45.300361+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:39:11.301836+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:39:40.855139+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:39:49.034684+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:40:07.124937+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:40:31.007896+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:40:34.025642+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:40:56.573356+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:40:59.867185+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:41:09.208024+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:41:45.742478+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:41:55.748508+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:45:15.203794+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:47:03.254017+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:47:19.569002+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:47:51.015485+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:47:59.565420+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:49:20.309955+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:52:27.669833+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T11:52:38.906085+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:57:22.853585+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:57:36.900889+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:58:03.631590+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:58:11.785568+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:58:24.638790+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:58:25.330094+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:58:36.810858+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:58:38.330979+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:58:54.363851+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:58:55.534629+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:58:58.795458+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-18T12:59:04.411368+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:40:27.465608+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:40:38.274064+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:40:42.298110+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:40:45.687115+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:40:53.192073+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:40:59.423046+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:41:00.269595+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:41:07.320341+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:41:10.166472+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:41:24.280610+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:41:29.593386+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:41:35.029015+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:42:56.941667+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:43:14.334957+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:43:17.139703+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:43:30.526494+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:43:33.753840+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:43:40.863016+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:43:50.534675+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:43:58.890875+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:44:04.344358+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:44:18.441636+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:44:36.133349+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T05:44:44.571703+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:42:53.641941+00:00,baseline:lgbm,false,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:42:54.268678+00:00,baseline:adarnn,false,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:42:55.016600+00:00,baseline:tra,false,1,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:42:57.517168+00:00,baseline:lgbm,false,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:42:58.180063+00:00,baseline:adarnn,false,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:42:58.975471+00:00,baseline:tra,false,3,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:43:05.852412+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:43:17.031310+00:00,baseline:lgbm,false,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:43:17.754496+00:00,baseline:adarnn,false,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:43:18.490245+00:00,baseline:tra,false,2,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:43:57.062684+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:44:09.101873+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:45:09.526751+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:46:23.544356+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:46:31.565194+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:47:08.629003+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:47:18.059231+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:47:52.896165+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:48:19.395873+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:48:21.356941+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:48:37.428719+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:48:43.278697+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:48:43.396305+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:48:56.998217+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:49:00.844953+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:49:02.312584+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:49:09.789545+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:49:14.194571+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:49:25.703212+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:49:33.391584+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:49:40.013142+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:49:41.894696+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:49:48.302850+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:50:05.277712+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:50:16.807874+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:50:20.065721+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:50:21.826237+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:50:24.746593+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:50:34.509408+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:50:45.370890+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:51:09.616364+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:51:11.328293+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:51:25.175231+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-20T11:51:26.650459+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,,,,,,
