timestamp,model,is_final,seed,ari_blobs,nmi_blobs,silhouette_blobs,ari_moons,nmi_moons,silhouette_moons,ari_blobs_std,nmi_blobs_std,silhouette_blobs_std,ari_varied_density,nmi_varied_density,silhouette_varied_density,ari_digits,nmi_digits,silhouette_digits,ari_moons_std,nmi_moons_std,silhouette_moons_std,ari_varied_density_std,nmi_varied_density_std,silhouette_varied_density_std,ari_digits_std,nmi_digits_std,silhouette_digits_std,elapsed_blobs,elapsed_moons,elapsed_digits
2026-04-17T04:30:44.588186+00:00,qwen-3.6-plus,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.4,2.4,2.4
2026-04-17T04:31:21.732086+00:00,qwen-3.6-plus,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.3,2.3,2.5
2026-04-17T04:31:21.734429+00:00,qwen-3.6-plus,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.3,2.3,2.5
2026-04-17T04:32:14.731272+00:00,qwen-3.6-plus,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.3,2.4,2.4
2026-04-17T04:32:56.201537+00:00,qwen-3.6-plus,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.3,2.3,2.3
2026-04-17T04:32:56.239801+00:00,qwen-3.6-plus,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.3,2.3,2.3
2026-04-17T04:33:35.228261+00:00,qwen3.6-plus,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.4,2.4,2.5
2026-04-17T04:34:17.788309+00:00,qwen3.6-plus,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.3,2.4,2.4
2026-04-17T04:34:17.820289+00:00,qwen3.6-plus,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.3,2.4,2.4
2026-04-17T04:38:06.513943+00:00,gemini-3.1-flash-lite-preview,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.4,2.3,2.5
2026-04-17T04:38:17.396174+00:00,gemini-3.1-flash-lite-preview,false,42,0.937407,0.938056,0.66436,1.0,1.0,0.385298,,,,,,,0.706697,0.828247,0.138423,,,,,,,,,,2.6,2.5,2.6
2026-04-17T04:38:25.376852+00:00,gemini-3.1-flash-lite-preview,false,42,0.937407,0.938056,0.66436,1.0,1.0,0.385298,,,,,,,0.706697,0.828247,0.138423,,,,,,,,,,2.5,2.8,2.5
2026-04-17T04:38:25.781666+00:00,gemini-3.1-flash-lite-preview,true,42,0.937407,0.938056,0.66436,1.0,1.0,0.385298,,,,,,,0.706697,0.828247,0.138423,,,,,,,,,,2.5,2.8,2.5
2026-04-19T09:30:34.137979+00:00,google/gemini-2.5-flash-lite,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T09:33:13.811986+00:00,google/gemini-3.1-flash-lite-preview,false,42,0.937432,0.939318,0.666747,1.0,1.0,0.385298,,,,,,,0.652053,0.790697,0.137682,,,,,,,,,,2.7,2.3,2.7
2026-04-19T09:33:36.010652+00:00,google/gemini-3.1-flash-lite-preview,false,42,0.938871,0.939581,0.664595,1.0,1.0,0.385298,,,,,,,0.666612,0.802832,0.139487,,,,,,,,,,2.4,2.4,2.5
2026-04-19T09:33:38.064359+00:00,google/gemini-3.1-flash-lite-preview,true,42,0.938871,0.939581,0.664595,1.0,1.0,0.385298,,,,,,,0.666612,0.802832,0.139487,,,,,,,,,,2.4,2.4,2.5
2026-04-19T09:43:52.919161+00:00,anthropic/claude-haiku-4-5,false,42,0.938866,0.939305,0.664755,0.996,0.989592,0.386888,,,,,,,0.666079,0.799918,0.140554,,,,,,,,,,4.0,2.8,3.1
2026-04-14T18:13:13.329582+00:00,deepseek-reasoner,false,42,0.77023,0.82669,0.403874,0.018635,0.014532,0.303959,,,,,,,0.555584,0.757555,0.104757,,,,,,,,,,4,4,4
2026-04-14T18:15:10.155504+00:00,deepseek-reasoner,false,42,0.74277,0.806092,0.403704,0.002373,0.002453,0.181934,,,,,,,0.649449,0.746751,0.085284,,,,,,,,,,3,3,3
2026-04-14T18:18:53.358655+00:00,deepseek-reasoner,true,42,0.74277,0.806092,0.403704,0.002373,0.002453,0.181934,,,,,,,0.649449,0.746751,0.085284,,,,,,,,,,3,3,3
2026-04-14T18:13:49.691533+00:00,google/gemini-3.1-pro-preview,false,42,0.941787,0.941162,0.664045,1.0,1.0,0.385298,,,,,,,0.404036,0.603544,0.106327,,,,,,,,,,4,4,4
2026-04-14T18:15:51.810225+00:00,google/gemini-3.1-pro-preview,false,42,0.940533,0.942082,0.664413,1.0,1.0,0.385298,,,,,,,0.665959,0.786012,0.134566,,,,,,,,,,3,3,4
2026-04-14T18:16:45.178538+00:00,google/gemini-3.1-pro-preview,false,42,0.938877,0.939905,0.66556,1.0,1.0,0.385298,,,,,,,0.657823,0.770178,0.141167,,,,,,,,,,3,3,3
2026-04-14T18:17:08.862180+00:00,google/gemini-3.1-pro-preview,true,42,0.940533,0.942082,0.664413,1.0,1.0,0.385298,,,,,,,0.665959,0.786012,0.134566,,,,,,,,,,3,3,4
2026-04-14T18:13:31.918600+00:00,openai/gpt-5.4,false,42,0.938866,0.939305,0.664048,1.0,1.0,0.385298,,,,,,,0.641912,0.762366,0.131326,,,,,,,,,,3,3,4
2026-04-14T18:14:43.859937+00:00,openai/gpt-5.4,false,42,0.933074,0.934853,0.662855,1.0,1.0,0.385298,,,,,,,0.611996,0.737348,0.136227,,,,,,,,,,2,2,2
2026-04-14T18:15:16.154094+00:00,openai/gpt-5.4,true,42,0.938866,0.939305,0.664048,1.0,1.0,0.385298,,,,,,,0.641912,0.762366,0.131326,,,,,,,,,,3,3,4
2026-04-14T18:10:44.425126+00:00,qwen/qwen3.6-plus,false,42,0.938892,0.940707,0.666225,1.0,1.0,0.385298,,,,,,,0.658043,0.773234,0.136539,,,,,,,,,,3,3,3
2026-04-14T18:14:20.096570+00:00,qwen/qwen3.6-plus,false,42,0.938892,0.940707,0.666225,1.0,1.0,0.385298,,,,,,,0.658043,0.773234,0.136539,,,,,,,,,,3,3,4
2026-04-14T18:14:23.448494+00:00,qwen/qwen3.6-plus,true,42,0.938892,0.940707,0.666225,1.0,1.0,0.385298,,,,,,,0.658043,0.773234,0.136539,,,,,,,,,,3,3,4
2026-04-14T18:13:13.708646+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T18:17:19.488681+00:00,deepseek-reasoner,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-24T07:27:58.361778+00:00,baseline:dbscan,true,42,0.613882,0.78919,0.589465,1.0,1.0,0.385298,,,,,,,0.000382,0.012192,-1.0,,,,,,,,,,2,2,2
2026-04-24T07:30:42.369864+00:00,baseline:dbscan,true,42,0.775527,0.89628,0.709261,0.996012,0.990682,0.171293,,,,,,,0.000382,0.012192,-1.0,,,,,,,,,,3,3,3
2026-04-24T07:31:42.301882+00:00,baseline:dbscan,true,42,0.775527,0.89628,0.709261,0.996012,0.990682,0.171293,,,,,,,0.000382,0.012192,-1.0,,,,,,,,,,2,2,2
2026-04-19T09:48:26.700045+00:00,anthropic/claude-haiku-4-5,false,42,0.918484,0.925827,0.665052,0.509305,0.407962,0.49374,,,,,,,3.4e-05,0.014648,0.45607,,,,,,,,,,3.6,2.9,3.8
2026-04-19T09:48:50.471432+00:00,anthropic/claude-haiku-4-5,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-19T09:49:00.961999+00:00,anthropic/claude-haiku-4-5,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.477962,0.631911,0.142321,,,,,,,,,,2.7,2.7,2.7
2026-04-19T09:53:14.292457+00:00,google/gemini-3.1-pro-preview,false,42,0.941787,0.941162,0.664045,1.0,1.0,0.385298,,,,,,,0.504235,0.632727,0.119049,,,,,,,,,,3.5,2.7,4.1
2026-04-19T09:54:08.252153+00:00,google/gemini-3.1-pro-preview,false,42,0.937032,0.93748,0.667113,0.608008,0.500272,0.485796,,,,,,,0.645159,0.713567,0.113072,,,,,,,,,,3.5,3.3,4.2
2026-04-23T15:24:56.393880+00:00,openai/gpt-oss-20b,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2,2,2
2026-04-23T15:24:56.396691+00:00,openai/gpt-oss-20b,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2,2,2
2026-04-23T15:28:19.235668+00:00,openai/gpt-oss-20b,false,42,0.0,0.0,-1.0,0.0,0.0,-1.0,,,,,,,0.0,0.0,-1.0,,,,,,,,,,2,2,2
2026-04-23T15:28:46.150531+00:00,openai/gpt-oss-20b,false,42,0.0,0.0,-1.0,0.0,0.0,-1.0,,,,,,,0.0,0.0,-1.0,,,,,,,,,,3,3,3
2026-04-23T15:28:46.151589+00:00,openai/gpt-oss-20b,true,42,0.0,0.0,-1.0,0.0,0.0,-1.0,,,,,,,0.0,0.0,-1.0,,,,,,,,,,3,3,3
2026-04-23T17:43:09.573709+00:00,openai/gpt-oss-20b,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-23T17:43:16.931200+00:00,openai/gpt-oss-20b,false,42,0.924396,0.929834,0.666168,0.541237,0.437248,0.492911,,,,,,,,,,,,,,,,,,,2,2,2
2026-04-23T17:43:39.284258+00:00,openai/gpt-oss-20b,false,42,0.924396,0.929834,0.666168,0.541237,0.437248,0.492911,,,,,,,,,,,,,,,,,,,2,2,2
2026-04-23T17:43:39.285398+00:00,openai/gpt-oss-20b,true,42,0.924396,0.929834,0.666168,0.541237,0.437248,0.492911,,,,,,,,,,,,,,,,,,,2,2,2
2026-05-04T16:54:05.433083+00:00,discover:openai/gpt-oss-20b,false,42,0.773204,0.890391,0.711202,1.0,1.0,0.385298,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.3,2.3,2.3
2026-05-04T16:54:05.434854+00:00,discover:openai/gpt-oss-20b,true,42,0.773204,0.890391,0.711202,1.0,1.0,0.385298,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,2.3,2.3,2.3
2026-05-04T17:00:23.615742+00:00,discover:openai/gpt-oss-20b,false,42,0.939998,0.941646,0.667309,0.50645,0.405381,0.49376,,,,,,,0.625654,0.727756,0.127682,,,,,,,,,,3.0,2.7,4.0
2026-05-04T17:03:58.238712+00:00,discover:openai/gpt-oss-20b,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-04T17:04:39.917427+00:00,discover:openai/gpt-oss-20b,false,42,0.939998,0.941646,0.667309,0.50645,0.405381,0.49376,,,,,,,0.625654,0.727756,0.127682,,,,,,,,,,2.9,4.8,4.1
2026-05-04T17:04:39.920750+00:00,discover:openai/gpt-oss-20b,true,42,0.939998,0.941646,0.667309,0.50645,0.405381,0.49376,,,,,,,0.625654,0.727756,0.127682,,,,,,,,,,2.9,4.8,4.1
2026-05-04T17:17:17.732643+00:00,discover:openai/gpt-oss-20b,false,42,0.775027,0.892467,0.666877,1.0,1.0,0.385298,,,,,,,0.679653,0.78765,0.133497,,,,,,,,,,2.4,2.6,2.3
2026-05-04T17:17:49.234872+00:00,discover:openai/gpt-oss-20b,false,42,0.775023,0.892465,0.665972,1.0,1.0,0.385298,,,,,,,0.679653,0.78765,0.133497,,,,,,,,,,2.4,2.5,2.5
2026-05-04T17:17:49.236438+00:00,discover:openai/gpt-oss-20b,true,42,0.775023,0.892465,0.665972,1.0,1.0,0.385298,,,,,,,0.679653,0.78765,0.133497,,,,,,,,,,2.4,2.5,2.5
2026-05-05T13:49:13.849966+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T13:49:13.863684+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T13:59:54.228775+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T13:59:54.245079+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T14:26:15.493747+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T14:26:15.509920+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T14:34:49.171421+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T14:34:49.187790+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T14:49:17.832548+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,29.8,43.8,24.6
2026-05-05T14:49:17.841242+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,29.8,43.8,24.6
2026-05-05T14:52:12.904265+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,20.7,23.0,38.3
2026-05-05T14:52:12.916256+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,20.7,23.0,38.3
2026-05-05T15:23:58.843256+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,21.9,34.5,34.2
2026-05-05T15:23:58.851566+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,21.9,34.5,34.2
2026-05-05T15:59:13.900395+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T15:59:13.911135+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,21.9,34.5,34.2
2026-05-05T16:15:40.242037+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T16:15:40.328172+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,21.9,34.5,34.2
2026-05-05T16:18:25.375647+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T16:18:25.389405+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,21.9,34.5,34.2
2026-05-05T16:18:51.766455+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,9.9,12.2,10.1
2026-05-05T16:18:51.777261+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,9.9,12.2,10.1
2026-05-05T16:27:59.235061+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T16:27:59.249566+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,9.9,12.2,10.1
2026-05-05T16:35:19.659612+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,10.3,12.7,10.4
2026-05-05T16:35:19.669159+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,10.3,12.7,10.4
2026-05-05T16:48:50.697040+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T16:48:50.710452+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,10.3,12.7,10.4
2026-05-05T17:00:53.552691+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.5,1.3,1.4
2026-05-05T17:00:53.561890+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.5,1.3,1.4
2026-05-05T17:28:44.386428+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.4,1.3,1.5
2026-05-05T17:28:44.396444+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.4,1.3,1.5
2026-05-05T17:41:41.508968+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T17:41:41.527592+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.4,1.3,1.5
2026-05-05T17:55:58.948715+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T17:55:59.002490+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.4,1.3,1.5
2026-05-05T18:04:47.455616+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.1,1.0,1.1
2026-05-05T18:04:47.466031+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.1,1.0,1.1
2026-05-05T18:13:55.757671+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T18:13:55.788560+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.1,1.0,1.1
2026-05-06T06:31:43.816824+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.1,1.1,1.2
2026-05-06T06:31:43.855236+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.1,1.1,1.2
2026-05-06T09:19:41.365645+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.0,1.0,1.1
2026-05-06T09:19:41.378675+00:00,discover:Qwen/Qwen3.5-35B-A3B,true,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,1.0,1.0,1.1
2026-05-06T12:45:48.409693+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.759336,0.878418,0.647656,0.411537,0.373148,0.44406,,,,,,,0.465577,0.6252,0.146636,,,,,,,,,,9.2,9.6,12.1
2026-05-06T12:46:54.029104+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:47:55.963045+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:49:13.627229+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:52:18.125354+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,0.935391,0.936106,0.667177,0.481117,0.382784,0.493661,,,,,,,0.534407,0.671244,0.139377,,,,,,,,,,9.9,9.4,9.6
2026-05-06T12:53:21.269361+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:54:23.596997+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:55:23.709860+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:57:25.204874+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:58:30.688088+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:59:35.708827+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T13:00:48.681551+00:00,discover:Qwen/Qwen3.5-35B-A3B,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
