timestamp,model,is_final,seed,best_psnr_garden,best_psnr_bicycle,best_psnr_bonsai,best_psnr_stump,elapsed_garden,elapsed_bicycle,elapsed_bonsai,elapsed_stump,psnr,ssim,lpips,num_gs,best_psnr
2026-07-18T10:37:29.149651+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:37:44.004116+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:38:00.645415+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:38:59.192310+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:39:14.209229+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:39:36.152061+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:39:55.500214+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:39:58.072938+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:40:05.791861+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:40:08.736773+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T10:40:23.067057+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:40:25.170032+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T10:41:28.066500+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:41:44.453484+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:42:16.596271+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:43:33.489029+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:43:38.244634+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:44:26.812525+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:44:32.656527+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:44:35.750555+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T10:44:40.235320+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T10:45:56.378056+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:45:57.223687+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:46:32.987128+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:46:44.030563+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T10:48:55.512932+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:48:56.581034+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:49:06.724355+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T10:49:13.207593+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T10:53:18.246766+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:53:30.133046+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T10:55:39.703260+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T10:55:50.160628+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T12:05:56.611638+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T12:08:11.322443+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T12:10:42.045523+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T12:10:51.605336+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T12:15:09.761768+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T12:16:43.352341+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T12:17:28.012347+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T12:18:56.734479+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T12:19:31.823664+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T12:19:40.880589+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-18T12:21:30.382642+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-18T12:21:41.536518+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-19T08:34:38.850565+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:36:03.523088+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:36:37.124282+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:37:41.625552+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:37:51.224497+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:38:01.741711+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:38:12.368284+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:38:33.620430+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:38:34.187607+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:38:44.333446+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-19T08:39:33.381869+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:40:09.212058+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:40:19.758764+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-19T08:40:42.894281+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:41:03.059417+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:41:12.185080+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-19T08:41:15.299016+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:41:31.569064+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:43:33.175952+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:43:33.634581+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-19T08:43:40.480825+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-19T08:43:41.770309+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-20T04:19:37.408752+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:21:31.863908+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:21:52.834220+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:21:56.288317+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:22:13.247600+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:22:59.734206+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:23:12.017225+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:23:33.664766+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:23:51.255494+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:24:00.826015+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:24:07.223345+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:24:13.625968+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-20T04:25:07.136132+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:25:26.364712+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:25:32.103740+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:25:39.534624+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-20T04:25:54.654596+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:25:56.308106+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:26:02.520762+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-20T04:26:06.439292+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-20T04:27:00.290428+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:27:09.148503+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-20T04:27:41.741731+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T04:27:49.580016+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-20T11:04:50.228730+00:00,baseline:taming,false,2,,,,,,,,,,,,,
2026-07-20T11:05:02.471074+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T11:05:02.756178+00:00,baseline:taming,false,3,,,,,,,,,,,,,
2026-07-20T11:05:44.484230+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T11:05:49.642662+00:00,baseline:default,false,1,,,,,,,,,,,,,
2026-07-20T11:06:07.630816+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T11:07:35.327761+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T11:07:42.744400+00:00,baseline:default,false,3,,,,,,,,,,,,,
2026-07-20T11:07:51.769157+00:00,baseline:default,false,2,,,,,,,,,,,,,
2026-07-20T11:08:19.146962+00:00,baseline:taming,false,1,,,,,,,,,,,,,
2026-07-20T11:09:59.211494+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T11:10:41.346005+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-20T11:11:49.375659+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T11:15:11.974447+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T11:15:47.590733+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,
2026-07-20T11:18:08.243101+00:00,baseline:edc,false,3,,,,28.197,36.8,565.9,24.4,957.4,28.197,0.8476,0.08,2740046,28.197
2026-07-20T11:18:33.692196+00:00,baseline:edc,false,2,,,,28.272,28.4,591.9,36.3,984.6,28.272,0.8488,0.08,2729995,28.272
2026-07-20T11:19:25.327935+00:00,baseline:edc,false,1,,,,28.239,30.9,589.1,29.5,1002.0,28.239,0.8486,0.079,2742208,28.239
2026-07-20T11:24:17.420965+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,30.12,27.216,,28.175,852.6,458.3,20.1,425.4,28.175,0.8447,0.083,2305135,28.175
2026-07-20T11:24:20.029456+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,29.183,26.204,,25.689,341.4,331.5,18.7,339.2,25.689,0.7422,0.171,1000000,25.689
2026-07-20T11:25:35.926142+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,30.189,27.192,,28.203,874.9,549.7,18.5,495.7,28.203,0.8484,0.08,2702194,28.203
2026-07-20T11:26:04.449616+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,30.172,27.267,,28.207,847.1,514.2,21.1,468.8,28.207,0.8469,0.08,2895219,28.207
2026-07-20T11:27:17.680727+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,30.141,27.158,,28.22,909.3,561.0,19.2,506.6,28.22,0.8481,0.081,2701180,28.22
2026-07-20T11:27:29.526758+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,30.183,27.204,,28.238,911.7,563.4,20.4,508.1,28.238,0.8478,0.08,2722430,28.238
2026-07-20T11:27:36.388595+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,30.152,27.215,,28.245,853.7,519.1,19.8,472.8,28.245,0.8476,0.08,2604184,28.245
2026-07-20T11:28:11.707008+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T11:28:35.914638+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,30.067,27.225,,28.186,894.5,605.3,19.8,557.8,28.186,0.8455,0.079,3266090,28.186
2026-07-20T11:28:39.904381+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,30.194,27.294,,28.225,910.1,590.6,19.7,531.4,28.225,0.8474,0.079,3003024,28.225
2026-07-20T11:30:07.698581+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,30.091,27.257,,28.201,930.4,613.7,19.2,557.2,28.201,0.8457,0.079,3279659,28.201
2026-07-20T11:30:22.126024+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,29.753,27.299,,28.183,905.2,612.7,21.1,553.3,28.183,0.8449,0.08,3281671,28.183
2026-07-20T11:30:44.251880+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,30.086,27.213,,28.125,951.1,649.7,20.4,592.6,28.125,0.8439,0.081,3639580,28.125
2026-07-20T11:32:04.834656+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,30.012,27.066,,27.25,823.5,492.4,20.7,425.5,27.25,0.8261,0.098,2622578,27.25
2026-07-20T11:33:12.801232+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,30.044,27.177,,28.046,872.3,564.2,20.0,509.9,28.046,0.8413,0.082,3305783,28.046
2026-07-20T11:33:29.973770+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,30.203,27.169,,28.286,960.7,554.3,19.2,537.4,28.286,0.849,0.08,3253674,28.286
2026-07-20T11:33:52.604833+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,30.048,27.243,,28.085,988.7,718.7,21.1,653.2,28.085,0.8411,0.082,4361414,28.085
2026-07-20T11:35:03.917098+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,30.167,27.231,,28.091,1016.0,667.0,20.3,586.1,28.091,0.8434,0.081,4243040,28.091
2026-07-20T11:38:48.372692+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,30.098,27.099,,28.009,1094.4,857.0,19.7,629.1,28.009,0.8417,0.082,4594342,28.009
2026-07-20T11:39:10.447732+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,30.206,27.258,,28.207,909.5,579.0,20.9,524.5,28.207,0.8475,0.08,2864155,28.207
2026-07-20T11:40:40.372928+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,30.108,27.144,,28.031,1111.3,861.3,22.4,655.1,28.031,0.8409,0.081,4839536,28.031
2026-07-20T11:43:39.345061+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,
2026-07-20T11:46:59.867172+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,30.126,27.199,,28.224,397.1,458.9,18.8,424.0,28.224,0.8461,0.083,2318479,28.224
2026-07-20T11:48:44.772845+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,30.198,27.232,,28.291,865.8,547.9,18.8,493.4,28.291,0.8488,0.08,2730052,28.291
2026-07-20T11:51:54.053522+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,30.171,27.251,,28.274,419.3,506.2,21.0,470.9,28.274,0.8487,0.08,2680053,28.274
2026-07-20T11:54:07.521142+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,30.165,27.233,,28.248,422.8,522.4,18.9,480.2,28.248,0.8479,0.08,2594864,28.248
2026-07-20T11:54:10.686679+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,30.154,27.244,,28.215,444.8,557.2,20.6,506.5,28.215,0.8486,0.08,2711383,28.215
2026-07-20T11:55:24.695421+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,29.579,26.394,,25.997,577.7,551.0,18.9,559.5,25.997,0.7591,0.142,3000000,25.997
2026-07-20T11:55:29.907363+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,30.101,27.106,,28.178,450.4,546.4,19.2,505.3,28.178,0.8472,0.082,2708281,28.178
2026-07-20T11:55:30.083546+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,29.579,26.394,,25.997,577.7,551.0,18.9,559.5,25.997,0.7591,0.142,3000000,25.997
2026-07-20T11:56:28.020832+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,30.222,27.307,,28.248,452.7,589.2,18.4,537.1,28.248,0.8473,0.08,3034199,28.248
2026-07-20T11:56:51.263233+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,30.133,27.253,,28.208,459.5,601.2,18.4,545.5,28.208,0.8468,0.079,3205284,28.208
2026-07-20T11:57:09.620761+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,30.028,27.241,,28.186,451.3,605.8,18.8,552.2,28.186,0.845,0.08,3285761,28.186
2026-07-20T11:57:17.670118+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,30.189,27.192,,28.203,874.9,549.7,18.5,495.7,28.203,0.8484,0.08,2702194,28.203
2026-07-20T11:58:50.617497+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,30.097,27.273,,28.184,465.3,546.2,19.7,518.2,28.184,0.8463,0.08,2967758,28.184
2026-07-20T11:59:02.775125+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,30.056,27.3,,28.155,464.2,605.5,19.0,553.1,28.155,0.844,0.081,3248172,28.155
2026-07-20T11:59:03.546994+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,30.1,27.297,,28.179,457.7,604.1,19.8,551.6,28.179,0.8461,0.08,3231263,28.179
