timestamp,model,is_final,seed,d4rl_score_halfcheetah_medium_v2,d4rl_score_maze2d_medium_v1,d4rl_score_walker2d_medium_v2,d4rl_score_halfcheetah_medium_v2_std,d4rl_score_maze2d_medium_v1_std,d4rl_score_walker2d_medium_v2_std,elapsed_halfcheetah-medium-v2,elapsed_maze2d-medium-v1,elapsed_walker2d-medium-v2,elapsed_halfcheetah-medium-v2_std,elapsed_maze2d-medium-v1_std,elapsed_walker2d-medium-v2_std
2026-05-03T22:29:12.072518+00:00,gemini-3.1-pro-preview:ctx_theory,false,123,46.718,28.483,84.913,,,,23010,23058,14342,,,
2026-05-03T22:29:12.074776+00:00,gemini-3.1-pro-preview:ctx_theory,false,456,46.746,37.527,80.279,,,,23058,23058,14342,,,
2026-05-03T22:29:12.076728+00:00,gemini-3.1-pro-preview:ctx_theory,false,mean,46.83866666666667,38.47333333333333,83.21133333333333,0.1852817674066518,10.495546309427313,2.5503714108602553,23009.666666666668,23058.0,14328.0,48.50085909892044,0.0,24.24871130596428
2026-05-03T21:17:39.632539+00:00,gemini-3.1-pro-preview:web,false,42,,,,,,,,,,,,
2026-05-03T21:17:39.634812+00:00,gemini-3.1-pro-preview:web,false,123,,,,,,,,,,,,
2026-05-03T21:17:39.636111+00:00,gemini-3.1-pro-preview:web,false,456,,,,,,,,,,,,
2026-03-31T09:17:48.153431+00:00,google/gemini-3.1-pro-preview,false,42,56.877,71.206,83.943,,,,23053,23097,15089,,,
2026-03-31T09:17:48.154205+00:00,google/gemini-3.1-pro-preview,false,123,55.757,74.536,83.299,,,,23097,23097,15089,,,
2026-03-31T09:17:48.154668+00:00,google/gemini-3.1-pro-preview,false,456,56.423,127.25,83.575,,,,23097,23097,15089,,,
2026-03-31T09:17:48.154929+00:00,google/gemini-3.1-pro-preview,false,mean,56.352333333333334,90.99733333333333,83.60566666666666,0.5633341222874183,31.43984900303011,0.32309338175414626,23082.333333333332,23097.0,15089.0,25.403411844343534,0.0,0.0
2026-03-31T15:50:50.014644+00:00,google/gemini-3.1-pro-preview,false,42,62.616,41.501,85.651,,,,20742,20742,20742,,,
2026-05-03T08:48:27.319727+00:00,google/gemini-3.1-pro-preview,true,42,56.877,71.206,83.943,,,,23053,23097,15089,,,
2026-05-03T08:48:27.320727+00:00,google/gemini-3.1-pro-preview,true,123,55.757,74.536,83.299,,,,23097,23097,15089,,,
2026-05-03T08:48:27.321727+00:00,google/gemini-3.1-pro-preview,true,456,56.423,127.25,83.575,,,,23097,23097,15089,,,
2026-05-03T08:48:27.322727+00:00,google/gemini-3.1-pro-preview,true,mean,56.352333333333334,90.99733333333333,83.60566666666666,0.5633341222874183,31.43984900303011,0.32309338175414626,23082.333333333332,23097.0,15089.0,25.403411844343534,0.0,0.0
2026-04-22T18:28:44.597249+00:00,gpt-5.4,false,42,46.527,18.607,79.684,,,,,,,,,
2026-04-22T18:28:44.598464+00:00,gpt-5.4,false,123,46.537,36.581,79.462,,,,,,,,,
2026-04-22T18:28:44.599193+00:00,gpt-5.4,false,456,47.06,13.574,77.941,,,,,,,,,
2026-04-22T18:28:44.599847+00:00,gpt-5.4,false,mean,46.708,22.92066666666667,79.029,0.3048819443653572,12.094887446079579,0.9487512845841091,,,,,,
2026-04-23T10:40:27.569980+00:00,gpt-5.4,false,42,46.177,16.336,78.692,,,,,,,,,
2026-04-23T10:40:27.570972+00:00,gpt-5.4,false,123,46.464,14.104,84.51,,,,,,,,,
2026-04-23T10:40:27.572329+00:00,gpt-5.4,false,456,46.777,16.071,81.655,,,,,,,,,
2026-04-23T10:40:27.573251+00:00,gpt-5.4,false,mean,46.47266666666667,15.503666666666666,81.619,0.30009387420161343,1.2193671856062611,2.9091670629236877,,,,,,
2026-04-23T10:40:30.131720+00:00,gpt-5.4,true,42,46.527,18.607,79.684,,,,,,,,,
2026-04-23T10:40:30.132696+00:00,gpt-5.4,true,123,46.537,36.581,79.462,,,,,,,,,
2026-04-23T10:40:30.133476+00:00,gpt-5.4,true,456,47.06,13.574,77.941,,,,,,,,,
2026-04-23T10:40:30.134218+00:00,gpt-5.4,true,mean,46.708,22.92066666666667,79.029,0.3048819443653572,12.094887446079579,0.9487512845841091,,,,,,
2026-05-01T14:46:25.833448+00:00,openai/gpt-5.4:ctx_baseline,false,42,-2.599,18.266,-0.298,,,,,,,,,
2026-05-01T14:46:25.858687+00:00,openai/gpt-5.4:ctx_baseline,false,123,-2.231,34.16,-0.158,,,,,,,,,
2026-05-01T14:46:25.873416+00:00,openai/gpt-5.4:ctx_baseline,false,456,-2.589,33.857,-0.217,,,,,,,,,
2026-05-01T14:46:25.874620+00:00,openai/gpt-5.4:ctx_baseline,false,mean,-2.473,28.761,-0.22433333333333333,0.2096377828541412,9.090199172735435,0.07028750481652718,,,,,,
2026-05-04T02:53:01.134411+00:00,openai/gpt-5.4:ctx_baseline,false,42,,,,,,,,,,,,
2026-05-04T02:53:01.136878+00:00,openai/gpt-5.4:ctx_baseline,false,123,,,,,,,,,,,,
2026-05-04T02:53:01.149048+00:00,openai/gpt-5.4:ctx_baseline,false,456,,,,,,,,,,,,
2026-05-04T02:53:08.639767+00:00,openai/gpt-5.4:ctx_baseline,true,42,-2.599,18.266,-0.298,,,,,,,,,
2026-05-04T02:53:08.641545+00:00,openai/gpt-5.4:ctx_baseline,true,123,-2.231,34.16,-0.158,,,,,,,,,
2026-05-04T02:53:08.643010+00:00,openai/gpt-5.4:ctx_baseline,true,456,-2.589,33.857,-0.217,,,,,,,,,
2026-05-04T02:53:08.650472+00:00,openai/gpt-5.4:ctx_baseline,true,mean,-2.473,28.761,-0.22433333333333333,0.2096377828541412,9.090199172735435,0.07028750481652718,,,,,,
2026-05-01T15:39:33.900622+00:00,openai/gpt-5.4:ctx_theory,false,42,43.06,24.926,76.777,,,,,,,,,
2026-05-01T15:39:33.920997+00:00,openai/gpt-5.4:ctx_theory,false,123,42.996,54.518,80.629,,,,,,,,,
2026-05-01T15:39:33.922390+00:00,openai/gpt-5.4:ctx_theory,false,456,42.784,37.49,68.538,,,,,,,,,
2026-05-01T15:39:33.936354+00:00,openai/gpt-5.4:ctx_theory,false,mean,42.946666666666665,38.978,75.31466666666667,0.14446222112834164,14.852010772955964,6.176721163637985,,,,,,
2026-05-03T22:56:42.614060+00:00,openai/gpt-5.4:web,false,42,1.479,34.992,79.289,,,,19876,19911,13227,,,
2026-05-03T22:56:42.616277+00:00,openai/gpt-5.4:web,false,123,46.712,52.967,81.116,,,,19876,19911,13341,,,
2026-05-03T22:56:42.617624+00:00,openai/gpt-5.4:web,false,456,46.299,34.651,78.622,,,,19911,19911,13341,,,
2026-05-03T22:56:42.618904+00:00,openai/gpt-5.4:web,false,mean,31.496666666666666,40.87,79.67566666666667,25.996882050225434,10.477696645732781,1.291178660501068,19887.666666666668,19911.0,13303.0,20.207259421636902,0.0,65.81793068761733
2026-05-03T08:09:35.469434+00:00,qwen3.6-plus,true,42,,,,,,,,,,,,
2026-05-02T23:33:45.390298+00:00,qwen3.6-plus:ctx_baseline,false,42,-1.697,53.761,-0.168,,,,,,34674,,,
2026-05-02T23:33:45.392621+00:00,qwen3.6-plus:ctx_baseline,false,123,0.13,75.293,0.148,,,,,,34674,,,
2026-05-02T23:33:45.398717+00:00,qwen3.6-plus:ctx_baseline,false,456,0.087,98.036,1.875,,,,,,34674,,,
2026-05-02T23:33:45.400371+00:00,qwen3.6-plus:ctx_baseline,false,mean,-0.49333333333333335,75.69666666666667,0.6183333333333333,1.0426276100954421,22.140260078267673,1.099714659961089,,,34674.0,,,0.0
2026-05-02T15:11:18.088876+00:00,qwen3.6-plus:ctx_theory,false,42,47.724,-2.925,76.37,,,,,,,,,
2026-05-02T15:11:18.090188+00:00,qwen3.6-plus:ctx_theory,false,123,47.877,6.308,72.73,,,,,,,,,
2026-05-02T15:11:18.091140+00:00,qwen3.6-plus:ctx_theory,false,456,47.791,-3.568,67.903,,,,,,,,,
2026-05-02T15:11:18.094094+00:00,qwen3.6-plus:ctx_theory,false,mean,47.797333333333334,-0.06166666666666668,72.33433333333333,0.07669637105713538,5.525654018605701,4.247344621446832,,,,,,
2026-05-03T10:45:20.100238+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,42,48.144,17.32,75.822,,,,,,,,,
2026-05-03T10:45:20.101958+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,123,47.931,1.843,75.223,,,,,,,,,
2026-05-03T10:45:20.103108+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,456,48.096,14.141,77.767,,,,,,,,,
2026-05-03T10:45:20.104251+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_baseline,false,mean,48.056999999999995,11.101333333333333,76.27066666666667,0.11172734669721666,8.17398693009313,1.3300226815108558,,,,,,
2026-05-03T08:14:58.796696+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,42,-2.58,-4.969,-0.264,,,,,,,,,
2026-05-03T08:14:58.798581+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,123,-2.553,-4.969,1.933,,,,,,,,,
2026-05-03T08:14:58.800060+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,456,-2.579,-3.531,2.316,,,,,,,,,
2026-05-03T08:14:58.801035+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas:ctx_theory,false,mean,-2.570666666666667,-4.4896666666666665,1.3283333333333334,0.015307950004273487,0.8302296870946819,1.3922342954163043,,,,,,
