timestamp,model,is_final,seed,wikitext2_ppl_qat-1b-int4,fp16_ppl_qat-1b-int4,degradation_qat-1b-int4,qat_time_qat-1b-int4,elapsed_qat-1b-int4,wikitext2_ppl_qat-1b-int3,fp16_ppl_qat-1b-int3,degradation_qat-1b-int3,qat_time_qat-1b-int3,elapsed_qat-1b-int3,wikitext2_ppl_qat-1b-int2,fp16_ppl_qat-1b-int2,degradation_qat-1b-int2,qat_time_qat-1b-int2,elapsed_qat-1b-int2
2026-05-03T07:45:00.705196+00:00,claude-opus-4-6,true,42,11.7299,13.2033,-1.4734,1257.0,1318,13.7854,13.2033,0.5821,1257.4,1320,38.8345,13.2033,25.6312,1257.7,1318
2026-05-01T13:23:17.231163+00:00,openai/gpt-5.4,false,42,17.3489,13.2033,4.1456,1294.8,1360,18.304,13.2033,5.1007,1299.8,1366,,,,,
2026-05-03T08:41:01.798991+00:00,openai/gpt-5.4,false,42,17.3489,13.2033,4.1456,1294.8,1360,18.304,13.2033,5.1007,1299.8,1366,1122.5801,13.2033,1109.3768,1492.1,1558
2026-05-03T08:41:04.195645+00:00,openai/gpt-5.4,true,42,17.3489,13.2033,4.1456,1294.8,1360,18.304,13.2033,5.1007,1299.8,1366,1122.5801,13.2033,1109.3768,1492.1,1558
2026-05-01T13:25:17.270963+00:00,gemini/gemini-3.1-pro-preview,false,42,15.1574,13.2033,1.9541,2280.3,2341,16.2854,13.2033,3.0821,2286.2,2348,,,,,
2026-05-03T08:36:09.874767+00:00,gemini/gemini-3.1-pro-preview,false,42,15.1574,13.2033,1.9541,2280.3,2341,16.2854,13.2033,3.0821,2286.2,2348,19.4754,13.2033,6.2722,1134.0,1197
2026-05-03T08:36:12.078278+00:00,gemini/gemini-3.1-pro-preview,true,42,15.1574,13.2033,1.9541,2280.3,2341,16.2854,13.2033,3.0821,2286.2,2348,19.4754,13.2033,6.2722,1134.0,1197
2026-05-01T13:25:22.368585+00:00,qwen3.6-plus,false,42,4727.2852,13.2033,4714.0819,1755.8,1827,44601.8711,13.2033,44588.6678,1759.2,1831,,,,,
2026-05-03T08:35:19.129142+00:00,qwen3.6-plus,false,42,4727.2852,13.2033,4714.0819,1755.8,1827,44601.8711,13.2033,44588.6678,1759.2,1831,19.4861,13.2033,6.2828,1130.5,1194
2026-05-03T08:36:27.305685+00:00,qwen3.6-plus,true,42,4727.2852,13.2033,4714.0819,1755.8,1827,44601.8711,13.2033,44588.6678,1759.2,1831,19.4861,13.2033,6.2828,1130.5,1194
2026-07-18T10:23:56.068713+00:00,baseline:finetune_then_ptq,false,1,,,,,,,,,,,,,,,
2026-07-18T10:23:56.281003+00:00,baseline:finetune_then_ptq,false,3,,,,,,,,,,,,,,,
2026-07-18T10:24:08.679858+00:00,baseline:no_qat,false,2,,,,,,,,,,,,,,,
2026-07-18T10:24:08.893846+00:00,baseline:no_qat,false,3,,,,,,,,,,,,,,,
2026-07-18T10:24:09.268295+00:00,baseline:lsq,false,1,,,,,,,,,,,,,,,
2026-07-18T10:24:20.141537+00:00,baseline:ste,false,3,,,,,,,,,,,,,,,
2026-07-18T10:24:22.972462+00:00,baseline:lsq,false,2,,,,,,,,,,,,,,,
2026-07-18T10:24:25.746553+00:00,baseline:no_qat,false,1,,,,,,,,,,,,,,,
2026-07-18T10:24:32.849516+00:00,baseline:lsq,false,3,,,,,,,,,,,,,,,
2026-07-18T10:24:38.940655+00:00,baseline:ste,false,1,,,,,,,,,,,,,,,
2026-07-18T10:24:42.040029+00:00,baseline:finetune_then_ptq,false,2,,,,,,,,,,,,,,,
2026-07-18T10:24:58.643458+00:00,baseline:ste,false,2,,,,,,,,,,,,,,,
2026-07-18T10:28:31.055839+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T10:30:02.087544+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T10:30:03.846462+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T10:31:03.695982+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T10:32:01.667335+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T10:32:39.339320+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T10:34:15.891420+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T10:34:25.842574+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T10:35:20.364788+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T10:35:31.768657+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T10:39:24.132412+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T10:39:33.145598+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T11:17:08.573773+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:19:26.908256+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:19:40.973006+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:21:14.671426+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:21:36.914185+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:22:02.509304+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:23:29.428599+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:24:05.786937+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:24:07.556018+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:24:21.122374+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T11:24:29.265800+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:25:44.125655+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:25:58.171436+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:27:35.700319+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:27:55.578438+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:28:07.617482+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:28:12.816367+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T11:28:19.265405+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T11:29:35.793745+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:29:45.389140+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T11:30:29.662597+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:30:39.704225+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T11:30:53.089232+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:31:03.540688+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T12:48:47.743364+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:49:36.447265+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:50:16.913788+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:50:55.873636+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:52:29.196756+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:52:37.918560+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T12:52:45.788355+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:52:49.137334+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:53:02.243073+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-18T12:54:30.531707+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:57:29.687560+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:57:39.083602+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-20T05:28:10.847419+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:29:31.381414+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:30:41.793973+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:31:51.221035+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:32:12.057107+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:32:18.932632+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:32:31.561077+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:32:41.483246+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-20T05:32:49.564550+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:33:17.306099+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:33:38.152942+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:34:06.334974+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:34:49.923654+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:35:01.972137+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-20T05:35:19.716792+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:35:30.359453+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-20T05:36:32.546449+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:36:41.997151+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:36:44.798170+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-20T05:36:53.209572+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-20T05:36:54.942551+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:38:16.606209+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:41:02.999993+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:41:21.666477+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,
2026-07-20T12:47:55.514968+00:00,baseline:lsq,false,3,,,,,,,,,,,,,,,
2026-07-20T12:47:59.951102+00:00,baseline:no_qat,false,3,15.0089,13.2046,1.8043,0.0,58.8,,,,,14.0,104403.4375,13.2046,104390.2329,0.0,64.1
2026-07-20T12:48:05.804285+00:00,baseline:lsq,false,1,,,,,,,,,,,,,,,
2026-07-20T12:48:08.133865+00:00,baseline:no_qat,false,1,15.0089,13.2046,1.8043,0.0,69.5,42.5423,13.2046,29.3378,0.0,61.4,104403.4375,13.2046,104390.2329,0.0,62.5
2026-07-20T12:48:24.210918+00:00,baseline:ste,false,2,,,,,,,,,,,,,,,
2026-07-20T12:48:28.652240+00:00,baseline:no_qat,false,2,15.0089,13.2046,1.8043,0.0,58.6,42.5423,13.2046,29.3378,0.0,61.0,104403.4375,13.2046,104390.2329,0.0,61.1
2026-07-20T13:13:38.951268+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,11.7162,13.2046,-1.4883,472.4,524.4,13.7377,13.2046,0.5331,474.2,521.4,74.3989,13.2046,61.1943,471.3,519.1
2026-07-20T13:14:06.306864+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,11.5998,13.2046,-1.6048,453.3,496.6,12.5005,13.2046,-0.7041,453.3,492.0,18.629,13.2046,5.4244,454.1,493.1
2026-07-20T13:14:08.211566+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,11.6757,13.2046,-1.5289,448.4,494.3,13.1714,13.2046,-0.0331,450.1,490.4,40.6512,13.2046,27.4466,448.2,489.6
2026-07-20T13:14:54.554902+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,11.6119,13.2046,-1.5927,505.0,551.6,12.4696,13.2046,-0.735,506.0,547.8,16.878,13.2046,3.6734,503.7,547.3
2026-07-20T13:15:21.101632+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,11.7338,13.2046,-1.4708,478.7,529.9,13.8738,13.2046,0.6692,478.5,524.6,73.0537,13.2046,59.8491,476.3,524.2
2026-07-20T13:15:50.967144+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,11.6176,13.2046,-1.587,516.1,564.4,12.5037,13.2046,-0.7009,518.2,559.8,16.8311,13.2046,3.6265,517.4,559.2
2026-07-20T13:15:58.476815+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,11.7465,13.2046,-1.458,505.3,560.0,13.9066,13.2046,0.702,504.2,554.9,64.0181,13.2046,50.8135,505.6,556.7
2026-07-20T13:15:59.658610+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,11.552,13.2046,-1.6526,514.3,565.4,12.4292,13.2046,-0.7754,516.2,560.6,17.0661,13.2046,3.8615,515.8,561.2
2026-07-20T13:16:11.824143+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,11.6132,13.2046,-1.5914,504.7,553.2,12.4394,13.2046,-0.7652,506.4,551.5,16.7743,13.2046,3.5698,504.5,549.8
2026-07-20T13:16:43.736705+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,11.6165,13.2046,-1.5881,522.5,568.9,12.5119,13.2046,-0.6927,521.2,562.1,16.8563,13.2046,3.6517,522.1,563.9
2026-07-20T13:16:52.820964+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,11.6367,13.2046,-1.5679,525.8,573.2,12.5198,13.2046,-0.6848,526.4,569.9,17.0502,13.2046,3.8456,525.4,568.7
2026-07-20T13:17:17.143227+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,11.6208,13.2046,-1.5838,525.1,572.2,12.4671,13.2046,-0.7375,525.4,567.0,17.2404,13.2046,4.0358,522.4,564.7
2026-07-20T13:17:44.736694+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,11.6252,13.2046,-1.5794,527.6,575.7,12.497,13.2046,-0.7075,525.3,566.7,16.9607,13.2046,3.7561,526.8,568.1
2026-07-20T13:17:46.145647+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,11.6194,13.2046,-1.5852,538.2,581.5,12.5343,13.2046,-0.6703,538.0,573.7,17.285,13.2046,4.0804,535.6,573.8
2026-07-20T13:17:58.860713+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,11.6263,13.2046,-1.5783,517.3,566.1,12.4959,13.2046,-0.7087,519.0,563.2,16.8545,13.2046,3.6499,516.3,559.6
2026-07-20T13:18:17.571317+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T13:18:31.108694+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,11.6095,13.2046,-1.595,516.0,562.7,12.4853,13.2046,-0.7193,518.5,559.4,16.8263,13.2046,3.6217,517.7,558.9
2026-07-20T13:18:41.284491+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T13:18:51.420189+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,12.2394,13.2046,-0.9652,542.7,592.8,13.9105,13.2046,0.7059,542.4,587.3,80.569,13.2046,67.3644,541.0,585.8
2026-07-20T13:19:09.818908+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T13:19:25.275023+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,31.8093,13.2046,18.6047,531.2,592.6,33.8239,13.2046,20.6193,531.7,586.4,2359.8967,13.2046,2346.6921,528.0,583.6
2026-07-20T13:19:50.347829+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,11.5664,13.2046,-1.6382,520.7,569.0,12.4892,13.2046,-0.7154,520.7,564.2,16.8779,13.2046,3.6733,518.1,560.2
2026-07-20T13:20:24.343146+00:00,baseline:finetune_then_ptq,false,1,12.8216,13.2046,-0.383,718.4,769.2,33.1011,13.2046,19.8965,617.5,668.3,94759.8203,13.2046,94746.6157,619.9,672.0
2026-07-20T13:21:09.119614+00:00,baseline:finetune_then_ptq,false,3,12.8137,13.2046,-0.3909,723.1,769.1,33.9067,13.2046,20.7021,633.7,684.5,91229.5312,13.2046,91216.3267,638.2,688.8
2026-07-20T13:21:21.630863+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,11.7748,13.2046,-1.4298,596.9,639.9,14.4218,13.2046,1.2172,596.0,634.4,49.8008,13.2046,36.5962,594.5,630.8
2026-07-20T13:21:36.940154+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,11.5855,13.2046,-1.6191,607.8,655.4,12.5114,13.2046,-0.6932,604.7,648.7,17.2862,13.2046,4.0816,606.4,647.2
2026-07-20T13:21:41.845176+00:00,baseline:finetune_then_ptq,false,2,12.7103,13.2046,-0.4943,719.4,763.3,33.3174,13.2046,20.1128,624.5,672.7,110292.1016,13.2046,110278.897,679.0,727.1
2026-07-20T13:22:50.568926+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,11.7636,13.2046,-1.441,619.1,669.6,13.9592,13.2046,0.7546,618.8,664.1,71.5087,13.2046,58.3041,618.2,664.5
2026-07-20T13:23:42.104956+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,11.7562,13.2046,-1.4484,665.6,706.2,13.9464,13.2046,0.7418,668.5,703.4,60.3039,13.2046,47.0993,668.2,705.0
2026-07-20T13:27:16.689049+00:00,baseline:ste,false,1,11.8888,13.2046,-1.3158,949.4,1014.8,13.9209,13.2046,0.7163,903.5,974.8,70.9922,13.2046,57.7876,467.1,521.9
2026-07-20T13:27:52.943637+00:00,baseline:ste,false,3,11.8524,13.2046,-1.3522,954.2,1032.0,13.8388,13.2046,0.6342,918.5,988.9,70.0769,13.2046,56.8723,488.1,540.1
2026-07-20T13:31:49.217873+00:00,baseline:lsq,false,2,12.2324,13.2046,-0.9722,1103.7,1151.9,13.555,13.2046,0.3504,1013.5,1062.5,19.5286,13.2046,6.324,500.5,542.2
2026-07-20T13:40:40.693314+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,11.6311,13.2046,-1.5735,451.2,493.2,12.5745,13.2046,-0.6301,450.8,492.2,17.1168,13.2046,3.9122,449.2,491.3
2026-07-20T13:42:26.448189+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,11.7207,13.2046,-1.4839,474.1,518.5,13.7338,13.2046,0.5292,473.7,517.1,17.3394,13.2046,4.1348,471.9,516.0
2026-07-20T13:43:56.789930+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,11.6041,13.2046,-1.6005,503.7,545.7,12.4344,13.2046,-0.7702,505.7,548.9,16.8222,13.2046,3.6176,505.3,548.1
2026-07-20T13:44:16.888809+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,11.5755,13.2046,-1.6291,529.9,569.9,12.5055,13.2046,-0.6991,531.9,572.4,16.9441,13.2046,3.7395,531.4,572.1
2026-07-20T13:44:31.100181+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,11.7502,13.2046,-1.4544,506.3,554.0,13.7921,13.2046,0.5875,479.7,530.4,48.78,13.2046,35.5754,461.4,510.6
2026-07-20T13:45:20.915150+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,11.548,13.2046,-1.6566,516.1,559.4,12.4273,13.2046,-0.7773,514.0,557.0,17.0467,13.2046,3.8421,515.9,558.2
2026-07-20T13:45:27.291420+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,11.548,13.2046,-1.6566,516.1,559.4,12.4273,13.2046,-0.7773,514.0,557.0,17.0467,13.2046,3.8421,515.9,558.2
2026-07-20T13:46:17.013689+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,11.7248,13.2046,-1.4798,478.6,523.2,13.9485,13.2046,0.7439,476.6,523.6,77.5535,13.2046,64.3489,477.0,524.2
2026-07-20T13:46:26.275139+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,11.6142,13.2046,-1.5904,504.0,548.4,12.4463,13.2046,-0.7583,505.7,551.9,16.9041,13.2046,3.6996,527.3,572.3
2026-07-20T13:46:26.483254+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,11.7338,13.2046,-1.4708,478.7,529.9,13.8738,13.2046,0.6692,478.5,524.6,73.0537,13.2046,59.8491,476.3,524.2
2026-07-20T13:46:39.047409+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,11.6132,13.2046,-1.5914,504.7,553.2,12.4394,13.2046,-0.7652,506.4,551.5,16.7743,13.2046,3.5698,504.5,549.8
2026-07-20T13:46:44.415845+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,11.61,13.2046,-1.5946,524.9,567.0,12.5246,13.2046,-0.68,521.8,565.3,16.953,13.2046,3.7484,522.2,565.7
2026-07-20T13:46:55.441322+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,11.6137,13.2046,-1.5909,518.4,561.1,12.4774,13.2046,-0.7272,519.7,563.1,16.7911,13.2046,3.5865,518.8,563.6
2026-07-20T13:47:26.959924+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,11.6135,13.2046,-1.5911,521.1,564.6,12.4467,13.2046,-0.7579,521.0,563.9,16.7718,13.2046,3.5672,520.7,564.0
2026-07-20T13:47:41.933298+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,11.6246,13.2046,-1.58,516.1,556.1,12.4784,13.2046,-0.7262,517.9,563.7,16.8243,13.2046,3.6197,517.8,560.8
2026-07-20T13:47:48.745497+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,11.6246,13.2046,-1.58,516.1,556.1,12.4784,13.2046,-0.7262,517.9,563.7,16.8243,13.2046,3.6197,517.8,560.8
2026-07-20T13:47:49.988119+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,11.6233,13.2046,-1.5812,516.6,558.4,12.4757,13.2046,-0.7289,516.4,558.4,16.8005,13.2046,3.5959,518.3,559.6
2026-07-20T13:47:58.532193+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,11.6233,13.2046,-1.5812,516.6,558.4,12.4757,13.2046,-0.7289,516.4,558.4,16.8005,13.2046,3.5959,518.3,559.6
