timestamp,model,is_final,seed,hopper_normalized_score,elapsed_train_hopper,elapsed_train_walker2d,elapsed_train_halfcheetah,hopper_normalized_score_std,walker2d_normalized_score,halfcheetah_normalized_score
2026-07-18T10:46:43.991724+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T10:46:48.766978+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:47:12.656230+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:47:23.861138+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:47:25.344044+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T10:47:44.016967+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:48:35.677869+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:48:40.842726+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:48:48.982525+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T10:50:15.057028+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T10:50:57.769683+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:51:56.631352+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T10:51:58.022037+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:52:33.299291+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:52:44.646067+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T10:55:46.057292+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:56:56.563325+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:57:23.798894+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T10:57:32.302894+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T10:57:57.932462+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T11:02:16.282090+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T11:02:32.656222+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T12:17:48.187960+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T12:18:25.690253+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T12:18:55.202092+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T12:19:14.689083+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T12:21:08.704772+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T12:22:02.388513+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T12:22:28.988619+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T12:22:41.422311+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T12:22:57.723567+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T12:23:08.460359+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-18T12:25:39.502816+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,
2026-07-18T12:25:52.819013+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-19T08:48:09.908814+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:48:29.794795+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:48:58.252116+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:49:14.039649+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:49:20.328982+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:49:51.040835+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:49:51.606052+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:50:38.850086+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:50:40.438607+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:50:53.597421+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:51:42.671156+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:51:44.337054+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:52:40.381155+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:52:45.438219+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:52:51.119809+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-19T08:52:54.838384+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-19T08:53:16.407650+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:53:30.291835+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-19T08:53:49.379558+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:53:53.709940+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:54:04.255578+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-19T08:54:16.160642+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-19T08:55:22.040526+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-19T08:55:30.294178+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T04:30:09.075600+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:30:46.199773+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:30:56.572880+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:31:38.601974+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:32:21.916316+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:32:26.399397+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:32:35.156746+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T04:33:05.698417+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:33:22.056700+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:33:47.539320+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:33:56.814685+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:34:08.092039+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:34:39.465799+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:35:09.786861+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:35:28.869793+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:35:36.960240+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T04:37:04.231134+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:37:13.441071+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T04:37:54.951569+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:38:35.613196+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T04:38:49.390235+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:38:58.482671+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T04:39:10.823462+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,
2026-07-20T04:39:21.277518+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T12:37:07.593252+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,
2026-07-20T14:54:25.867316+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.6025,2953.8,3233.9,2459.8,,0.675,0.4178
2026-07-20T14:58:51.324191+00:00,baseline:decision_diffuser,false,1,0.9822,3147.8,3134.3,3262.9,,0.7461,0.4398
2026-07-20T15:43:51.443874+00:00,baseline:no_guidance,false,1,0.4425,4246.7,4827.1,3170.9,,0.6667,0.4122
2026-07-20T16:04:08.630007+00:00,baseline:cfg,false,1,0.7772,5343.2,5184.6,2934.3,,0.7765,0.4156
2026-07-20T16:50:35.406595+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.8287,5555.6,5709.1,4542.4,,0.762,0.4365
2026-07-20T16:54:13.754843+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.9599,5782.7,5813.9,4524.8,,0.7532,0.4376
2026-07-20T16:58:50.307456+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.9741,5861.0,5901.8,4558.2,,0.7683,0.4402
2026-07-20T17:03:28.444090+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.9517,5732.3,5816.6,4454.9,,0.716,0.4334
2026-07-20T17:05:07.810233+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.9735,5965.9,6053.9,4735.1,,0.7444,0.4375
2026-07-20T17:18:46.353982+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.9663,6049.8,6192.5,5315.4,,0.7786,0.435
2026-07-20T17:18:47.187057+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.7019,3096.6,3123.5,2358.3,,0.6939,0.404
2026-07-20T18:11:49.723893+00:00,baseline:default,false,1,0.8164,10137.0,6375.8,4611.0,,0.7936,0.4455
2026-07-20T19:42:45.515557+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.7338,3126.7,3117.8,2361.2,,0.745,0.393
2026-07-20T19:42:55.297727+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.7338,3126.7,3117.8,2361.2,,0.745,0.393
2026-07-20T21:16:43.137187+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.8751,5668.3,5735.4,4526.9,,0.7861,0.4363
2026-07-20T21:24:34.662779+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.9615,5718.4,5746.3,4722.8,,0.7498,0.4368
2026-07-20T21:24:49.713066+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,0.9599,5782.7,5813.9,4524.8,,0.7532,0.4376
2026-07-20T21:25:07.196896+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.957,5647.1,5594.1,4399.6,,0.7665,0.4418
2026-07-20T21:41:00.422157+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.9774,5771.1,6059.0,5062.2,,0.7853,0.4355
2026-07-20T21:46:13.010724+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.9642,6155.6,6043.6,4628.3,,0.7493,0.44
2026-07-20T22:05:55.285301+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.9754,6649.9,5908.2,4624.6,,0.7515,0.4383
2026-07-20T22:06:13.063441+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.9663,6049.8,6192.5,5315.4,,0.7786,0.435
2026-07-21T01:37:58.675698+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.8713,5619.3,5621.7,4414.8,,0.7841,0.4416
2026-07-21T01:38:05.476569+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.8713,5619.3,5621.7,4414.8,,0.7841,0.4416
2026-07-21T01:48:07.730197+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.9639,5673.0,5588.9,4469.9,,0.7532,0.4381
2026-07-21T01:48:13.177711+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,0.957,5647.1,5594.1,4399.6,,0.7665,0.4418
2026-07-21T02:20:20.942651+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.9675,5890.5,5865.9,4634.5,,0.8009,0.4381
2026-07-21T02:20:26.549317+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.9675,5890.5,5865.9,4634.5,,0.8009,0.4381
2026-07-21T02:34:00.526464+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.969,6407.7,6297.4,4859.6,,0.7583,0.4418
2026-07-21T02:34:06.773201+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,0.9774,5771.1,6059.0,5062.2,,0.7853,0.4355
