timestamp,model,is_final,seed,rmse_PDBbind2013,rp_PDBbind2013,rmse_PDBbind2016,rp_PDBbind2016,rmse_PDBbind2019,rp_PDBbind2019,elapsed_PDBbind2013,elapsed_PDBbind2016,elapsed_PDBbind2019
2026-07-18T10:22:14.065796+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T10:22:18.393402+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T10:22:21.256308+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T10:22:45.882107+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T10:22:49.439167+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T10:23:12.166126+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T10:23:15.850049+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T10:23:16.847826+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T10:23:26.774882+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T11:24:12.514215+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T11:27:16.311968+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-18T11:29:18.466421+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-19T08:21:04.848484+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-19T08:21:05.042570+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-19T08:21:09.864900+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-19T08:21:36.494133+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-19T08:21:40.267206+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-19T08:22:15.253959+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T04:04:49.539708+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T04:05:54.167531+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T04:05:58.737345+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T04:06:02.671102+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T04:06:09.452808+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T04:06:34.391606+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:37:04.507170+00:00,baseline:schnet,false,1,,,,,,,,,
2026-07-20T12:37:04.512606+00:00,baseline:gign,false,1,,,,,,,,,
2026-07-20T12:37:04.517033+00:00,baseline:ehign,false,1,,,,,,,,,
2026-07-20T12:37:04.549204+00:00,baseline:egnn,false,1,,,,,,,,,
2026-07-20T12:38:00.135547+00:00,baseline:ehign,false,2,,,,,,,,,
2026-07-20T12:38:00.144402+00:00,baseline:egnn,false,2,,,,,,,,,
2026-07-20T12:38:00.152495+00:00,baseline:gign,false,2,,,,,,,,,
2026-07-20T12:38:00.160535+00:00,baseline:schnet,false,2,,,,,,,,,
2026-07-20T12:41:42.953858+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:41:50.079078+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:42:13.924245+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:42:21.138227+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:42:48.192742+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:42:50.381014+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:42:52.675629+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:42:53.081806+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:12.137584+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:15.819478+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:31.035607+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:31.606293+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:36.796540+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:41.108154+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:43.210783+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:45.578490+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:47.490232+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:51.184906+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:43:53.606057+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:44:32.673444+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:44:33.677976+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:44:38.188392+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:44:41.704304+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T12:44:43.166321+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:56:52.424507+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:56:55.672107+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:57:20.301926+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:57:22.177023+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:57:25.216964+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:57:38.033119+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:57:49.308734+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:57:57.804069+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:58:18.328773+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:58:19.531288+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:58:20.427821+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:58:30.426239+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:58:40.448034+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:58:42.179007+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:58:56.101731+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:59:01.346238+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T13:59:13.101682+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T14:00:26.058514+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T14:00:41.294010+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T14:00:47.398284+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T14:00:51.828947+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T14:00:52.569474+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T14:00:55.344049+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-20T14:27:53.840669+00:00,baseline:gign,false,1,1.431562,0.790745,1.293701,0.806064,1.454524,0.624402,914.3,1061.6,922.5
2026-07-20T14:52:39.968033+00:00,baseline:gign,false,2,1.381273,0.812379,1.274595,0.812471,1.464134,0.614046,869.7,1192.3,2230.4
2026-07-20T14:54:33.648594+00:00,baseline:gign,false,3,1.490724,0.768515,1.27585,0.809142,1.44896,0.626668,1418.3,1320.1,2147.2
2026-07-20T15:25:27.134980+00:00,baseline:ehign,false,2,1.327194,0.838055,1.189709,0.840797,1.426005,0.635749,3229.6,2667.5,2159.5
2026-07-20T15:33:07.024005+00:00,baseline:schnet,false,2,,,,,1.568065,0.553397,4561.4,3949.1,1289.3
2026-07-20T15:36:28.939474+00:00,baseline:ehign,false,3,1.286617,0.839332,1.190654,0.841113,1.401223,0.649836,2881.6,3656.6,2426.3
2026-07-20T15:36:37.052317+00:00,baseline:schnet,false,3,1.495276,0.769593,,,1.539965,0.566897,2547.4,4380.7,1712.6
2026-07-20T15:45:19.039790+00:00,baseline:ehign,false,1,,,1.207803,0.835019,1.418643,0.640116,3853.7,2537.9,2777.1
2026-07-20T15:46:44.962341+00:00,baseline:egnn,false,2,,,,,1.433111,0.620257,3931.7,5009.9,1659.1
2026-07-20T15:48:37.451953+00:00,baseline:schnet,false,1,,,,,1.564985,0.56355,4470.0,5720.9,1109.1
2026-07-20T16:03:36.386521+00:00,baseline:egnn,false,3,,,,,1.434443,0.619807,4933.7,6207.5,1504.9
2026-07-20T16:22:19.827190+00:00,baseline:egnn,false,1,,,,,1.398069,0.63602,6101.9,5859.5,2752.6
2026-07-21T10:51:46.739434+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:51:48.607800+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:51:49.142539+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:52:27.098095+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:52:29.925065+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:52:45.744558+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:52:47.587722+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:53:26.960810+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:53:30.179437+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:54:33.118905+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:54:53.476983+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:55:18.239093+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:55:21.735700+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:55:45.400231+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:55:48.301894+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:55:51.437897+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:56:09.478691+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:56:12.683286+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:56:50.686846+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T10:56:55.923335+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,
2026-07-21T12:07:22.368506+00:00,baseline:ehign,false,1,1.351654,0.81792,1.189141,0.83998,1.434179,0.636464,2324.1,2041.4,2180.7
2026-07-21T12:15:27.152512+00:00,baseline:schnet,false,3,1.585123,0.73337,1.410154,0.76528,1.522209,0.577032,2358.0,2440.5,2512.3
2026-07-21T12:25:55.589634+00:00,baseline:schnet,false,2,1.450298,0.794429,,,1.544959,0.564195,2664.5,3987.9,1601.5
2026-07-21T12:31:24.952605+00:00,baseline:egnn,false,2,1.390068,0.8128,,,1.452421,0.611532,3490.5,3933.7,1974.3
2026-07-21T12:32:38.435224+00:00,baseline:egnn,false,3,,,1.249237,0.824329,1.425503,0.628126,4229.3,3828.6,1755.2
2026-07-21T12:46:05.678524+00:00,baseline:schnet,false,1,,,,,1.510714,0.581987,4290.4,4831.9,1996.8
2026-07-21T13:08:42.272361+00:00,baseline:egnn,false,1,,,,,1.40235,0.635392,5665.8,5836.7,2346.8
