timestamp,model,is_final,seed,test_accuracy_CIFAR-10,test_accuracy_CIFAR-100,test_accuracy_ImageNet16-120,elapsed_CIFAR-10,elapsed_CIFAR-100,elapsed_ImageNet16-120,test_accuracy_CIFAR-10_std,test_accuracy_CIFAR-100_std,test_accuracy_ImageNet16-120_std,elapsed_CIFAR-10_std,elapsed_CIFAR-100_std,elapsed_ImageNet16-120_std
2026-04-24T16:45:02.674810+00:00,deepseek-reasoner,false,4,93.56,71.34,45.8333,9,9,9,,,,,,
2026-04-24T16:45:02.677246+00:00,deepseek-reasoner,false,mean,93.32,71.36800000000001,45.84666,8.6,9.0,9.0,0.3699324262618794,0.8254211046490135,0.9072431994785086,0.8944271909999159,0.0,0.0
2026-04-24T16:45:08.184196+00:00,anthropic/claude-opus-4.6,false,0,93.49,70.7,45.5333,23,24,24,,,,,,
2026-04-24T16:45:08.187029+00:00,anthropic/claude-opus-4.6,false,1,93.22,71.5,46.0,23,24,24,,,,,,
2026-04-24T16:45:08.189516+00:00,anthropic/claude-opus-4.6,false,2,93.69,71.34,45.7333,24,24,24,,,,,,
2026-04-24T16:45:08.191920+00:00,anthropic/claude-opus-4.6,false,3,94.04,72.16,44.7,24,24,24,,,,,,
2026-04-24T16:45:08.194319+00:00,anthropic/claude-opus-4.6,false,4,93.66,71.7,40.9667,24,24,24,,,,,,
2026-04-24T16:45:08.196803+00:00,anthropic/claude-opus-4.6,false,mean,93.62,71.48,44.58666,23.6,24.0,24.0,0.2999166550893793,0.5336665625650513,2.081189377014978,0.5477225575051661,0.0,0.0
2026-04-24T16:45:12.196110+00:00,deepseek-reasoner,true,0,94.08,73.26,47.3333,5,6,6,,,,,,
2026-04-24T16:45:12.198644+00:00,deepseek-reasoner,true,1,94.19,70.46,46.0,6,6,6,,,,,,
2026-04-24T16:45:12.200311+00:00,deepseek-reasoner,true,2,93.51,71.04,44.8333,6,6,6,,,,,,
2026-04-24T16:45:12.201945+00:00,deepseek-reasoner,true,3,93.75,71.92,44.9,6,6,7,,,,,,
2026-04-24T16:45:12.203599+00:00,deepseek-reasoner,true,4,93.69,70.44,44.8333,6,6,7,,,,,,
2026-04-24T16:45:12.205247+00:00,deepseek-reasoner,true,mean,93.844,71.424,45.57998,5.8,6.0,6.4,0.2826305008310298,1.1897394672784491,1.0986335453644225,0.4472135954999579,0.0,0.5477225575051661
2026-04-24T16:46:06.224888+00:00,google/gemini-3.1-pro-preview,false,0,94.2,73.24,46.6,2,2,3,,,,,,
2026-04-24T16:46:06.227959+00:00,google/gemini-3.1-pro-preview,false,1,92.96,69.7,43.7,2,2,3,,,,,,
2026-04-24T16:46:06.230780+00:00,google/gemini-3.1-pro-preview,false,2,93.18,71.04,45.4333,2,2,3,,,,,,
2026-04-24T16:46:06.233598+00:00,google/gemini-3.1-pro-preview,false,3,93.53,70.42,44.6667,2,2,3,,,,,,
2026-04-24T16:46:06.236531+00:00,google/gemini-3.1-pro-preview,false,4,93.38,71.16,45.4333,2,2,3,,,,,,
2026-04-24T16:46:06.239338+00:00,google/gemini-3.1-pro-preview,false,mean,93.45,71.112,45.16666,2.0,2.0,3.0,0.47085029467974415,1.3236766976871623,1.0721134375615298,0.0,0.0,0.0
2026-04-24T16:46:06.315191+00:00,openai/gpt-5.4,false,0,93.8,72.48,45.6333,10,11,11,,,,,,
2026-04-24T16:46:06.318715+00:00,openai/gpt-5.4,false,1,93.87,71.26,46.8,10,11,11,,,,,,
2026-04-24T16:46:06.321647+00:00,openai/gpt-5.4,false,2,94.68,72.26,46.1333,10,11,11,,,,,,
2026-04-24T16:46:06.324346+00:00,openai/gpt-5.4,false,3,94.36,72.72,45.6333,10,11,11,,,,,,
2026-04-24T16:46:06.326986+00:00,openai/gpt-5.4,false,4,93.59,71.08,45.7,10,11,11,,,,,,
2026-04-24T16:46:06.329598+00:00,openai/gpt-5.4,false,mean,94.06,71.96000000000001,45.97998,10.0,11.0,11.0,0.4469339996017322,0.7420242583635661,0.503662254889126,0.0,0.0,0.0
2026-04-24T16:46:11.674803+00:00,openai/gpt-5.4,true,0,93.8,72.48,45.6333,10,11,11,,,,,,
2026-04-24T16:46:11.677107+00:00,openai/gpt-5.4,true,1,93.87,71.26,46.8,10,11,11,,,,,,
2026-04-24T16:46:11.679206+00:00,openai/gpt-5.4,true,2,94.68,72.26,46.1333,10,11,11,,,,,,
2026-04-24T16:46:11.681130+00:00,openai/gpt-5.4,true,3,94.36,72.72,45.6333,10,11,11,,,,,,
2026-04-24T16:46:11.683601+00:00,openai/gpt-5.4,true,4,93.59,71.08,45.7,10,11,11,,,,,,
2026-04-24T16:46:11.688264+00:00,openai/gpt-5.4,true,mean,94.06,71.96000000000001,45.97998,10.0,11.0,11.0,0.4469339996017322,0.7420242583635661,0.503662254889126,0.0,0.0,0.0
2026-04-24T16:46:14.033651+00:00,anthropic/claude-opus-4.6,false,0,93.57,71.08,46.5667,9,9,9,,,,,,
2026-04-24T16:46:14.036420+00:00,anthropic/claude-opus-4.6,false,1,93.64,71.26,45.9,9,9,9,,,,,,
2026-04-24T16:46:14.039058+00:00,anthropic/claude-opus-4.6,false,2,93.51,70.94,45.2,9,9,9,,,,,,
2026-04-24T16:46:14.041682+00:00,anthropic/claude-opus-4.6,false,3,93.63,71.0,43.7667,9,9,9,,,,,,
2026-04-24T16:46:14.044256+00:00,anthropic/claude-opus-4.6,false,4,93.79,71.18,43.9667,9,9,9,,,,,,
2026-04-24T16:46:14.046787+00:00,anthropic/claude-opus-4.6,false,mean,93.628,71.092,45.08002,9.0,9.0,9.0,0.10449880382090697,0.1300769003320763,1.2105030636062,0.0,0.0,0.0
2026-04-24T16:46:23.264003+00:00,google/gemini-3.1-pro-preview,true,0,94.2,73.24,46.6,2,2,3,,,,,,
2026-04-24T16:46:23.267269+00:00,google/gemini-3.1-pro-preview,true,1,92.96,69.7,43.7,2,2,3,,,,,,
2026-04-24T16:46:23.270044+00:00,google/gemini-3.1-pro-preview,true,2,93.18,71.04,45.4333,2,2,3,,,,,,
2026-04-24T16:46:23.272704+00:00,google/gemini-3.1-pro-preview,true,3,93.53,70.42,44.6667,2,2,3,,,,,,
2026-04-24T16:46:23.276116+00:00,google/gemini-3.1-pro-preview,true,4,93.38,71.16,45.4333,2,2,3,,,,,,
2026-04-24T16:46:23.279517+00:00,google/gemini-3.1-pro-preview,true,mean,93.45,71.112,45.16666,2.0,2.0,3.0,0.47085029467974415,1.3236766976871623,1.0721134375615298,0.0,0.0,0.0
2026-04-24T16:46:31.349973+00:00,qwen/qwen3.6-plus,false,0,92.83,70.54,46.5667,7,7,7,,,,,,
2026-04-24T16:46:31.352879+00:00,qwen/qwen3.6-plus,false,1,93.7,70.4,45.4667,7,7,7,,,,,,
2026-04-24T16:46:31.355154+00:00,qwen/qwen3.6-plus,false,2,93.18,71.04,45.0667,7,7,8,,,,,,
2026-04-24T16:46:31.357585+00:00,qwen/qwen3.6-plus,false,3,93.27,71.08,45.4333,7,7,8,,,,,,
2026-04-24T16:46:31.359758+00:00,qwen/qwen3.6-plus,false,4,93.62,71.44,45.6,7,7,8,,,,,,
2026-04-24T16:46:31.362050+00:00,qwen/qwen3.6-plus,false,mean,93.32000000000001,70.9,45.62668,7.0,7.0,7.6,0.35234925854895915,0.4252058325093826,0.5614526801075929,0.0,0.0,0.5477225575051661
2026-04-24T16:49:22.757165+00:00,qwen/qwen3.6-plus,false,0,93.3,71.4,45.7,13,13,13,,,,,,
2026-04-24T16:49:22.759719+00:00,qwen/qwen3.6-plus,false,1,93.53,70.8,44.0333,13,13,13,,,,,,
2026-04-24T16:49:22.761844+00:00,qwen/qwen3.6-plus,false,2,93.51,70.94,45.2,13,13,13,,,,,,
2026-04-24T16:49:22.763839+00:00,qwen/qwen3.6-plus,false,3,93.52,70.14,45.4333,13,13,13,,,,,,
2026-04-24T16:49:22.765834+00:00,qwen/qwen3.6-plus,false,4,93.55,70.04,43.7,13,13,13,,,,,,
2026-04-24T16:49:22.767818+00:00,qwen/qwen3.6-plus,false,mean,93.482,70.664,44.813320000000004,13.0,13.0,13.0,0.1028105052997999,0.5701578728738204,0.8899453168594137,0.0,0.0,0.0
2026-04-24T16:51:32.975551+00:00,qwen/qwen3.6-plus,false,0,,,,,,,,,,,,
2026-04-24T16:51:32.980872+00:00,qwen/qwen3.6-plus,false,1,,,,,,,,,,,,
2026-04-24T16:51:32.985445+00:00,qwen/qwen3.6-plus,false,2,,,,,,,,,,,,
2026-04-24T16:51:32.989960+00:00,qwen/qwen3.6-plus,false,3,,,,,,,,,,,,
2026-04-24T16:51:33.022471+00:00,qwen/qwen3.6-plus,false,4,,,,,,,,,,,,
2026-04-24T16:51:55.648677+00:00,qwen/qwen3.6-plus,true,0,92.83,70.54,46.5667,7,7,7,,,,,,
2026-04-24T16:51:55.651766+00:00,qwen/qwen3.6-plus,true,1,93.7,70.4,45.4667,7,7,7,,,,,,
2026-04-24T16:51:55.654226+00:00,qwen/qwen3.6-plus,true,2,93.18,71.04,45.0667,7,7,8,,,,,,
2026-04-24T16:51:55.656637+00:00,qwen/qwen3.6-plus,true,3,93.27,71.08,45.4333,7,7,8,,,,,,
2026-04-24T16:51:55.659061+00:00,qwen/qwen3.6-plus,true,4,93.62,71.44,45.6,7,7,8,,,,,,
2026-04-24T16:51:55.661405+00:00,qwen/qwen3.6-plus,true,mean,93.32000000000001,70.9,45.62668,7.0,7.0,7.6,0.35234925854895915,0.4252058325093826,0.5614526801075929,0.0,0.0,0.5477225575051661
2026-04-24T17:00:41.471768+00:00,anthropic/claude-opus-4.6,false,0,93.3,72.4,47.0333,10,11,11,,,,,,
2026-04-24T17:00:41.474481+00:00,anthropic/claude-opus-4.6,false,1,93.53,73.16,45.1333,11,11,11,,,,,,
2026-04-24T17:00:41.477044+00:00,anthropic/claude-opus-4.6,false,2,93.76,71.08,46.7667,11,11,11,,,,,,
2026-04-24T17:00:41.516151+00:00,anthropic/claude-opus-4.6,false,3,93.94,70.98,45.5,11,11,11,,,,,,
2026-04-24T17:00:41.518789+00:00,anthropic/claude-opus-4.6,false,4,93.56,69.92,45.5667,11,11,11,,,,,,
2026-04-24T17:00:41.521197+00:00,anthropic/claude-opus-4.6,false,mean,93.618,71.508,46.0,10.8,11.0,11.0,0.2429403218899661,1.275586139780453,0.8432756903883805,0.4472135954999579,0.0,0.0
2026-04-24T17:04:15.419599+00:00,anthropic/claude-opus-4.6,false,0,93.65,72.04,46.2333,16,16,16,,,,,,
2026-04-24T17:04:15.422704+00:00,anthropic/claude-opus-4.6,false,1,93.37,70.42,46.9,16,16,16,,,,,,
2026-04-24T17:04:15.426713+00:00,anthropic/claude-opus-4.6,false,2,93.79,71.26,46.7667,16,16,16,,,,,,
2026-04-24T17:04:15.430518+00:00,anthropic/claude-opus-4.6,false,3,93.8,71.92,44.7,16,16,15,,,,,,
2026-04-24T17:04:15.434240+00:00,anthropic/claude-opus-4.6,false,4,93.53,71.26,45.7333,16,16,15,,,,,,
2026-04-24T17:04:15.438047+00:00,anthropic/claude-opus-4.6,false,mean,93.628,71.38000000000001,46.06666,16.0,16.0,15.6,0.18198901065723633,0.647610994347688,0.8931921534585924,0.0,0.0,0.5477225575051661
2026-04-24T17:04:35.260361+00:00,anthropic/claude-opus-4.6,true,0,93.3,72.4,47.0333,10,11,11,,,,,,
2026-04-24T17:04:35.263407+00:00,anthropic/claude-opus-4.6,true,1,93.53,73.16,45.1333,11,11,11,,,,,,
2026-04-24T17:04:35.266100+00:00,anthropic/claude-opus-4.6,true,2,93.76,71.08,46.7667,11,11,11,,,,,,
2026-04-24T17:04:35.268680+00:00,anthropic/claude-opus-4.6,true,3,93.94,70.98,45.5,11,11,11,,,,,,
2026-04-24T17:04:35.271194+00:00,anthropic/claude-opus-4.6,true,4,93.56,69.92,45.5667,11,11,11,,,,,,
2026-04-24T17:04:35.273787+00:00,anthropic/claude-opus-4.6,true,mean,93.618,71.508,46.0,10.8,11.0,11.0,0.2429403218899661,1.275586139780453,0.8432756903883805,0.4472135954999579,0.0,0.0
