timestamp,model,is_final,seed,test_acc_resnet20-cifar10,test_acc_vgg16bn-cifar100,test_acc_mobilenetv2-fmnist,elapsed_resnet20-cifar10,elapsed_vgg16bn-cifar100,elapsed_mobilenetv2-fmnist
2026-04-14T06:31:11.231652+00:00,google/gemini-3.1-pro-preview,true,42,92.68,73.58,94.91,813,827,3244
2026-04-14T07:02:16.014844+00:00,openai/gpt-5.4,false,42,92.5,70.12,94.35,963,1095,4160
2026-04-14T08:52:26.755625+00:00,openai/gpt-5.4,false,42,92.25,70.04,94.2,1384,1499,6398
2026-04-14T08:52:31.570603+00:00,openai/gpt-5.4,true,42,92.5,70.12,94.35,963,1095,4160
2026-05-04T13:41:27.959630+00:00,kimi-k2.6,false,42,10.0,1.0,,1411,1594,
2026-05-04T13:52:32.482621+00:00,gemini/gemini-3.1-flash-lite-preview,false,42,91.98,1.0,,1092,1099,
2026-05-04T14:03:38.712101+00:00,vertex_ai/claude-sonnet-4-6,false,42,93.27,1.0,,1106,1219,
2026-05-04T14:05:14.928547+00:00,claude-opus-4-7,false,42,92.88,72.8,94.8,885,985,3367
2026-05-04T14:05:22.458830+00:00,claude-opus-4-7,true,42,92.88,72.8,94.8,885,985,3367
2026-05-04T14:07:39.559769+00:00,openai/gpt-5.5,false,42,92.37,67.61,,1126,1179,
2026-05-04T15:04:35.724336+00:00,qwen3.6-max-preview,false,42,92.58,71.39,,1117,1152,
2026-05-04T15:04:57.418066+00:00,deepseek-v4-flash,false,42,92.57,1.0,,1064,1137,
2026-05-04T15:11:28.129996+00:00,deepseek-v4-pro,false,42,92.39,1.0,,984,1126,
2026-05-04T15:17:37.338159+00:00,openai/gpt-5.5-pro,false,42,93.2,72.64,94.76,1155,1145,3865
2026-05-04T15:17:55.007650+00:00,openai/gpt-5.5-pro,true,42,93.2,72.64,94.76,1155,1145,3865
2026-05-04T15:18:28.510174+00:00,glm-5.1,false,42,92.51,69.47,,1060,1176,
2026-07-17T09:36:32.896824+00:00,baseline:gelu,false,1,,,,,,
2026-07-17T09:39:33.773785+00:00,baseline:gelu,false,1,,,,,,
2026-07-17T10:09:26.823453+00:00,baseline:gelu,false,1,93.04,,,694.0,,
2026-07-17T11:11:28.356237+00:00,claude-fable-5:eng:ctx_proposal,false,42,92.18,68.83,93.87,1201.7,1185.4,2212.8
2026-07-17T12:47:43.598310+00:00,baseline:gelu,false,2,93.01,,,684.0,,
2026-07-17T13:18:33.775913+00:00,claude-fable-5:eng:ctx_proposal,false,42,92.03,68.18,94.1,1988.4,2080.4,5474.2
2026-07-17T13:18:40.589363+00:00,claude-fable-5:eng:ctx_proposal,true,42,92.18,68.83,93.87,1201.7,1185.4,2212.8
2026-07-17T13:38:35.942772+00:00,claude-fable-5:eng:ctx_proposal,false,42,92.69,71.56,94.92,2608.7,2804.4,5344.5
2026-07-17T15:02:00.109248+00:00,claude-fable-5:eng:ctx_proposal,false,42,92.65,72.03,95.11,1633.0,1607.9,3307.9
2026-07-17T15:02:42.455315+00:00,claude-fable-5__exp09rl:eng:ctx_proposal,false,42,92.14,68.54,95.02,1680.9,1664.4,3519.2
2026-07-17T15:39:32.251447+00:00,baseline:silu,false,1,92.59,69.91,94.8,2891.3,2883.9,4663.0
2026-07-17T15:39:32.507245+00:00,baseline:gelu,false,1,92.73,72.03,94.76,2891.4,2885.2,4663.3
2026-07-17T15:43:09.241577+00:00,baseline:silu,false,1,92.67,70.42,94.7,2893.3,2889.0,4674.0
2026-07-17T15:43:09.304612+00:00,baseline:gelu,false,1,93.02,71.31,94.74,2896.1,2889.7,4674.1
2026-07-17T15:45:26.985215+00:00,baseline:mish,false,1,93.0,71.41,94.68,2891.6,2890.9,5017.7
2026-07-17T15:48:49.815996+00:00,baseline:mish,false,1,93.0,70.67,94.8,2896.3,2895.9,5014.6
2026-07-17T16:25:10.818752+00:00,claude-fable-5:eng:ctx_proposal,false,42,92.67,71.43,95.24,1650.7,1626.2,3289.0
2026-07-17T16:25:16.842594+00:00,claude-fable-5:eng:ctx_proposal,true,42,92.65,72.03,95.11,1633.0,1607.9,3307.9
2026-07-17T16:29:59.616019+00:00,claude-fable-5__exp09rl:eng:ctx_proposal,false,42,93.09,72.66,95.13,1688.4,1674.7,3472.9
2026-07-17T16:30:12.803529+00:00,claude-fable-5__exp09rl:eng:ctx_proposal,true,42,93.09,72.66,95.13,1688.4,1674.7,3472.9
2026-07-17T20:56:01.657149+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,92.78,65.9,94.64,1568.0,1558.5,3192.2
2026-07-17T20:58:03.462114+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,92.76,67.24,94.53,1555.3,1548.0,3120.7
2026-07-17T21:03:34.523679+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,92.63,61.9,94.65,1671.5,1655.0,3278.3
2026-07-17T21:38:48.451923+00:00,baseline:gelu,false,3,93.04,71.86,94.73,2888.4,2885.7,4667.5
2026-07-17T21:38:48.842567+00:00,baseline:silu,false,3,92.55,70.33,94.54,2892.8,2893.5,4668.0
2026-07-17T21:44:41.121197+00:00,baseline:mish,false,3,92.94,71.09,94.49,2893.3,2894.0,5020.2
2026-07-17T22:17:55.719060+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,93.13,71.25,94.88,1564.9,1559.3,3162.3
2026-07-17T22:24:21.318832+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,91.29,63.22,93.31,1775.5,1737.4,3435.7
2026-07-17T22:29:39.104790+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,92.84,68.11,94.59,1719.6,1695.8,3355.7
2026-07-17T23:37:50.019457+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,92.97,70.33,94.58,1571.6,1568.6,3157.8
2026-07-17T23:38:00.679435+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,93.13,71.25,94.88,1564.9,1559.3,3162.3
2026-07-17T23:44:25.541431+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,92.66,70.29,94.73,1572.1,1567.3,3143.4
2026-07-17T23:44:31.955473+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,92.66,70.29,94.73,1572.1,1567.3,3143.4
2026-07-17T23:55:47.134114+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,92.97,67.76,94.51,1732.4,1707.3,3360.1
2026-07-17T23:55:56.036465+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,92.84,68.11,94.59,1719.6,1695.8,3355.7
2026-07-18T08:18:27.738353+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,92.69,70.87,94.63,983.2,970.2,1535.8
2026-07-18T08:18:31.422262+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,92.66,71.28,94.35,991.6,981.9,1540.6
2026-07-18T08:24:39.809419+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,92.38,70.82,94.64,988.5,976.3,1570.6
2026-07-18T08:39:28.528949+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,92.31,71.02,94.39,1330.1,1312.5,2421.4
2026-07-18T08:43:33.900217+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,90.47,66.82,93.08,1042.1,1028.1,1715.8
2026-07-18T08:43:46.686903+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,89.3,66.41,92.46,1045.0,1031.9,1720.1
2026-07-18T08:43:58.438297+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,90.0,67.81,93.33,1041.6,1025.1,1720.0
2026-07-18T08:48:36.176476+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,92.84,70.9,94.45,1482.6,1452.1,2815.0
2026-07-18T08:49:52.154008+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,92.23,70.95,94.19,1488.3,1462.5,2900.8
2026-07-18T09:00:13.798594+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,1.0,94.21,0.0,904.1,2809.9
2026-07-18T09:00:41.720011+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,1.0,94.22,0.0,946.6,2845.7
2026-07-18T09:00:46.376174+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,1.0,94.16,0.0,949.7,2860.3
2026-07-18T09:01:22.132567+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,92.92,70.89,94.5,974.6,962.3,1540.0
2026-07-18T09:01:30.696865+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,92.92,70.89,94.5,974.6,962.3,1540.0
2026-07-18T09:01:37.606653+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,92.69,71.18,94.5,981.5,968.2,1552.4
2026-07-18T09:01:44.856483+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,92.69,71.18,94.5,981.5,968.2,1552.4
2026-07-18T09:06:59.758743+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,92.35,71.09,94.74,983.6,976.4,1495.9
2026-07-18T09:07:06.907225+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,92.35,71.09,94.74,983.6,976.4,1495.9
2026-07-18T09:30:34.757947+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,91.04,68.15,93.63,1039.2,1026.3,1701.0
2026-07-18T09:31:01.567659+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,89.18,60.27,92.56,1047.7,1034.6,1724.7
2026-07-18T09:31:24.705175+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,87.98,60.4,91.54,1034.4,1024.3,1757.4
2026-07-18T09:42:03.165122+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,93.07,71.49,94.7,1307.5,1294.9,2389.4
2026-07-18T10:00:34.498524+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,92.86,71.97,94.52,1464.3,1441.4,2784.9
2026-07-18T10:03:25.030443+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,92.4,70.22,94.31,1488.0,1472.5,2867.1
2026-07-18T10:14:27.260485+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,89.71,1.0,94.07,1473.6,1439.8,2891.2
2026-07-18T10:16:20.220343+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,88.79,1.0,94.24,1498.1,1460.0,2911.9
2026-07-18T10:16:53.182186+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,91.85,69.13,94.06,1037.4,1030.9,1685.4
2026-07-18T10:17:00.326243+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,91.85,69.13,94.06,1037.4,1030.9,1685.4
2026-07-18T10:17:27.033145+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,89.66,1.0,94.24,1505.3,1471.9,2972.2
2026-07-18T10:18:21.036802+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,90.1,67.4,92.86,1034.0,1023.4,1747.6
2026-07-18T10:18:28.785524+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,90.47,66.82,93.08,1042.1,1028.1,1715.8
2026-07-18T10:19:06.704038+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,91.34,67.49,93.6,1034.1,1020.6,1779.4
2026-07-18T10:19:14.232990+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,91.34,67.49,93.6,1034.1,1020.6,1779.4
2026-07-18T10:46:16.959617+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,93.36,71.67,94.84,1320.1,1315.1,2440.3
2026-07-18T10:46:24.720577+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,93.36,71.67,94.84,1320.1,1315.1,2440.3
2026-07-18T11:11:40.091567+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,92.62,71.59,94.47,1436.3,1426.5,2751.8
2026-07-18T11:11:46.811805+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,92.86,71.97,94.52,1464.3,1441.4,2784.9
2026-07-18T11:23:39.560293+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,91.79,69.84,94.2,1577.5,1565.8,3093.1
2026-07-18T11:23:48.131008+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,92.23,70.95,94.19,1488.3,1462.5,2900.8
2026-07-18T11:26:56.769895+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,91.54,1.0,94.89,1418.4,1394.3,2652.9
2026-07-18T11:27:03.531784+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,91.54,1.0,94.89,1418.4,1394.3,2652.9
2026-07-18T11:32:36.017735+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,93.12,73.65,94.99,1360.4,1352.0,2487.0
2026-07-18T11:33:30.629145+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,92.94,73.64,94.94,1368.6,1358.1,2540.3
2026-07-18T11:34:45.876305+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,92.68,74.14,94.94,1390.7,1382.7,2569.3
2026-07-18T11:35:53.635983+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,90.07,69.55,94.41,1542.2,1497.8,3034.1
2026-07-18T11:36:00.866557+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,90.07,69.55,94.41,1542.2,1497.8,3034.1
2026-07-18T11:42:50.845434+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,89.91,62.77,94.26,1649.1,1611.2,3216.2
2026-07-18T11:42:57.843463+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,89.91,62.77,94.26,1649.1,1611.2,3216.2
2026-07-18T12:00:02.642711+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,93.27,73.57,,1409.7,1404.3,0.0
2026-07-18T12:00:28.042107+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,93.12,73.65,94.99,1360.4,1352.0,2487.0
2026-07-18T12:01:00.199107+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,92.81,73.56,,1411.6,1394.5,0.0
2026-07-18T12:01:06.441730+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,92.94,73.64,94.94,1368.6,1358.1,2540.3
2026-07-18T12:02:43.073736+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,92.94,73.86,,1416.2,1398.9,0.0
2026-07-18T13:10:36.891623+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,93.21,73.3,94.71,1385.6,1372.5,2562.0
2026-07-18T13:10:44.847430+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,92.68,74.14,94.94,1390.7,1382.7,2569.3
2026-07-20T04:57:41.320015+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,92.75,70.19,94.83,1225.2,1212.3,2189.7
2026-07-20T04:58:26.853740+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,93.21,67.48,94.85,1230.4,1220.9,2191.7
2026-07-20T05:03:40.635793+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,92.92,70.67,94.89,1336.1,1303.3,2411.9
2026-07-20T05:54:33.982493+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,93.12,71.78,94.73,1213.6,1199.5,2141.8
2026-07-20T05:56:52.582623+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,93.18,73.47,95.22,1237.7,1224.4,2200.2
2026-07-20T05:57:04.214528+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,93.18,73.47,95.22,1237.7,1224.4,2200.2
2026-07-20T06:06:16.528561+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,93.21,71.97,94.99,1318.3,1291.8,2369.1
2026-07-20T06:07:00.627309+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,
2026-07-20T06:07:09.102363+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,93.21,71.97,94.99,1318.3,1291.8,2369.1
2026-07-20T06:51:41.437094+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,93.08,73.1,94.75,1217.9,1206.2,2160.2
2026-07-20T06:51:46.653375+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,93.08,73.1,94.75,1217.9,1206.2,2160.2
2026-07-21T11:59:38.601411+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,92.02,70.43,95.06,1210.0,1199.2,2133.1
2026-07-21T12:01:53.452225+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,92.99,73.43,95.12,1238.5,1221.9,2228.4
2026-07-21T12:02:08.205111+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,93.0,73.77,95.2,1238.3,1225.3,2188.7
2026-07-21T12:14:40.050521+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,92.65,69.2,94.93,1407.8,1398.3,2612.4
2026-07-21T12:16:17.154919+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,92.51,68.05,94.72,1424.6,1410.0,2674.7
2026-07-21T12:16:30.321208+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,92.6,67.84,94.67,1448.4,1431.8,2706.2
2026-07-21T12:17:04.298542+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,93.2,70.37,95.01,1388.9,1379.1,2687.5
2026-07-21T12:21:41.274717+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,92.94,70.75,94.65,1469.6,1464.1,2948.2
2026-07-21T12:22:34.497236+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,92.62,68.25,94.8,1487.7,1479.1,2926.3
2026-07-21T12:56:42.085856+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,93.16,72.9,94.86,1216.7,1208.6,2139.3
2026-07-21T13:00:37.353367+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,93.08,73.97,94.94,1232.5,1218.0,2227.3
2026-07-21T13:00:54.399955+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,93.57,73.84,94.84,1237.4,1221.2,2220.5
2026-07-21T13:23:41.928041+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,92.74,69.08,94.78,1421.9,1410.4,2660.3
2026-07-21T13:27:24.890556+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,92.67,68.12,95.18,1456.8,1431.0,2717.9
2026-07-21T13:27:26.669955+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,93.03,72.74,95.37,1441.5,1412.3,2727.2
2026-07-21T13:30:56.431849+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,92.35,1.0,95.0,1499.5,1478.2,2860.0
2026-07-21T13:31:06.414754+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,93.2,70.37,95.01,1388.9,1379.1,2687.5
2026-07-21T13:38:28.623205+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,92.35,68.02,94.61,1537.3,1527.0,3007.4
2026-07-21T13:41:51.714461+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,92.76,69.07,94.84,1582.2,1553.5,3106.5
2026-07-21T13:53:44.262817+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,92.76,72.07,95.07,1212.4,1204.3,2166.6
2026-07-21T13:53:50.199111+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,93.16,72.9,94.86,1216.7,1208.6,2139.3
2026-07-21T14:00:00.498493+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,93.33,73.56,94.96,1242.2,1229.2,2256.8
2026-07-21T14:00:02.734064+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,92.81,73.65,94.95,1246.9,1235.2,2269.7
2026-07-21T14:00:06.306637+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,93.57,73.84,94.84,1237.4,1221.2,2220.5
2026-07-21T14:00:07.272880+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,93.08,73.97,94.94,1232.5,1218.0,2227.3
2026-07-21T14:33:45.052993+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,92.59,69.13,94.56,1436.9,1418.1,2699.6
2026-07-21T14:33:52.672931+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,92.65,69.2,94.93,1407.8,1398.3,2612.4
2026-07-21T14:37:20.508920+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,92.94,65.84,94.78,1447.0,1425.8,2691.8
2026-07-21T14:37:28.442427+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,92.67,68.12,95.18,1456.8,1431.0,2717.9
2026-07-21T14:39:05.429422+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,92.67,71.29,94.94,1440.7,1412.0,2804.5
2026-07-21T14:39:14.583648+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,93.03,72.74,95.37,1441.5,1412.3,2727.2
2026-07-21T14:55:03.445950+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,92.58,69.67,95.23,1521.2,1506.1,2998.0
2026-07-21T14:55:11.329108+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,92.94,70.75,94.65,1469.6,1464.1,2948.2
2026-07-21T15:00:22.120166+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,92.65,69.67,94.78,1570.6,1543.3,3085.8
2026-07-21T15:00:30.551860+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,92.65,69.67,94.78,1570.6,1543.3,3085.8
