timestamp,model,is_final,seed,test_return_mean_mmm,test_return_std_mmm,test_battle_won_mean_mmm,test_return_mean_2s3z,test_return_std_2s3z,test_battle_won_mean_2s3z,test_return_mean_3s5z,test_return_std_3s5z,test_battle_won_mean_3s5z,test_return_mean_mmm_std,test_battle_won_mean_mmm_std,test_return_mean_2s3z_std,test_battle_won_mean_2s3z_std,test_return_mean_3s5z_std,test_battle_won_mean_3s5z_std,elapsed_2s3z,elapsed_3s5z,test_return_std_2s3z_std,elapsed_2s3z_std,test_return_std_3s5z_std,elapsed_3s5z_std,elapsed_mmm,test_return_std_mmm_std,elapsed_mmm_std
2026-04-21T14:28:41.172008+00:00,gpt-5.4,true,456,23.388,0.7653,1.0,19.6697,1.3098,0.9375,19.4243,1.5238,0.875,,,,,,,34938,38610,,,,,47005,,
2026-04-21T14:28:38.857116+00:00,gpt-5.4,false,mean,22.991266666666668,2.057933333333333,0.9479,19.7318,1.1451,0.9479333333333333,19.093866666666667,1.8885666666666667,0.8125,0.45187415652295654,0.047756989017315565,0.08815514732560957,0.018071063425635282,0.44306060909691963,0.10825317547305482,42982.666666666664,38610.0,0.19390046415622633,6966.885698311214,0.3358887663101183,0.0,47005.0,1.3045078625034552,0.0
2026-04-21T14:28:41.174258+00:00,gpt-5.4,true,mean,22.991266666666668,2.057933333333333,0.9479,19.7318,1.1451,0.9479333333333333,19.093866666666667,1.8885666666666667,0.8125,0.45187415652295654,0.047756989017315565,0.08815514732560957,0.018071063425635282,0.44306060909691963,0.10825317547305482,42982.666666666664,38610.0,0.19390046415622633,6966.885698311214,0.3358887663101183,0.0,47005.0,1.3045078625034552,0.0
2026-04-21T19:50:12.341947+00:00,qwen3.6-plus,false,42,23.2282,1.6158,0.9688,19.636,1.4163,0.9375,19.1941,2.0285,0.8438,,,,,,,47640,36388,,,,,47501,,
2026-04-22T08:41:45.100565+00:00,qwen3.6-plus,false,42,23.1137,2.2032,0.9375,19.6654,1.296,0.9375,19.0286,1.9121,0.7812,,,,,,,45476,34160,,,,,44427,,
2026-04-22T08:42:00.435633+00:00,qwen3.6-plus,true,42,23.2282,1.6158,0.9688,19.636,1.4163,0.9375,19.1941,2.0285,0.8438,,,,,,,47640,36388,,,,,47501,,
2026-04-21T19:50:12.345333+00:00,qwen3.6-plus,false,123,22.8838,2.3111,0.9375,18.9841,2.431,0.8438,19.3615,1.7542,0.875,,,,,,,47640,36388,,,,,47501,,
2026-04-22T08:41:45.103351+00:00,qwen3.6-plus,false,123,23.1799,1.8042,0.9375,19.7047,1.1476,0.9375,17.8926,2.8115,0.5938,,,,,,,45476,34160,,,,,44757,,
2026-04-22T08:42:00.438745+00:00,qwen3.6-plus,true,123,22.8838,2.3111,0.9375,18.9841,2.431,0.8438,19.3615,1.7542,0.875,,,,,,,47640,36388,,,,,47501,,
2026-04-21T19:50:12.347790+00:00,qwen3.6-plus,false,456,23.5326,0.9042,0.9688,19.5998,1.64,0.9375,18.6199,2.3981,0.7188,,,,,,,34506,36388,,,,,47640,,
2026-04-22T08:41:45.105882+00:00,qwen3.6-plus,false,456,22.7671,1.9635,0.9688,18.0631,2.9287,0.6875,18.0125,2.678,0.625,,,,,,,32345,34621,,,,,45476,,
2026-04-22T08:42:00.441396+00:00,qwen3.6-plus,true,456,23.5326,0.9042,0.9688,19.5998,1.64,0.9375,18.6199,2.3981,0.7188,,,,,,,34506,36388,,,,,47640,,
2026-04-21T19:50:12.350164+00:00,qwen3.6-plus,false,mean,23.214866666666666,1.6103666666666667,0.9583666666666667,19.406633333333332,1.8291,0.9062666666666667,19.0585,2.0602666666666667,0.8125333333333333,0.3246054425503871,0.018071063425635282,0.3663719740009219,0.054097720223067934,0.38895135942685577,0.08266083312750563,43262.0,36388.0,0.5331258106676136,7582.918435536545,0.3231232633737987,0.0,47547.333333333336,0.7034657371424237,80.25168741735799
2026-04-22T08:41:45.108337+00:00,qwen3.6-plus,false,mean,23.020233333333334,1.9903,0.9479333333333333,19.1444,1.7907666666666666,0.8541666666666666,18.311233333333334,2.4672,0.6666666666666666,0.2217046984917858,0.018071063425635282,0.9366394130080166,0.14433756729740643,0.6241435758968712,0.10040803420709588,41099.0,34313.666666666664,0.9882686088980736,7581.186384728976,0.48534273457011806,266.1584740964175,44886.666666666664,0.20084553766514196,536.3863657228186
2026-04-22T08:42:00.443988+00:00,qwen3.6-plus,true,mean,23.214866666666666,1.6103666666666667,0.9583666666666667,19.406633333333332,1.8291,0.9062666666666667,19.0585,2.0602666666666667,0.8125333333333333,0.3246054425503871,0.018071063425635282,0.3663719740009219,0.054097720223067934,0.38895135942685577,0.08266083312750563,43262.0,36388.0,0.5331258106676136,7582.918435536545,0.3231232633737987,0.0,47547.333333333336,0.7034657371424237,80.25168741735799
