timestamp,model,is_final,seed,test_return_mean_3s5z_vs_3s6z,test_return_std_3s5z_vs_3s6z,test_battle_won_mean_3s5z_vs_3s6z,test_return_mean_corridor,test_return_std_corridor,test_battle_won_mean_corridor,test_return_mean_MMM2,test_return_std_MMM2,test_battle_won_mean_MMM2,test_return_mean_simple_spread,test_return_std_simple_spread,elapsed_simple-spread,test_return_mean_simple_reference,test_return_std_simple_reference,elapsed_simple-reference,test_return_mean_simple_speaker_listener,test_return_std_simple_speaker_listener,elapsed_simple-speaker-listener,test_return_mean_simple_spread_std,test_return_std_simple_spread_std,elapsed_simple-spread_std,test_return_mean_simple_reference_std,test_return_std_simple_reference_std,elapsed_simple-reference_std,test_return_mean_simple_speaker_listener_std,test_return_std_simple_speaker_listener_std,elapsed_simple-speaker-listener_std,test_return_mean_simple_tag,test_return_std_simple_tag,elapsed_simple-tag,test_return_mean_simple_tag_std,test_return_std_simple_tag_std,elapsed_simple-tag_std,test_return_mean_2s3z,test_return_std_2s3z,test_battle_won_mean_2s3z,test_return_mean_3s5z,test_return_std_3s5z,test_battle_won_mean_3s5z,test_return_mean_MMM,test_return_std_MMM,test_battle_won_mean_MMM,test_return_mean_2s3z_std,test_return_std_2s3z_std,test_battle_won_mean_2s3z_std,test_return_mean_3s5z_std,test_return_std_3s5z_std,test_battle_won_mean_3s5z_std,test_return_mean_MMM_std,test_return_std_MMM_std,test_battle_won_mean_MMM_std,test_return_mean_3s5z_vs_3s6z_std,test_return_std_3s5z_vs_3s6z_std,test_battle_won_mean_3s5z_vs_3s6z_std,test_return_mean_corridor_std,test_return_std_corridor_std,test_battle_won_mean_corridor_std,test_return_mean_MMM2_std,test_return_std_MMM2_std,test_battle_won_mean_MMM2_std,test_return_mean_3s_vs_5z,test_return_std_3s_vs_5z,test_battle_won_mean_3s_vs_5z,elapsed_3s_vs_5z,test_return_mean_2c_vs_64zg,test_return_std_2c_vs_64zg,test_battle_won_mean_2c_vs_64zg,elapsed_2c_vs_64zg,test_return_mean_10m_vs_11m,test_return_std_10m_vs_11m,test_battle_won_mean_10m_vs_11m,elapsed_3s5z_vs_3s6z
2026-04-12T08:07:43.095588+00:00,baseline:qmix,false,123,,,,,,,,,,-61.3594,15.3457,2827,-34.2035,11.7465,2672,-15.4258,9.7919,3014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-12T08:07:43.096024+00:00,baseline:qmix,false,456,,,,,,,,,,-59.2665,12.9784,,-33.134,10.2738,2696,-20.9368,20.5926,1633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-12T08:07:43.096471+00:00,baseline:qmix,false,mean,,,,,,,,,,-56.042233333333336,13.593933333333334,2823.5,-34.58753333333333,11.7114,2684.0,-18.680033333333334,15.068466666666668,2553.6666666666665,7.470750975861352,1.5392520792038364,4.949747468305833,1.678822802839339,1.420375306037105,16.97056274847714,2.8877300883796835,5.404604246689423,797.3207217508732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T02:44:42.966419+00:00,baseline:linear_mixer,false,42,,,,,,,,,,-37.963,12.4378,13449,,,,-26.0185,22.7108,11709,,,,,,,,,,202.5,153.8871,14758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T02:44:42.967543+00:00,baseline:linear_mixer,false,123,,,,,,,,,,-40.9496,14.4273,13449,,,,-28.5345,20.5598,11709,,,,,,,,,,232.5,178.273,14699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T02:44:42.968365+00:00,baseline:linear_mixer,false,456,,,,,,,,,,-35.9509,7.7562,14041,,,,-23.1028,18.5773,14560,,,,,,,,,,189.375,146.4782,14699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T02:44:42.969101+00:00,baseline:linear_mixer,false,mean,,,,,,,,,,-38.28783333333333,11.540433333333333,13646.333333333334,,,,-25.885266666666666,20.615966666666665,12659.333333333334,2.515131794426155,3.424885983990319,341.79135936025847,,,,2.718299939913427,2.067322322071072,1646.0256174596232,208.125,159.5461,14718.666666666666,22.105923979784244,16.635670636015853,34.06366588218792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T02:44:43.151851+00:00,baseline:qmix,false,42,,,,,,,,,,-43.3233,10.5818,17720,,,,-22.6736,21.0064,11969,,,,,,,,,,216.5625,162.8959,12474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T02:44:43.152810+00:00,baseline:qmix,false,123,,,,,,,,,,-44.7889,14.2708,17830,,,,-19.5192,14.8501,11975,,,,,,,,,,220.3125,157.0725,13782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T02:44:43.154338+00:00,baseline:qmix,false,456,,,,,,,,,,-40.0772,10.0389,12071,,,,-21.3133,17.8973,14510,,,,,,,,,,163.125,152.9591,13795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T02:44:43.155047+00:00,baseline:qmix,false,mean,,,,,,,,,,-42.7298,11.6305,15873.666666666666,,,,-21.1687,17.917933333333334,12818.0,2.411267490346105,2.302623106372382,3293.6651823361362,,,,1.5821636166970843,3.0782018652670153,1465.3180542121222,200.0,157.6425,13350.333333333334,31.989683395588646,4.992862261268584,758.9547636936825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T04:34:44.118912+00:00,baseline:vdn,false,42,,,,,,,,,,-42.3489,13.7596,13420,,,,-25.617,21.8253,12708,,,,,,,,,,219.375,168.4476,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T04:34:44.119876+00:00,baseline:vdn,false,123,,,,,,,,,,-41.8197,12.6763,13420,,,,-22.6458,15.735,12708,,,,,,,,,,221.25,155.1159,12185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T04:34:44.120608+00:00,baseline:vdn,false,456,,,,,,,,,,-34.5833,8.0209,14367,,,,-35.6487,27.7548,,,,,,,,,,,202.5,182.0199,12185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T04:34:44.121202+00:00,baseline:vdn,false,mean,,,,,,,,,,-39.58396666666667,11.4856,13735.666666666666,,,,-27.9705,21.7717,12708.0,4.33878018495214,3.0490152984201315,546.7507049225756,,,,6.813448010368904,6.010079261540566,0.0,214.375,168.5278,13023.333333333334,10.32669477616144,13.452179304112772,1452.0359270119088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T14:56:51.307675+00:00,baseline:qmix,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T14:56:51.308959+00:00,baseline:qmix,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T14:56:51.309908+00:00,baseline:qmix,false,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T14:56:51.339256+00:00,baseline:linear_mixer,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T14:56:51.340349+00:00,baseline:linear_mixer,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T14:56:51.341783+00:00,baseline:linear_mixer,false,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T14:57:51.321985+00:00,baseline:vdn,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T14:57:51.323140+00:00,baseline:vdn,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-13T14:57:51.323838+00:00,baseline:vdn,false,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T08:28:29.630846+00:00,baseline:linear_mixer,false,42,,,,,,,,,,-72.1637,18.3355,14614,,,,,,16,,,,,,,,,,,,6303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T08:28:29.632662+00:00,baseline:linear_mixer,false,123,,,,,,,,,,-76.9135,26.1041,14722,,,,,,16,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T08:28:29.634323+00:00,baseline:linear_mixer,false,456,,,,,,,,,,-70.2347,15.9793,6303,,,,,,10,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T08:28:29.645275+00:00,baseline:linear_mixer,false,mean,,,,,,,,,,-73.10396666666666,20.139633333333332,11879.666666666666,,,,,,14.0,3.4372472144629507,5.298024780362331,4829.8368847543215,,,,,,3.4641016151377544,,,2111.3333333333335,,,3630.0898519641814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T09:04:29.871611+00:00,baseline:vdn,false,42,,,,,,,,,,-77.4557,22.6187,16625,,,,,,31,,,,,,,,,,,,11006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T09:04:29.872697+00:00,baseline:vdn,false,123,,,,,,,,,,-79.0944,30.0789,16898,,,,,,31,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T09:04:29.873519+00:00,baseline:vdn,false,456,,,,,,,,,,-76.3055,18.7085,11006,,,,,,17,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T09:04:29.875193+00:00,baseline:vdn,false,mean,,,,,,,,,,-77.61853333333333,23.802033333333334,14843.0,,,,,,26.333333333333332,1.4015622795057416,5.776825025334706,3325.741872124173,,,,,,8.082903768654761,,,3689.3333333333335,,,6336.4192043561425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T09:23:29.992524+00:00,baseline:qmix,false,42,,,,,,,,,,-73.6298,24.033,,,,,,,31,,,,,,,,,,,,12338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T09:23:29.994494+00:00,baseline:qmix,false,123,,,,,,,,,,-76.635,20.0111,,,,,,,31,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T09:23:29.996074+00:00,baseline:qmix,false,456,,,,,,,,,,-77.0935,15.6544,12338,,,,,,18,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T09:23:29.997586+00:00,baseline:qmix,false,mean,,,,,,,,,,-75.7861,19.8995,12338.0,,,,,,26.666666666666668,1.881429730284925,4.1904147062074895,,,,,,,7.505553499465135,,,4133.333333333333,,,7105.4497629167245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T15:46:19.198763+00:00,baseline:linear_mixer,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T15:46:19.199965+00:00,baseline:linear_mixer,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T15:46:19.200834+00:00,baseline:linear_mixer,false,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T15:46:19.202745+00:00,baseline:qmix,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T15:46:19.203931+00:00,baseline:qmix,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T15:46:19.204835+00:00,baseline:qmix,false,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T15:46:19.208559+00:00,baseline:vdn,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T15:46:19.209761+00:00,baseline:vdn,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T15:46:19.210688+00:00,baseline:vdn,false,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T21:02:53.656964+00:00,baseline:qmix,false,42,,,,,,,,,,-72.0413,26.2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T21:02:53.658243+00:00,baseline:qmix,false,123,,,,,,,,,,-71.1772,19.0985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T21:02:53.659205+00:00,baseline:qmix,false,456,,,,,,,,,,-77.0935,15.6544,12121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T21:02:53.660118+00:00,baseline:qmix,false,mean,,,,,,,,,,-73.43733333333334,20.347733333333334,12121.0,,,,,,,3.195674142232488,5.426880332505345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:06:41.382070+00:00,baseline:vdn,false,42,,,,,,,,,,,,,,,,-25.617,21.8253,14272,,,,,,,,,,229.6875,162.0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:06:41.383391+00:00,baseline:vdn,false,123,,,,,,,,,,,,,,,,-22.6458,15.735,14596,,,,,,,,,,250.3125,164.7628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:06:41.384411+00:00,baseline:vdn,false,456,,,,,,,,,,,,,,,,-32.856,26.3285,14596,,,,,,,,,,202.5,182.0199,14272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:06:41.385374+00:00,baseline:vdn,false,mean,,,,,,,,,,,,,,,,-27.0396,21.296266666666664,14488.0,,,,,,,5.251655841732206,5.316527792021154,187.06148721743875,227.5,169.5971,14272.0,23.981193803687088,10.846237794276874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.411837+00:00,baseline:qmix,false,42,,,,,,,,,,-76.435,18.837,6596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.413257+00:00,baseline:qmix,false,123,,,,,,,,,,-82.4047,20.7491,6597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.414322+00:00,baseline:qmix,false,456,,,,,,,,,,-75.1888,21.7615,6387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.415327+00:00,baseline:qmix,false,mean,,,,,,,,,,-78.0095,20.4492,6526.666666666667,,,,,,,3.8570183937855442,1.485136380942842,120.95591483401435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.614745+00:00,baseline:linear_mixer,false,42,,,,,,,,,,,,,,,,-26.0185,22.7108,12502,,,,,,,,,,202.5,153.8871,10028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.616170+00:00,baseline:linear_mixer,false,123,,,,,,,,,,,,,,,,-30.8536,24.7444,8422,,,,,,,,,,232.5,178.273,10035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.617272+00:00,baseline:linear_mixer,false,456,,,,,,,,,,,,,,,,-17.8819,17.2084,8423,,,,,,,,,,226.875,174.2742,12502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.618312+00:00,baseline:linear_mixer,false,mean,,,,,,,,,,,,,,,,-24.918,21.55453333333333,9782.333333333334,,,,,,,6.555499630844318,3.8987867924949837,2355.3004762308638,220.625,168.81143333333333,10855.0,15.946688527716342,13.078585337999415,1426.3481342224975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.619618+00:00,baseline:qmix,false,42,,,,,,,,,,,,,,,,-15.3464,14.6719,12750,,,,,,,,,,216.5625,162.8959,10434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.621041+00:00,baseline:qmix,false,123,,,,,,,,,,,,,,,,-19.5192,14.8501,9879,,,,,,,,,,220.3125,157.0725,10504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.622205+00:00,baseline:qmix,false,456,,,,,,,,,,,,,,,,-21.3133,17.8973,9985,,,,,,,,,,136.875,142.2901,12750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14T22:43:46.623306+00:00,baseline:qmix,false,mean,,,,,,,,,,,,,,,,-18.726300000000002,15.806433333333334,10871.333333333334,,,,,,,3.061452549036161,1.8129344647100003,1627.8360892096396,191.25,154.08616666666666,11229.333333333334,47.12744522833802,10.622541527023252,1317.400976670859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-15T08:02:15.561883+00:00,baseline:qmix,false,42,,,,,,,,,,-79.4817,24.9331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-15T08:02:15.564318+00:00,baseline:qmix,false,123,,,,,,,,,,-92.7375,30.2508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-15T08:02:15.566678+00:00,baseline:qmix,false,456,,,,,,,,,,-79.6398,21.0926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-15T08:02:15.569028+00:00,baseline:qmix,false,mean,,,,,,,,,,-83.953,25.4255,,,,,,,,7.6080108497556695,4.598912929160543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17T00:19:44.729748+00:00,baseline:qmix,false,42,,,,,,,,,,-73.9621,20.3744,26342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17T00:19:44.733282+00:00,baseline:qmix,false,123,,,,,,,,,,-84.9122,27.5816,26364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17T00:19:44.735509+00:00,baseline:qmix,false,456,,,,,,,,,,-77.0935,15.6544,17814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-17T00:19:44.737724+00:00,baseline:qmix,false,mean,,,,,,,,,,-78.65593333333334,21.203466666666667,23506.666666666668,,,,,,,5.63977578839206,6.00666618128004,4930.006220415278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:03.976175+00:00,baseline:vdn,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0,0.0,1.0,22.8845,0.6033,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:03.979148+00:00,baseline:vdn,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0543,0.0047,1.0,22.5604,2.3626,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:03.980675+00:00,baseline:vdn,false,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0,0.0,1.0,23.6061,0.7369,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:03.982079+00:00,baseline:vdn,false,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0181,0.0015666666666666667,1.0,23.017,1.2342666666666666,0.8958333333333334,0.0,0.0,0.0,0.031350119616997456,0.002713546265191241,0.0,0.5352936670650983,0.979445926702099,0.18042195912175804,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:03.992798+00:00,baseline:linear_mixer,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0022,0.0046,1.0,24.3187,0.6504,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-18T17:02:03.995432+00:00,baseline:linear_mixer,false,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,1.0,20.0,0.0,1.0,16.6468,0.7516,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
