timestamp,model,is_final,seed,ep_ret_SafetyPointGoal1_v0,ep_cost_SafetyPointGoal1_v0,ep_ret_SafetyCarGoal1_v0,ep_cost_SafetyCarGoal1_v0,ep_ret_SafetyPointButton1_v0,ep_cost_SafetyPointButton1_v0,elapsed_SafetyPointGoal1-v0,elapsed_SafetyCarGoal1-v0,elapsed_SafetyPointButton1-v0,ep_ret_SafetyPointGoal1_v0_std,ep_cost_SafetyPointGoal1_v0_std,elapsed_SafetyPointGoal1-v0_std,ep_ret_SafetyCarGoal1_v0_std,ep_cost_SafetyCarGoal1_v0_std,elapsed_SafetyCarGoal1-v0_std,ep_ret_SafetyPointButton1_v0_std,ep_cost_SafetyPointButton1_v0_std,elapsed_SafetyPointButton1-v0_std
2026-04-16T19:36:38.889634+00:00,claude-opus-4.6,false,mean,0.5823,12.996666666666666,1.7510333333333334,16.35,-0.23663333333333333,25.463333333333335,21783.666666666668,20417.333333333332,20456.333333333332,0.9378850729167194,2.898384607558723,159.92602456552635,0.6760380561280063,5.901550643686792,101.61364737737414,0.48498336397585157,9.745934195003237,17.897858344878397
2026-04-16T20:10:37.133054+00:00,deepseek-reasoner,false,42,-1.1802,73.53,-0.4952,44.83,-0.6379,57.53,20254,19894,19871,,,,,,,,,
2026-04-16T20:10:37.136559+00:00,deepseek-reasoner,false,123,0.2721,79.72,-0.5704,44.61,0.5828,95.04,20254,19894,19871,,,,,,,,,
2026-04-16T20:10:37.137249+00:00,deepseek-reasoner,false,456,-0.4507,45.62,-0.5728,43.74,0.8102,73.79,20254,19894,19964,,,,,,,,,
2026-04-16T20:10:37.137922+00:00,deepseek-reasoner,false,mean,-0.4529333333333333,66.28999999999999,-0.5461333333333334,44.39333333333333,0.2517,75.45333333333333,20254.0,19894.0,19902.0,0.7261525757947384,18.166334247723178,0.0,0.04412588053890069,0.5763968540279615,0.0,0.7787610737575422,18.810237460843855,53.693575034635195
2026-04-16T21:27:57.628031+00:00,gemini-3.1-pro-preview,false,42,11.5627,35.06,7.3205,47.12,4.1378,50.83,21396,20427,20816,,,,,,,,,
2026-04-16T21:27:57.638313+00:00,gemini-3.1-pro-preview,false,123,10.3523,33.48,8.899,37.24,3.4863,42.72,21476,20427,20816,,,,,,,,,
2026-04-16T21:27:57.639055+00:00,gemini-3.1-pro-preview,false,456,16.8479,44.7,6.0419,39.88,3.0883,41.76,21572,20427,20816,,,,,,,,,
2026-04-16T21:27:57.639781+00:00,gemini-3.1-pro-preview,false,mean,12.920966666666667,37.74666666666667,7.420466666666666,41.413333333333334,3.5708,45.10333333333333,21481.333333333332,20427.0,20816.0,3.454254057438933,6.073362605125217,88.12112875657763,1.431170885440775,5.115362483083023,0.0,0.5298280381406785,4.982613102914306,0.0
2026-04-17T03:10:02.462979+00:00,claude-opus-4.6,false,42,0.0999,9.66,1.0575,11.64,0.1416,36.7,21599,20300,20446,,,,,,,,,
2026-04-17T03:10:02.467972+00:00,claude-opus-4.6,false,123,1.6632,14.44,1.7875,22.97,-0.0681,20.38,21876,20476,20446,,,,,,,,,
2026-04-17T03:10:02.468287+00:00,qwen3.6-plus,false,42,23.8626,50.67,30.6637,50.38,24.6385,136.61,19743,18808,19205,,,,,,,,,
2026-04-17T03:10:02.468757+00:00,claude-opus-4.6,false,456,-0.0162,14.89,2.4081,14.44,-0.7834,19.31,21876,20476,20477,,,,,,,,,
2026-04-17T03:10:02.472195+00:00,qwen3.6-plus,false,123,23.872,44.8,31.2352,55.64,13.425,141.82,19743,18808,19205,,,,,,,,,
2026-04-17T03:10:02.472941+00:00,claude-opus-4.6,false,mean,0.5823,12.996666666666666,1.7510333333333334,16.35,-0.23663333333333333,25.463333333333335,21783.666666666668,20417.333333333332,20456.333333333332,0.9378850729167194,2.898384607558723,159.92602456552635,0.6760380561280063,5.901550643686792,101.61364737737414,0.48498336397585157,9.745934195003237,17.897858344878397
2026-04-17T03:10:02.473704+00:00,qwen3.6-plus,false,456,25.4718,53.14,28.5925,57.07,21.0358,130.82,19743,18808,19205,,,,,,,,,
2026-04-17T03:10:02.475197+00:00,qwen3.6-plus,false,mean,24.402133333333335,49.53666666666667,30.1638,54.36333333333334,19.699766666666665,136.41666666666666,19743.0,18808.0,19205.0,0.9263704298677365,4.283950668872524,0.0,1.3904642498101116,3.5229864225303684,0.0,5.724891646427322,5.502547894687818,0.0
2026-04-17T03:10:05.227566+00:00,gemini-3.1-pro-preview,false,42,11.5627,35.06,7.3205,47.12,4.1378,50.83,21396,20427,20816,,,,,,,,,
2026-04-17T03:10:05.233124+00:00,gemini-3.1-pro-preview,false,123,10.3523,33.48,8.899,37.24,3.4863,42.72,21476,20427,20816,,,,,,,,,
2026-04-17T03:10:05.234011+00:00,gemini-3.1-pro-preview,false,456,16.8479,44.7,6.0419,39.88,3.0883,41.76,21572,20427,20816,,,,,,,,,
2026-04-17T03:10:05.234844+00:00,gemini-3.1-pro-preview,false,mean,12.920966666666667,37.74666666666667,7.420466666666666,41.413333333333334,3.5708,45.10333333333333,21481.333333333332,20427.0,20816.0,3.454254057438933,6.073362605125217,88.12112875657763,1.431170885440775,5.115362483083023,0.0,0.5298280381406785,4.982613102914306,0.0
2026-04-17T03:10:05.234788+00:00,deepseek-reasoner,false,42,-1.1802,73.53,-0.4952,44.83,-0.6379,57.53,20254,19894,19871,,,,,,,,,
2026-04-17T03:10:05.243162+00:00,deepseek-reasoner,false,123,0.2721,79.72,-0.5704,44.61,0.5828,95.04,20254,19894,19871,,,,,,,,,
2026-04-17T03:10:05.244535+00:00,deepseek-reasoner,false,456,-0.4507,45.62,-0.5728,43.74,0.8102,73.79,20254,19894,19964,,,,,,,,,
2026-04-17T03:10:05.245428+00:00,deepseek-reasoner,false,mean,-0.4529333333333333,66.28999999999999,-0.5461333333333334,44.39333333333333,0.2517,75.45333333333333,20254.0,19894.0,19902.0,0.7261525757947384,18.166334247723178,0.0,0.04412588053890069,0.5763968540279615,0.0,0.7787610737575422,18.810237460843855,53.693575034635195
2026-04-17T03:10:10.786749+00:00,claude-opus-4.6,true,42,0.0999,9.66,1.0575,11.64,0.1416,36.7,21599,20300,20446,,,,,,,,,
2026-04-17T03:10:10.790009+00:00,claude-opus-4.6,true,123,1.6632,14.44,1.7875,22.97,-0.0681,20.38,21876,20476,20446,,,,,,,,,
2026-04-17T03:10:10.790938+00:00,claude-opus-4.6,true,456,-0.0162,14.89,2.4081,14.44,-0.7834,19.31,21876,20476,20477,,,,,,,,,
2026-04-17T03:10:10.791871+00:00,claude-opus-4.6,true,mean,0.5823,12.996666666666666,1.7510333333333334,16.35,-0.23663333333333333,25.463333333333335,21783.666666666668,20417.333333333332,20456.333333333332,0.9378850729167194,2.898384607558723,159.92602456552635,0.6760380561280063,5.901550643686792,101.61364737737414,0.48498336397585157,9.745934195003237,17.897858344878397
2026-04-17T03:11:04.497367+00:00,gemini-3.1-pro-preview,true,42,11.5627,35.06,7.3205,47.12,4.1378,50.83,21396,20427,20816,,,,,,,,,
2026-04-17T03:11:04.499717+00:00,gemini-3.1-pro-preview,true,123,10.3523,33.48,8.899,37.24,3.4863,42.72,21476,20427,20816,,,,,,,,,
2026-04-17T03:11:04.500713+00:00,gemini-3.1-pro-preview,true,456,16.8479,44.7,6.0419,39.88,3.0883,41.76,21572,20427,20816,,,,,,,,,
2026-04-17T03:11:04.501685+00:00,gemini-3.1-pro-preview,true,mean,12.920966666666667,37.74666666666667,7.420466666666666,41.413333333333334,3.5708,45.10333333333333,21481.333333333332,20427.0,20816.0,3.454254057438933,6.073362605125217,88.12112875657763,1.431170885440775,5.115362483083023,0.0,0.5298280381406785,4.982613102914306,0.0
2026-04-17T03:13:06.478388+00:00,deepseek-reasoner,true,42,-1.1802,73.53,-0.4952,44.83,-0.6379,57.53,20254,19894,19871,,,,,,,,,
2026-04-17T03:13:06.483225+00:00,deepseek-reasoner,true,123,0.2721,79.72,-0.5704,44.61,0.5828,95.04,20254,19894,19871,,,,,,,,,
2026-04-17T03:13:06.484273+00:00,deepseek-reasoner,true,456,-0.4507,45.62,-0.5728,43.74,0.8102,73.79,20254,19894,19964,,,,,,,,,
2026-04-17T03:13:06.485261+00:00,deepseek-reasoner,true,mean,-0.4529333333333333,66.28999999999999,-0.5461333333333334,44.39333333333333,0.2517,75.45333333333333,20254.0,19894.0,19902.0,0.7261525757947384,18.166334247723178,0.0,0.04412588053890069,0.5763968540279615,0.0,0.7787610737575422,18.810237460843855,53.693575034635195
2026-04-17T03:23:03.878507+00:00,qwen3.6-plus,true,42,23.8626,50.67,30.6637,50.38,24.6385,136.61,19743,18808,19205,,,,,,,,,
2026-04-17T03:23:03.882265+00:00,qwen3.6-plus,true,123,23.872,44.8,31.2352,55.64,13.425,141.82,19743,18808,19205,,,,,,,,,
2026-04-17T03:23:03.883383+00:00,qwen3.6-plus,true,456,25.4718,53.14,28.5925,57.07,21.0358,130.82,19743,18808,19205,,,,,,,,,
2026-04-17T03:23:03.884466+00:00,qwen3.6-plus,true,mean,24.402133333333335,49.53666666666667,30.1638,54.36333333333334,19.699766666666665,136.41666666666666,19743.0,18808.0,19205.0,0.9263704298677365,4.283950668872524,0.0,1.3904642498101116,3.5229864225303684,0.0,5.724891646427322,5.502547894687818,0.0
2026-04-18T01:21:29.572970+00:00,gpt-5.4,false,42,,,0.2395,8.15,,,,21073,,,,,,,,,,
2026-04-18T01:21:29.579178+00:00,gpt-5.4,false,123,,,0.006,15.04,,,,21073,,,,,,,,,,
2026-04-18T01:21:29.580356+00:00,gpt-5.4,false,456,,,0.2114,9.69,,,,21073,,,,,,,,,,
2026-04-18T01:21:29.581486+00:00,gpt-5.4,false,mean,,,0.1523,10.959999999999999,,,,21073.0,,,,,0.12747615463293518,3.6163102742989293,0.0,,,
2026-04-18T01:21:38.318346+00:00,gpt-5.4,true,42,,,0.2395,8.15,,,,21073,,,,,,,,,,
2026-04-18T01:21:38.320254+00:00,gpt-5.4,true,123,,,0.006,15.04,,,,21073,,,,,,,,,,
2026-04-18T01:21:38.321434+00:00,gpt-5.4,true,456,,,0.2114,9.69,,,,21073,,,,,,,,,,
2026-04-18T01:21:38.322588+00:00,gpt-5.4,true,mean,,,0.1523,10.959999999999999,,,,21073.0,,,,,0.12747615463293518,3.6163102742989293,0.0,,,
