timestamp,model,is_final,seed,best_rfid_small,best_rfid_medium,best_rfid_large,elapsed_train_medium,elapsed_train_small,rfid_large,psnr_large,ssim_large,rfid,psnr,ssim,best_rfid,rfid_small,psnr_small,ssim_small,rfid_medium,psnr_medium,ssim_medium,elapsed_train_large
2026-07-18T10:34:11.749965+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:34:20.104645+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:34:24.962360+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:34:46.584363+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:35:16.622584+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:35:28.893520+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:35:29.321027+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:36:23.568829+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:36:29.590137+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:36:36.489937+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:36:45.683617+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:37:16.043875+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:37:37.919494+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:39:02.222111+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:39:12.916417+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:40:26.454966+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:43:20.087318+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:43:33.885473+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:43:41.232174+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:44:58.450169+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:46:33.975658+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:47:03.851450+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:48:23.531685+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:48:35.458182+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:51:01.828951+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:51:02.042429+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:51:08.526174+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:55:27.748133+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:59:24.957777+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T10:59:35.335012+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:10:45.530441+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:11:55.016425+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:12:01.912302+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:13:40.290043+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:13:46.565460+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:14:03.839174+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:14:04.186304+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:15:48.574175+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:16:14.409449+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:16:23.404776+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:17:33.079913+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-18T12:17:41.287334+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:35:48.410339+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:35:51.600800+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:36:58.255192+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:37:01.090640+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:38:08.527277+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:38:13.170204+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:38:13.890478+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:38:18.172436+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:38:19.646947+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:38:43.773047+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:39:24.775810+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:39:53.450996+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:40:32.173009+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:40:38.020090+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:40:43.725615+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:40:50.711270+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:41:11.045082+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:41:20.318428+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:41:46.528282+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:41:53.983421+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:42:59.301630+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:43:02.715325+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:43:04.294221+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-19T08:43:10.613108+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:18:48.472236+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:18:49.508963+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:20:04.300574+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:20:06.740375+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:21:19.623049+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:21:27.267308+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:21:32.266405+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:21:40.237517+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:21:48.059423+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:23:09.503785+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:23:43.020461+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:23:48.578740+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:24:32.405061+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:24:37.658083+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:24:40.379605+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:24:59.307623+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:25:03.179614+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:25:51.296838+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:26:11.230825+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:26:19.300803+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:26:20.672140+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:26:28.303896+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:27:04.751173+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T04:27:12.436730+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,,,,,,,,
2026-07-20T10:53:43.386855+00:00,baseline:freq-weighted,false,2,,,,,,,,,,,,,,,,,,,
2026-07-20T10:53:43.399034+00:00,baseline:freq-weighted,false,1,,,,,,,,,,,,,,,,,,,
2026-07-20T10:53:52.856260+00:00,baseline:perceptual,false,1,,,,,,,,,,,,,,,,,,,
2026-07-20T10:53:54.301022+00:00,baseline:perceptual,false,2,,,,,,,,,,,,,,,,,,,
2026-07-20T10:54:02.381707+00:00,baseline:l2-kl,false,1,,,,,,,,,,,,,,,,,,,
2026-07-20T10:54:04.543588+00:00,baseline:l2-kl,false,2,,,,,,,,,,,,,,,,,,,
2026-07-20T10:54:42.213408+00:00,baseline:l2-kl,false,3,,,,,,,,,,,,,,,,,,,
2026-07-20T10:54:52.890969+00:00,baseline:freq-weighted,false,3,,,,,,,,,,,,,,,,,,,
2026-07-20T10:55:04.388854+00:00,baseline:perceptual,false,3,,,,,,,,,,,,,,,,,,,
2026-07-20T11:23:10.007327+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:24:41.896366+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:25:59.174820+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:28:42.349728+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:28:52.187348+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:28:57.357628+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:28:58.201872+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:28:59.284237+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:29:20.169779+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:29:35.215513+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:29:36.345242+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:29:36.555463+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:29:47.666877+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:29:47.955308+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:29:51.499083+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:29:51.990520+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:30:06.232628+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:30:24.071295+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:30:25.662716+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:30:32.140635+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:30:58.362666+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:31:01.880209+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:31:09.032999+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T11:31:32.228745+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T12:36:34.003348+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,53.8,17.86,11.49,1454.5,834.7,11.49,33.9,0.9818,11.49,33.9,0.9818,11.49,53.8,27.86,0.9364,17.86,31.8,0.9725,1692.6
2026-07-20T12:37:47.702074+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,49.94,17.41,9.22,1464.5,850.3,9.22,35.15,0.9858,9.22,35.15,0.9858,9.22,49.94,28.12,0.9393,17.41,32.47,0.9757,1711.0
2026-07-20T12:38:31.337765+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,52.47,17.93,10.84,1471.6,864.6,10.84,34.36,0.9833,10.84,34.36,0.9833,10.84,52.47,28.05,0.9381,17.93,32.25,0.9745,1734.2
2026-07-20T12:38:33.951666+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T12:38:44.771000+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,53.8,17.86,11.49,1454.5,834.7,11.49,33.9,0.9818,11.49,33.9,0.9818,11.49,53.8,27.86,0.9364,17.86,31.8,0.9725,1692.6
2026-07-20T12:39:02.259388+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,49.4,20.18,5.07,1614.4,909.4,5.07,38.4,0.9934,5.07,38.4,0.9934,5.07,49.4,27.64,0.9333,20.18,32.46,0.9761,1860.8
2026-07-20T12:39:44.901981+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,61.48,20.46,5.88,1479.8,853.8,5.88,37.79,0.9923,5.88,37.79,0.9923,5.88,61.48,28.12,0.9379,20.46,32.37,0.9762,1728.6
2026-07-20T12:39:45.768712+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,61.16,23.17,5.75,1482.9,875.5,5.75,38.16,0.993,5.75,38.16,0.993,5.75,61.16,27.98,0.9366,23.17,32.22,0.9753,1752.0
2026-07-20T12:40:48.881105+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,59.3,18.91,5.15,1485.6,857.5,5.15,38.53,0.9935,5.15,38.53,0.9935,5.15,59.3,28.12,0.9395,18.91,32.38,0.9764,1739.5
2026-07-20T12:40:49.949139+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T12:40:55.178195+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,49.4,20.18,5.07,1614.4,909.4,5.07,38.4,0.9934,5.07,38.4,0.9934,5.07,49.4,27.64,0.9333,20.18,32.46,0.9761,1860.8
2026-07-20T12:40:56.399708+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,37.22,17.44,5.07,1620.6,940.0,5.07,38.42,0.9934,5.07,38.42,0.9934,5.07,37.22,27.66,0.935,17.44,32.45,0.9767,1860.1
2026-07-20T12:41:34.278012+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,56.32,21.28,5.17,1694.6,1053.6,5.17,38.34,0.9933,5.17,38.34,0.9933,5.17,56.32,27.63,0.932,21.28,32.47,0.9761,1887.1
2026-07-20T12:42:42.260809+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T12:42:47.009639+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,37.22,17.44,5.07,1620.6,940.0,5.07,38.42,0.9934,5.07,38.42,0.9934,5.07,37.22,27.66,0.935,17.44,32.45,0.9767,1860.1
2026-07-20T12:43:13.154984+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,16.51,8.85,4.22,1627.4,935.7,4.22,38.66,0.9936,4.22,38.66,0.9936,4.22,16.51,27.34,0.9292,8.85,32.3,0.9756,1844.6
2026-07-20T12:43:42.514356+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T12:43:48.398772+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,56.32,21.28,5.17,1694.6,1053.6,5.17,38.34,0.9933,5.17,38.34,0.9933,5.17,56.32,27.63,0.932,21.28,32.47,0.9761,1887.1
2026-07-20T12:44:10.247326+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,19.3,11.41,4.49,1639.5,952.6,4.49,38.6,0.9935,4.49,38.6,0.9935,4.49,19.3,27.79,0.9348,11.41,32.48,0.9764,1853.1
2026-07-20T12:44:55.826751+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,17.71,10.39,4.37,1634.6,970.3,4.37,38.55,0.9934,4.37,38.55,0.9934,4.37,17.71,27.67,0.933,10.39,32.48,0.9764,1883.6
2026-07-20T12:44:59.643323+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,,,,,
2026-07-20T12:45:04.991687+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,16.51,8.85,4.22,1627.4,935.7,4.22,38.66,0.9936,4.22,38.66,0.9936,4.22,16.51,27.34,0.9292,8.85,32.3,0.9756,1844.6
