timestamp,model,is_final,seed,test_acc_resnet20_cifar10,mia_auc_resnet20_cifar10,privacy_gap_resnet20_cifar10,privacy_score_resnet20_cifar10,elapsed_resnet20-cifar10,test_acc_vgg16bn_cifar100,mia_auc_vgg16bn_cifar100,privacy_gap_vgg16bn_cifar100,privacy_score_vgg16bn_cifar100,elapsed_vgg16bn-cifar100,test_acc_mobilenetv2_fmnist,mia_auc_mobilenetv2_fmnist,privacy_gap_mobilenetv2_fmnist,privacy_score_mobilenetv2_fmnist,elapsed_mobilenetv2-fmnist
2026-04-25T09:04:23.252378+00:00,deepseek-reasoner,true,42,0.7951,0.47,0.0197,0.7951,551,0.4064,0.7819,0.0588,0.1245,512,0.9261,0.1642,0.005,0.9261,1285
2026-04-25T06:56:01.631067+00:00,google/gemini-3.1-pro-preview,false,42,0.7703,0.7322,0.0815,0.5381,500,0.5156,0.8084,0.1837,0.2072,464,0.9266,0.5402,0.0098,0.8864,1277
2026-04-25T08:35:00.643441+00:00,google/gemini-3.1-pro-preview,false,42,0.7877,0.7523,0.0957,0.5354,1002,0.01,0.0026,0.0,0.01,485,0.9217,0.5548,0.0146,0.8669,1649
2026-04-25T10:03:14.272495+00:00,google/gemini-3.1-pro-preview,false,42,0.7721,0.6859,0.0339,0.5862,541,0.01,0.0026,0.0,0.01,515,0.915,0.5722,0.0057,0.8428,1425
2026-04-25T10:03:46.656341+00:00,google/gemini-3.1-pro-preview,true,42,0.7703,0.7322,0.0815,0.5381,500,0.5156,0.8084,0.1837,0.2072,464,0.9266,0.5402,0.0098,0.8864,1277
2026-04-28T12:22:28.877562+00:00,openai/gpt-5.4,false,42,0.0658,0.6068,0.0269,-0.041,684,0.5246,0.8184,0.2065,0.2062,686,0.9239,0.5447,0.0178,0.8792,1407
2026-04-28T13:10:10.912716+00:00,openai/gpt-5.4,false,42,0.7841,0.7739,0.1408,0.5102,1010,0.3034,0.9727,0.3296,-0.1693,649,0.925,0.5799,0.0214,0.8451,1429
2026-04-28T13:55:01.106315+00:00,openai/gpt-5.4,false,42,0.7844,0.7115,0.1457,0.5729,572,0.0632,0.5404,0.0078,0.0228,1097,0.9259,0.6135,0.0322,0.8124,1527
2026-04-28T13:55:07.522380+00:00,openai/gpt-5.4,true,42,0.7844,0.7115,0.1457,0.5729,572,0.0632,0.5404,0.0078,0.0228,1097,0.9259,0.6135,0.0322,0.8124,1527
2026-07-17T20:07:17.445509+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.5851,0.6396,0.0208,0.4455,478.6,,,,,8.9,0.8167,0.5143,0.0016,0.8024,1162.6
2026-07-17T20:07:35.989404+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.7959,0.784,0.1197,0.5119,454.5,,,,,7.0,0.9254,0.5848,0.0206,0.8406,1169.4
2026-07-17T20:09:47.137536+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-17T20:12:20.325015+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.7886,0.7753,0.1146,0.5133,745.1,0.4694,0.6592,0.0545,0.3102,733.8,0.9289,0.5854,0.0193,0.8435,1182.9
2026-07-17T20:14:54.478344+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-17T20:39:30.264198+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.751,0.5172,0.0124,0.7338,717.3,0.4356,0.7971,0.2851,0.1385,713.9,0.7301,0.4999,0.0003,0.7301,1138.5
2026-07-17T20:40:44.395425+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.8037,0.5415,0.0391,0.7622,697.8,0.4901,0.7053,0.2085,0.2848,693.3,0.8435,0.5012,0.0011,0.8423,1141.2
2026-07-17T20:40:52.943483+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,0.8037,0.5415,0.0391,0.7622,697.8,0.4901,0.7053,0.2085,0.2848,693.3,0.8435,0.5012,0.0011,0.8423,1141.2
2026-07-17T20:46:11.758356+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.7875,0.7753,0.0998,0.5122,709.9,0.01,0.0,0.0,0.01,702.2,0.921,0.5751,0.0163,0.8459,1148.7
2026-07-17T20:46:18.549661+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,0.7886,0.7753,0.1146,0.5133,745.1,0.4694,0.6592,0.0545,0.3102,733.8,0.9289,0.5854,0.0193,0.8435,1182.9
2026-07-17T21:11:43.270239+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.8002,0.5504,0.0427,0.7498,701.9,0.01,0.0,0.0,0.01,697.3,0.926,0.5167,0.0178,0.9093,1133.7
2026-07-17T21:12:01.705510+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,0.8002,0.5504,0.0427,0.7498,701.9,0.01,0.0,0.0,0.01,697.3,0.926,0.5167,0.0178,0.9093,1133.7
2026-07-17T21:22:58.926703+00:00,baseline:confidence_penalty,false,2,0.804,0.6983,0.0871,0.6057,1940.7,0.5085,0.868,0.1798,0.1405,1940.1,0.9253,0.5558,0.0247,0.8695,4343.6
2026-07-17T21:23:00.595166+00:00,baseline:label_smoothing,false,2,0.7978,0.755,0.1241,0.5428,1941.7,,,,,6.9,0.9234,0.5743,0.0216,0.8491,4344.7
2026-07-17T21:23:01.297854+00:00,baseline:erm,false,2,0.7996,0.7431,0.0963,0.5565,1939.9,,,,,6.9,0.9247,0.5536,0.0206,0.8711,4346.4
2026-07-17T21:23:01.458897+00:00,baseline:relaxloss,false,2,0.7951,0.5179,0.0129,0.7772,1942.2,0.5169,0.8042,0.3287,0.2127,1941.9,0.7868,0.497,-0.002,0.7868,4345.0
2026-07-17T21:28:37.269693+00:00,baseline:erm,false,3,0.8036,0.726,0.0919,0.5776,2293.2,0.505,0.8759,0.1461,0.1291,2294.1,0.9293,0.554,0.0215,0.8753,4324.5
2026-07-17T21:28:37.994231+00:00,baseline:confidence_penalty,false,3,0.8028,0.6673,0.0779,0.6355,2294.3,0.5062,0.8742,0.1876,0.132,2293.5,0.925,0.5584,0.0262,0.8666,4325.2
2026-07-17T21:28:40.476904+00:00,baseline:relaxloss,false,3,0.7941,0.5198,0.0138,0.7743,2294.5,,,,,7.6,0.8124,0.4995,0.0011,0.8124,4327.5
2026-07-17T21:28:40.737934+00:00,baseline:label_smoothing,false,3,0.7916,0.7655,0.1297,0.5261,2294.3,0.5248,0.8591,0.286,0.1657,2294.0,0.9247,0.5827,0.0221,0.842,4327.9
2026-07-17T21:28:55.239790+00:00,baseline:confidence_penalty,false,1,0.8071,0.7254,0.1105,0.5817,2294.6,,,,,8.1,0.9268,0.556,0.0248,0.8708,4344.3
2026-07-17T21:28:57.908516+00:00,baseline:relaxloss,false,1,0.7895,0.5179,0.0125,0.7716,2294.9,0.5223,0.8019,0.3211,0.2204,2294.4,0.8265,0.5026,0.0043,0.8239,4346.6
2026-07-17T21:28:58.474178+00:00,baseline:erm,false,1,0.8005,0.6944,0.0763,0.6061,2293.8,0.5074,0.8661,0.1414,0.1413,2293.7,0.9256,0.5552,0.0213,0.8704,4348.1
2026-07-17T21:28:58.623759+00:00,baseline:label_smoothing,false,1,0.7834,0.7683,0.1358,0.5151,2294.8,0.5214,0.8627,0.2862,0.1587,2294.5,0.9306,0.5782,0.0232,0.8524,4347.5
2026-07-18T08:04:06.054667+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.7952,0.7837,0.1845,0.5115,460.2,,,,,6.4,0.9235,0.5951,0.0303,0.8284,1144.3
2026-07-18T08:07:19.663004+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.7777,0.7701,0.1289,0.5076,701.0,0.5186,0.8773,0.3058,0.1413,700.9,0.9252,0.577,0.02,0.8482,1133.5
2026-07-18T08:07:37.599320+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.7868,0.7367,0.0923,0.5501,714.0,0.5294,0.8223,0.136,0.2071,714.0,0.9226,0.5655,0.0154,0.8571,1126.3
2026-07-18T08:07:49.026731+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.7835,0.7066,0.0609,0.5769,709.7,0.499,0.8954,0.1993,0.1036,709.6,0.9232,0.5641,0.0095,0.8591,1130.4
2026-07-18T08:08:50.750326+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.7951,0.7364,0.1193,0.5587,721.7,0.5287,0.8807,0.2437,0.148,721.8,0.9217,0.5805,0.0267,0.8412,1155.6
2026-07-18T08:09:12.051743+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T08:09:25.062922+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.7772,0.7391,0.0532,0.5381,739.6,0.5235,0.8144,0.0821,0.2091,739.6,0.9227,0.582,0.0121,0.8407,1156.4
2026-07-18T08:24:09.309031+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.7902,0.7046,0.0746,0.5856,448.2,,,,,6.6,0.9242,0.5579,0.0209,0.8663,1137.4
2026-07-18T08:24:17.394809+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.7926,0.7002,0.099,0.5924,471.2,,,,,7.8,0.9232,0.5559,0.0257,0.8673,1170.8
2026-07-18T08:27:24.253167+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.7802,0.7487,0.0465,0.5315,703.9,0.01,0.0,0.0,0.01,703.8,0.9177,0.5381,0.0062,0.8796,1118.3
2026-07-18T08:28:21.608150+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.784,0.7098,0.0786,0.5742,702.3,0.5064,0.8706,0.1472,0.1358,699.5,0.9276,0.5609,0.0215,0.8667,1152.7
2026-07-18T08:28:53.433510+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.7794,0.7329,0.0476,0.5465,707.3,0.01,0.0,0.0,0.01,703.6,0.9202,0.5731,0.0043,0.8471,1190.9
2026-07-18T08:29:01.723229+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.7831,0.7079,0.0652,0.5752,702.8,0.5011,0.8945,0.1472,0.1066,698.8,0.9251,0.5741,0.0165,0.851,1137.6
2026-07-18T08:35:23.453114+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.7747,0.7206,0.0482,0.5541,705.1,0.01,0.0,0.0,0.01,705.1,0.9237,0.5557,0.0085,0.868,1130.6
2026-07-18T08:39:08.842948+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.7741,0.7216,0.0803,0.5525,709.5,0.3927,0.9535,0.1945,-0.0608,709.4,0.9188,0.5157,0.0086,0.9031,1116.0
2026-07-18T08:39:43.552668+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.7922,0.7059,0.1434,0.5863,685.0,0.5226,0.8696,0.2397,0.153,685.0,0.9265,0.6124,0.0318,0.8141,1121.4
2026-07-18T08:39:51.546701+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,0.7868,0.7367,0.0923,0.5501,714.0,0.5294,0.8223,0.136,0.2071,714.0,0.9226,0.5655,0.0154,0.8571,1126.3
2026-07-18T08:40:09.062805+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.7791,0.783,0.0951,0.4961,697.8,0.01,0.0,0.0,0.01,696.9,0.9245,0.5748,0.0133,0.8497,1134.6
2026-07-18T08:41:34.249296+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.7867,0.8073,0.1941,0.4794,731.8,0.5138,0.8446,0.2285,0.1692,731.7,0.9299,0.5896,0.0264,0.8403,1127.8
2026-07-18T08:42:40.339899+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.7867,0.7313,0.0918,0.5554,710.7,0.5245,0.842,0.15,0.1825,709.2,0.9247,0.5377,0.0109,0.887,1147.4
2026-07-18T08:56:26.498909+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.7612,0.6996,0.0298,0.5616,712.4,0.4652,0.7075,0.0612,0.2577,710.9,0.9143,0.5389,0.003,0.8754,1158.3
2026-07-18T08:57:06.301981+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.7911,0.7278,0.043,0.5633,696.3,0.5,0.8944,0.0963,0.1056,695.3,0.9253,0.6007,0.0098,0.8246,1131.9
2026-07-18T09:00:34.658315+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.7623,0.7017,0.0342,0.5606,700.4,0.01,0.0,0.0,0.01,700.2,0.9193,0.5397,0.0037,0.8796,1115.2
2026-07-18T09:01:25.924853+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.7937,0.7244,0.0431,0.5693,702.2,0.503,0.8987,0.1011,0.1043,701.8,0.9256,0.5819,0.0093,0.8437,1146.8
2026-07-18T09:01:28.300666+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.8016,0.4737,0.0201,0.8016,696.0,0.4982,0.7038,0.0464,0.2944,696.3,0.9273,0.1496,0.0046,0.9273,1135.7
2026-07-18T09:01:47.978919+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.7673,0.7259,0.1444,0.5414,703.3,0.01,0.0,0.0,0.01,701.8,0.9183,0.5923,0.0296,0.826,1176.3
2026-07-18T09:07:14.639072+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.7867,0.7101,0.046,0.5766,719.8,0.1462,0.6093,0.0274,0.0369,719.7,0.9191,0.5758,0.0105,0.8433,1128.8
2026-07-18T09:07:23.345485+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.7867,0.7101,0.046,0.5766,719.8,0.1462,0.6093,0.0274,0.0369,719.7,0.9191,0.5758,0.0105,0.8433,1128.8
2026-07-18T09:10:54.436917+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.7856,0.746,0.1054,0.5396,694.4,0.3064,0.9731,0.3192,-0.1667,692.7,0.9248,0.529,0.0094,0.8958,1113.2
2026-07-18T09:11:05.301734+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,0.7777,0.7701,0.1289,0.5076,701.0,0.5186,0.8773,0.3058,0.1413,700.9,0.9252,0.577,0.02,0.8482,1133.5
2026-07-18T09:13:06.236896+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.7818,0.7254,0.0696,0.5564,696.3,0.5207,0.8845,0.1835,0.1362,695.1,0.9271,0.5629,0.0087,0.8642,1139.0
2026-07-18T09:13:15.258040+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,0.7818,0.7254,0.0696,0.5564,696.3,0.5207,0.8845,0.1835,0.1362,695.1,0.9271,0.5629,0.0087,0.8642,1139.0
2026-07-18T09:14:05.512164+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.7633,0.7463,0.0287,0.517,736.4,0.5267,0.8341,0.0389,0.1926,736.9,0.9215,0.5604,0.0061,0.8611,1160.6
2026-07-18T09:14:14.202748+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.7772,0.7391,0.0532,0.5381,739.6,0.5235,0.8144,0.0821,0.2091,739.6,0.9227,0.582,0.0121,0.8407,1156.4
2026-07-18T09:16:06.459605+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.7869,0.697,0.2057,0.5899,724.4,0.01,0.0,0.0,0.01,724.2,0.9232,0.5448,0.0558,0.8784,1147.4
2026-07-18T09:16:15.161572+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.7867,0.7313,0.0918,0.5554,710.7,0.5245,0.842,0.15,0.1825,709.2,0.9247,0.5377,0.0109,0.887,1147.4
2026-07-18T09:28:21.465215+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.7928,0.7037,0.0749,0.5891,700.4,0.5009,0.8859,0.1719,0.115,696.2,0.9276,0.5553,0.0204,0.8723,1114.9
2026-07-18T09:28:24.021742+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.7863,0.7077,0.0978,0.5786,701.9,0.0184,0.5078,0.0,0.0106,699.0,0.9179,0.5384,0.0155,0.8795,1159.1
2026-07-18T09:28:32.323611+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.7928,0.7037,0.0749,0.5891,700.4,0.5009,0.8859,0.1719,0.115,696.2,0.9276,0.5553,0.0204,0.8723,1114.9
2026-07-18T09:28:34.394109+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.7612,0.6996,0.0298,0.5616,712.4,0.4652,0.7075,0.0612,0.2577,710.9,0.9143,0.5389,0.003,0.8754,1158.3
2026-07-18T09:32:04.361307+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.7972,0.4755,0.0199,0.7972,697.0,0.5057,0.54,0.0264,0.4657,697.1,0.9277,0.1411,0.0043,0.9277,1114.0
2026-07-18T09:32:13.480545+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.7972,0.4755,0.0199,0.7972,697.0,0.5057,0.54,0.0264,0.4657,697.1,0.9277,0.1411,0.0043,0.9277,1114.0
2026-07-18T09:32:14.731174+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.7646,0.6539,0.0243,0.6107,697.7,0.4271,0.7298,0.0817,0.1973,697.8,0.9146,0.5329,0.0026,0.8817,1112.6
2026-07-18T09:32:23.145970+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.7646,0.6539,0.0243,0.6107,697.7,0.4271,0.7298,0.0817,0.1973,697.8,0.9146,0.5329,0.0026,0.8817,1112.6
2026-07-18T09:33:11.529079+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.792,0.6927,0.0839,0.5993,697.9,0.51,0.8886,0.1821,0.1214,693.8,0.9244,0.589,0.0237,0.8354,1134.0
2026-07-18T09:33:20.451693+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.784,0.7098,0.0786,0.5742,702.3,0.5064,0.8706,0.1472,0.1358,699.5,0.9276,0.5609,0.0215,0.8667,1152.7
2026-07-18T09:34:07.431807+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.7893,0.7439,0.1045,0.5454,700.2,0.4901,0.8386,0.2241,0.1515,699.5,0.9231,0.554,0.016,0.8691,1150.4
2026-07-18T09:34:16.513538+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.7893,0.7439,0.1045,0.5454,700.2,0.4901,0.8386,0.2241,0.1515,699.5,0.9231,0.554,0.016,0.8691,1150.4
2026-07-18T10:53:23.941867+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.7954,0.6977,0.072,0.5977,450.0,,,,,10.5,0.9236,0.5568,0.02,0.8668,1125.4
2026-07-18T10:58:12.053206+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.7996,0.7105,0.0838,0.5891,704.7,0.48,0.8779,0.1331,0.1021,704.5,0.9261,0.5585,0.0207,0.8676,1162.7
2026-07-18T10:58:55.609181+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.7973,0.6993,0.0723,0.598,726.2,0.5082,0.8689,0.1457,0.1393,726.1,0.9264,0.5544,0.0211,0.872,1184.6
2026-07-18T11:26:15.941386+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.8061,0.6912,0.0463,0.6149,775.0,0.5241,0.8732,0.095,0.1509,773.6,0.925,0.5722,0.0133,0.8528,1156.9
2026-07-18T11:33:32.432883+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.8147,0.3093,0.0128,0.8147,736.2,0.01,0.0,0.0,0.01,736.2,0.9074,0.2205,0.0072,0.9074,1254.0
2026-07-18T11:33:47.519458+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.8095,0.1955,0.006,0.8095,738.8,0.4732,0.4604,0.0249,0.4732,738.2,0.9267,0.0621,0.0018,0.9267,1254.3
2026-07-18T12:00:42.852769+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.5333,0.5006,-0.0,0.5327,864.4,0.0686,0.4983,-0.0002,0.0686,858.8,0.5939,0.4993,-0.0007,0.5939,1125.1
2026-07-18T12:00:51.515660+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,0.8061,0.6912,0.0463,0.6149,775.0,0.5241,0.8732,0.095,0.1509,773.6,0.925,0.5722,0.0133,0.8528,1156.9
2026-07-18T12:08:02.480481+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.811,0.4442,0.0194,0.811,725.1,0.4218,0.7312,0.0504,0.1906,727.6,0.924,0.5766,0.0137,0.8474,1288.4
2026-07-18T12:08:09.539937+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,0.811,0.4442,0.0194,0.811,725.1,0.4218,0.7312,0.0504,0.1906,727.6,0.924,0.5766,0.0137,0.8474,1288.4
2026-07-18T12:08:15.959434+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.8063,0.2573,0.0088,0.8063,740.0,0.01,0.0,0.0,0.01,734.2,0.9243,0.0813,0.0021,0.9243,1277.5
2026-07-18T12:08:26.361381+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,0.8095,0.1955,0.006,0.8095,738.8,0.4732,0.4604,0.0249,0.4732,738.2,0.9267,0.0621,0.0018,0.9267,1254.3
2026-07-20T04:27:40.368878+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.7976,0.6848,0.0722,0.6128,443.7,,,,,7.0,0.9217,0.5481,0.0203,0.8736,1117.2
2026-07-20T04:27:59.422688+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.8044,0.6811,0.0689,0.6233,466.4,,,,,7.0,0.9214,0.5488,0.0206,0.8726,1141.8
2026-07-20T04:28:43.514324+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.7966,0.683,0.0706,0.6136,473.4,,,,,6.9,0.9218,0.5477,0.0212,0.8741,1166.6
2026-07-20T04:59:38.841923+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.7868,0.6835,0.0541,0.6033,699.5,0.01,0.0,0.0,0.01,697.8,0.9136,0.5584,0.0225,0.8552,1166.9
2026-07-20T04:59:51.685207+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.8044,0.6797,0.0608,0.6247,690.6,0.01,0.0,0.0,0.01,689.1,0.9238,0.5386,0.018,0.8852,1122.2
2026-07-20T05:00:58.555199+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.1,0.7101,0.0,-0.1101,694.8,0.01,0.0,0.0,0.01,692.2,0.1,0.0,0.0,0.1,1138.3
2026-07-20T05:31:06.456252+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.798,0.6749,0.0803,0.6231,693.0,0.472,0.8669,0.1463,0.1051,691.5,0.9211,0.5363,0.0221,0.8848,1134.0
2026-07-20T05:31:16.075912+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,0.798,0.6749,0.0803,0.6231,693.0,0.472,0.8669,0.1463,0.1051,691.5,0.9211,0.5363,0.0221,0.8848,1134.0
2026-07-20T05:31:55.516999+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.7984,0.6799,0.0782,0.6185,705.2,0.4988,0.8645,0.1493,0.1343,701.9,0.92,0.5443,0.0223,0.8757,1165.7
2026-07-20T05:32:03.318806+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,0.7984,0.6799,0.0782,0.6185,705.2,0.4988,0.8645,0.1493,0.1343,701.9,0.92,0.5443,0.0223,0.8757,1165.7
2026-07-20T05:33:21.080209+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,0.7897,0.7537,0.1067,0.536,716.1,0.3303,0.9456,0.1854,-0.1153,708.1,0.9304,0.5819,0.0191,0.8485,1146.8
2026-07-20T05:33:39.549052+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,0.7966,0.683,0.0706,0.6136,473.4,,,,,6.9,0.9218,0.5477,0.0212,0.8741,1166.6
