timestamp,model,is_final,seed,ECE_rf-mnist,Brier_rf-mnist,NLL_rf-mnist,ECE_mlp-fashion_mnist,Brier_mlp-fashion_mnist,NLL_mlp-fashion_mnist,ECE_gbm-madelon,Brier_gbm-madelon,NLL_gbm-madelon,ECE_svm-breast_cancer,Brier_svm-breast_cancer,NLL_svm-breast_cancer,ECE_rf-mnist_std,Brier_rf-mnist_std,NLL_rf-mnist_std,ECE_mlp-fashion_mnist_std,Brier_mlp-fashion_mnist_std,NLL_mlp-fashion_mnist_std,ECE_gbm-madelon_std,Brier_gbm-madelon_std,NLL_gbm-madelon_std,ECE_svm-breast_cancer_std,Brier_svm-breast_cancer_std,NLL_svm-breast_cancer_std,elapsed_rf-mnist,elapsed_mlp-fashion_mnist,elapsed_svm-breast_cancer,elapsed_gbm-madelon
2026-03-24T15:14:04.843544+00:00,baseline:temperature_scaling,true,456,0.007967,0.074715,0.156033,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-21T13:02:31.859738+00:00,baseline:temperature_scaling,true,mean,0.010127666666666667,0.07220066666666668,0.15529166666666666,0.009629,0.187593,0.37195100000000003,0.030549,0.15199,0.469187,0.030495,0.025011,0.086363,0.0017455689298589408,0.0037167557836849507,0.005995632095302567,0.0001510000000000001,7.400000000000462e-05,0.010513999999999996,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,2.0,35.0
2026-04-14T18:16:17.633053+00:00,anthropic/claude-opus-4.6,false,42,0.010692,0.075899,0.165247,0.013441,0.182886,0.37724,0.016222,0.151974,0.475199,0.019798,0.03337,0.096713,,,,,,,,,,,,,7,17,2,40
2026-04-14T18:19:13.663511+00:00,anthropic/claude-opus-4.6,false,42,0.009618,0.074504,0.159964,0.015024,0.183719,0.373256,0.031988,0.151853,0.46874,0.030495,0.025011,0.086364,,,,,,,,,,,,,7,17,2,36
2026-04-14T18:31:55.602175+00:00,anthropic/claude-opus-4.6,false,42,0.00985,0.074504,0.160009,0.011917,0.183262,0.373357,0.029465,0.151432,0.467331,0.032874,0.02536,0.085648,,,,,,,,,,,,,8,17,3,37
2026-04-14T18:32:19.215953+00:00,anthropic/claude-opus-4.6,true,42,0.00985,0.074504,0.160009,0.011917,0.183262,0.373357,0.029465,0.151432,0.467331,0.032874,0.02536,0.085648,,,,,,,,,,,,,8,17,3,37
2026-04-14T18:12:01.388247+00:00,deepseek-reasoner,false,42,0.019706,0.078238,0.190831,0.032245,0.190502,0.805195,0.091831,0.170789,0.549925,0.025295,0.017804,0.328636,,,,,,,,,,,,,7,17,3,36
2026-04-14T18:14:45.028935+00:00,deepseek-reasoner,false,42,,,,0.160448,0.251063,0.522339,0.031801,0.152276,0.470472,0.060981,0.048525,0.166221,,,,,,,,,,,,,8,19,3,39
2026-04-14T18:17:19.694960+00:00,deepseek-reasoner,false,42,0.02231,0.078287,0.197009,0.017173,0.183023,0.391873,0.033195,0.15574,0.535675,0.029507,0.029582,0.095266,,,,,,,,,,,,,8,18,2,40
2026-04-14T18:17:55.179522+00:00,deepseek-reasoner,true,42,0.02231,0.078287,0.197009,0.017173,0.183023,0.391873,0.033195,0.15574,0.535675,0.029507,0.029582,0.095266,,,,,,,,,,,,,8,18,2,40
2026-04-14T18:14:05.431322+00:00,google/gemini-3.1-pro-preview,false,42,0.009587,0.074181,0.161011,0.013043,0.178283,0.361371,0.032099,0.151989,0.469274,0.048631,0.035698,0.106996,,,,,,,,,,,,,17,28,3,40
2026-04-14T18:16:35.422102+00:00,google/gemini-3.1-pro-preview,false,42,0.011895,0.07385,0.158055,0.013699,0.177306,0.359096,0.028347,0.152013,0.46935,0.042633,0.031991,0.101189,,,,,,,,,,,,,18,29,2,38
2026-04-14T18:18:16.614076+00:00,google/gemini-3.1-pro-preview,false,42,0.009476,0.074528,0.159592,0.011746,0.178916,0.366299,0.029626,0.151978,0.469302,0.042517,0.031641,0.099615,,,,,,,,,,,,,18,28,3,37
2026-04-14T18:18:25.583977+00:00,google/gemini-3.1-pro-preview,true,42,0.009476,0.074528,0.159592,0.011746,0.178916,0.366299,0.029626,0.151978,0.469302,0.042517,0.031641,0.099615,,,,,,,,,,,,,18,28,3,37
2026-04-14T18:13:56.952335+00:00,openai/gpt-5.4,false,42,0.011899,0.075423,0.163556,0.010249,0.181823,0.368878,0.031565,0.15207,0.469538,0.045861,0.027195,0.091881,,,,,,,,,,,,,8,20,3,41
2026-04-14T18:16:00.927270+00:00,openai/gpt-5.4,false,42,0.012242,0.074941,0.162236,0.009785,0.181811,0.368838,0.023131,0.151361,0.467835,0.038062,0.027545,0.098208,,,,,,,,,,,,,7,17,2,38
2026-04-14T18:17:44.152399+00:00,openai/gpt-5.4,false,42,0.012242,0.074941,0.162236,0.009785,0.181811,0.368838,0.023131,0.151361,0.467835,0.038062,0.027545,0.098208,,,,,,,,,,,,,7,18,2,38
2026-04-14T18:17:51.828594+00:00,openai/gpt-5.4,true,42,0.012242,0.074941,0.162236,0.009785,0.181811,0.368838,0.023131,0.151361,0.467835,0.038062,0.027545,0.098208,,,,,,,,,,,,,7,17,2,38
2026-04-14T18:13:52.228918+00:00,qwen/qwen3.6-plus,false,42,0.353547,1.293747,20.749746,,,,0.551923,0.551923,19.062748,0.95614,0.95614,33.023918,,,,,,,,,,,,,37,21,3,41
2026-04-14T18:18:53.865539+00:00,qwen/qwen3.6-plus,false,42,0.126529,0.114652,0.282574,,,,0.023131,0.151361,0.467835,0.040292,0.024195,0.091652,,,,,,,,,,,,,7,18,2,37
2026-04-14T18:19:25.516241+00:00,qwen/qwen3.6-plus,true,42,0.126529,0.114652,0.282574,,,,0.023131,0.151361,0.467835,0.040292,0.024195,0.091652,,,,,,,,,,,,,7,18,2,37
