timestamp,model,is_final,seed,elapsed_mnist,elapsed_fmnist,elapsed_cifar10,accuracy_mnist,epsilon_mnist,best_accuracy_mnist,accuracy_mnist_std,epsilon_mnist_std,best_accuracy_mnist_std,accuracy_fmnist,epsilon_fmnist,best_accuracy_fmnist,accuracy_cifar10,epsilon_cifar10,best_accuracy_cifar10,elapsed_mnist_std,accuracy_fmnist_std,epsilon_fmnist_std,best_accuracy_fmnist_std,elapsed_fmnist_std,accuracy_cifar10_std,epsilon_cifar10_std,best_accuracy_cifar10_std,elapsed_cifar10_std
2026-04-06T16:16:12.713414+00:00,deepseek-reasoner,true,mean,253.33333333333334,259.3333333333333,2454.3333333333335,94.18,4.3783,94.18333333333334,0.22516660498395533,0.0,0.22546248764114607,80.96333333333334,4.3783,81.15333333333334,57.32666666666667,4.8411,58.82333333333333,9.29157324317757,0.9704294581953554,0.0,0.8564072240081466,8.082903768654761,3.4359472250506617,0.0,1.3085233407674959,205.6631550213439
2026-04-06T09:27:24.946219+00:00,google/gemini-3.1-pro-preview,false,42,255,256,,88.8,3.0016,88.8,,,,71.54,3.0016,71.69,,,,,,,,,,,,
2026-04-06T12:44:08.161193+00:00,google/gemini-3.1-pro-preview,false,42,248,248,2357,91.66,3.0016,91.66,,,,81.21,3.0016,81.35,59.93,2.9986,59.96,,,,,,,,,
2026-04-06T09:27:24.946768+00:00,google/gemini-3.1-pro-preview,false,123,259,260,2232,87.66,3.0016,87.66,,,,67.82,3.0016,67.82,58.02,2.9986,58.19,,,,,,,,,
2026-04-06T09:27:24.947032+00:00,google/gemini-3.1-pro-preview,false,456,247,260,2248,87.91,3.0016,88.01,,,,70.79,3.0016,70.79,57.9,2.9986,58.01,,,,,,,,,
2026-04-06T09:27:24.947277+00:00,google/gemini-3.1-pro-preview,false,mean,253.66666666666666,258.6666666666667,2240.0,88.12333333333333,3.0016,88.15666666666667,0.599193902950734,0.0,0.5839805932848561,70.05,3.0016,70.1,57.96,2.9986,58.099999999999994,6.110100926607787,1.9673078050981319,0.0,2.0251666598085247,2.309401076758503,0.08485281374238891,0.0,0.12727922061357835,11.313708498984761
2026-04-06T12:12:13.071339+00:00,openai/gpt-5.4-pro,false,42,,250,2278,,,,,,,78.67,3.0016,78.75,41.37,2.9986,41.5,,,,,,,,,
2026-04-06T15:22:50.116286+00:00,openai/gpt-5.4-pro,false,42,,,2205,,,,,,,,,,54.41,2.9986,54.55,,,,,,,,,
2026-04-06T16:39:00.259921+00:00,openai/gpt-5.4-pro,true,42,265,262,2410,96.15,3.0016,96.15,,,,80.6,3.0016,80.6,54.39,2.9986,54.54,,,,,,,,,
2026-04-06T12:12:13.072993+00:00,openai/gpt-5.4-pro,false,123,,243,2289,,,,,,,77.42,3.0016,77.42,41.51,2.9986,41.71,,,,,,,,,
2026-04-06T16:39:00.261685+00:00,openai/gpt-5.4-pro,true,123,265,259,2276,95.68,3.0016,95.68,,,,77.98,3.0016,78.04,55.67,2.9986,55.83,,,,,,,,,
2026-04-06T12:12:13.074002+00:00,openai/gpt-5.4-pro,false,456,246,243,2307,96.16,3.0016,96.16,,,,77.67,3.0016,77.67,43.05,2.9986,43.28,,,,,,,,,
2026-04-06T16:39:00.263010+00:00,openai/gpt-5.4-pro,true,456,262,261,2300,96.01,3.0016,96.01,,,,79.57,3.0016,79.57,54.45,2.9986,54.46,,,,,,,,,
2026-04-06T12:12:13.074914+00:00,openai/gpt-5.4-pro,false,mean,246.0,245.33333333333334,2291.3333333333335,96.16,3.0016,96.16,,,,77.92,3.0016,77.94666666666667,41.97666666666667,2.9986,42.163333333333334,,0.6614378277661477,0.0,0.7068474611493855,4.041451884327381,0.9321659365871147,0.0,0.9727452561350963,14.6401275039985
2026-04-06T16:39:00.264277+00:00,openai/gpt-5.4-pro,true,mean,264.0,260.6666666666667,2328.6666666666665,95.94666666666667,3.0016,95.94666666666667,0.24131583730317618,0.0,0.24131583730317618,79.38333333333333,3.0016,79.40333333333334,54.836666666666666,2.9986,54.943333333333335,1.7320508075688772,1.3199368671771083,0.0,1.2881123139436703,1.5275252316519468,0.7223111056416989,0.0,0.7689169872836286,71.45161533046914
2026-04-06T10:38:34.931233+00:00,qwen3.6-plus:free,false,42,270,270,,97.88,3.0016,97.88,,,,84.3,3.0016,84.3,,,,,,,,,,,,
2026-04-06T13:54:10.297735+00:00,qwen3.6-plus:free,false,42,242,243,,94.34,3.0016,94.34,,,,82.25,3.0016,82.32,,,,,,,,,,,,
2026-04-06T14:51:32.091684+00:00,qwen3.6-plus:free,true,42,6,6,6,,,,,,,,,,,,,,,,,,,,,
2026-04-06T10:38:34.932309+00:00,qwen3.6-plus:free,false,123,270,322,2403,97.67,3.0016,97.69,,,,83.99,3.0016,83.99,54.98,2.9986,55.08,,,,,,,,,
2026-04-06T14:51:32.092484+00:00,qwen3.6-plus:free,true,123,7,5,6,,,,,,,,,,,,,,,,,,,,,
2026-04-06T10:38:34.933088+00:00,qwen3.6-plus:free,false,456,270,331,2476,97.9,3.0016,97.9,,,,84.42,3.0016,84.42,53.79,2.9986,54.39,,,,,,,,,
2026-04-06T14:51:32.093010+00:00,qwen3.6-plus:free,true,456,6,5,6,,,,,,,,,,,,,,,,,,,,,
2026-04-06T10:38:34.933828+00:00,qwen3.6-plus:free,false,mean,270.0,307.6666666666667,2439.5,97.81666666666666,3.0016,97.82333333333334,0.12741009902410902,0.0,0.11590225767142681,84.23666666666666,3.0016,84.23666666666666,54.385,2.9986,54.735,0.0,0.22188585654190474,0.0,0.22188585654190474,32.929217016706204,0.84145706961199,0.0,0.4879036790187162,51.61879502661797
2026-04-06T14:51:32.093538+00:00,qwen3.6-plus:free,true,mean,6.333333333333333,5.333333333333333,6.0,,,,,,,,,,,,,0.5773502691896257,,,,0.5773502691896257,,,,0.0
2026-04-23T07:03:04.651436+00:00,baseline:noise_decay,false,42,260,260,,95.88,3.0016,95.88,,,,80.14,3.0016,80.18,,,,,,,,,,,,
2026-04-21T22:19:24.352602+00:00,baseline:standard_dpsgd,false,123,289,289,3045,95.72,3.0016,95.72,,,,78.35,3.0016,78.4,57.2,2.9986,57.34,,,,,,,,,
2026-04-22T09:55:12.616655+00:00,baseline:standard_dpsgd,false,456,290,290,3108,96.15,3.0016,96.15,,,,79.88,3.0016,79.88,55.97,2.9986,56.05,,,,,,,,,
2026-04-23T07:05:08.236601+00:00,baseline:standard_dpsgd,false,42,255,256,2335,96.21,3.0016,96.21,,,,80.66,3.0016,80.81,56.06,2.9986,56.06,,,,,,,,,
2026-04-23T07:44:47.927295+00:00,baseline:automatic_clipping,false,42,251,251,2448,96.26,3.0016,96.26,,,,80.57,3.0016,80.57,56.01,2.9986,56.06,,,,,,,,,
2026-04-24T11:13:47.527894+00:00,baseline:standard_dpsgd,true,42,249,251,2232,96.22,3.0016,96.22,,,,80.68,3.0016,80.85,56.08,2.9986,56.08,,,,,,,,,
2026-04-24T11:24:29.162866+00:00,baseline:automatic_clipping,true,42,252,253,2212,96.26,3.0016,96.26,,,,80.58,3.0016,80.58,56.03,2.9986,56.03,,,,,,,,,
2026-04-28T13:13:33.134781+00:00,openai/gpt-5.4,false,42,273,298,2604,96.23,3.0016,96.23,,,,81.56,3.0016,81.75,58.26,2.9986,58.31,,,,,,,,,
2026-04-28T14:20:22.430893+00:00,openai/gpt-5.4,false,42,268,269,2679,96.17,3.0016,96.17,,,,81.05,3.0016,81.37,57.21,2.9986,57.26,,,,,,,,,
2026-04-28T14:20:46.172172+00:00,openai/gpt-5.4,true,42,273,298,2604,96.23,3.0016,96.23,,,,81.56,3.0016,81.75,58.26,2.9986,58.31,,,,,,,,,
2026-05-03T09:05:55.645301+00:00,google/gemini-3.1-pro-preview,true,42,248,248,2357,91.66,3.0016,91.66,,,,81.21,3.0016,81.35,59.93,2.9986,59.96,,,,,,,,,
