timestamp,model,is_final,seed,final_gradient_norm_default-noise,score_default-noise,auc_log_iteration_log_grad_default-noise,bilinear_final_gradient_norm_default-noise,delta_nu_final_gradient_norm_default-noise,num_runs_default-noise,elapsed_default-noise,elapsed_low-noise,elapsed_high-noise,final_gradient_norm_default-noise_std,score_default-noise_std,auc_log_iteration_log_grad_default-noise_std,bilinear_final_gradient_norm_default-noise_std,delta_nu_final_gradient_norm_default-noise_std,num_runs_default-noise_std,final_gradient_norm_low-noise,score_low-noise,auc_log_iteration_log_grad_low-noise,bilinear_final_gradient_norm_low-noise,delta_nu_final_gradient_norm_low-noise,num_runs_low-noise,final_gradient_norm_high-noise,score_high-noise,auc_log_iteration_log_grad_high-noise,bilinear_final_gradient_norm_high-noise,delta_nu_final_gradient_norm_high-noise,num_runs_high-noise,final_gradient_norm_low-noise_std,score_low-noise_std,auc_log_iteration_log_grad_low-noise_std,bilinear_final_gradient_norm_low-noise_std,delta_nu_final_gradient_norm_low-noise_std,num_runs_low-noise_std,final_gradient_norm_high-noise_std,score_high-noise_std,auc_log_iteration_log_grad_high-noise_std,bilinear_final_gradient_norm_high-noise_std,delta_nu_final_gradient_norm_high-noise_std,num_runs_high-noise_std
2026-04-04T07:34:59.742907+00:00,baseline:seag,true,123,0.135449,-0.135449,-1.107236,0.16059,0.110307,2.0,2,2,2,,,,,,,0.082633,-0.082633,-1.54747,0.158595,0.006672,2.0,0.380617,-0.380617,-0.638068,0.178678,0.582557,2.0,,,,,,,,,,,,
2026-04-04T07:34:59.744072+00:00,baseline:seag,true,456,0.135449,-0.135449,-1.107236,0.16059,0.110307,2.0,2,2,3,,,,,,,0.082633,-0.082633,-1.54747,0.158595,0.006672,2.0,0.380617,-0.380617,-0.638068,0.178678,0.582557,2.0,,,,,,,,,,,,
2026-04-04T07:34:59.744072+00:00,baseline:seag,true,mean,0.135449,-0.135449,-1.107236,0.16059,0.110307,2.0,2.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.082633,-0.082633,-1.54747,0.158595,0.006672,2.0,0.380617,-0.380617,-0.638068,0.178678,0.582557,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-06T06:44:19.311068+00:00,qwen3.6-plus:free,false,42,0.187131,-0.187131,-0.332084,0.165152,0.209111,2.0,2,2,2,,,,,,,0.131626,-0.131626,-0.417722,0.164482,0.098769,2.0,0.562537,-0.562537,0.080669,0.186059,0.939014,2.0,,,,,,,,,,,,
2026-04-06T06:52:03.533086+00:00,qwen3.6-plus:free,true,42,0.105671,-0.105671,-0.599332,0.149218,0.062123,2.0,2,2,2,,,,,,,0.099796,-0.099796,-0.5962,0.137173,0.06242,2.0,0.134858,-0.134858,-0.575126,0.20319,0.066525,2.0,,,,,,,,,,,,
2026-04-06T07:13:58.565986+00:00,openai/gpt-5.4-pro,false,42,0.023549,-0.023549,-4.305533,1.5e-05,0.047083,2.0,2,2,2,,,,,,,0.029523,-0.029523,-4.654436,2e-06,0.059045,2.0,0.042128,-0.042128,-3.93442,6.8e-05,0.084188,2.0,,,,,,,,,,,,
2026-04-06T07:39:25.043883+00:00,openai/gpt-5.4-pro,false,42,0.0005,-0.0005,-6.0927,1.5e-05,0.000985,2.0,2,2,2,,,,,,,0.000493,-0.000493,-6.468012,2e-06,0.000985,2.0,0.000527,-0.000527,-5.780594,6.8e-05,0.000985,2.0,,,,,,,,,,,,
2026-04-06T07:48:15.753803+00:00,openai/gpt-5.4-pro,true,42,0.0005,-0.0005,-6.0927,1.5e-05,0.000985,2.0,2,2,2,,,,,,,0.000493,-0.000493,-6.468012,2e-06,0.000985,2.0,0.000527,-0.000527,-5.780594,6.8e-05,0.000985,2.0,,,,,,,,,,,,
2026-04-07T01:51:47.021266+00:00,deepseek-reasoner,false,42,0.182141,-0.182141,-0.346938,0.173788,0.190493,2.0,1,1,1,,,,,,,0.116935,-0.116935,-0.442062,0.162024,0.071846,2.0,0.582105,-0.582105,0.076484,0.227585,0.936626,2.0,,,,,,,,,,,,
2026-04-07T01:53:03.400459+00:00,deepseek-reasoner,true,42,0.021554,-0.021554,-0.819824,0.021517,0.021591,2.0,2,2,2,,,,,,,0.009313,-0.009313,-1.113764,0.016151,0.002474,2.0,0.077693,-0.077693,-0.341188,0.046563,0.108823,2.0,,,,,,,,,,,,
2026-04-07T07:59:57.225027+00:00,anthropic/claude-opus-4.6,false,42,0.021587,-0.021587,-0.79625,0.020512,0.022662,2.0,2,2,2,,,,,,,0.008661,-0.008661,-1.085784,0.014883,0.00244,2.0,0.080689,-0.080689,-0.319759,0.046987,0.11439,2.0,,,,,,,,,,,,
2026-04-07T08:00:00.323406+00:00,anthropic/claude-opus-4.6,true,42,0.021587,-0.021587,-0.79625,0.020512,0.022662,2.0,2.0,2.0,2.0,,,,,,,0.008661,-0.008661,-1.085784,0.014883,0.00244,2.0,0.080689,-0.080689,-0.319759,0.046987,0.11439,2.0,,,,,,,,,,,,
2026-04-07T15:09:37.995267+00:00,google/gemini-3.1-pro-preview,false,42,0.080893,-0.080893,-1.515444,0.156997,0.004788,2.0,2,2,2,,,,,,,0.079719,-0.079719,-1.60375,0.156586,0.002851,2.0,0.089315,-0.089315,-1.149206,0.158826,0.019805,2.0,,,,,,,,,,,,
2026-04-07T15:10:02.939090+00:00,google/gemini-3.1-pro-preview,false,42,0.021594,-0.021594,-0.797146,0.020523,0.022665,2.0,2,2,2,,,,,,,0.008648,-0.008648,-1.08684,0.014857,0.002439,2.0,0.080775,-0.080775,-0.320045,0.047147,0.114402,2.0,,,,,,,,,,,,
2026-04-07T15:10:47.355420+00:00,google/gemini-3.1-pro-preview,true,42,0.051195,-0.051195,-1.564545,0.097811,0.004578,2.0,2,2,2,,,,,,,0.049861,-0.049861,-1.667651,0.097359,0.002363,2.0,0.059854,-0.059854,-1.188877,0.099828,0.01988,2.0,,,,,,,,,,,,
2026-04-28T12:12:16.549093+00:00,openai/gpt-5.4,false,42,0.007747,-0.007747,-4.778096,0.003933,0.01156,2.0,3,2,2,,,,,,,0.002688,-0.002688,-5.458953,0.004278,0.001099,2.0,0.02411,-0.02411,-4.255848,0.005113,0.043106,2.0,,,,,,,,,,,,
2026-04-28T12:29:33.444182+00:00,openai/gpt-5.4,false,42,0.000496,-0.000496,-6.061385,0.000138,0.000853,2.0,2,2,2,,,,,,,0.000357,-0.000357,-7.262648,1.4e-05,0.000701,2.0,0.001023,-0.001023,-5.102715,0.000689,0.001356,2.0,,,,,,,,,,,,
2026-04-28T12:29:39.116347+00:00,openai/gpt-5.4,true,42,0.000496,-0.000496,-6.061385,0.000138,0.000853,2.0,2,2,2,,,,,,,0.000357,-0.000357,-7.262648,1.4e-05,0.000701,2.0,0.001023,-0.001023,-5.102715,0.000689,0.001356,2.0,,,,,,,,,,,,
2026-04-06T06:46:53.732612+00:00,anthropic/claude-opus-4.6,true,42,0.017221,-0.017221,-1.19413,0.011953,0.02249,2.0,2,2,2,,,,,,,0.004856,-0.004856,-1.623769,0.007548,0.002165,2.0,0.073151,-0.073151,-0.553992,0.032691,0.113612,2.0,,,,,,,,,,,,
2026-04-06T06:41:34.609936+00:00,google/gemini-3.1-pro-preview,true,42,0.076381,-0.076381,-0.826581,0.140704,0.012059,2.0,2,2,2,,,,,,,0.071515,-0.071515,-1.088929,0.141219,0.001812,2.0,0.099363,-0.099363,-0.433535,0.138456,0.06027,2.0,,,,,,,,,,,,
2026-04-07T07:59:22.376707+00:00,google/gemini-3.1-pro-preview,true,42,0.135449,-0.135449,-1.107236,0.16059,0.110307,2.0,4,4,4,,,,,,,0.082633,-0.082633,-1.54747,0.158595,0.006672,2.0,0.380617,-0.380617,-0.638068,0.178678,0.582557,2.0,,,,,,,,,,,,
