timestamp,model,is_final,seed,shd_ER50-LowSample,f1_ER50-LowSample,precision_ER50-LowSample,recall_ER50-LowSample,shd_SF100,f1_SF100,precision_SF100,recall_SF100,shd_ER20-Dense,f1_ER20-Dense,precision_ER20-Dense,recall_ER20-Dense,shd_ER10,f1_ER10,precision_ER10,recall_ER10,shd_ER15,f1_ER15,precision_ER15,recall_ER15,shd_SF12,f1_SF12,precision_SF12,recall_SF12,shd_ER30,f1_ER30,precision_ER30,recall_ER30,shd_ER50,f1_ER50,precision_ER50,recall_ER50,shd_ER10_std,f1_ER10_std,precision_ER10_std,recall_ER10_std,shd_ER15_std,f1_ER15_std,precision_ER15_std,recall_ER15_std,shd_SF12_std,f1_SF12_std,precision_SF12_std,recall_SF12_std,shd_ER30_std,f1_ER30_std,precision_ER30_std,recall_ER30_std,shd_ER50_std,f1_ER50_std,precision_ER50_std,recall_ER50_std,shd_ER50-LowSample_std,f1_ER50-LowSample_std,precision_ER50-LowSample_std,recall_ER50-LowSample_std,shd_SF100_std,f1_SF100_std,precision_SF100_std,recall_SF100_std,shd_ER20-Dense_std,f1_ER20-Dense_std,precision_ER20-Dense_std,recall_ER20-Dense_std,elapsed_ER10,elapsed_ER15,elapsed_SF12,elapsed_ER30,elapsed_ER50,elapsed_ER50-LowSample,elapsed_SF100,elapsed_ER20-Dense
2026-04-03T03:23:50.061252+00:00,google/gemini-3.1-pro-preview,true,42,21,0.9132,0.8643,0.968,392,0.4758,0.3583,0.7079,1,0.9949,0.9898,1.0,0,1.0,1.0,1.0,2,0.9474,0.9,1.0,1,0.9756,0.9524,1.0,1,0.9953,0.9907,1.0,3,0.9941,0.9882,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,64,1407,1407,2107,2107
2026-04-03T02:20:13.716039+00:00,gpt-5.4-pro,true,42,30,0.8832,0.8121,0.968,17,0.9715,0.9477,0.9966,7,0.9641,0.9592,0.9691,0,1.0,1.0,1.0,2,0.9474,0.9,1.0,1,0.9756,0.9524,1.0,1,0.9953,0.9907,1.0,21,0.9569,0.9873,0.9283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,18,18,79,79
2026-04-21T12:55:17.388163+00:00,baseline:rcd,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,0.3891,0.2955,0.5697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490,,,
2026-04-23T06:20:50.781652+00:00,baseline:notears,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-25T05:29:55.296697+00:00,qwen/qwen3.6-plus,false,42,,,,,291,0.0,0.0,0.0,,,,,,,,,,,,,,,,,106,0.0,0.0,0.0,251,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
2026-04-25T05:30:29.669070+00:00,deepseek-reasoner,false,42,,,,,291,0.0,0.0,0.0,,,,,,,,,,,,,,,,,106,0.0,0.0,0.0,251,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
2026-04-25T05:31:49.185381+00:00,qwen/qwen3.6-plus,false,42,,,,,3302,0.0715,0.0388,0.4536,,,,,,,,,,,,,,,,,311,0.2222,0.1445,0.4811,946,0.1856,0.1149,0.4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,,80,
2026-04-25T05:36:59.838728+00:00,deepseek-reasoner,false,42,,,,,1266,0.1143,0.0703,0.3058,,,,,,,,,,,,,,,,,285,0.2138,0.1429,0.4245,256,0.0078,0.1429,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,65,,289,
2026-04-25T05:37:50.513378+00:00,qwen/qwen3.6-plus,false,42,,,,,1,0.9983,0.9966,1.0,,,,,,,,,,,,,,,,,1,0.9953,0.9907,1.0,2,0.996,0.9921,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,75,
2026-04-25T05:37:54.542351+00:00,qwen/qwen3.6-plus,true,42,,,,,1,0.9983,0.9966,1.0,,,,,,,,,,,,,,,,,1,0.9953,0.9907,1.0,2,0.996,0.9921,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,75,
2026-04-25T05:39:45.970311+00:00,deepseek-reasoner,false,42,,,,,126,0.7237,1.0,0.567,,,,,,,,,,,,,,,,,36,0.7955,1.0,0.6604,102,0.745,1.0,0.5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,79,
2026-04-25T05:40:04.344014+00:00,deepseek-reasoner,true,42,,,,,126,0.7237,1.0,0.567,,,,,,,,,,,,,,,,,36,0.7955,1.0,0.6604,102,0.745,1.0,0.5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,79,
2026-04-28T11:59:17.792935+00:00,openai/gpt-5.4,false,42,,,,,1127,0.2044,0.1257,0.5464,,,,,,,,,,,,,,,,,251,0.3229,0.2168,0.6321,784,0.2454,0.157,0.5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19,,83,
2026-04-28T12:01:19.113573+00:00,openai/gpt-5.4,false,42,,,,,2,0.9966,0.9966,0.9966,,,,,,,,,,,,,,,,,214,0.3388,0.2385,0.5849,706,0.263,0.1732,0.5458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,58,
2026-04-28T12:04:07.893607+00:00,openai/gpt-5.4,false,42,,,,,22,0.9607,1.0,0.9244,,,,,,,,,,,,,,,,,11,0.9458,0.9897,0.9057,54,0.8795,1.0,0.7849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,18,,118,
2026-04-28T12:04:09.081310+00:00,openai/gpt-5.4,true,42,,,,,22,0.9607,1.0,0.9244,,,,,,,,,,,,,,,,,11,0.9458,0.9897,0.9057,54,0.8795,1.0,0.7849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,18,,118,
