timestamp,model,is_final,seed,niah_acc,niah_density,niah_time,elapsed_niah_8k,qasper_f1,qasper_density,qasper_time,elapsed_longbench_qasper,multifieldqa_f1,multifieldqa_density,multifieldqa_time,elapsed_longbench_multifieldqa_en
2026-05-02T04:13:45.423623+00:00,openai/gpt-5.4,false,42,0.0,0.2084,49.0,61,0.0031,0.2605,126.7,138,,,,3064
2026-05-02T05:11:15.794853+00:00,openai/gpt-5.4,false,42,0.2,0.2319,280.3,293,0.0854,0.2305,389.1,401,0.1935,0.2312,881.7,899
2026-05-02T05:11:17.771847+00:00,openai/gpt-5.4,true,42,0.2,0.2319,280.3,293,0.0854,0.2305,389.1,401,0.1935,0.2312,881.7,899
2026-05-02T04:14:23.168981+00:00,qwen3.6-plus,false,42,,,,14,,,,14,0.2332,0.1924,2791.6,2804
2026-05-02T04:59:34.519487+00:00,qwen3.6-plus,false,42,0.2,0.1487,828.9,840,,,,90,,,,76
2026-05-02T05:00:51.934812+00:00,qwen3.6-plus,true,42,0.2,0.1487,828.9,840,,,,90,,,,76
2026-05-01T13:25:49.252538+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,0.2,0.2419,788.0,800,0.1233,0.2349,680.5,692,,,,
2026-05-02T04:14:12.978279+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,0.2,0.2419,788.0,800,0.1233,0.2349,680.5,692,,,,36
2026-05-02T05:00:05.395949+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,,,,,,,,,,,,
2026-05-02T05:01:23.873797+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,true,42,0.2,0.2419,788.0,800,0.1233,0.2349,680.5,692,,,,36
2026-07-18T10:26:09.264791+00:00,baseline:block_topk,false,1,,,,,,,,,,,,
2026-07-18T10:26:38.978997+00:00,baseline:bigbird,false,1,,,,,,,,,,,,
2026-07-18T10:27:01.047636+00:00,baseline:dense,false,1,,,,,,,,,,,,
2026-07-18T10:27:26.883439+00:00,baseline:streaming_llm,false,1,,,,,,,,,,,,
2026-07-18T10:27:39.012991+00:00,baseline:bigbird,false,3,,,,,,,,,,,,
2026-07-18T10:28:11.252832+00:00,baseline:block_topk,false,3,,,,,,,,,,,,
2026-07-18T10:28:18.167596+00:00,baseline:block_topk,false,2,,,,,,,,,,,,
2026-07-18T10:28:41.786085+00:00,baseline:dense,false,3,,,,,,,,,,,,
2026-07-18T10:28:54.253429+00:00,baseline:bigbird,false,2,,,,,,,,,,,,
2026-07-18T10:29:05.803467+00:00,baseline:streaming_llm,false,3,,,,,,,,,,,,
2026-07-18T10:29:29.219183+00:00,baseline:dense,false,2,,,,,,,,,,,,
2026-07-18T10:30:04.594604+00:00,baseline:streaming_llm,false,2,,,,,,,,,,,,
2026-07-18T10:47:32.122217+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T10:49:22.561421+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T10:49:29.053775+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T10:51:32.456015+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T10:51:50.855535+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T10:52:01.237659+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T10:53:28.780499+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T10:53:44.849713+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T10:53:55.410030+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T10:56:19.599665+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T10:58:38.575508+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T10:58:50.263047+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T11:22:05.170975+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:25:27.406366+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:30:15.455874+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:30:24.177447+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T11:34:41.674964+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:36:36.767395+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:37:15.086969+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:38:42.666131+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:38:42.951749+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:38:47.983052+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:38:54.024219+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T11:40:35.567012+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:40:58.291709+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:41:30.276914+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:41:42.333447+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:42:47.972511+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:42:58.896833+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T11:43:26.718522+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:43:58.162378+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:44:08.138662+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T11:48:40.983605+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:48:51.750138+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T11:50:18.290785+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T11:50:31.090024+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T12:55:04.391987+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T12:55:06.705320+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T12:56:24.307718+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T12:56:26.982276+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T12:56:43.862588+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T12:57:48.417678+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T12:57:51.137385+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T12:57:59.838066+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T12:58:23.046469+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T12:58:28.060284+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-18T12:59:17.101091+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-18T12:59:24.804630+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T05:38:16.134807+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:39:03.878275+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:39:42.022852+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:39:52.051707+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:40:30.440703+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:41:19.407060+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:41:21.530518+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:41:30.568339+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T05:41:46.434483+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:41:51.893591+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:42:01.910986+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:42:10.801735+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T05:42:28.820878+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:43:10.744656+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:43:13.173493+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:43:37.822833+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:43:47.646183+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T05:43:53.384594+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:44:41.093424+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:44:49.833980+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T05:44:51.615764+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:45:08.830820+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T05:45:21.751286+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T05:45:30.858068+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T10:56:29.091824+00:00,baseline:block_topk,false,2,,,,,,,,,,,,
2026-07-20T10:56:40.869582+00:00,baseline:bigbird,false,3,,,,,,,,,,,,
2026-07-20T10:56:52.990497+00:00,baseline:dense,false,2,,,,,,,,,,,,
2026-07-20T10:56:55.472124+00:00,baseline:dense,false,1,,,,,,,,,,,,
2026-07-20T10:57:05.933831+00:00,baseline:block_topk,false,3,,,,,,,,,,,,
2026-07-20T10:57:15.188701+00:00,baseline:streaming_llm,false,2,,,,,,,,,,,,
2026-07-20T10:57:19.877533+00:00,baseline:block_topk,false,1,,,,,,,,,,,,
2026-07-20T10:57:28.534943+00:00,baseline:streaming_llm,false,3,,,,,,,,,,,,
2026-07-20T10:57:38.171098+00:00,baseline:bigbird,false,2,,,,,,,,,,,,
2026-07-20T10:57:45.043429+00:00,baseline:bigbird,false,1,,,,,,,,,,,,
2026-07-20T10:57:50.429220+00:00,baseline:dense,false,3,,,,,,,,,,,,
2026-07-20T10:58:08.601380+00:00,baseline:streaming_llm,false,1,,,,,,,,,,,,
2026-07-20T11:31:18.680241+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:31:31.542702+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:32:47.536483+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:32:55.199689+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:34:19.570154+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:34:24.904036+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:34:26.972475+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:34:29.525153+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:34:37.202020+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:34:42.954648+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:35:01.141139+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:35:03.488845+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:35:06.911644+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:35:16.553998+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:35:19.503315+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:35:28.176591+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:35:55.963150+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:36:05.479701+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:36:28.852538+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:36:29.998871+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:36:30.569481+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:36:43.748366+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:36:49.552733+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:36:53.309150+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:37:23.643328+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:37:33.666597+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:37:34.311691+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:37:43.171852+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:37:59.167133+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:38:07.691353+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:38:08.496039+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:38:12.606193+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:38:15.396917+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:38:15.919418+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:38:24.722253+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:38:25.667203+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:38:27.951421+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:38:36.397307+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:38:39.079907+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:38:46.366601+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:38:46.503980+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:40:03.656955+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:40:10.916599+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:40:53.406484+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:40:57.279961+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:40:59.546072+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:41:02.143596+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:41:14.240378+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:41:28.096311+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:41:38.179019+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:41:41.610088+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:41:42.523728+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:41:47.840527+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:42:03.012908+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:42:12.751605+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:42:22.928969+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:42:26.305541+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:42:28.152965+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:42:30.434891+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:42:40.357531+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:42:48.734301+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:43:02.126040+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:43:07.761598+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:43:10.376011+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:43:30.018866+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:43:38.634002+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:43:38.900055+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:43:52.483973+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:43:58.878314+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:43:59.599970+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:43:59.924927+00:00,claude-fable-5__sft14b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:44:08.731162+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:44:10.646615+00:00,claude-fable-5__base32bq3:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:44:24.605822+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:44:38.008023+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:44:46.211623+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:44:47.291431+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:44:50.149701+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:44:55.924261+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:44:56.348486+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:45:10.705998+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:45:19.922170+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:46:03.940209+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:46:05.675035+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:46:15.042471+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:46:29.334638+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:47:33.036860+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:47:54.062709+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:48:58.284918+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:49:07.340982+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:49:21.198258+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T11:49:30.171762+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T11:49:44.482621+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T14:36:48.188155+00:00,baseline:dense,false,2,1.0,1.0,364.4,391.3,0.1406,1.0,566.7,582.3,0.3447,1.0,1733.7,1759.0
2026-07-20T14:37:34.027632+00:00,baseline:dense,false,3,,,,14.3,0.1406,1.0,590.3,604.7,0.3447,1.0,1708.6,1733.1
2026-07-20T14:38:07.691187+00:00,baseline:dense,false,1,1.0,1.0,452.5,468.6,0.1406,1.0,642.0,663.0,0.3447,1.0,1725.9,1750.2
2026-07-20T14:39:53.165636+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T14:40:07.763256+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T14:47:35.635483+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.48,0.2345,266.9,282.8,,,,37.0,,,,35.3
2026-07-20T14:54:49.640613+00:00,baseline:streaming_llm,false,3,0.2,0.2344,3394.9,3409.6,,,,18.8,,,,31.6
2026-07-20T14:56:34.659448+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,,,,,,,,,,,,
2026-07-20T14:59:19.341426+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,1.0,0.2469,351.0,367.2,0.1885,0.2467,379.1,403.2,0.3338,0.2468,595.2,611.4
2026-07-20T15:01:47.829728+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,,,,,,,,,,,,
2026-07-20T15:05:11.641649+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,0.2,0.2332,337.1,353.0,0.1007,0.2253,382.4,407.4,0.1911,0.2268,625.5,642.7
2026-07-20T15:05:58.377203+00:00,claude-fable-5__sft14b:eng:ctx_proposal,false,42,1.0,0.2333,338.3,363.3,0.1821,0.2341,372.2,388.9,0.3443,0.2337,673.6,691.9
2026-07-20T15:17:15.007062+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.1,0.2353,362.6,378.3,0.0869,0.2366,454.6,480.1,0.207,0.2362,662.7,679.6
