timestamp,model,is_final,seed,eval_return_halfcheetah_v4,eval_return_hopper_v4,eval_return_walker2d_v4,eval_return_halfcheetah_v4_std,eval_return_hopper_v4_std,eval_return_walker2d_v4_std,elapsed_halfcheetah-v4,elapsed_hopper-v4,elapsed_walker2d-v4
2026-04-17T18:46:45.114324+00:00,claude-opus-4.6,true,123,3273.92,1146.71,403.63,,,,,,
2026-04-17T18:46:45.114960+00:00,claude-opus-4.6,true,456,3260.97,840.14,2463.35,,,,,,
2026-04-17T18:46:45.115598+00:00,claude-opus-4.6,true,mean,3302.99,799.0233333333333,1224.3733333333332,61.90530429615867,369.962586261548,1091.6963682422568,,,
2026-04-17T20:54:19.228222+00:00,deepseek-reasoner,false,42,2381.03,928.91,379.86,,,,,,
2026-04-17T20:54:19.229266+00:00,deepseek-reasoner,false,123,2188.51,640.34,443.34,,,,,,
2026-04-17T20:54:19.229956+00:00,deepseek-reasoner,false,456,2370.58,1120.24,649.01,,,,,,
2026-04-17T20:54:19.230703+00:00,deepseek-reasoner,false,mean,2313.3733333333334,896.4966666666667,490.7366666666667,108.26097927385155,241.5863626807882,140.6956418420035,,,
2026-04-17T20:54:47.425161+00:00,deepseek-reasoner,true,42,2381.03,928.91,379.86,,,,,,
2026-04-17T20:54:47.426126+00:00,deepseek-reasoner,true,123,2188.51,640.34,443.34,,,,,,
2026-04-17T20:54:47.426837+00:00,deepseek-reasoner,true,456,2370.58,1120.24,649.01,,,,,,
2026-04-17T20:54:47.427527+00:00,deepseek-reasoner,true,mean,2313.3733333333334,896.4966666666667,490.7366666666667,108.26097927385155,241.5863626807882,140.6956418420035,,,
2026-04-20T01:21:01.110265+00:00,gemini-3.1-pro-preview,false,42,3036.85,1059.41,900.73,,,,,,
2026-04-20T01:21:01.111612+00:00,gemini-3.1-pro-preview,false,123,2782.42,412.01,2111.51,,,,,,
2026-04-20T01:21:01.112792+00:00,gemini-3.1-pro-preview,false,456,2821.76,788.15,608.53,,,,,,
2026-04-20T01:21:01.113763+00:00,gemini-3.1-pro-preview,false,mean,2880.3433333333332,753.19,1206.9233333333334,136.95861211816253,325.11281303572156,796.9021195437577,,,
2026-04-20T07:23:51.516626+00:00,gemini-3.1-pro-preview,false,42,3321.72,1926.91,1114.87,,,,,,
2026-04-21T12:27:46.504470+00:00,gemini-3.1-pro-preview,false,42,3421.79,1074.01,592.53,,,,,,
2026-04-21T12:27:46.507759+00:00,gemini-3.1-pro-preview,false,123,3301.9,820.4,955.12,,,,,,
2026-04-21T12:27:46.509881+00:00,gemini-3.1-pro-preview,false,456,3034.39,972.78,2318.49,,,,,,
2026-04-21T12:27:46.511943+00:00,gemini-3.1-pro-preview,false,mean,3252.693333333333,955.73,1288.7133333333331,198.33220120125063,127.66179890632907,910.0537700780834,,,
2026-04-21T12:27:57.833067+00:00,gemini-3.1-pro-preview,true,42,3421.79,1074.01,592.53,,,,,,
2026-04-21T12:27:57.834466+00:00,gemini-3.1-pro-preview,true,123,3301.9,820.4,955.12,,,,,,
2026-04-21T12:27:57.835594+00:00,gemini-3.1-pro-preview,true,456,3034.39,972.78,2318.49,,,,,,
2026-04-21T12:27:57.836671+00:00,gemini-3.1-pro-preview,true,mean,3252.693333333333,955.73,1288.7133333333331,198.33220120125063,127.66179890632907,910.0537700780834,,,
2026-04-22T03:26:13.807233+00:00,gpt-5.4,true,42,1403.09,1672.39,575.57,,,,,,
2026-04-22T03:26:13.807233+00:00,gpt-5.4,true,123,2477.23,1372.01,395.57,,,,,,
2026-04-22T03:26:13.807233+00:00,gpt-5.4,true,456,2100.34,867.36,546.46,,,,,,
2026-04-22T03:26:13.807233+00:00,gpt-5.4,true,mean,1993.5533333333333,1303.92,505.8666666666667,544.9740627161383,406.8113952435453,96.62227503703967,,,
2026-04-19T19:23:00.881696+00:00,qwen3.6-plus,false,42,-13.28,222.17,353.25,,,,,,
2026-04-19T19:23:00.883745+00:00,qwen3.6-plus,false,123,577.15,59.59,60.06,,,,,,
2026-04-19T19:23:00.885317+00:00,qwen3.6-plus,false,456,1262.29,862.16,1115.92,,,,,,
2026-04-19T19:23:00.886868+00:00,qwen3.6-plus,false,mean,608.72,381.3066666666667,509.74333333333334,638.3707425156639,424.29118566537926,545.048353298433,,,
2026-04-20T01:25:19.488047+00:00,qwen3.6-plus,false,42,2371.32,41.86,345.19,,,,,,
2026-04-20T12:29:14.700906+00:00,qwen3.6-plus,false,42,-535.31,4.83,424.5,,,,,,
2026-04-20T12:29:14.703135+00:00,qwen3.6-plus,false,123,2517.47,463.46,327.67,,,,,,
2026-04-20T12:29:14.704853+00:00,qwen3.6-plus,false,456,1896.02,2270.73,515.51,,,,,,
2026-04-20T12:29:14.706556+00:00,qwen3.6-plus,false,mean,1292.7266666666667,913.0066666666667,422.56,1613.3315116966298,1197.9753155358976,93.93502594879078,,,
2026-04-21T15:39:47.566338+00:00,qwen3.6-plus,false,42,833.23,48.87,484.13,,,,,,
2026-04-21T15:39:47.568514+00:00,qwen3.6-plus,false,123,91.2,52.89,891.64,,,,,,
2026-04-21T15:39:47.569747+00:00,qwen3.6-plus,false,456,686.56,83.56,199.41,,,,,,
2026-04-21T15:39:47.570890+00:00,qwen3.6-plus,false,mean,536.9966666666667,61.77333333333333,525.06,392.97458344444277,18.974568067108496,347.92533954858766,,,
2026-04-21T21:42:05.421284+00:00,qwen3.6-plus,false,42,2141.52,9.45,113.38,,,,,,
2026-04-21T21:42:05.422799+00:00,qwen3.6-plus,false,123,1464.38,541.4,340.09,,,,,,
2026-04-21T21:42:05.424038+00:00,qwen3.6-plus,false,456,1275.14,212.45,309.71,,,,,,
2026-04-21T21:42:05.425207+00:00,qwen3.6-plus,false,mean,1627.0133333333333,254.4333333333333,254.39333333333332,455.51155521384226,268.44859998393235,123.06220473132005,,,
2026-04-21T21:42:26.293024+00:00,qwen3.6-plus,true,42,-535.31,4.83,424.5,,,,,,
2026-04-21T21:42:26.294458+00:00,qwen3.6-plus,true,123,2517.47,463.46,327.67,,,,,,
2026-04-21T21:42:26.295684+00:00,qwen3.6-plus,true,456,1896.02,2270.73,515.51,,,,,,
2026-04-21T21:42:26.296866+00:00,qwen3.6-plus,true,mean,1292.7266666666667,913.0066666666667,422.56,1613.3315116966298,1197.9753155358976,93.93502594879078,,,
